ortholog_1 gene-HOLleu_00014 AFI21291.1
ortholog_2982 gene-HOLleu_14659 AFI08978.1
ortholog_2983 gene-HOLleu_14660 AFI08387.2
ortholog_2984 gene-HOLleu_14662 AFI30175.2
ortholog_2985 gene-HOLleu_14665 AFI31051.1
ortholog_2986 gene-HOLleu_14671 AFI08813.1
ortholog_2987 gene-HOLleu_14676 AFI08971.1
ortholog_2988 gene-HOLleu_14679 AFI19911.1
ortholog_2989 gene-HOLleu_14680 AFI11411.1
ortholog_2990 gene-HOLleu_14684 AFI06177.1
ortholog_2991 gene-HOLleu_14685 AFI13733.1
ortholog_2992 gene-HOLleu_14686 AFI31237.1
ortholog_2993 gene-HOLleu_14687 AFI19737.1
ortholog_2994 gene-HOLleu_14688 AFI31205.1
ortholog_2995 gene-HOLleu_14691 AFI30859.1
ortholog_2996 gene-HOLleu_14692 AFI30902.5
ortholog_2997 gene-HOLleu_14693 AFI25788.1
ortholog_2998 gene-HOLleu_14695 AFI08656.3
ortholog_2999 gene-HOLleu_14696 AFI12317.1
ortholog_3000 gene-HOLleu_14698 AFI26095.1
ortholog_3001 gene-HOLleu_14699 AFI30308.1
ortholog_3002 gene-HOLleu_14706 AFI11663.1
ortholog_3003 gene-HOLleu_14708 AFI11917.1
ortholog_3004 gene-HOLleu_14709 AFI11515.1
ortholog_3005 gene-HOLleu_14710 AFI11697.1
ortholog_3006 gene-HOLleu_14711 AFI11249.1
ortholog_3007 gene-HOLleu_14713 AFI11188.1
ortholog_3008 gene-HOLleu_14724 AFI18815.1
ortholog_3009 gene-HOLleu_14727 AFI12609.1
ortholog_3010 gene-HOLleu_14729 AFI25358.1
ortholog_3011 gene-HOLleu_14730 AFI12951.1
ortholog_3012 gene-HOLleu_14735 AFI12949.1
ortholog_3013 gene-HOLleu_14744 AFI31046.1
ortholog_3014 gene-HOLleu_14745 AFI12411.3
ortholog_3015 gene-HOLleu_14750 AFI11184.2
ortholog_3016 gene-HOLleu_14777 AFI15329.1
ortholog_3017 gene-HOLleu_14778 AFI21667.1
ortholog_3018 gene-HOLleu_14790 AFI25403.1
ortholog_3019 gene-HOLleu_14791 AFI02009.1
ortholog_3020 gene-HOLleu_14793 AFI30887.1
ortholog_3021 gene-HOLleu_14794 AFI08885.1
ortholog_3022 gene-HOLleu_14795 AFI30574.1
ortholog_3023 gene-HOLleu_14797 AFI31327.1
ortholog_3024 gene-HOLleu_14804 AFI30565.1
ortholog_3025 gene-HOLleu_14805 AFI31721.1
ortholog_3026 gene-HOLleu_14807 AFI12565.1
ortholog_3027 gene-HOLleu_14810 AFI08671.1
ortholog_3028 gene-HOLleu_14811 AFI31187.1
ortholog_3029 gene-HOLleu_14812 AFI08361.1
ortholog_3030 gene-HOLleu_14813 AFI08683.1
ortholog_3031 gene-HOLleu_14817 AFI23831.1
ortholog_3032 gene-HOLleu_14819 AFI11442.1
ortholog_3033 gene-HOLleu_14820 AFI31999.1
ortholog_3034 gene-HOLleu_14823 AFI30278.1
ortholog_3035 gene-HOLleu_14829 AFI25921.4
ortholog_3036 gene-HOLleu_14831 AFI11623.1
ortholog_3037 gene-HOLleu_14832 AFI11591.1
ortholog_3038 gene-HOLleu_14833 AFI11402.1
ortholog_3039 gene-HOLleu_14834 AFI12748.1
ortholog_3040 gene-HOLleu_14836 AFI31537.1
ortholog_3041 gene-HOLleu_14844 AFI12087.1
ortholog_3042 gene-HOLleu_14847 AFI08311.1
ortholog_3043 gene-HOLleu_14848 AFI08113.1
ortholog_3044 gene-HOLleu_14849 AFI08922.1
ortholog_3045 gene-HOLleu_14852 AFI09278.2
ortholog_3046 gene-HOLleu_14853 AFI12520.3
ortholog_3047 gene-HOLleu_14857 AFI31083.1
ortholog_3048 gene-HOLleu_14860 AFI11479.1
ortholog_3049 gene-HOLleu_14867 AFI01714.1
ortholog_3050 gene-HOLleu_14869 AFI30156.1
ortholog_3051 gene-HOLleu_14871 AFI25176.1
ortholog_3052 gene-HOLleu_14875 AFI26103.1
ortholog_3053 gene-HOLleu_14878 AFI31073.1
ortholog_3054 gene-HOLleu_14884 AFI11135.1
ortholog_3055 gene-HOLleu_14891 AFI11869.1
ortholog_3056 gene-HOLleu_14892 AFI08281.1
ortholog_3057 gene-HOLleu_14894 AFI31754.1
ortholog_3058 gene-HOLleu_14897 AFI11429.1
ortholog_3059 gene-HOLleu_14901 AFI05111.1
ortholog_3060 gene-HOLleu_14904 AFI33700.2
ortholog_3061 gene-HOLleu_14905 AFI18234.3
ortholog_3062 gene-HOLleu_14906 AFI11319.1
ortholog_3063 gene-HOLleu_14907 AFI31207.1
ortholog_3064 gene-HOLleu_14921 AFI11736.1
ortholog_3065 gene-HOLleu_14922 AFI12946.1
ortholog_3066 gene-HOLleu_14937 AFI30088.1
ortholog_3067 gene-HOLleu_14938 AFI08889.1
ortholog_3068 gene-HOLleu_14939 AFI30956.1
ortholog_3069 gene-HOLleu_14942 AFI09125.1
ortholog_3070 gene-HOLleu_14943 AFI12133.1
ortholog_3071 gene-HOLleu_14944 AFI05407.1
ortholog_3072 gene-HOLleu_14947 AFI31252.1
ortholog_3073 gene-HOLleu_14948 AFI29753.1
ortholog_3074 gene-HOLleu_14955 AFI03909.1
ortholog_3075 gene-HOLleu_14957 AFI12544.1
ortholog_3076 gene-HOLleu_14959 AFI30845.1
ortholog_3077 gene-HOLleu_14961 AFI30465.1
ortholog_3078 gene-HOLleu_14962 AFI30597.1
ortholog_3079 gene-HOLleu_14966 AFI29340.1
ortholog_3080 gene-HOLleu_14968 AFI12382.1
ortholog_3081 gene-HOLleu_14974 AFI02410.1
ortholog_3082 gene-HOLleu_14975 AFI09164.1
ortholog_3083 gene-HOLleu_14976 AFI12617.1
ortholog_3084 gene-HOLleu_14977 AFI30960.1
ortholog_3085 gene-HOLleu_14981 AFI08821.1
ortholog_3086 gene-HOLleu_14983 AFI12974.1
ortholog_3087 gene-HOLleu_14985 AFI11094.1
ortholog_3088 gene-HOLleu_15001 AFI11699.1
ortholog_3089 gene-HOLleu_15012 AFI11168.1
ortholog_3090 gene-HOLleu_15014 AFI11778.1
ortholog_3091 gene-HOLleu_15016 AFI12316.1
ortholog_3092 gene-HOLleu_15019 AFI06540.1
ortholog_3093 gene-HOLleu_15020 AFI11721.1
ortholog_3094 gene-HOLleu_15022 AFI12890.2
ortholog_3095 gene-HOLleu_15028 AFI11195.1
ortholog_3096 gene-HOLleu_15032 AFI05739.1
ortholog_3097 gene-HOLleu_15038 AFI10365.1
ortholog_3098 gene-HOLleu_15041 AFI11691.1
ortholog_3099 gene-HOLleu_15046 AFI11024.1
ortholog_3100 gene-HOLleu_15049 AFI11258.1
ortholog_3101 gene-HOLleu_15051 AFI12295.1
ortholog_3102 gene-HOLleu_15054 AFI11612.1
ortholog_3103 gene-HOLleu_15055 AFI11936.1
ortholog_3104 gene-HOLleu_15064 AFI30294.1
ortholog_3105 gene-HOLleu_15085 AFI12230.1
ortholog_3106 gene-HOLleu_15090 AFI00243.1
ortholog_3107 gene-HOLleu_15091 AFI11237.1
ortholog_3108 gene-HOLleu_15092 AFI09242.1
ortholog_3109 gene-HOLleu_15093 AFI24805.1
ortholog_3110 gene-HOLleu_15096 AFI11796.1
ortholog_3111 gene-HOLleu_15102 AFI06103.1
ortholog_3112 gene-HOLleu_15112 AFI12892.1
ortholog_3113 gene-HOLleu_15123 AFI09110.1
ortholog_3114 gene-HOLleu_15125 AFI30013.1
ortholog_3115 gene-HOLleu_15126 AFI31262.1
ortholog_3116 gene-HOLleu_15128 AFI11919.1
ortholog_3117 gene-HOLleu_15129 AFI11113.1
ortholog_3118 gene-HOLleu_15130 AFI11201.1
ortholog_3119 gene-HOLleu_15133 AFI12213.1
ortholog_3120 gene-HOLleu_15136 AFI12115.1
ortholog_3121 gene-HOLleu_15139 AFI11996.1
ortholog_3122 gene-HOLleu_15141 AFI12673.1
ortholog_3123 gene-HOLleu_15142 AFI11350.2
ortholog_3124 gene-HOLleu_15151 AFI30595.1
ortholog_3125 gene-HOLleu_15155 AFI30393.1
ortholog_3126 gene-HOLleu_15157 AFI16005.1
ortholog_3127 gene-HOLleu_15158 AFI30779.1
ortholog_3128 gene-HOLleu_15165 AFI29863.1
ortholog_3129 gene-HOLleu_15166 AFI31551.1
ortholog_3130 gene-HOLleu_15171 AFI30059.2
ortholog_3131 gene-HOLleu_15176 AFI08210.1
ortholog_3132 gene-HOLleu_15177 AFI21970.1
ortholog_3133 gene-HOLleu_15183 AFI22034.1
ortholog_3134 gene-HOLleu_15188 AFI11426.2
ortholog_3135 gene-HOLleu_15191 AFI08672.1
ortholog_3136 gene-HOLleu_15192 AFI11988.1
ortholog_3137 gene-HOLleu_15197 AFI02233.1
ortholog_3138 gene-HOLleu_15198 AFI26116.1
ortholog_3139 gene-HOLleu_15199 AFI17180.1
ortholog_3140 gene-HOLleu_15201 AFI25072.1
ortholog_3141 gene-HOLleu_15203 AFI11376.1
ortholog_3142 gene-HOLleu_15212 AFI12231.1
ortholog_3143 gene-HOLleu_15216 AFI31192.1
ortholog_3144 gene-HOLleu_15218 AFI12090.1
ortholog_3145 gene-HOLleu_15220 AFI12795.1
ortholog_3146 gene-HOLleu_15221 AFI28782.5
ortholog_3147 gene-HOLleu_15243 AFI17269.1
ortholog_3148 gene-HOLleu_15247 AFI08391.1
ortholog_3149 gene-HOLleu_15256 AFI21991.1
ortholog_3150 gene-HOLleu_15268 AFI11013.3
ortholog_3151 gene-HOLleu_15269 AFI12596.1
ortholog_3152 gene-HOLleu_15271 AFI18230.1
ortholog_3153 gene-HOLleu_15279 AFI02745.1
ortholog_3154 gene-HOLleu_15282 AFI30456.1
ortholog_3155 gene-HOLleu_15286 AFI31676.1
ortholog_3156 gene-HOLleu_15287 AFI08230.1
ortholog_3157 gene-HOLleu_15313 AFI12413.1
ortholog_3158 gene-HOLleu_15316 AFI21101.3
ortholog_3159 gene-HOLleu_15320 AFI09205.1
ortholog_3160 gene-HOLleu_15322 AFI32464.1
ortholog_3161 gene-HOLleu_15324 AFI06989.1
ortholog_3162 gene-HOLleu_15325 AFI06609.1
ortholog_3163 gene-HOLleu_15329 AFI24935.2
ortholog_3164 gene-HOLleu_15334 AFI31879.1
ortholog_3165 gene-HOLleu_15336 AFI29431.1
ortholog_3166 gene-HOLleu_15348 AFI20258.1
ortholog_3167 gene-HOLleu_15351 AFI08940.1
ortholog_3168 gene-HOLleu_15371 AFI31652.1
ortholog_3169 gene-HOLleu_15375 AFI08657.2
ortholog_3170 gene-HOLleu_15376 AFI09076.1
ortholog_3171 gene-HOLleu_15378 AFI11068.1
ortholog_3172 gene-HOLleu_15379 AFI08294.1
ortholog_3173 gene-HOLleu_15381 AFI08614.1
ortholog_3174 gene-HOLleu_15383 AFI11627.1
ortholog_3175 gene-HOLleu_15392 AFI13002.1
ortholog_3176 gene-HOLleu_15393 AFI31869.1
ortholog_3177 gene-HOLleu_15403 AFI30114.1
ortholog_3178 gene-HOLleu_15404 AFI18484.1
ortholog_3179 gene-HOLleu_15407 AFI30550.1
ortholog_3180 gene-HOLleu_15408 AFI12462.1
ortholog_3181 gene-HOLleu_15422 AFI18918.1
ortholog_3182 gene-HOLleu_15427 AFI11644.1
ortholog_3183 gene-HOLleu_15466 AFI22224.1
ortholog_3184 gene-HOLleu_15471 AFI30242.1
ortholog_3185 gene-HOLleu_15483 AFI09195.1
ortholog_3186 gene-HOLleu_15495 AFI04253.1
ortholog_3187 gene-HOLleu_15508 AFI30868.1
ortholog_3188 gene-HOLleu_15521 AFI22369.1
ortholog_3189 gene-HOLleu_15554 AFI03387.1
ortholog_3190 gene-HOLleu_15557 AFI02574.2
ortholog_3191 gene-HOLleu_15558 AFI02148.1
ortholog_3192 gene-HOLleu_15559 AFI02538.1
ortholog_3193 gene-HOLleu_15562 AFI00852.1
ortholog_3194 gene-HOLleu_15564 AFI03478.1
ortholog_3195 gene-HOLleu_15565 AFI02587.1
ortholog_3196 gene-HOLleu_15566 AFI03085.1
ortholog_3197 gene-HOLleu_15569 AFI03497.1
ortholog_3198 gene-HOLleu_15570 AFI13782.1
ortholog_3199 gene-HOLleu_15573 AFI13482.1
ortholog_3200 gene-HOLleu_15609 AFI16860.1
ortholog_3201 gene-HOLleu_15613 AFI14237.1
ortholog_3202 gene-HOLleu_15616 AFI17544.1
ortholog_3203 gene-HOLleu_15619 AFI02825.1
ortholog_3204 gene-HOLleu_15632 AFI03281.1
ortholog_3205 gene-HOLleu_15641 AFI03237.1
ortholog_3206 gene-HOLleu_15642 AFI02663.1
ortholog_3207 gene-HOLleu_15647 AFI03033.1
ortholog_3208 gene-HOLleu_15650 AFI03176.2
ortholog_3209 gene-HOLleu_15652 AFI13771.1
ortholog_3210 gene-HOLleu_15655 AFI18671.1
ortholog_3211 gene-HOLleu_15663 AFI03217.1
ortholog_3212 gene-HOLleu_15669 AFI03174.1
ortholog_3213 gene-HOLleu_15674 AFI03140.1
ortholog_3214 gene-HOLleu_15701 AFI03261.1
ortholog_3215 gene-HOLleu_15708 AFI21391.1
ortholog_3216 gene-HOLleu_15717 AFI21421.1
ortholog_3217 gene-HOLleu_15727 AFI12344.1
ortholog_3218 gene-HOLleu_15738 AFI23822.1
ortholog_3219 gene-HOLleu_15745 AFI01152.1
ortholog_3220 gene-HOLleu_15749 AFI21774.1
ortholog_3221 gene-HOLleu_15753 AFI18761.1
ortholog_3222 gene-HOLleu_15755 AFI07386.1
ortholog_3223 gene-HOLleu_15792 AFI07002.1
ortholog_3224 gene-HOLleu_15816 AFI03378.1
ortholog_3225 gene-HOLleu_15819 AFI13368.11
ortholog_3226 gene-HOLleu_15820 AFI02416.1
ortholog_3227 gene-HOLleu_15826 AFI03468.1
ortholog_3228 gene-HOLleu_15827 AFI02131.2
ortholog_3229 gene-HOLleu_15830 AFI02591.1
ortholog_3230 gene-HOLleu_15834 AFI02927.1
ortholog_3231 gene-HOLleu_15836 AFI01224.1
ortholog_3232 gene-HOLleu_15837 AFI02765.2
ortholog_3233 gene-HOLleu_15838 AFI14430.1
ortholog_3234 gene-HOLleu_15840 AFI03312.1
ortholog_3235 gene-HOLleu_15855 AFI13687.1
ortholog_3236 gene-HOLleu_15877 AFI22010.1
ortholog_3237 gene-HOLleu_15878 AFI20642.1
ortholog_3238 gene-HOLleu_15883 AFI05235.1
ortholog_3239 gene-HOLleu_15884 AFI14269.1
ortholog_3240 gene-HOLleu_15887 AFI13256.1
ortholog_3241 gene-HOLleu_15894 AFI03308.3
ortholog_3242 gene-HOLleu_15906 AFI14250.1
ortholog_3243 gene-HOLleu_15915 AFI14242.2
ortholog_3244 gene-HOLleu_15916 AFI02259.1
ortholog_3245 gene-HOLleu_15917 AFI02994.1
ortholog_3246 gene-HOLleu_15927 AFI01346.1
ortholog_3247 gene-HOLleu_15938 AFI19865.2
ortholog_3248 gene-HOLleu_15950 AFI02076.1
ortholog_3249 gene-HOLleu_15951 AFI03320.1
ortholog_3250 gene-HOLleu_15953 AFI02604.1
ortholog_3251 gene-HOLleu_15955 AFI02481.1
ortholog_3252 gene-HOLleu_15956 AFI02726.2
ortholog_3253 gene-HOLleu_15957 AFI03469.1
ortholog_3254 gene-HOLleu_15958 AFI03453.1
ortholog_3255 gene-HOLleu_15962 AFI02760.1
ortholog_3256 gene-HOLleu_15966 AFI02910.1
ortholog_3257 gene-HOLleu_15967 AFI20934.1
ortholog_3258 gene-HOLleu_15968 AFI00782.1
ortholog_3259 gene-HOLleu_15970 AFI21215.1
ortholog_3260 gene-HOLleu_15977 AFI31826.1
ortholog_3261 gene-HOLleu_15984 AFI21476.2
ortholog_3262 gene-HOLleu_15988 AFI02196.1
ortholog_3263 gene-HOLleu_15989 AFI02981.1
ortholog_3264 gene-HOLleu_15990 AFI02865.1
ortholog_3265 gene-HOLleu_15991 AFI02925.1
ortholog_3266 gene-HOLleu_15994 AFI21624.1
ortholog_3267 gene-HOLleu_15998 AFI02075.2
ortholog_3268 gene-HOLleu_15999 AFI21706.1
ortholog_3269 gene-HOLleu_16002 AFI13884.1
ortholog_3270 gene-HOLleu_16004 AFI13902.5
ortholog_3271 gene-HOLleu_16024 AFI24077.1
ortholog_3272 gene-HOLleu_16032 AFI03135.1
ortholog_3273 gene-HOLleu_16033 AFI02161.1
ortholog_3274 gene-HOLleu_16036 AFI13887.3
ortholog_3275 gene-HOLleu_16037 AFI02625.1
ortholog_3276 gene-HOLleu_16042 AFI02213.1
ortholog_3277 gene-HOLleu_16044 AFI30769.2
ortholog_3278 gene-HOLleu_16057 AFI13230.2
ortholog_3279 gene-HOLleu_16076 AFI21177.1
ortholog_3280 gene-HOLleu_16078 AFI13748.1
ortholog_3281 gene-HOLleu_16082 AFI22094.1
ortholog_3282 gene-HOLleu_16085 AFI02813.2
ortholog_3283 gene-HOLleu_16087 AFI03179.1
ortholog_3284 gene-HOLleu_16089 AFI28400.1
ortholog_3285 gene-HOLleu_16100 AFI13989.1
ortholog_3286 gene-HOLleu_16101 AFI07636.1
ortholog_3287 gene-HOLleu_16106 AFI22109.1
ortholog_3288 gene-HOLleu_16110 AFI03428.1
ortholog_3289 gene-HOLleu_16111 AFI02527.2
ortholog_3290 gene-HOLleu_16113 AFI03221.1
ortholog_3291 gene-HOLleu_16124 AFI29554.1
ortholog_3292 gene-HOLleu_16148 AFI22985.1
ortholog_3293 gene-HOLleu_16151 AFI03370.1
ortholog_3294 gene-HOLleu_16152 AFI03443.1
ortholog_3295 gene-HOLleu_16153 AFI13772.1
ortholog_3296 gene-HOLleu_16154 AFI02398.1
ortholog_3297 gene-HOLleu_16164 AFI13386.1
ortholog_3298 gene-HOLleu_16172 AFI13191.1
ortholog_3299 gene-HOLleu_16173 AFI03134.2
ortholog_3300 gene-HOLleu_16174 AFI02735.1
ortholog_3301 gene-HOLleu_16185 AFI02108.1
ortholog_3302 gene-HOLleu_16187 AFI03081.1
ortholog_3303 gene-HOLleu_16191 AFI03133.1
ortholog_3304 gene-HOLleu_16192 AFI02816.1
ortholog_3305 gene-HOLleu_16194 AFI02212.1
ortholog_3306 gene-HOLleu_16199 AFI02488.1
ortholog_3307 gene-HOLleu_16200 AFI03301.1
ortholog_3308 gene-HOLleu_16203 AFI02136.1
ortholog_3309 gene-HOLleu_16207 AFI14651.2
ortholog_3310 gene-HOLleu_16210 AFI02655.1
ortholog_3311 gene-HOLleu_16215 AFI02399.1
ortholog_3312 gene-HOLleu_16216 AFI02603.1
ortholog_3313 gene-HOLleu_16235 AFI03438.1
ortholog_3314 gene-HOLleu_16236 AFI03259.1
ortholog_3315 gene-HOLleu_16239 AFI11724.1
ortholog_3316 gene-HOLleu_16241 AFI02235.1
ortholog_3317 gene-HOLleu_16242 AFI13897.1
ortholog_3318 gene-HOLleu_16245 AFI02829.1
ortholog_3319 gene-HOLleu_16248 AFI13254.1
ortholog_3320 gene-HOLleu_16255 AFI20654.1
ortholog_3321 gene-HOLleu_16258 AFI02149.1
ortholog_3322 gene-HOLleu_16261 AFI03203.1
ortholog_3323 gene-HOLleu_16265 AFI02589.1
ortholog_3324 gene-HOLleu_16266 AFI02418.1
ortholog_3325 gene-HOLleu_16267 AFI03374.1
ortholog_3326 gene-HOLleu_16287 AFI13015.1
ortholog_3327 gene-HOLleu_16289 AFI03292.1
ortholog_3328 gene-HOLleu_16300 AFI02241.2
ortholog_3329 gene-HOLleu_16304 AFI02132.1
ortholog_3330 gene-HOLleu_16305 AFI03537.1
ortholog_3331 gene-HOLleu_16308 AFI20972.1
ortholog_3332 gene-HOLleu_16310 AFI02599.1
ortholog_3333 gene-HOLleu_16311 AFI03310.1
ortholog_3334 gene-HOLleu_16314 AFI20903.1
ortholog_3335 gene-HOLleu_16317 AFI03454.1
ortholog_3336 gene-HOLleu_16326 AFI02310.1
ortholog_3337 gene-HOLleu_16351 AFI03126.1
ortholog_3338 gene-HOLleu_16352 AFI02287.1
ortholog_3339 gene-HOLleu_16354 AFI13976.1
ortholog_3340 gene-HOLleu_16357 AFI13650.1
ortholog_3341 gene-HOLleu_16360 AFI13466.1
ortholog_3342 gene-HOLleu_16361 AFI03039.1
ortholog_3343 gene-HOLleu_16364 AFI27784.1
ortholog_3344 gene-HOLleu_16383 AFI02708.1
ortholog_3345 gene-HOLleu_16384 AFI02607.1
ortholog_3346 gene-HOLleu_16386 AFI02626.1
ortholog_3347 gene-HOLleu_16393 AFI02336.1
ortholog_3348 gene-HOLleu_16392 AFI13983.1
ortholog_3349 gene-HOLleu_16394 AFI03159.1
ortholog_3350 gene-HOLleu_16396 AFI19246.1
ortholog_3351 gene-HOLleu_16403 AFI02126.2
ortholog_3352 gene-HOLleu_16405 AFI02344.1
ortholog_3353 gene-HOLleu_16414 AFI09958.1
ortholog_3354 gene-HOLleu_16416 AFI02072.1
ortholog_3355 gene-HOLleu_16417 AFI28296.1
ortholog_3356 gene-HOLleu_16418 AFI07156.1
ortholog_3357 gene-HOLleu_16420 AFI03205.1
ortholog_3358 gene-HOLleu_16421 AFI02854.1
ortholog_3359 gene-HOLleu_16422 AFI02282.1
ortholog_3360 gene-HOLleu_16423 AFI03420.1
ortholog_3361 gene-HOLleu_16426 AFI13631.1
ortholog_3362 gene-HOLleu_16427 AFI02615.1
ortholog_3363 gene-HOLleu_16430 AFI14079.1
ortholog_3364 gene-HOLleu_16436 AFI20751.1
ortholog_3365 gene-HOLleu_16438 AFI19908.1
ortholog_3366 gene-HOLleu_16441 AFI13099.1
ortholog_3367 gene-HOLleu_16442 AFI03399.1
ortholog_3368 gene-HOLleu_16443 AFI20951.1
ortholog_3369 gene-HOLleu_16444 AFI03003.1
ortholog_3370 gene-HOLleu_16445 AFI02358.1
ortholog_3371 gene-HOLleu_16451 AFI03196.1
ortholog_3372 gene-HOLleu_16452 AFI14170.1
ortholog_3373 gene-HOLleu_16453 AFI02266.1
ortholog_3374 gene-HOLleu_16454 AFI02920.1
ortholog_3375 gene-HOLleu_16456 AFI32195.1
ortholog_3376 gene-HOLleu_16459 AFI13171.1
ortholog_3377 gene-HOLleu_16460 AFI13412.2
ortholog_3378 gene-HOLleu_16461 AFI13163.1
ortholog_3379 gene-HOLleu_16465 AFI06393.1
ortholog_3380 gene-HOLleu_16470 AFI02342.1
ortholog_3381 gene-HOLleu_16471 AFI03358.1
ortholog_3382 gene-HOLleu_16472 AFI21708.1
ortholog_3383 gene-HOLleu_16474 AFI32875.1
ortholog_3384 gene-HOLleu_16478 AFI21239.1
ortholog_3385 gene-HOLleu_16480 AFI13926.2
ortholog_3386 gene-HOLleu_16481 AFI13398.1
ortholog_3387 gene-HOLleu_16484 AFI14003.1
ortholog_3388 gene-HOLleu_16485 AFI13812.2
ortholog_3389 gene-HOLleu_16486 AFI03069.1
ortholog_3390 gene-HOLleu_16487 AFI02948.2
ortholog_3391 gene-HOLleu_16489 AFI03062.1
ortholog_3392 gene-HOLleu_16490 AFI13928.1
ortholog_3393 gene-HOLleu_16493 AFI02623.1
ortholog_3394 gene-HOLleu_16495 AFI32015.1
ortholog_3395 gene-HOLleu_16496 AFI13385.1
ortholog_3396 gene-HOLleu_16497 AFI02797.1
ortholog_3397 gene-HOLleu_16507 AFI02379.1
ortholog_3398 gene-HOLleu_16510 AFI03106.1
ortholog_3399 gene-HOLleu_16512 AFI02601.1
ortholog_3400 gene-HOLleu_16516 AFI02912.1
ortholog_3401 gene-HOLleu_16519 AFI14047.1
ortholog_3402 gene-HOLleu_16520 AFI13529.3
ortholog_3403 gene-HOLleu_16526 AFI03138.1
ortholog_3404 gene-HOLleu_16528 AFI06052.1
ortholog_3405 gene-HOLleu_16529 AFI05934.1
ortholog_3406 gene-HOLleu_16536 AFI16211.2
ortholog_3407 gene-HOLleu_16537 AFI16196.1
ortholog_3408 gene-HOLleu_16544 AFI02676.1
ortholog_3409 gene-HOLleu_16546 AFI02711.1
ortholog_3410 gene-HOLleu_16549 AFI30485.1
ortholog_3411 gene-HOLleu_16551 AFI02799.2
ortholog_3412 gene-HOLleu_16552 AFI02808.1
ortholog_3413 gene-HOLleu_16553 AFI03206.1
ortholog_3414 gene-HOLleu_16554 AFI02525.1
ortholog_3415 gene-HOLleu_16556 AFI03170.1
ortholog_3416 gene-HOLleu_16566 AFI17530.2
ortholog_3417 gene-HOLleu_16568 AFI13841.2
ortholog_3418 gene-HOLleu_16571 AFI13486.1
ortholog_3419 gene-HOLleu_16573 AFI02421.1
ortholog_3420 gene-HOLleu_16575 AFI02291.1
ortholog_3421 gene-HOLleu_16576 AFI03287.1
ortholog_3422 gene-HOLleu_16578 AFI14418.6
ortholog_3423 gene-HOLleu_16585 AFI13583.1
ortholog_3424 gene-HOLleu_16589 AFI11368.1
ortholog_3425 gene-HOLleu_16595 AFI02214.1
ortholog_3426 gene-HOLleu_16596 AFI02550.1
ortholog_3427 gene-HOLleu_16599 AFI13765.1
ortholog_3428 gene-HOLleu_16600 AFI25382.1
ortholog_3429 gene-HOLleu_16602 AFI02055.2
ortholog_3430 gene-HOLleu_16603 AFI02996.1
ortholog_3431 gene-HOLleu_16604 AFI03470.1
ortholog_3432 gene-HOLleu_16608 AFI03441.1
ortholog_3433 gene-HOLleu_16610 AFI02475.1
ortholog_3434 gene-HOLleu_16616 AFI14119.1
ortholog_3435 gene-HOLleu_16645 AFI02471.1
ortholog_3436 gene-HOLleu_16655 AFI02453.1
ortholog_3437 gene-HOLleu_16664 AFI02218.1
ortholog_3438 gene-HOLleu_16667 AFI13257.1
ortholog_3439 gene-HOLleu_16669 AFI13849.1
ortholog_3440 gene-HOLleu_16670 AFI14123.1
ortholog_3441 gene-HOLleu_16671 AFI20229.1
ortholog_3442 gene-HOLleu_16673 AFI13307.1
ortholog_3443 gene-HOLleu_16678 AFI13383.1
ortholog_3444 gene-HOLleu_16681 AFI27011.1
ortholog_3445 gene-HOLleu_16697 AFI10603.1
ortholog_3446 gene-HOLleu_16707 AFI33610.1
ortholog_3447 gene-HOLleu_16710 AFI17562.2
ortholog_3448 gene-HOLleu_16717 AFI14267.1
ortholog_3449 gene-HOLleu_16718 AFI08948.1
ortholog_3450 gene-HOLleu_16719 AFI02889.1
ortholog_3451 gene-HOLleu_16720 AFI02052.1
ortholog_3452 gene-HOLleu_16723 AFI14154.1
ortholog_3453 gene-HOLleu_16724 AFI02701.1
ortholog_3454 gene-HOLleu_16733 AFI03244.1
ortholog_3455 gene-HOLleu_16735 AFI31231.1
ortholog_3456 gene-HOLleu_16741 AFI16184.1
ortholog_3457 gene-HOLleu_16745 AFI02783.1
ortholog_3458 gene-HOLleu_16746 AFI03123.1
ortholog_3459 gene-HOLleu_16751 AFI14359.2
ortholog_3460 gene-HOLleu_16757 AFI13773.1
ortholog_3461 gene-HOLleu_16758 AFI13437.1
ortholog_3462 gene-HOLleu_16759 AFI13791.1
ortholog_3463 gene-HOLleu_16791 AFI13447.1
ortholog_3464 gene-HOLleu_16792 AFI02555.1
ortholog_3465 gene-HOLleu_16793 AFI02315.1
ortholog_3466 gene-HOLleu_16794 AFI21030.2
ortholog_3467 gene-HOLleu_16801 AFI13923.2
ortholog_3468 gene-HOLleu_16803 AFI23639.1
ortholog_3469 gene-HOLleu_16804 AFI20662.1
ortholog_3470 gene-HOLleu_16813 AFI02958.1
ortholog_3471 gene-HOLleu_16820 AFI02879.1
ortholog_3472 gene-HOLleu_16834 AFI03120.1
ortholog_3473 gene-HOLleu_16836 AFI02368.1
ortholog_3474 gene-HOLleu_16839 AFI02191.1
ortholog_3475 gene-HOLleu_16840 AFI13674.1
ortholog_3476 gene-HOLleu_16842 AFI02384.2
ortholog_3477 gene-HOLleu_16845 AFI02502.1
ortholog_3478 gene-HOLleu_16855 AFI02193.1
ortholog_3479 gene-HOLleu_16857 AFI03041.2
ortholog_3480 gene-HOLleu_16860 AFI03348.1
