ortholog_1 SCH01409.1 BL15770
ortholog_2184 SCH08171.1 BL05110
ortholog_2185 SCH07420.1 BL23598
ortholog_2186 SCH07548.1 BL22116
ortholog_2187 SCH07717.1 BL13850
ortholog_2188 SCH08008.1 BL25816
ortholog_2189 SCH07817.1 BL17881
ortholog_2190 SCH07865.1 BL10819
ortholog_2191 SCH07619.1 BL10818
ortholog_2192 SCH07645.1 BL10824
ortholog_2193 SCH08115.1 BL25806
ortholog_2194 SCH08486.1 BL26251
ortholog_2195 SCH08065.1 BL21073
ortholog_2196 SCH07622.1 BL25928
ortholog_2197 SCH07748.1 BL17438
ortholog_2198 SCH08454.1 BL25756
ortholog_2199 SCH08507.1 BL13982
ortholog_2200 SCH08406.1 BL19235
ortholog_2201 SCH08046.1 BL13980
ortholog_2202 SCH08094.1 BL25993
ortholog_2203 SCH08402.1 BL26099
ortholog_2204 SCH08150.1 BL08027
ortholog_2205 SCH07978.1 BL13776
ortholog_2206 SCH08299.1 BL13959
ortholog_2207 SCH08291.1 BL07741
ortholog_2208 SCH08412.1 BL21104
ortholog_2209 SCH07326.1 BL26006
ortholog_2210 SCH07401.1 BL13939
ortholog_2211 SCH07689.1 BL06982
ortholog_2212 SCH08267.1 BL09511
ortholog_2213 SCH08027.1 BL13935
ortholog_2214 SCH07510.1 BL24853
ortholog_2215 SCH07786.1 BL10774
ortholog_2216 SCH08022.1 BL26076
ortholog_2217 SCH07768.1 BL12011
ortholog_2218 SCH07876.1 BL26208
ortholog_2219 SCH07965.1 BL13900
ortholog_2220 SCH07594.1 BL26086
ortholog_2221 SCH07487.1 BL04584
ortholog_2222 SCH07356.1 BL25971
ortholog_2223 SCH08515.1 BL10823
ortholog_2224 SCH08169.1 BL25779
ortholog_2225 SCH08248.1 BL25780
ortholog_2226 SCH08362.1 BL17898
ortholog_2227 SCH08391.1 BL26226
ortholog_2228 SCH07872.1 BL10809
ortholog_2229 SCH08250.1 BL14195
ortholog_2230 SCH08207.1 BL25994
ortholog_2231 SCH07835.1 BL26066
ortholog_2232 SCH08464.1 BL25870
ortholog_2233 SCH08360.1 BL25768
ortholog_2234 SCH07846.1 BL08028
ortholog_2235 SCH07374.1 BL13986
ortholog_2236 SCH08456.1 BL25874
ortholog_2237 SCH07533.1 BL09512
ortholog_2238 SCH07647.1 BL13956
ortholog_2239 SCH08380.1 BL21626
ortholog_2240 SCH07913.1 BL21089
ortholog_2241 SCH07574.1 BL06897
ortholog_2242 SCH08116.1 BL25842
ortholog_2243 SCH08236.1 BL10802
ortholog_2244 SCH07590.1 BL19827
ortholog_2245 SCH07935.1 BL23191
ortholog_2246 SCH08165.1 BL21454
ortholog_2247 SCH08205.1 BL26116
ortholog_2248 SCH08170.1 BL26666
ortholog_2249 SCH08127.1 BL26011
ortholog_2250 SCH08080.1 BL26228
ortholog_2251 SCH07580.1 BL17882
ortholog_2252 SCH07850.1 BL17697
ortholog_2253 SCH08014.1 BL25812
ortholog_2254 SCH08393.1 BL11988
ortholog_2255 SCH08514.1 BL26249
ortholog_2256 SCH08479.1 BL25947
ortholog_2257 SCH07495.1 BL13860
ortholog_2258 SCH07490.1 BL26003
ortholog_2259 SCH07643.1 BL16400
ortholog_2260 SCH07691.1 BL16399
ortholog_2261 SCH07734.1 BL16398
ortholog_2262 SCH08158.1 BL10799
ortholog_2263 SCH08002.1 BL25925
ortholog_2264 SCH08006.1 BL25893
ortholog_2265 SCH08178.1 BL17891
ortholog_2266 SCH08218.1 BL25844
ortholog_2267 SCH07308.1 BL25847
ortholog_2268 SCH08443.1 BL25737
ortholog_2269 SCH07364.1 BL26050
ortholog_2270 SCH07418.1 BL25860
ortholog_2271 SCH07656.1 BL10769
ortholog_2272 SCH08416.1 BL26193
ortholog_2273 SCH07735.1 BL09183
ortholog_2274 SCH07983.1 BL17890
ortholog_2275 SCH08201.1 BL25871
ortholog_2276 SCH07440.1 BL25997
ortholog_2277 SCH08147.1 BL26180
ortholog_2278 SCH08312.1 BL10763
ortholog_2279 SCH07445.1 BL07997
ortholog_2280 SCH07738.1 BL26644
ortholog_2281 SCH08480.1 BL26046
ortholog_2282 SCH07509.1 BL20804
ortholog_2283 SCH07661.1 BL25924
ortholog_2284 SCH08189.1 BL10797
ortholog_2285 SCH08430.1 BL26084
ortholog_2286 SCH08184.1 BL21783
ortholog_2287 SCH08466.1 BL25920
ortholog_2288 SCH08504.1 BL25918
ortholog_2289 SCH08342.1 BL25746
ortholog_2290 SCH08076.1 BL22799
ortholog_2291 SCH08499.1 BL02750
ortholog_2292 SCH07761.1 BL00369
ortholog_2293 SCH07940.1 BL16407
ortholog_2294 SCH07771.1 BL08738
ortholog_2295 SCH08303.1 BL03842
ortholog_2296 SCH07927.1 BL26147
ortholog_2297 SCH07883.1 BL26248
ortholog_2298 SCH07637.1 BL21069
ortholog_2299 SCH07695.1 BL23597
ortholog_2300 SCH07990.1 BL16898
ortholog_2301 SCH07910.1 BL26009
ortholog_2302 SCH07472.1 BL10787
ortholog_2303 SCH07614.1 BL08920
ortholog_2304 SCH08045.1 BL04585
ortholog_2305 SCH08091.1 BL13969
ortholog_2306 SCH07930.1 BL15623
ortholog_2307 SCH08355.1 BL26042
ortholog_2308 SCH08103.1 BL17957
ortholog_2309 SCH07323.1 BL13885
ortholog_2310 SCH08280.1 BL25912
ortholog_2311 SCH07826.1 BL22775
ortholog_2312 SCH07318.1 BL13878
ortholog_2313 SCH08492.1 BL07993
ortholog_2314 SCH07760.1 BL16642
ortholog_2315 SCH08007.1 BL25814
ortholog_2316 SCH07682.1 BL26088
ortholog_2317 SCH08052.1 BL13899
ortholog_2318 SCH08231.1 BL25960
ortholog_2319 SCH07864.1 BL25958
ortholog_2320 SCH07746.1 BL06738
ortholog_2321 SCH08217.1 BL21562
ortholog_2322 SCH08259.1 BL13876
ortholog_2323 SCH08268.1 BL17724
ortholog_2324 SCH08364.1 BL26189
ortholog_2325 SCH08005.1 BL26073
ortholog_2326 SCH08041.1 BL13945
ortholog_2327 SCH08176.1 BL21071
ortholog_2328 SCH08501.1 BL26690
ortholog_2329 SCH08432.1 BL05102
ortholog_2330 SCH07422.1 BL25926
ortholog_2331 SCH07836.1 BL25882
ortholog_2332 SCH07855.1 BL25867
ortholog_2333 SCH08061.1 BL25865
ortholog_2334 SCH07605.1 BL17889
ortholog_2335 SCH08338.1 BL16671
ortholog_2336 SCH07718.1 BL10762
ortholog_2337 SCH08424.1 BL06041
ortholog_2338 SCH08135.1 BL26199
ortholog_2339 SCH08051.1 BL26057
ortholog_2340 SCH08098.1 BL25900
ortholog_2341 SCH07984.1 BL18655
ortholog_2342 SCH08458.1 BL25934
ortholog_2343 SCH08068.1 BL26033
ortholog_2344 SCH08114.1 BL25760
ortholog_2345 SCH07562.1 BL10796
ortholog_2346 SCH08436.1 BL13970
ortholog_2347 SCH07309.1 BL25946
ortholog_2348 SCH07557.1 BL21065
ortholog_2349 SCH07608.1 BL21064
ortholog_2350 SCH07726.1 BL13897
ortholog_2351 SCH07766.1 BL21130
ortholog_2352 SCH07625.1 BL04512
ortholog_2353 SCH07461.1 BL21088
ortholog_2354 SCH08111.1 BL27300
ortholog_2355 SCH08457.1 BL05541
ortholog_2356 SCH08277.1 BL06936
ortholog_2357 SCH08442.1 BL07670
ortholog_2358 SCH08242.1 BL07671
ortholog_2359 SCH08478.1 BL03293
ortholog_2360 SCH07462.1 BL03299
ortholog_2361 SCH07889.1 BL26137
ortholog_2362 SCH07465.1 BL13508
ortholog_2363 SCH07559.1 BL23818
ortholog_2364 SCH08455.1 BL07667
ortholog_2365 SCH08423.1 BL07712
ortholog_2366 SCH07320.1 BL07708
ortholog_2367 SCH07862.1 BL07709
ortholog_2368 SCH08016.1 BL07634
ortholog_2369 SCH08351.1 BL15877
ortholog_2370 SCH07931.1 BL13278
ortholog_2371 SCH08272.1 BL07241
ortholog_2372 SCH07920.1 BL03478
ortholog_2373 SCH07802.1 BL07027
ortholog_2374 SCH07764.1 BL07026
ortholog_2375 SCH07861.1 BL14905
ortholog_2376 SCH08395.1 BL19969
ortholog_2377 SCH08469.1 BL07715
ortholog_2378 SCH07829.1 BL15909
ortholog_2379 SCH07842.1 BL07701
ortholog_2380 SCH07875.1 BL07713
ortholog_2381 SCH08368.1 BL07714
ortholog_2382 SCH07683.1 BL06868
ortholog_2383 SCH07515.1 BL25326
ortholog_2384 SCH07516.1 BL25328
ortholog_2385 SCH07770.1 BL07019
ortholog_2386 SCH07568.1 BL07574
ortholog_2387 SCH08132.1 BL06899
ortholog_2388 SCH07909.1 BL07023
ortholog_2389 SCH07957.1 BL07024
ortholog_2390 SCH08330.1 BL07237
ortholog_2391 SCH08493.1 BL24509
ortholog_2392 SCH07915.1 BL07723
ortholog_2393 SCH08327.1 BL06957
ortholog_2394 SCH08033.1 BL07731
ortholog_2395 SCH07970.1 BL07694
ortholog_2396 SCH07823.1 BL07645
ortholog_2397 SCH08405.1 BL17456
ortholog_2398 SCH07964.1 BL01458
ortholog_2399 SCH07928.1 BL21540
ortholog_2400 SCH07678.1 BL03276
ortholog_2401 SCH07816.1 BL21221
ortholog_2402 SCH08054.1 BL03275
ortholog_2403 SCH08015.1 BL03277
ortholog_2404 SCH07731.1 BL18841
ortholog_2405 SCH07804.1 BL07072
ortholog_2406 SCH07844.1 BL07067
ortholog_2407 SCH08031.1 BL03481
ortholog_2408 SCH07444.1 BL25901
ortholog_2409 SCH07688.1 BL07022
ortholog_2410 SCH08070.1 BL03836
ortholog_2411 SCH07517.1 BL22164
ortholog_2412 SCH07477.1 BL07441
ortholog_2413 SCH07633.1 BL07872
ortholog_2414 SCH07470.1 BL07608
ortholog_2415 SCH08074.1 BL06100
ortholog_2416 SCH08215.1 BL13563
ortholog_2417 SCH07595.1 BL06959
ortholog_2418 SCH07488.1 BL03426
ortholog_2419 SCH08192.1 BL03306
ortholog_2420 SCH07376.1 BL07071
ortholog_2421 SCH07341.1 BL06923
ortholog_2422 SCH08470.1 BL07049
ortholog_2423 SCH07950.1 BL07711
ortholog_2424 SCH08437.1 BL07749
ortholog_2425 SCH07552.1 BL07750
ortholog_2426 SCH08292.1 BL07751
ortholog_2427 SCH07383.1 BL07699
ortholog_2428 SCH07547.1 BL07393
ortholog_2429 SCH08475.1 BL07402
ortholog_2430 SCH07853.1 BL07018
ortholog_2431 SCH07704.1 BL22042
ortholog_2432 SCH07332.1 BL07032
ortholog_2433 SCH08447.1 BL07492
ortholog_2434 SCH07654.1 BL06904
ortholog_2435 SCH07852.1 BL06902
ortholog_2436 SCH07639.1 BL05669
ortholog_2437 SCH07782.1 BL16851
ortholog_2438 SCH07481.1 BL07844
ortholog_2439 SCH08059.1 BL07045
ortholog_2440 SCH08414.1 BL00037
ortholog_2441 SCH07831.1 BL03223
ortholog_2442 SCH08295.1 BL07252
ortholog_2443 SCH07486.1 BL03410
ortholog_2444 SCH07871.1 BL03278
ortholog_2445 SCH07880.1 BL12053
ortholog_2446 SCH08411.1 BL13285
ortholog_2447 SCH08300.1 BL03455
ortholog_2448 SCH08376.1 BL06942
ortholog_2449 SCH08118.1 BL27468
ortholog_2450 SCH08069.1 BL03309
ortholog_2451 SCH08030.1 BL25603
ortholog_2452 SCH08000.1 BL07394
ortholog_2453 SCH07711.1 BL20426
ortholog_2454 SCH08314.1 BL06917
ortholog_2455 SCH07996.1 BL12432
ortholog_2456 SCH08026.1 BL07011
ortholog_2457 SCH07566.1 BL16717
ortholog_2458 SCH07814.1 BL07375
ortholog_2459 SCH07743.1 BL07752
ortholog_2460 SCH08310.1 BL07396
ortholog_2461 SCH07499.1 BL03311
ortholog_2462 SCH08519.1 BL07756
ortholog_2463 SCH07706.1 BL07447
ortholog_2464 SCH08482.1 BL06976
ortholog_2465 SCH07659.1 BL06977
ortholog_2466 SCH07494.1 BL24788
ortholog_2467 SCH08365.1 BL24385
ortholog_2468 SCH07523.1 BL06921
ortholog_2469 SCH07707.1 BL25970
ortholog_2470 SCH07747.1 BL07666
ortholog_2471 SCH08085.1 BL07663
ortholog_2472 SCH08301.1 BL06990
ortholog_2473 SCH07394.1 BL07021
ortholog_2474 SCH08097.1 BL06091
ortholog_2475 SCH07951.1 BL07081
ortholog_2476 SCH07985.1 BL07682
ortholog_2477 SCH07579.1 BL07442
ortholog_2478 SCH07336.1 BL20525
ortholog_2479 SCH08344.1 BL07036
ortholog_2480 SCH07815.1 BL11238
ortholog_2481 SCH07492.1 BL15427
ortholog_2482 SCH07745.1 BL15890
ortholog_2483 SCH07818.1 BL06876
ortholog_2484 SCH07839.1 BL07664
ortholog_2485 SCH07724.1 BL07661
ortholog_2486 SCH07429.1 BL03417
ortholog_2487 SCH07543.1 BL05488
ortholog_2488 SCH07392.1 BL03454
ortholog_2489 SCH08347.1 BL07726
ortholog_2490 SCH08361.1 BL07688
ortholog_2491 SCH08140.1 BL07687
ortholog_2492 SCH07968.1 BL07572
ortholog_2493 SCH08531.1 BL15457
ortholog_2494 SCH08536.1 BL04459
ortholog_2495 SCH08540.1 BL22569
ortholog_2496 SCH08560.1 BL01802
ortholog_2497 SCH08567.1 BL02801
ortholog_2498 SCH08635.1 BL18721
ortholog_2499 SCH09194.1 BL17917
ortholog_2500 SCH09150.1 BL17915
ortholog_2501 SCH09232.1 BL11533
ortholog_2502 SCH08852.1 BL11531
ortholog_2503 SCH08666.1 BL11530
ortholog_2504 SCH09144.1 BL21029
ortholog_2505 SCH08956.1 BL23698
ortholog_2506 SCH09321.1 BL09746
ortholog_2507 SCH08774.1 BL19400
ortholog_2508 SCH09390.1 BL11634
ortholog_2509 SCH09306.1 BL25470
ortholog_2510 SCH08974.1 BL09832
ortholog_2511 SCH08604.1 BL10063
ortholog_2512 SCH09363.1 BL05470
ortholog_2513 SCH08991.1 BL10302
ortholog_2514 SCH09236.1 BL09706
ortholog_2515 SCH09261.1 BL05651
ortholog_2516 SCH09159.1 BL18617
ortholog_2517 SCH08874.1 BL16941
ortholog_2518 SCH08715.1 BL07610
ortholog_2519 SCH08927.1 BL09838
ortholog_2520 SCH09213.1 BL09820
ortholog_2521 SCH08743.1 BL25605
ortholog_2522 SCH09173.1 BL18676
ortholog_2523 SCH09346.1 BL09748
ortholog_2524 SCH09287.1 BL18660
ortholog_2525 SCH09396.1 BL18657
ortholog_2526 SCH09370.1 BL25462
ortholog_2527 SCH08583.1 BL25422
ortholog_2528 SCH08632.1 BL11483
ortholog_2529 SCH09342.1 BL11598
ortholog_2530 SCH08748.1 BL19544
ortholog_2531 SCH08662.1 BL05565
ortholog_2532 SCH08844.1 BL09817
ortholog_2533 SCH09333.1 BL10095
ortholog_2534 SCH08953.1 BL09750
ortholog_2535 SCH09077.1 BL18656
ortholog_2536 SCH08688.1 BL05819
ortholog_2537 SCH09037.1 BL18648
ortholog_2538 SCH09257.1 BL18678
ortholog_2539 SCH09149.1 BL00830
ortholog_2540 SCH09281.1 BL23810
ortholog_2541 SCH08777.1 BL16261
ortholog_2542 SCH08592.1 BL09752
ortholog_2543 SCH08626.1 BL09731
ortholog_2544 SCH09135.1 BL09843
ortholog_2545 SCH08636.1 BL09782
ortholog_2546 SCH09275.1 BL11543
ortholog_2547 SCH09081.1 BL23773
ortholog_2548 SCH09294.1 BL09826
ortholog_2549 SCH09131.1 BL18649
ortholog_2550 SCH09170.1 BL05047
ortholog_2551 SCH09375.1 BL18691
ortholog_2552 SCH08975.1 BL15467
ortholog_2553 SCH09392.1 BL23752
ortholog_2554 SCH08996.1 BL02593
ortholog_2555 SCH08961.1 BL23706
ortholog_2556 SCH09314.1 BL17924
ortholog_2557 SCH09125.1 BL23776
ortholog_2558 SCH09167.1 BL11611
ortholog_2559 SCH09203.1 BL22410
ortholog_2560 SCH09186.1 BL23697
ortholog_2561 SCH09255.1 BL09773
ortholog_2562 SCH08750.1 BL08895
ortholog_2563 SCH09382.1 BL12634
ortholog_2564 SCH08605.1 BL11534
ortholog_2565 SCH09066.1 BL09836
ortholog_2566 SCH09169.1 BL11514
ortholog_2567 SCH08918.1 BL18723
ortholog_2568 SCH09164.1 BL18339
ortholog_2569 SCH09127.1 BL18722
ortholog_2570 SCH09098.1 BL25460
ortholog_2571 SCH08922.1 BL17623
ortholog_2572 SCH09022.1 BL10603
ortholog_2573 SCH09185.1 BL10512
ortholog_2574 SCH08751.1 BL11619
ortholog_2575 SCH08773.1 BL09831
ortholog_2576 SCH08884.1 BL27026
ortholog_2577 SCH09153.1 BL05127
ortholog_2578 SCH09184.1 BL17943
ortholog_2579 SCH08628.1 BL11568
ortholog_2580 SCH09148.1 BL08897
ortholog_2581 SCH09046.1 BL25877
ortholog_2582 SCH09177.1 BL18626
ortholog_2583 SCH09316.1 BL02054
ortholog_2584 SCH08661.1 BL11510
ortholog_2585 SCH09100.1 BL09736
ortholog_2586 SCH08579.1 BL18653
ortholog_2587 SCH08588.1 BL17940
ortholog_2588 SCH08969.1 BL11669
ortholog_2589 SCH09374.1 BL24927
ortholog_2590 SCH08860.1 BL09766
ortholog_2591 SCH09011.1 BL24733
ortholog_2592 SCH08915.1 BL18673
ortholog_2593 SCH09048.1 BL07683
ortholog_2594 SCH09034.1 BL25454
ortholog_2595 SCH08919.1 BL12575
ortholog_2596 SCH09388.1 BL10711
ortholog_2597 SCH09097.1 BL25477
ortholog_2598 SCH08861.1 BL09244
ortholog_2599 SCH08670.1 BL20229
ortholog_2600 SCH08642.1 BL18677
ortholog_2601 SCH08971.1 BL09810
ortholog_2602 SCH08818.1 BL18632
ortholog_2603 SCH08869.1 BL18659
ortholog_2604 SCH08826.1 BL11635
ortholog_2605 SCH09298.1 BL00620
ortholog_2606 SCH08985.1 BL09860
ortholog_2607 SCH08645.1 BL07413
ortholog_2608 SCH08622.1 BL06113
ortholog_2609 SCH08916.1 BL16023
ortholog_2610 SCH08739.1 BL05654
ortholog_2611 SCH09224.1 BL10073
ortholog_2612 SCH09062.1 BL18629
ortholog_2613 SCH08967.1 BL02266
ortholog_2614 SCH09299.1 BL14172
ortholog_2615 SCH09122.1 BL11553
ortholog_2616 SCH09005.1 BL09747
ortholog_2617 SCH08958.1 BL17847
ortholog_2618 SCH09197.1 BL16390
ortholog_2619 SCH09237.1 BL25495
ortholog_2620 SCH08683.1 BL09772
ortholog_2621 SCH09142.1 BL16259
ortholog_2622 SCH08848.1 BL07328
ortholog_2623 SCH08997.1 BL09845
ortholog_2624 SCH08720.1 BL10049
ortholog_2625 SCH08722.1 BL00440
ortholog_2626 SCH09095.1 BL19402
ortholog_2627 SCH08813.1 BL25476
ortholog_2628 SCH08664.1 BL18618
ortholog_2629 SCH09394.1 BL10290
ortholog_2630 SCH09181.1 BL08631
ortholog_2631 SCH08850.1 BL08633
ortholog_2632 SCH08690.1 BL18661
ortholog_2633 SCH09056.1 BL09847
ortholog_2634 SCH09079.1 BL09798
ortholog_2635 SCH08582.1 BL11499
ortholog_2636 SCH08714.1 BL01767
ortholog_2637 SCH08756.1 BL07288
ortholog_2638 SCH08827.1 BL16269
ortholog_2639 SCH09253.1 BL07229
ortholog_2640 SCH09278.1 BL18667
ortholog_2641 SCH08882.1 BL18668
ortholog_2642 SCH08887.1 BL23767
ortholog_2643 SCH09073.1 BL23771
ortholog_2644 SCH09364.1 BL09854
ortholog_2645 SCH08763.1 BL09851
ortholog_2646 SCH09117.1 BL09827
ortholog_2647 SCH09158.1 BL23715
ortholog_2648 SCH09196.1 BL09861
ortholog_2649 SCH09060.1 BL25459
ortholog_2650 SCH08629.1 BL05692
ortholog_2651 SCH09171.1 BL02315
ortholog_2652 SCH08595.1 BL05220
ortholog_2653 SCH08955.1 BL09785
ortholog_2654 SCH09297.1 BL09816
ortholog_2655 SCH08816.1 BL18705
ortholog_2656 SCH08938.1 BL16258
ortholog_2657 SCH09400.1 BL15249
ortholog_2658 SCH09339.1 BL16260
ortholog_2659 SCH08689.1 BL23809
ortholog_2660 SCH08851.1 BL19782
ortholog_2661 SCH09027.1 BL11691
ortholog_2662 SCH09204.1 BL09723
ortholog_2663 SCH09065.1 BL11610
ortholog_2664 SCH08668.1 BL25590
ortholog_2665 SCH09351.1 BL25774
ortholog_2666 SCH08707.1 BL06062
ortholog_2667 SCH09875.1 BL21622
ortholog_2668 SCH10017.1 BL22082
ortholog_2669 SCH09978.1 BL22062
ortholog_2670 SCH09695.1 BL22040
ortholog_2671 SCH10040.1 BL04527
ortholog_2672 SCH09981.1 BL21781
ortholog_2673 SCH09585.1 BL21519
ortholog_2674 SCH09663.1 BL09066
ortholog_2675 SCH09587.1 BL15556
ortholog_2676 SCH09945.1 BL03996
ortholog_2677 SCH09814.1 BL21587
ortholog_2678 SCH09798.1 BL22047
ortholog_2679 SCH09610.1 BL04514
ortholog_2680 SCH09694.1 BL09657
ortholog_2681 SCH09897.1 BL04506
ortholog_2682 SCH09795.1 BL22035
ortholog_2683 SCH09882.1 BL15946
ortholog_2684 SCH09837.1 BL15704
ortholog_2685 SCH09851.1 BL22159
ortholog_2686 SCH09722.1 BL10592
ortholog_2687 SCH09656.1 BL17878
ortholog_2688 SCH09581.1 BL21047
ortholog_2689 SCH09797.1 BL02772
ortholog_2690 SCH09592.1 BL21554
ortholog_2691 SCH09737.1 BL09825
ortholog_2692 SCH09480.1 BL16937
ortholog_2693 SCH09691.1 BL22010
ortholog_2694 SCH09504.1 BL22251
ortholog_2695 SCH09617.1 BL15703
ortholog_2696 SCH09876.1 BL12027
ortholog_2697 SCH09728.1 BL04517
ortholog_2698 SCH09647.1 BL16907
ortholog_2699 SCH09506.1 BL17204
ortholog_2700 SCH09485.1 BL13077
ortholog_2701 SCH09681.1 BL04507
ortholog_2702 SCH09418.1 BL24059
ortholog_2703 SCH09724.1 BL07965
ortholog_2704 SCH09561.1 BL16473
ortholog_2705 SCH09598.1 BL22103
ortholog_2706 SCH09823.1 BL21565
ortholog_2707 SCH10070.1 BL24324
ortholog_2708 SCH09909.1 BL15402
ortholog_2709 SCH09935.1 BL02505
ortholog_2710 SCH09958.1 BL22109
ortholog_2711 SCH09640.1 BL16901
ortholog_2712 SCH09477.1 BL16406
ortholog_2713 SCH09985.1 BL04137
ortholog_2714 SCH09965.1 BL19102
ortholog_2715 SCH09478.1 BL04417
ortholog_2716 SCH09847.1 BL27301
ortholog_2717 SCH09705.1 BL12660
ortholog_2718 SCH09962.1 BL21590
ortholog_2719 SCH09676.1 BL07147
ortholog_2720 SCH09771.1 BL22183
ortholog_2721 SCH09677.1 BL22061
ortholog_2722 SCH09639.1 BL22079
ortholog_2723 SCH09520.1 BL04530
ortholog_2724 SCH09434.1 BL22306
ortholog_2725 SCH09562.1 BL18190
ortholog_2726 SCH09661.1 BL04528
ortholog_2727 SCH09479.1 BL01686
ortholog_2728 SCH10047.1 BL22252
ortholog_2729 SCH09660.1 BL02920
ortholog_2730 SCH09674.1 BL22279
ortholog_2731 SCH09567.1 BL16577
ortholog_2732 SCH09666.1 BL19615
ortholog_2733 SCH09438.1 BL16558
ortholog_2734 SCH09854.1 BL22292
ortholog_2735 SCH09832.1 BL25194
ortholog_2736 SCH09849.1 BL16920
ortholog_2737 SCH10065.1 BL24060
ortholog_2738 SCH09983.1 BL09988
ortholog_2739 SCH09501.1 BL22119
ortholog_2740 SCH09891.1 BL09200
ortholog_2741 SCH09762.1 BL22125
ortholog_2742 SCH09609.1 BL16598
ortholog_2743 SCH09690.1 BL13915
ortholog_2744 SCH09923.1 BL22020
ortholog_2745 SCH09781.1 BL16580
ortholog_2746 SCH10002.1 BL16579
ortholog_2747 SCH09883.1 BL21550
ortholog_2748 SCH09910.1 BL22008
ortholog_2749 SCH09864.1 BL21613
ortholog_2750 SCH10058.1 BL21577
ortholog_2751 SCH09503.1 BL11541
ortholog_2752 SCH09424.1 BL24009
ortholog_2753 SCH09993.1 BL22059
ortholog_2754 SCH09836.1 BL22212
ortholog_2755 SCH09530.1 BL25708
ortholog_2756 SCH09987.1 BL16468
ortholog_2757 SCH09927.1 BL01070
ortholog_2758 SCH09642.1 BL10027
ortholog_2759 SCH09989.1 BL16478
ortholog_2760 SCH09821.1 BL24041
ortholog_2761 SCH09488.1 BL23974
ortholog_2762 SCH09866.1 BL21535
ortholog_2763 SCH09421.1 BL22128
ortholog_2764 SCH09782.1 BL21624
ortholog_2765 SCH09936.1 BL16520
ortholog_2766 SCH09904.1 BL00871
ortholog_2767 SCH09457.1 BL22039
ortholog_2768 SCH09543.1 BL22293
ortholog_2769 SCH09754.1 BL24326
ortholog_2770 SCH09470.1 BL23991
ortholog_2771 SCH09492.1 BL16938
ortholog_2772 SCH09899.1 BL26201
ortholog_2773 SCH09723.1 BL18799
ortholog_2774 SCH09894.1 BL04529
ortholog_2775 SCH09414.1 BL13499
ortholog_2776 SCH09939.1 BL22708
ortholog_2777 SCH09963.1 BL16472
ortholog_2778 SCH09631.1 BL17606
ortholog_2779 SCH09526.1 BL22106
ortholog_2780 SCH09489.1 BL05269
ortholog_2781 SCH09809.1 BL01032
ortholog_2782 SCH09787.1 BL16531
ortholog_2783 SCH09753.1 BL16603
ortholog_2784 SCH09709.1 BL22132
ortholog_2785 SCH09423.1 BL16532
ortholog_2786 SCH09984.1 BL21058
ortholog_2787 SCH10060.1 BL22203
ortholog_2788 SCH09938.1 BL22154
ortholog_2789 SCH10021.1 BL24046
ortholog_2790 SCH10010.1 BL22165
ortholog_2791 SCH10044.1 BL18683
ortholog_2792 SCH09487.1 BL24564
ortholog_2793 SCH09607.1 BL00606
ortholog_2794 SCH09589.1 BL23997
ortholog_2795 SCH09564.1 BL23998
ortholog_2796 SCH09961.1 BL10785
ortholog_2797 SCH09670.1 BL22101
ortholog_2798 SCH09808.1 BL21627
ortholog_2799 SCH09777.1 BL21583
ortholog_2800 SCH09490.1 BL21604
ortholog_2801 SCH09611.1 BL15394
ortholog_2802 SCH09689.1 BL22155
ortholog_2803 SCH09531.1 BL22104
ortholog_2804 SCH10009.1 BL13655
ortholog_2805 SCH09615.1 BL22118
ortholog_2806 SCH09769.1 BL22057
ortholog_2807 SCH09673.1 BL12827
ortholog_2808 SCH09522.1 BL16483
ortholog_2809 SCH09620.1 BL16504
ortholog_2810 SCH09855.1 BL16594
ortholog_2811 SCH09878.1 BL22113
ortholog_2812 SCH09977.1 BL22276
ortholog_2813 SCH09879.1 BL23961
ortholog_2814 SCH09905.1 BL11631
ortholog_2815 SCH10050.1 BL22302
ortholog_2816 SCH09413.1 BL11725
ortholog_2817 SCH09552.1 BL20278
ortholog_2818 SCH09937.1 BL24023
ortholog_2819 SCH09556.1 BL21591
ortholog_2820 SCH09481.1 BL18104
ortholog_2821 SCH09555.1 BL12685
ortholog_2822 SCH09920.1 BL01249
ortholog_2823 SCH09431.1 BL22108
ortholog_2824 SCH09669.1 BL05487
ortholog_2825 SCH09767.1 BL17639
ortholog_2826 SCH09471.1 BL22256
ortholog_2827 SCH10034.1 BL21545
ortholog_2828 SCH09699.1 BL22063
ortholog_2829 SCH09463.1 BL07121
ortholog_2830 SCH09720.1 BL16443
ortholog_2831 SCH09544.1 BL23958
ortholog_2832 SCH10018.1 BL21568
ortholog_2833 SCH09542.1 BL21518
ortholog_2834 SCH09903.1 BL04334
ortholog_2835 SCH09976.1 BL22174
ortholog_2836 SCH09890.1 BL09676
ortholog_2837 SCH09971.1 BL22271
ortholog_2838 SCH09789.1 BL19446
ortholog_2839 SCH09874.1 BL22914
ortholog_2840 SCH09419.1 BL24058
ortholog_2841 SCH09466.1 BL08847
ortholog_2842 SCH09745.1 BL22072
ortholog_2843 SCH09496.1 BL23955
ortholog_2844 SCH09992.1 BL22054
ortholog_2845 SCH10015.1 BL17567
ortholog_2846 SCH09517.1 BL22272
ortholog_2847 SCH09412.1 BL22117
ortholog_2848 SCH10020.1 BL11236
