ortholog_1 MGL01089.1 g162422
ortholog_2652 MGL07156.1 g17613
ortholog_2653 MGL07807.1 g110224
ortholog_2654 MGL06937.1 g68109
ortholog_2655 MGL07348.1 g41064
ortholog_2656 MGL07215.1 g1096
ortholog_2657 MGL07237.1 g189600
ortholog_2658 MGL07272.1 g110848
ortholog_2659 MGL06922.1 g110681
ortholog_2660 MGL07034.1 g109716
ortholog_2661 MGL07844.1 g51913
ortholog_2662 MGL06916.1 g178278
ortholog_2663 MGL07335.1 g110755
ortholog_2664 MGL07816.1 g110788
ortholog_2665 MGL07525.1 g107299
ortholog_2666 MGL07792.1 g107308
ortholog_2667 MGL07380.1 g102724
ortholog_2668 MGL07691.1 g105741
ortholog_2669 MGL07726.1 g103288
ortholog_2670 MGL07752.1 g111049
ortholog_2671 MGL07808.1 g110167
ortholog_2672 MGL07833.1 g110159
ortholog_2673 MGL06868.1 g107208
ortholog_2674 MGL06898.1 g134024
ortholog_2675 MGL07024.1 g179853
ortholog_2676 MGL07124.1 g103000
ortholog_2677 MGL07417.1 g107720
ortholog_2678 MGL07457.1 g106230
ortholog_2679 MGL07794.1 g105250
ortholog_2680 MGL07634.1 g105288
ortholog_2681 MGL07692.1 g145215
ortholog_2682 MGL07606.1 g112352
ortholog_2683 MGL07346.1 g112349
ortholog_2684 MGL07254.1 g112342
ortholog_2685 MGL07064.1 g102737
ortholog_2686 MGL07680.1 g112143
ortholog_2687 MGL07666.1 g108224
ortholog_2688 MGL07120.1 g107400
ortholog_2689 MGL07088.1 g105640
ortholog_2690 MGL07509.1 g107164
ortholog_2691 MGL07442.1 g107152
ortholog_2692 MGL07286.1 g107140
ortholog_2693 MGL07322.1 g107127
ortholog_2694 MGL06990.1 g106026
ortholog_2695 MGL06961.1 g110680
ortholog_2696 MGL06932.1 g105917
ortholog_2697 MGL06864.1 g105973
ortholog_2698 MGL07319.1 g79651
ortholog_2699 MGL06948.1 g180035
ortholog_2700 MGL06992.1 g112589
ortholog_2701 MGL06963.1 g107205
ortholog_2702 MGL07044.1 g103709
ortholog_2703 MGL07651.1 g108441
ortholog_2704 MGL06955.1 g105416
ortholog_2705 MGL07522.1 g112149
ortholog_2706 MGL07453.1 g106261
ortholog_2707 MGL07644.1 g107420
ortholog_2708 MGL07550.1 g105116
ortholog_2709 MGL07247.1 g111408
ortholog_2710 MGL07767.1 g111410
ortholog_2711 MGL07749.1 g109637
ortholog_2712 MGL07780.1 g109632
ortholog_2713 MGL07805.1 g105420
ortholog_2714 MGL07830.1 g105417
ortholog_2715 MGL06962.1 g132638
ortholog_2716 MGL07110.1 g157387
ortholog_2717 MGL07005.1 g147362
ortholog_2718 MGL07121.1 g105071
ortholog_2719 MGL07393.1 g107416
ortholog_2720 MGL07361.1 g107414
ortholog_2721 MGL07296.1 g112605
ortholog_2722 MGL07269.1 g104680
ortholog_2723 MGL07154.1 g104111
ortholog_2724 MGL07186.1 g106139
ortholog_2725 MGL07213.1 g105469
ortholog_2726 MGL07270.1 g15950
ortholog_2727 MGL07334.1 g106576
ortholog_2728 MGL07362.1 g112301
ortholog_2729 MGL07394.1 g203834
ortholog_2730 MGL07523.1 g106723
ortholog_2731 MGL07685.1 g60816
ortholog_2732 MGL07648.1 g146815
ortholog_2733 MGL07588.1 g11407
ortholog_2734 MGL06915.1 g108774
ortholog_2735 MGL07519.1 g108772
ortholog_2736 MGL07771.1 g64880
ortholog_2737 MGL07021.1 g111479
ortholog_2738 MGL07848.1 g104653
ortholog_2739 MGL07090.1 g112084
ortholog_2740 MGL07123.1 g109658
ortholog_2741 MGL07214.1 g104551
ortholog_2742 MGL07271.1 g108784
ortholog_2743 MGL07297.1 g110066
ortholog_2744 MGL07611.1 g109018
ortholog_2745 MGL07740.1 g111115
ortholog_2746 MGL07549.1 g45730
ortholog_2747 MGL07614.1 g103543
ortholog_2748 MGL07746.1 g111391
ortholog_2749 MGL07779.1 g108713
ortholog_2750 MGL07803.1 g173521
ortholog_2751 MGL07828.1 g111066
ortholog_2752 MGL07470.1 g109033
ortholog_2753 MGL06930.1 g109037
ortholog_2754 MGL07210.1 g109052
ortholog_2755 MGL07118.1 g112081
ortholog_2756 MGL07307.1 g108341
ortholog_2757 MGL06988.1 g108916
ortholog_2758 MGL06959.1 g106015
ortholog_2759 MGL07049.1 g110496
ortholog_2760 MGL07232.1 g92767
ortholog_2761 MGL07820.1 g69294
ortholog_2762 MGL07266.1 g105644
ortholog_2763 MGL07294.1 g102403
ortholog_2764 MGL07721.1 g107383
ortholog_2765 MGL07747.1 g103170
ortholog_2766 MGL07414.1 g147281
ortholog_2767 MGL07337.1 g106040
ortholog_2768 MGL06920.1 g106044
ortholog_2769 MGL07274.1 g107412
ortholog_2770 MGL07204.1 g134463
ortholog_2771 MGL07604.1 g134470
ortholog_2772 MGL07217.1 g111946
ortholog_2773 MGL07158.1 g107246
ortholog_2774 MGL06899.1 g107280
ortholog_2775 MGL07834.1 g109095
ortholog_2776 MGL07753.1 g108218
ortholog_2777 MGL07502.1 g36420
ortholog_2778 MGL07141.1 g165707
ortholog_2779 MGL07047.1 g109022
ortholog_2780 MGL06883.1 g109187
ortholog_2781 MGL07115.1 g108220
ortholog_2782 MGL07264.1 g111664
ortholog_2783 MGL07329.1 g111662
ortholog_2784 MGL07773.1 g103929
ortholog_2785 MGL07517.1 g105915
ortholog_2786 MGL07586.1 g203907
ortholog_2787 MGL07801.1 g110472
ortholog_2788 MGL07007.1 g199120
ortholog_2789 MGL07758.1 g111450
ortholog_2790 MGL07291.1 g112315
ortholog_2791 MGL06927.1 g105371
ortholog_2792 MGL06889.1 g105379
ortholog_2793 MGL07824.1 g112328
ortholog_2794 MGL07777.1 g106241
ortholog_2795 MGL07743.1 g107389
ortholog_2796 MGL07714.1 g107386
ortholog_2797 MGL07164.1 g112696
ortholog_2798 MGL07244.1 g111875
ortholog_2799 MGL07281.1 g110633
ortholog_2800 MGL06884.1 g114310
ortholog_2801 MGL07371.1 g104793
ortholog_2802 MGL07435.1 g105855
ortholog_2803 MGL06970.1 g108837
ortholog_2804 MGL06907.1 g111279
ortholog_2805 MGL06877.1 g108705
ortholog_2806 MGL07842.1 g112299
ortholog_2807 MGL07733.1 g108899
ortholog_2808 MGL07698.1 g105466
ortholog_2809 MGL07661.1 g42716
ortholog_2810 MGL07585.1 g105860
ortholog_2811 MGL07130.1 g110631
ortholog_2812 MGL07095.1 g163428
ortholog_2813 MGL07060.1 g102635
ortholog_2814 MGL07742.1 g102627
ortholog_2815 MGL07163.1 g104788
ortholog_2816 MGL07243.1 g111202
ortholog_2817 MGL07280.1 g111207
ortholog_2818 MGL07305.1 g107419
ortholog_2819 MGL06951.1 g84219
ortholog_2820 MGL07063.1 g40290
ortholog_2821 MGL07565.1 g104142
ortholog_2822 MGL07599.1 g110391
ortholog_2823 MGL07697.1 g109769
ortholog_2824 MGL07732.1 g104562
ortholog_2825 MGL07316.1 g330
ortholog_2826 MGL07456.1 g110490
ortholog_2827 MGL07427.1 g107186
ortholog_2828 MGL07081.1 g112378
ortholog_2829 MGL07113.1 g56175
ortholog_2830 MGL06956.1 g108104
ortholog_2831 MGL07228.1 g111431
ortholog_2832 MGL07573.1 g107701
ortholog_2833 MGL07200.1 g107700
ortholog_2834 MGL07357.1 g107696
ortholog_2835 MGL06985.1 g105666
ortholog_2836 MGL06957.1 g112665
ortholog_2837 MGL06929.1 g104772
ortholog_2838 MGL06890.1 g110272
ortholog_2839 MGL07408.1 g109314
ortholog_2840 MGL07826.1 g110265
ortholog_2841 MGL07744.1 g110316
ortholog_2842 MGL07065.1 g28814
ortholog_2843 MGL07229.1 g26344
ortholog_2844 MGL07690.1 g108119
ortholog_2845 MGL07653.1 g113021
ortholog_2846 MGL07132.1 g169925
ortholog_2847 MGL07055.1 g105398
ortholog_2848 MGL07022.1 g108446
ortholog_2849 MGL06964.1 g111526
ortholog_2850 MGL07579.1 g106392
ortholog_2851 MGL07566.1 g143322
ortholog_2852 MGL07279.1 g187502
ortholog_2853 MGL07162.1 g112706
ortholog_2854 MGL06910.1 g110622
ortholog_2855 MGL06984.1 g110615
ortholog_2856 MGL07046.1 g105544
ortholog_2857 MGL07082.1 g110635
ortholog_2858 MGL07350.1 g111874
ortholog_2859 MGL07623.1 g112599
ortholog_2860 MGL06917.1 g133224
ortholog_2861 MGL07569.1 g129225
ortholog_2862 MGL07564.1 g110389
ortholog_2863 MGL07497.1 g103521
ortholog_2864 MGL06875.1 g69512
ortholog_2865 MGL06905.1 g108106
ortholog_2866 MGL07607.1 g192933
ortholog_2867 MGL07787.1 g180427
ortholog_2868 MGL07598.1 g112061
ortholog_2869 MGL07635.1 g112504
ortholog_2870 MGL07434.1 g105228
ortholog_2871 MGL07462.1 g105227
ortholog_2872 MGL07496.1 g105403
ortholog_2873 MGL07531.1 g105989
ortholog_2874 MGL06886.1 g111883
ortholog_2875 MGL07400.1 g112195
ortholog_2876 MGL07303.1 g109866
ortholog_2877 MGL07242.1 g105911
ortholog_2878 MGL07129.1 g105902
ortholog_2879 MGL07221.1 g102378
ortholog_2880 MGL07285.1 g104230
ortholog_2881 MGL07028.1 g112112
ortholog_2882 MGL06952.1 g109909
ortholog_2883 MGL08116.1 g68528
ortholog_2884 MGL08206.1 g72920
ortholog_2885 MGL08234.1 g74699
ortholog_2886 MGL07886.1 g68305
ortholog_2887 MGL08320.1 g71921
ortholog_2888 MGL08345.1 g71913
ortholog_2889 MGL08444.1 g77346
ortholog_2890 MGL08469.1 g75208
ortholog_2891 MGL08505.1 g75204
ortholog_2892 MGL08533.1 g20185
ortholog_2893 MGL08618.1 g51183
ortholog_2894 MGL08401.1 g211131
ortholog_2895 MGL08591.1 g69774
ortholog_2896 MGL08620.1 g68704
ortholog_2897 MGL07927.1 g70610
ortholog_2898 MGL07891.1 g75533
ortholog_2899 MGL08805.1 g111599
ortholog_2900 MGL08774.1 g73873
ortholog_2901 MGL08741.1 g73279
ortholog_2902 MGL08708.1 g72899
ortholog_2903 MGL08650.1 g72914
ortholog_2904 MGL07943.1 g68911
ortholog_2905 MGL08388.1 g69685
ortholog_2906 MGL08503.1 g60635
ortholog_2907 MGL08665.1 g103040
ortholog_2908 MGL08316.1 g73012
ortholog_2909 MGL08393.1 g73024
ortholog_2910 MGL08820.1 g68385
ortholog_2911 MGL08172.1 g73432
ortholog_2912 MGL07941.1 g74556
ortholog_2913 MGL08232.1 g68797
ortholog_2914 MGL07968.1 g68798
ortholog_2915 MGL08131.1 g71523
ortholog_2916 MGL08398.1 g77369
ortholog_2917 MGL08163.1 g77368
ortholog_2918 MGL08218.1 g76784
ortholog_2919 MGL08246.1 g76794
ortholog_2920 MGL08279.1 g72526
ortholog_2921 MGL08339.1 g72524
ortholog_2922 MGL08552.1 g121464
ortholog_2923 MGL08666.1 g68177
ortholog_2924 MGL08724.1 g67675
ortholog_2925 MGL08787.1 g71524
ortholog_2926 MGL08821.1 g67797
ortholog_2927 MGL07867.1 g67801
ortholog_2928 MGL07905.1 g123364
ortholog_2929 MGL07942.1 g75552
ortholog_2930 MGL07969.1 g71162
ortholog_2931 MGL07856.1 g73390
ortholog_2932 MGL07996.1 g18069
ortholog_2933 MGL08026.1 g70129
ortholog_2934 MGL08585.1 g69085
ortholog_2935 MGL08223.1 g69086
ortholog_2936 MGL08119.1 g72753
ortholog_2937 MGL08151.1 g71652
ortholog_2938 MGL08366.1 g113946
ortholog_2939 MGL08347.1 g140856
ortholog_2940 MGL08408.1 g77305
ortholog_2941 MGL08536.1 g68174
ortholog_2942 MGL08562.1 g68082
ortholog_2943 MGL08616.1 g71663
ortholog_2944 MGL07880.1 g76683
ortholog_2945 MGL07979.1 g122737
ortholog_2946 MGL08557.1 g47964
ortholog_2947 MGL08794.1 g205293
ortholog_2948 MGL08282.1 g181077
ortholog_2949 MGL08327.1 g69361
ortholog_2950 MGL08051.1 g173652
ortholog_2951 MGL08479.1 g69352
ortholog_2952 MGL08541.1 g74289
ortholog_2953 MGL08569.1 g202220
ortholog_2954 MGL08596.1 g71810
ortholog_2955 MGL08627.1 g161775
ortholog_2956 MGL08683.1 g74698
ortholog_2957 MGL08202.1 g26250
ortholog_2958 MGL07904.1 g125134
ortholog_2959 MGL07913.1 g136826
ortholog_2960 MGL08071.1 g71736
ortholog_2961 MGL08262.1 g73066
ortholog_2962 MGL08039.1 g72778
ortholog_2963 MGL08706.1 g68790
ortholog_2964 MGL07970.1 g71826
ortholog_2965 MGL08045.1 g71819
ortholog_2966 MGL07960.1 g74651
ortholog_2967 MGL08781.1 g72428
ortholog_2968 MGL08749.1 g72430
ortholog_2969 MGL08682.1 g70418
ortholog_2970 MGL08513.1 g76243
ortholog_2971 MGL08326.1 g72408
ortholog_2972 MGL08297.1 g75982
ortholog_2973 MGL07932.1 g203489
ortholog_2974 MGL08029.1 g75220
ortholog_2975 MGL08123.1 g75213
ortholog_2976 MGL08092.1 g73793
ortholog_2977 MGL08212.1 g177939
ortholog_2978 MGL08645.1 g78379
ortholog_2979 MGL08780.1 g73301
ortholog_2980 MGL08021.1 g41243
ortholog_2981 MGL08439.1 g54107
ortholog_2982 MGL08566.1 g76804
ortholog_2983 MGL08512.1 g69934
ortholog_2984 MGL08155.1 g123077
ortholog_2985 MGL08211.1 g72484
ortholog_2986 MGL08239.1 g72481
ortholog_2987 MGL08296.1 g60002
ortholog_2988 MGL08412.1 g76416
ortholog_2989 MGL08782.1 g1499
ortholog_2990 MGL07864.1 g71458
ortholog_2991 MGL08197.1 g71453
ortholog_2992 MGL07900.1 g71452
ortholog_2993 MGL07938.1 g71780
ortholog_2994 MGL07965.1 g197432
ortholog_2995 MGL08005.1 g73248
ortholog_2996 MGL08033.1 g72775
ortholog_2997 MGL08736.1 g133798
ortholog_2998 MGL08082.1 g74657
ortholog_2999 MGL08243.1 g74684
ortholog_3000 MGL08276.1 g74702
ortholog_3001 MGL08303.1 g74705
ortholog_3002 MGL08330.1 g76463
ortholog_3003 MGL08113.1 g69538
ortholog_3004 MGL08081.1 g75746
ortholog_3005 MGL08699.1 g75765
ortholog_3006 MGL08453.1 g75761
ortholog_3007 MGL08483.1 g73281
ortholog_3008 MGL08516.1 g77512
ortholog_3009 MGL08480.1 g72951
ortholog_3010 MGL08352.1 g76854
ortholog_3011 MGL08328.1 g72736
ortholog_3012 MGL08300.1 g77530
ortholog_3013 MGL08581.1 g130097
ortholog_3014 MGL08125.1 g76830
ortholog_3015 MGL08094.1 g69491
ortholog_3016 MGL07889.1 g12256
ortholog_3017 MGL08001.1 g74309
ortholog_3018 MGL08114.1 g75540
ortholog_3019 MGL08545.1 g132813
ortholog_3020 MGL08449.1 g73752
ortholog_3021 MGL08474.1 g69429
ortholog_3022 MGL08564.1 g70598
ortholog_3023 MGL08625.1 g76482
ortholog_3024 MGL08656.1 g77306
ortholog_3025 MGL08681.1 g73074
ortholog_3026 MGL08710.1 g69788
ortholog_3027 MGL08745.1 g74551
ortholog_3028 MGL08778.1 g74550
ortholog_3029 MGL08809.1 g68351
ortholog_3030 MGL07890.1 g68353
ortholog_3031 MGL07895.1 g76570
ortholog_3032 MGL07955.1 g72669
ortholog_3033 MGL07957.1 g72658
ortholog_3034 MGL08027.1 g76389
ortholog_3035 MGL08565.1 g68090
ortholog_3036 MGL08511.1 g69800
ortholog_3037 MGL08359.1 g71907
ortholog_3038 MGL08390.1 g68039
ortholog_3039 MGL07917.1 g68033
ortholog_3040 MGL08424.1 g74910
ortholog_3041 MGL08458.1 g75859
ortholog_3042 MGL08579.1 g71656
ortholog_3043 MGL08548.1 g71478
ortholog_3044 MGL08604.1 g71410
ortholog_3045 MGL07879.1 g71434
ortholog_3046 MGL08726.1 g71433
ortholog_3047 MGL07920.1 g71418
ortholog_3048 MGL08824.1 g69165
ortholog_3049 MGL07971.1 g69284
ortholog_3050 MGL08011.1 g69277
ortholog_3051 MGL08041.1 g67889
ortholog_3052 MGL08194.1 g182065
ortholog_3053 MGL07876.1 g68435
ortholog_3054 MGL08759.1 g97848
ortholog_3055 MGL07940.1 g184243
ortholog_3056 MGL08130.1 g72302
ortholog_3057 MGL08161.1 g75148
ortholog_3058 MGL08420.1 g72896
ortholog_3059 MGL08756.1 g77929
ortholog_3060 MGL08722.1 g77932
ortholog_3061 MGL08664.1 g73114
ortholog_3062 MGL08629.1 g73120
ortholog_3063 MGL08600.1 g77953
ortholog_3064 MGL07887.1 g9470
ortholog_3065 MGL08275.1 g179434
ortholog_3066 MGL08253.1 g90470
ortholog_3067 MGL08771.1 g75477
ortholog_3068 MGL08185.1 g71531
ortholog_3069 MGL08160.1 g70315
ortholog_3070 MGL08128.1 g72842
ortholog_3071 MGL08065.1 g77727
ortholog_3072 MGL08032.1 g76407
ortholog_3073 MGL07978.1 g76400
ortholog_3074 MGL08004.1 g76396
ortholog_3075 MGL08815.1 g77266
ortholog_3076 MGL08290.1 g72972
ortholog_3077 MGL08718.1 g70053
ortholog_3078 MGL08660.1 g67682
ortholog_3079 MGL08659.1 g182119
ortholog_3080 MGL08685.1 g68844
ortholog_3081 MGL08717.1 g86618
ortholog_3082 MGL08753.1 g72436
ortholog_3083 MGL08800.1 g68619
ortholog_3084 MGL08814.1 g68837
ortholog_3085 MGL07863.1 g209638
ortholog_3086 MGL07898.1 g72780
ortholog_3087 MGL07963.1 g69066
ortholog_3088 MGL08003.1 g106107
ortholog_3089 MGL08031.1 g77970
ortholog_3090 MGL08769.1 g69975
ortholog_3091 MGL08096.1 g69417
ortholog_3092 MGL08127.1 g8254
ortholog_3093 MGL08159.1 g69780
ortholog_3094 MGL08441.1 g72476
ortholog_3095 MGL08302.1 g74540
ortholog_3096 MGL08384.1 g188091
ortholog_3097 MGL08417.1 g74693
ortholog_3098 MGL08451.1 g81725
ortholog_3099 MGL08481.1 g71876
ortholog_3100 MGL08518.1 g71871
ortholog_3101 MGL08544.1 g71836
ortholog_3102 MGL08433.1 g33831
ortholog_3103 MGL08286.1 g75593
ortholog_3104 MGL08796.1 g75603
ortholog_3105 MGL08643.1 g75608
ortholog_3106 MGL08692.1 g74583
ortholog_3107 MGL08757.1 g105388
ortholog_3108 MGL08823.1 g67996
ortholog_3109 MGL08040.1 g70311
ortholog_3110 MGL08705.1 g70847
ortholog_3111 MGL08491.1 g70839
ortholog_3112 MGL08468.1 g70832
ortholog_3113 MGL08219.1 g76826
ortholog_3114 MGL08191.1 g76064
ortholog_3115 MGL08248.1 g69584
ortholog_3116 MGL08358.1 g132372
ortholog_3117 MGL08523.1 g69783
ortholog_3118 MGL08485.1 g73263
ortholog_3119 MGL08423.1 g68824
ortholog_3120 MGL08070.1 g75026
ortholog_3121 MGL08547.1 g74323
ortholog_3122 MGL08577.1 g75635
ortholog_3123 MGL08632.1 g75806
ortholog_3124 MGL08667.1 g77776
ortholog_3125 MGL08788.1 g72963
ortholog_3126 MGL08822.1 g74274
ortholog_3127 MGL08217.1 g74792
ortholog_3128 MGL08245.1 g74872
ortholog_3129 MGL07983.1 g74875
ortholog_3130 MGL08278.1 g74879
ortholog_3131 MGL08305.1 g68468
ortholog_3132 MGL08333.1 g72684
ortholog_3133 MGL08357.1 g110245
ortholog_3134 MGL08459.1 g73655
ortholog_3135 MGL08598.1 g72527
ortholog_3136 MGL08291.1 g70383
ortholog_3137 MGL08738.1 g68044
ortholog_3138 MGL08754.1 g76838
ortholog_3139 MGL08507.1 g68328
ortholog_3140 MGL08376.1 g69469
ortholog_3141 MGL08802.1 g68795
ortholog_3142 MGL08322.1 g76474
ortholog_3143 MGL08622.1 g76533
ortholog_3144 MGL08679.1 g139987
ortholog_3145 MGL07874.1 g68399
ortholog_3146 MGL08760.1 g70881
ortholog_3147 MGL08365.1 g70886
ortholog_3148 MGL08661.1 g70900
ortholog_3149 MGL08742.1 g135173
ortholog_3150 MGL08807.1 g74687
ortholog_3151 MGL07871.1 g32859
ortholog_3152 MGL08799.1 g53196
ortholog_3153 MGL08571.1 g69064
ortholog_3154 MGL08543.1 g69052
ortholog_3155 MGL08416.1 g71612
ortholog_3156 MGL08383.1 g77245
ortholog_3157 MGL08353.1 g68343
ortholog_3158 MGL08153.1 g159458
ortholog_3159 MGL08209.1 g69941
ortholog_3160 MGL08265.1 g72839
ortholog_3161 MGL07923.1 g168394
ortholog_3162 MGL08338.1 g133767
ortholog_3163 MGL08118.1 g77935
ortholog_3164 MGL07881.1 g77946
ortholog_3165 MGL08086.1 g57004
ortholog_3166 MGL08020.1 g47779
ortholog_3167 MGL08057.1 g74294
ortholog_3168 MGL08646.1 g74301
ortholog_3169 MGL07995.1 g35070
ortholog_3170 MGL07956.1 g71613
ortholog_3171 MGL07928.1 g75216
ortholog_3172 MGL07892.1 g75228
ortholog_3173 MGL07855.1 g74622
ortholog_3174 MGL08806.1 g68274
ortholog_3175 MGL08651.1 g203704
ortholog_3176 MGL08621.1 g72929
ortholog_3177 MGL08592.1 g69110
ortholog_3178 MGL08506.1 g72756
ortholog_3179 MGL08406.1 g115940
ortholog_3180 MGL08346.1 g1342
ortholog_3181 MGL07990.1 g68970
ortholog_3182 MGL08298.1 g68912
ortholog_3183 MGL08271.1 g73187
ortholog_3184 MGL08240.1 g68913
ortholog_3185 MGL08108.1 g67183
ortholog_3186 MGL08184.1 g153060
ortholog_3187 MGL08351.1 g212813
ortholog_3188 MGL08381.1 g70580
ortholog_3189 MGL08414.1 g73215
ortholog_3190 MGL08478.1 g72490
ortholog_3191 MGL08514.1 g72499
ortholog_3192 MGL08076.1 g68918
ortholog_3193 MGL08714.1 g73397
ortholog_3194 MGL08803.1 g69116
ortholog_3195 MGL08368.1 g71944
ortholog_3196 MGL07934.1 g71943
ortholog_3197 MGL07882.1 g71270
ortholog_3198 MGL08312.1 g71275
ortholog_3199 MGL08830.1 g173248
ortholog_3200 MGL08639.1 g173247
ortholog_3201 MGL08324.1 g173228
ortholog_3202 MGL08294.1 g72841
ortholog_3203 MGL07966.1 g71526
ortholog_3204 MGL08006.1 g71563
ortholog_3205 MGL08067.1 g71884
ortholog_3206 MGL08099.1 g71883
ortholog_3207 MGL08129.1 g71882
ortholog_3208 MGL08186.1 g76936
ortholog_3209 MGL08216.1 g68892
ortholog_3210 MGL08277.1 g68890
ortholog_3211 MGL07992.1 g68888
ortholog_3212 MGL08355.1 g71878
ortholog_3213 MGL08386.1 g68397
ortholog_3214 MGL08454.1 g69393
ortholog_3215 MGL08473.1 g72535
ortholog_3216 MGL08509.1 g75098
ortholog_3217 MGL08348.1 g72931
ortholog_3218 MGL08105.1 g68961
ortholog_3219 MGL08120.1 g68958
ortholog_3220 MGL08152.1 g74423
ortholog_3221 MGL08179.1 g76531
ortholog_3222 MGL08208.1 g76833
ortholog_3223 MGL08501.1 g70874
ortholog_3224 MGL08047.1 g111231
ortholog_3225 MGL08808.1 g33223
ortholog_3226 MGL08624.1 g74695
ortholog_3227 MGL08709.1 g67891
ortholog_3228 MGL08590.1 g88420
ortholog_3229 MGL08502.1 g74902
ortholog_3230 MGL07997.1 g74909
ortholog_3231 MGL08058.1 g72674
ortholog_3232 MGL08301.1 g68726
ortholog_3233 MGL08273.1 g69962
ortholog_3234 MGL08242.1 g71794
ortholog_3235 MGL08126.1 g75983
ortholog_3236 MGL08095.1 g70052
ortholog_3237 MGL08226.1 g117518
ortholog_3238 MGL07935.1 g69057
ortholog_3239 MGL07897.1 g13280
ortholog_3240 MGL07862.1 g73010
ortholog_3241 MGL08813.1 g176046
ortholog_3242 MGL07988.1 g71327
ortholog_3243 MGL08752.1 g68902
ortholog_3244 MGL08684.1 g49800
ortholog_3245 MGL08570.1 g173541
ortholog_3246 MGL08542.1 g71607
ortholog_3247 MGL08392.1 g71341
ortholog_3248 MGL08385.1 g69600
ortholog_3249 MGL08418.1 g67687
ortholog_3250 MGL08452.1 g73378
ortholog_3251 MGL08519.1 g73264
ortholog_3252 MGL08573.1 g63299
ortholog_3253 MGL08597.1 g76061
ortholog_3254 MGL07998.1 g1335
ortholog_3255 MGL08587.1 g190237
ortholog_3256 MGL07931.1 g75556
ortholog_3257 MGL07896.1 g69672
ortholog_3258 MGL08154.1 g76556
ortholog_3259 MGL08210.1 g69704
ortholog_3260 MGL08238.1 g67946
ortholog_3261 MGL08295.1 g69848
ortholog_3262 MGL08325.1 g72505
ortholog_3263 MGL08349.1 g72501
ortholog_3264 MGL08378.1 g122011
ortholog_3265 MGL08411.1 g27428
ortholog_3266 MGL08450.1 g71109
ortholog_3267 MGL08334.1 g71911
ortholog_3268 MGL08280.1 g161711
ortholog_3269 MGL09310.1 g4417
ortholog_3270 MGL09098.1 g4416
ortholog_3271 MGL09268.1 g6299
ortholog_3272 MGL09236.1 g10896
ortholog_3273 MGL09193.1 g125273
ortholog_3274 MGL09038.1 g124779
ortholog_3275 MGL08976.1 g84029
ortholog_3276 MGL08903.1 g8104
ortholog_3277 MGL08866.1 g33795
ortholog_3278 MGL09630.1 g6568
ortholog_3279 MGL09595.1 g8781
ortholog_3280 MGL09553.1 g11030
ortholog_3281 MGL09481.1 g185500
ortholog_3282 MGL08908.1 g8811
ortholog_3283 MGL09379.1 g4616
ortholog_3284 MGL09267.1 g11567
ortholog_3285 MGL09235.1 g11566
ortholog_3286 MGL09080.1 g6951
ortholog_3287 MGL09128.1 g10348
ortholog_3288 MGL08907.1 g23332
ortholog_3289 MGL09666.1 g10624
ortholog_3290 MGL08937.1 g6932
ortholog_3291 MGL08902.1 g9302
ortholog_3292 MGL08865.1 g5956
ortholog_3293 MGL09209.1 g5008
ortholog_3294 MGL09874.1 g73632
ortholog_3295 MGL09657.1 g4474
ortholog_3296 MGL09629.1 g4469
ortholog_3297 MGL09594.1 g151855
ortholog_3298 MGL09450.1 g9984
ortholog_3299 MGL09378.1 g5196
ortholog_3300 MGL09722.1 g1623
ortholog_3301 MGL09070.1 g6330
ortholog_3302 MGL09037.1 g10830
ortholog_3303 MGL08974.1 g4847
ortholog_3304 MGL08985.1 g96152
ortholog_3305 MGL08901.1 g10884
ortholog_3306 MGL09843.1 g10801
ortholog_3307 MGL09776.1 g11363
ortholog_3308 MGL09008.1 g140203
ortholog_3309 MGL09027.1 g3258
ortholog_3310 MGL08963.1 g5807
ortholog_3311 MGL08958.1 g11116
ortholog_3312 MGL09114.1 g10134
ortholog_3313 MGL09449.1 g10682
ortholog_3314 MGL09411.1 g8151
ortholog_3315 MGL09656.1 g6588
ortholog_3316 MGL09293.1 g5402
ortholog_3317 MGL09255.1 g11450
ortholog_3318 MGL09175.1 g5396
ortholog_3319 MGL09182.1 g11416
ortholog_3320 MGL09877.1 g3386
ortholog_3321 MGL09896.1 g7590
ortholog_3322 MGL08964.1 g5621
ortholog_3323 MGL09109.1 g5641
ortholog_3324 MGL08850.1 g7726
ortholog_3325 MGL09794.1 g6811
ortholog_3326 MGL09674.1 g4739
ortholog_3327 MGL09646.1 g9270
ortholog_3328 MGL09619.1 g7065
ortholog_3329 MGL09579.1 g7545
ortholog_3330 MGL09397.1 g7581
ortholog_3331 MGL09368.1 g11431
ortholog_3332 MGL09326.1 g7566
ortholog_3333 MGL09152.1 g7555
ortholog_3334 MGL09369.1 g55449
ortholog_3335 MGL09680.1 g6470
ortholog_3336 MGL09716.1 g4947
ortholog_3337 MGL09415.1 g6899
