ortholog_1 SCH00647.1 g59284
ortholog_2736 SCH08859.1 g106756
ortholog_2737 SCH08585.1 g9609
ortholog_2738 SCH09066.1 g33253
ortholog_2739 SCH08918.1 g103985
ortholog_2740 SCH09164.1 g128787
ortholog_2741 SCH09127.1 g103986
ortholog_2742 SCH08922.1 g200371
ortholog_2743 SCH08615.1 g143431
ortholog_2744 SCH08619.1 g45257
ortholog_2745 SCH09134.1 g13601
ortholog_2746 SCH09185.1 g104711
ortholog_2747 SCH08751.1 g105436
ortholog_2748 SCH08773.1 g110537
ortholog_2749 SCH08884.1 g117388
ortholog_2750 SCH09153.1 g111995
ortholog_2751 SCH08910.1 g103927
ortholog_2752 SCH09007.1 g106712
ortholog_2753 SCH08628.1 g107455
ortholog_2754 SCH09148.1 g112908
ortholog_2755 SCH09018.1 g107437
ortholog_2756 SCH09177.1 g106708
ortholog_2757 SCH09316.1 g20109
ortholog_2758 SCH08661.1 g112180
ortholog_2759 SCH09083.1 g107459
ortholog_2760 SCH08674.1 g104694
ortholog_2761 SCH08588.1 g107028
ortholog_2762 SCH08814.1 g112391
ortholog_2763 SCH09374.1 g99276
ortholog_2764 SCH08764.1 g200505
ortholog_2765 SCH08860.1 g105310
ortholog_2766 SCH08988.1 g140674
ortholog_2767 SCH09011.1 g100437
ortholog_2768 SCH08980.1 g100440
ortholog_2769 SCH08863.1 g100450
ortholog_2770 SCH08915.1 g23820
ortholog_2771 SCH09377.1 g112729
ortholog_2772 SCH08786.1 g103029
ortholog_2773 SCH09034.1 g109932
ortholog_2774 SCH09244.1 g112354
ortholog_2775 SCH08725.1 g72354
ortholog_2776 SCH09328.1 g173652
ortholog_2777 SCH08940.1 g104045
ortholog_2778 SCH09307.1 g143220
ortholog_2779 SCH08818.1 g112926
ortholog_2780 SCH09298.1 g159399
ortholog_2781 SCH09190.1 g111357
ortholog_2782 SCH08732.1 g103581
ortholog_2783 SCH09014.1 g103572
ortholog_2784 SCH09075.1 g103569
ortholog_2785 SCH08803.1 g120435
ortholog_2786 SCH08645.1 g84398
ortholog_2787 SCH08622.1 g68619
ortholog_2788 SCH08916.1 g189469
ortholog_2789 SCH08759.1 g33427
ortholog_2790 SCH08739.1 g111335
ortholog_2791 SCH09326.1 g108404
ortholog_2792 SCH09224.1 g103686
ortholog_2793 SCH09062.1 g111576
ortholog_2794 SCH08967.1 g166436
ortholog_2795 SCH09299.1 g138154
ortholog_2796 SCH08822.1 g50631
ortholog_2797 SCH09122.1 g103081
ortholog_2798 SCH09193.1 g75875
ortholog_2799 SCH09005.1 g108113
ortholog_2800 SCH08958.1 g197193
ortholog_2801 SCH09197.1 g106703
ortholog_2802 SCH09237.1 g106719
ortholog_2803 SCH08867.1 g33218
ortholog_2804 SCH08683.1 g113043
ortholog_2805 SCH09142.1 g107804
ortholog_2806 SCH08828.1 g104077
ortholog_2807 SCH08997.1 g105660
ortholog_2808 SCH08811.1 g65799
ortholog_2809 SCH09327.1 g169047
ortholog_2810 SCH08893.1 g41880
ortholog_2811 SCH09330.1 g170437
ortholog_2812 SCH09095.1 g32033
ortholog_2813 SCH08901.1 g134463
ortholog_2814 SCH09252.1 g85188
ortholog_2815 SCH08899.1 g28891
ortholog_2816 SCH08813.1 g107036
ortholog_2817 SCH08664.1 g107508
ortholog_2818 SCH08643.1 g111055
ortholog_2819 SCH09394.1 g112650
ortholog_2820 SCH09264.1 g44087
ortholog_2821 SCH09181.1 g125230
ortholog_2822 SCH08850.1 g139745
ortholog_2823 SCH08690.1 g104099
ortholog_2824 SCH09056.1 g112446
ortholog_2825 SCH09079.1 g103932
ortholog_2826 SCH08948.1 g111662
ortholog_2827 SCH08933.1 g111664
ortholog_2828 SCH08582.1 g109843
ortholog_2829 SCH08714.1 g104030
ortholog_2830 SCH08756.1 g107555
ortholog_2831 SCH08882.1 g104034
ortholog_2832 SCH08887.1 g108199
ortholog_2833 SCH09073.1 g111025
ortholog_2834 SCH09212.1 g103227
ortholog_2835 SCH09205.1 g107761
ortholog_2836 SCH09168.1 g107758
ortholog_2837 SCH09364.1 g107756
ortholog_2838 SCH08763.1 g106181
ortholog_2839 SCH09117.1 g108451
ortholog_2840 SCH09158.1 g105515
ortholog_2841 SCH09196.1 g109956
ortholog_2842 SCH09060.1 g104107
ortholog_2843 SCH09318.1 g99665
ortholog_2844 SCH08753.1 g103946
ortholog_2845 SCH08629.1 g103940
ortholog_2846 SCH08883.1 g103832
ortholog_2847 SCH09072.1 g51334
ortholog_2848 SCH08871.1 g9615
ortholog_2849 SCH08595.1 g180199
ortholog_2850 SCH08955.1 g103150
ortholog_2851 SCH09297.1 g106310
ortholog_2852 SCH08727.1 g186753
ortholog_2853 SCH09228.1 g33220
ortholog_2854 SCH08745.1 g113661
ortholog_2855 SCH09323.1 g170563
ortholog_2856 SCH09339.1 g107805
ortholog_2857 SCH08689.1 g140412
ortholog_2858 SCH08851.1 g65627
ortholog_2859 SCH08711.1 g72336
ortholog_2860 SCH09029.1 g169205
ortholog_2861 SCH08809.1 g144352
ortholog_2862 SCH08754.1 g104366
ortholog_2863 SCH09315.1 g187459
ortholog_2864 SCH09204.1 g112509
ortholog_2865 SCH09065.1 g112411
ortholog_2866 SCH08686.1 g67333
ortholog_2867 SCH08707.1 g201205
ortholog_2868 SCH08896.1 g86344
ortholog_2869 SCH09274.1 g144405
ortholog_2870 SCH09500.1 g114436
ortholog_2871 SCH10017.1 g151328
ortholog_2872 SCH09625.1 g150565
ortholog_2873 SCH10040.1 g146160
ortholog_2874 SCH09981.1 g116702
ortholog_2875 SCH09585.1 g203170
ortholog_2876 SCH09663.1 g149746
ortholog_2877 SCH09587.1 g148028
ortholog_2878 SCH09945.1 g142877
ortholog_2879 SCH10064.1 g151190
ortholog_2880 SCH09814.1 g31201
ortholog_2881 SCH09610.1 g144654
ortholog_2882 SCH09694.1 g21574
ortholog_2883 SCH09897.1 g152053
ortholog_2884 SCH09882.1 g145332
ortholog_2885 SCH09837.1 g144518
ortholog_2886 SCH09655.1 g149940
ortholog_2887 SCH09851.1 g151792
ortholog_2888 SCH09722.1 g10145
ortholog_2889 SCH10049.1 g206138
ortholog_2890 SCH09656.1 g145285
ortholog_2891 SCH09581.1 g145288
ortholog_2892 SCH09592.1 g147116
ortholog_2893 SCH09737.1 g5421
ortholog_2894 SCH09480.1 g142870
ortholog_2895 SCH09691.1 g150048
ortholog_2896 SCH09968.1 g145307
ortholog_2897 SCH09504.1 g145308
ortholog_2898 SCH09617.1 g146486
ortholog_2899 SCH09876.1 g40976
ortholog_2900 SCH09728.1 g150836
ortholog_2901 SCH09647.1 g145933
ortholog_2902 SCH09506.1 g146172
ortholog_2903 SCH09485.1 g15745
ortholog_2904 SCH09418.1 g148882
ortholog_2905 SCH09724.1 g165118
ortholog_2906 SCH09561.1 g145991
ortholog_2907 SCH09913.1 g152363
ortholog_2908 SCH10048.1 g149796
ortholog_2909 SCH09810.1 g107331
ortholog_2910 SCH09598.1 g107330
ortholog_2911 SCH09785.1 g145951
ortholog_2912 SCH09770.1 g135150
ortholog_2913 SCH09822.1 g143585
ortholog_2914 SCH09823.1 g143590
ortholog_2915 SCH09909.1 g151488
ortholog_2916 SCH09765.1 g151230
ortholog_2917 SCH09640.1 g141333
ortholog_2918 SCH09658.1 g145033
ortholog_2919 SCH09932.1 g149137
ortholog_2920 SCH09985.1 g168148
ortholog_2921 SCH09667.1 g19205
ortholog_2922 SCH09965.1 g147787
ortholog_2923 SCH09679.1 g148752
ortholog_2924 SCH09705.1 g86941
ortholog_2925 SCH09659.1 g148744
ortholog_2926 SCH09962.1 g142895
ortholog_2927 SCH09472.1 g142688
ortholog_2928 SCH09676.1 g149657
ortholog_2929 SCH09771.1 g151282
ortholog_2930 SCH09677.1 g152038
ortholog_2931 SCH09639.1 g145982
ortholog_2932 SCH09520.1 g145014
ortholog_2933 SCH09434.1 g149795
ortholog_2934 SCH09562.1 g135344
ortholog_2935 SCH09853.1 g203910
ortholog_2936 SCH09650.1 g151456
ortholog_2937 SCH09661.1 g147939
ortholog_2938 SCH09479.1 g88706
ortholog_2939 SCH09768.1 g149344
ortholog_2940 SCH09454.1 g145246
ortholog_2941 SCH09660.1 g143675
ortholog_2942 SCH09674.1 g151391
ortholog_2943 SCH09567.1 g143980
ortholog_2944 SCH09438.1 g149434
ortholog_2945 SCH09854.1 g147691
ortholog_2946 SCH09849.1 g145643
ortholog_2947 SCH10065.1 g145957
ortholog_2948 SCH09501.1 g142851
ortholog_2949 SCH09841.1 g186958
ortholog_2950 SCH09411.1 g149438
ortholog_2951 SCH09762.1 g154678
ortholog_2952 SCH09591.1 g151782
ortholog_2953 SCH09609.1 g149935
ortholog_2954 SCH09462.1 g149813
ortholog_2955 SCH09803.1 g203907
ortholog_2956 SCH09781.1 g145890
ortholog_2957 SCH10026.1 g143698
ortholog_2958 SCH09883.1 g145812
ortholog_2959 SCH09910.1 g148269
ortholog_2960 SCH10058.1 g143534
ortholog_2961 SCH09619.1 g8831
ortholog_2962 SCH09605.1 g174311
ortholog_2963 SCH09557.1 g182117
ortholog_2964 SCH09424.1 g152439
ortholog_2965 SCH09468.1 g145937
ortholog_2966 SCH09993.1 g151186
ortholog_2967 SCH09836.1 g143051
ortholog_2968 SCH09530.1 g149188
ortholog_2969 SCH09986.1 g144229
ortholog_2970 SCH09430.1 g151815
ortholog_2971 SCH10043.1 g133248
ortholog_2972 SCH09513.1 g145002
ortholog_2973 SCH09460.1 g147615
ortholog_2974 SCH09821.1 g147629
ortholog_2975 SCH09488.1 g166014
ortholog_2976 SCH09525.1 g152460
ortholog_2977 SCH09839.1 g178566
ortholog_2978 SCH09790.1 g147964
ortholog_2979 SCH09838.1 g147965
ortholog_2980 SCH09886.1 g150815
ortholog_2981 SCH09421.1 g148957
ortholog_2982 SCH10035.1 g147771
ortholog_2983 SCH09692.1 g16291
ortholog_2984 SCH09936.1 g145025
ortholog_2985 SCH09457.1 g152550
ortholog_2986 SCH09806.1 g152534
ortholog_2987 SCH09934.1 g43141
ortholog_2988 SCH10069.1 g192586
ortholog_2989 SCH09543.1 g147191
ortholog_2990 SCH09528.1 g147971
ortholog_2991 SCH09492.1 g98715
ortholog_2992 SCH09425.1 g104762
ortholog_2993 SCH10074.1 g143978
ortholog_2994 SCH09752.1 g179880
ortholog_2995 SCH09597.1 g155320
ortholog_2996 SCH09414.1 g124730
ortholog_2997 SCH09939.1 g132402
ortholog_2998 SCH09963.1 g148399
ortholog_2999 SCH09863.1 g146977
ortholog_3000 SCH09631.1 g117705
ortholog_3001 SCH09489.1 g146815
ortholog_3002 SCH09809.1 g159341
ortholog_3003 SCH09787.1 g147461
ortholog_3004 SCH09711.1 g84084
ortholog_3005 SCH09515.1 g82007
ortholog_3006 SCH09818.1 g144700
ortholog_3007 SCH09928.1 g144720
ortholog_3008 SCH09753.1 g144722
ortholog_3009 SCH09622.1 g144725
ortholog_3010 SCH10024.1 g150007
ortholog_3011 SCH09423.1 g165182
ortholog_3012 SCH09984.1 g145592
ortholog_3013 SCH10021.1 g149100
ortholog_3014 SCH10010.1 g147039
ortholog_3015 SCH10044.1 g148025
ortholog_3016 SCH09487.1 g146242
ortholog_3017 SCH09589.1 g146911
ortholog_3018 SCH09564.1 g146907
ortholog_3019 SCH09670.1 g143818
ortholog_3020 SCH09777.1 g144617
ortholog_3021 SCH09490.1 g142926
ortholog_3022 SCH09740.1 g165151
ortholog_3023 SCH09611.1 g19217
ortholog_3024 SCH09547.1 g145005
ortholog_3025 SCH10009.1 g102271
ortholog_3026 SCH09769.1 g110028
ortholog_3027 SCH09482.1 g147057
ortholog_3028 SCH09522.1 g143655
ortholog_3029 SCH09620.1 g150251
ortholog_3030 SCH09833.1 g148590
ortholog_3031 SCH09878.1 g149688
ortholog_3032 SCH10036.1 g120923
ortholog_3033 SCH09977.1 g151848
ortholog_3034 SCH10050.1 g144667
ortholog_3035 SCH09943.1 g169620
ortholog_3036 SCH09552.1 g2321
ortholog_3037 SCH09569.1 g214307
ortholog_3038 SCH09481.1 g138532
ortholog_3039 SCH09920.1 g8765
ortholog_3040 SCH09669.1 g145895
ortholog_3041 SCH09405.1 g152084
ortholog_3042 SCH09471.1 g152082
ortholog_3043 SCH10034.1 g150545
ortholog_3044 SCH09699.1 g150583
ortholog_3045 SCH09675.1 g150660
ortholog_3046 SCH09463.1 g145508
ortholog_3047 SCH09991.1 g744
ortholog_3048 SCH09720.1 g151821
ortholog_3049 SCH09563.1 g147558
ortholog_3050 SCH10056.1 g147560
ortholog_3051 SCH09544.1 g147565
ortholog_3052 SCH10018.1 g145628
ortholog_3053 SCH09929.1 g149118
ortholog_3054 SCH09976.1 g147125
ortholog_3055 SCH09896.1 g105644
ortholog_3056 SCH09971.1 g145984
ortholog_3057 SCH09459.1 g60477
ortholog_3058 SCH09789.1 g60472
ortholog_3059 SCH09874.1 g173866
ortholog_3060 SCH09419.1 g152489
ortholog_3061 SCH09745.1 g149299
ortholog_3062 SCH09496.1 g145274
ortholog_3063 SCH09992.1 g149845
ortholog_3064 SCH10015.1 g145814
ortholog_3065 SCH09623.1 g148616
ortholog_3066 SCH09517.1 g145328
ortholog_3067 SCH10072.1 g145008
ortholog_3068 SCH09412.1 g145007
ortholog_3069 SCH10020.1 g151851
ortholog_3070 SCH09469.1 g144054
ortholog_3071 SCH09491.1 g147956
ortholog_3072 SCH09579.1 g143681
ortholog_3073 SCH09549.1 g149174
ortholog_3074 SCH09835.1 g149750
ortholog_3075 SCH09804.1 g144598
ortholog_3076 SCH09703.1 g164857
ortholog_3077 SCH09933.1 g150757
ortholog_3078 SCH09888.1 g151972
ortholog_3079 SCH09793.1 g142945
ortholog_3080 SCH09437.1 g142943
ortholog_3081 SCH09600.1 g1394
ortholog_3082 SCH09565.1 g147831
ortholog_3083 SCH09590.1 g148100
ortholog_3084 SCH09736.1 g145625
ortholog_3085 SCH09613.1 g151332
ortholog_3086 SCH09527.1 g144042
ortholog_3087 SCH10066.1 g147457
ortholog_3088 SCH09566.1 g152021
ortholog_3089 SCH10089.1 g60238
ortholog_3090 SCH10090.1 g65965
ortholog_3091 SCH10120.1 g181522
ortholog_3092 SCH10651.1 g176140
ortholog_3093 SCH10665.1 g182502
ortholog_3094 SCH10416.1 g182504
ortholog_3095 SCH10396.1 g179695
ortholog_3096 SCH10311.1 g177786
ortholog_3097 SCH10655.1 g177164
ortholog_3098 SCH10612.1 g177162
ortholog_3099 SCH10523.1 g180297
ortholog_3100 SCH10332.1 g175925
ortholog_3101 SCH10593.1 g175923
ortholog_3102 SCH10279.1 g175920
ortholog_3103 SCH10630.1 g175914
ortholog_3104 SCH10504.1 g182294
ortholog_3105 SCH10297.1 g135997
ortholog_3106 SCH10583.1 g176011
ortholog_3107 SCH10601.1 g180868
ortholog_3108 SCH10530.1 g175890
ortholog_3109 SCH10604.1 g107537
ortholog_3110 SCH10182.1 g181583
ortholog_3111 SCH10637.1 g181559
ortholog_3112 SCH10663.1 g181556
ortholog_3113 SCH10430.1 g202667
ortholog_3114 SCH10668.1 g178551
ortholog_3115 SCH10167.1 g135542
ortholog_3116 SCH10579.1 g178519
ortholog_3117 SCH10280.1 g190944
ortholog_3118 SCH10419.1 g134134
ortholog_3119 SCH10270.1 g106965
ortholog_3120 SCH10228.1 g211916
ortholog_3121 SCH10682.1 g100927
ortholog_3122 SCH10667.1 g117865
ortholog_3123 SCH10538.1 g176182
ortholog_3124 SCH10288.1 g176740
ortholog_3125 SCH10208.1 g178709
ortholog_3126 SCH10352.1 g72490
ortholog_3127 SCH10173.1 g179432
ortholog_3128 SCH10661.1 g179418
ortholog_3129 SCH10319.1 g179421
ortholog_3130 SCH10519.1 g146208
ortholog_3131 SCH10457.1 g178734
ortholog_3132 SCH10240.1 g130308
ortholog_3133 SCH10124.1 g2791
ortholog_3134 SCH10160.1 g180661
ortholog_3135 SCH10146.1 g179127
ortholog_3136 SCH10594.1 g179379
ortholog_3137 SCH10234.1 g179377
ortholog_3138 SCH10528.1 g182078
ortholog_3139 SCH10595.1 g181358
ortholog_3140 SCH10369.1 g181368
ortholog_3141 SCH10241.1 g181350
ortholog_3142 SCH10211.1 g180139
ortholog_3143 SCH10246.1 g109738
ortholog_3144 SCH10260.1 g162430
ortholog_3145 SCH10509.1 g181431
ortholog_3146 SCH10560.1 g28423
ortholog_3147 SCH10447.1 g125009
ortholog_3148 SCH10467.1 g182299
ortholog_3149 SCH10606.1 g77919
ortholog_3150 SCH10506.1 g179289
ortholog_3151 SCH10133.1 g176921
ortholog_3152 SCH10092.1 g176746
ortholog_3153 SCH10498.1 g23982
ortholog_3154 SCH10268.1 g177965
ortholog_3155 SCH10570.1 g179819
ortholog_3156 SCH10204.1 g181766
ortholog_3157 SCH10652.1 g176674
ortholog_3158 SCH10155.1 g176661
ortholog_3159 SCH10580.1 g181029
ortholog_3160 SCH10598.1 g181020
ortholog_3161 SCH10212.1 g154386
ortholog_3162 SCH10466.1 g182542
ortholog_3163 SCH10386.1 g179079
ortholog_3164 SCH10536.1 g181836
ortholog_3165 SCH10115.1 g177991
ortholog_3166 SCH10100.1 g177989
ortholog_3167 SCH10571.1 g126589
ortholog_3168 SCH10109.1 g182254
ortholog_3169 SCH10569.1 g182268
ortholog_3170 SCH10618.1 g182279
ortholog_3171 SCH10111.1 g175739
ortholog_3172 SCH10131.1 g180374
ortholog_3173 SCH10446.1 g180366
ortholog_3174 SCH10147.1 g155435
ortholog_3175 SCH10183.1 g180351
ortholog_3176 SCH10209.1 g182422
ortholog_3177 SCH10415.1 g181666
ortholog_3178 SCH10148.1 g181646
ortholog_3179 SCH10453.1 g176722
ortholog_3180 SCH10245.1 g177672
ortholog_3181 SCH10674.1 g181352
ortholog_3182 SCH10219.1 g176719
ortholog_3183 SCH10502.1 g84456
ortholog_3184 SCH10317.1 g84859
ortholog_3185 SCH10250.1 g53412
ortholog_3186 SCH10189.1 g176657
ortholog_3187 SCH10257.1 g180441
ortholog_3188 SCH10330.1 g180746
ortholog_3189 SCH10514.1 g180460
ortholog_3190 SCH10635.1 g180469
ortholog_3191 SCH10494.1 g198383
ortholog_3192 SCH10198.1 g86733
ortholog_3193 SCH10145.1 g84198
ortholog_3194 SCH10223.1 g179563
ortholog_3195 SCH10302.1 g180832
ortholog_3196 SCH10411.1 g171681
ortholog_3197 SCH10428.1 g199199
ortholog_3198 SCH10515.1 g181294
ortholog_3199 SCH10435.1 g180566
ortholog_3200 SCH10487.1 g179255
ortholog_3201 SCH10222.1 g182345
ortholog_3202 SCH10220.1 g177944
ortholog_3203 SCH10465.1 g176312
ortholog_3204 SCH10529.1 g181698
ortholog_3205 SCH10666.1 g179375
ortholog_3206 SCH10304.1 g180625
ortholog_3207 SCH10587.1 g76118
ortholog_3208 SCH10287.1 g178496
ortholog_3209 SCH10271.1 g178498
ortholog_3210 SCH10325.1 g45001
ortholog_3211 SCH10347.1 g178542
ortholog_3212 SCH10345.1 g178699
ortholog_3213 SCH10459.1 g178523
ortholog_3214 SCH10550.1 g178512
ortholog_3215 SCH10527.1 g149365
ortholog_3216 SCH10559.1 g178532
ortholog_3217 SCH10479.1 g177974
ortholog_3218 SCH10191.1 g177128
ortholog_3219 SCH10248.1 g179130
ortholog_3220 SCH10150.1 g128277
ortholog_3221 SCH10500.1 g151842
ortholog_3222 SCH10351.1 g177144
ortholog_3223 SCH10429.1 g180475
ortholog_3224 SCH10412.1 g180987
ortholog_3225 SCH10445.1 g134141
ortholog_3226 SCH10525.1 g73865
ortholog_3227 SCH10186.1 g175898
ortholog_3228 SCH10497.1 g129220
ortholog_3229 SCH10531.1 g181199
ortholog_3230 SCH10187.1 g19667
ortholog_3231 SCH10373.1 g180106
ortholog_3232 SCH10309.1 g180331
ortholog_3233 SCH10230.1 g78717
ortholog_3234 SCH10095.1 g175937
ortholog_3235 SCH10117.1 g179951
ortholog_3236 SCH10374.1 g181403
ortholog_3237 SCH10263.1 g180865
ortholog_3238 SCH10305.1 g177422
ortholog_3239 SCH10644.1 g182444
ortholog_3240 SCH10510.1 g180843
ortholog_3241 SCH10491.1 g176276
ortholog_3242 SCH10476.1 g176268
ortholog_3243 SCH10617.1 g29628
ortholog_3244 SCH10113.1 g107971
ortholog_3245 SCH10165.1 g181304
ortholog_3246 SCH10427.1 g179430
ortholog_3247 SCH10170.1 g182103
ortholog_3248 SCH10350.1 g182228
ortholog_3249 SCH10613.1 g161746
ortholog_3250 SCH10480.1 g178421
ortholog_3251 SCH10269.1 g176548
ortholog_3252 SCH11526.1 g151218
ortholog_3253 SCH11490.1 g115577
ortholog_3254 SCH11508.1 g53217
ortholog_3255 SCH10977.1 g8439
ortholog_3256 SCH11264.1 g50724
ortholog_3257 SCH10717.1 g202979
ortholog_3258 SCH10749.1 g49659
ortholog_3259 SCH11424.1 g177595
ortholog_3260 SCH11199.1 g137053
ortholog_3261 SCH10881.1 g120461
ortholog_3262 SCH11588.1 g53364
ortholog_3263 SCH10706.1 g55441
ortholog_3264 SCH11583.1 g55428
ortholog_3265 SCH11553.1 g49111
ortholog_3266 SCH11238.1 g55812
ortholog_3267 SCH11466.1 g149247
ortholog_3268 SCH11321.1 g195510
ortholog_3269 SCH11308.1 g51737
ortholog_3270 SCH11474.1 g52861
ortholog_3271 SCH11616.1 g64856
ortholog_3272 SCH11507.1 g53209
ortholog_3273 SCH11569.1 g203954
ortholog_3274 SCH11599.1 g26080
ortholog_3275 SCH10730.1 g56005
ortholog_3276 SCH10762.1 g56136
ortholog_3277 SCH10736.1 g54316
ortholog_3278 SCH10771.1 g51740
ortholog_3279 SCH11309.1 g55420
ortholog_3280 SCH11132.1 g96451
ortholog_3281 SCH11165.1 g84547
ortholog_3282 SCH10839.1 g16613
ortholog_3283 SCH10858.1 g49206
ortholog_3284 SCH11568.1 g49195
ortholog_3285 SCH11537.1 g83723
ortholog_3286 SCH11410.1 g52183
ortholog_3287 SCH10817.1 g48852
ortholog_3288 SCH11564.1 g214320
ortholog_3289 SCH11174.1 g51295
ortholog_3290 SCH10694.1 g99988
ortholog_3291 SCH11329.1 g94920
ortholog_3292 SCH10983.1 g165044
ortholog_3293 SCH11195.1 g2042
ortholog_3294 SCH10994.1 g135431
ortholog_3295 SCH10834.1 g49844
ortholog_3296 SCH10850.1 g48700
ortholog_3297 SCH10709.1 g51929
ortholog_3298 SCH10815.1 g55994
ortholog_3299 SCH11320.1 g50475
ortholog_3300 SCH10892.1 g51489
ortholog_3301 SCH10855.1 g181933
ortholog_3302 SCH11213.1 g178145
ortholog_3303 SCH11068.1 g142811
ortholog_3304 SCH11374.1 g158041
ortholog_3305 SCH10712.1 g55875
ortholog_3306 SCH10704.1 g52199
ortholog_3307 SCH10813.1 g50744
ortholog_3308 SCH10684.1 g162075
ortholog_3309 SCH11127.1 g132236
ortholog_3310 SCH11337.1 g41953
ortholog_3311 SCH11210.1 g19485
ortholog_3312 SCH10903.1 g170174
ortholog_3313 SCH11022.1 g147162
ortholog_3314 SCH11368.1 g192559
ortholog_3315 SCH11392.1 g66867
ortholog_3316 SCH10999.1 g103325
ortholog_3317 SCH10972.1 g202038
ortholog_3318 SCH11603.1 g18075
ortholog_3319 SCH11328.1 g55697
ortholog_3320 SCH11296.1 g121865
ortholog_3321 SCH10819.1 g120362
ortholog_3322 SCH10996.1 g50486
ortholog_3323 SCH11247.1 g53264
ortholog_3324 SCH11488.1 g53257
ortholog_3325 SCH11206.1 g179163
ortholog_3326 SCH10960.1 g179155
ortholog_3327 SCH11565.1 g166395
ortholog_3328 SCH11117.1 g179170
ortholog_3329 SCH11439.1 g179173
ortholog_3330 SCH11578.1 g52382
ortholog_3331 SCH11211.1 g4663
ortholog_3332 SCH11354.1 g56159
ortholog_3333 SCH11246.1 g56281
ortholog_3334 SCH11586.1 g114173
ortholog_3335 SCH11556.1 g54437
ortholog_3336 SCH11614.1 g48505
ortholog_3337 SCH11453.1 g55067
ortholog_3338 SCH11112.1 g55068
ortholog_3339 SCH10702.1 g55103
ortholog_3340 SCH11605.1 g49123
ortholog_3341 SCH11593.1 g48168
ortholog_3342 SCH11137.1 g51646
ortholog_3343 SCH10798.1 g83681
ortholog_3344 SCH10796.1 g46788
ortholog_3345 SCH11120.1 g132035
ortholog_3346 SCH11009.1 g6327
ortholog_3347 SCH10885.1 g176992
ortholog_3348 SCH10861.1 g53034
ortholog_3349 SCH10829.1 g56205
ortholog_3350 SCH11268.1 g49938
ortholog_3351 SCH10891.1 g129207
ortholog_3352 SCH11095.1 g55819
ortholog_3353 SCH10990.1 g15716
ortholog_3354 SCH11109.1 g15719
ortholog_3355 SCH10958.1 g50293
ortholog_3356 SCH11060.1 g48221
ortholog_3357 SCH10869.1 g137341
ortholog_3358 SCH10683.1 g52272
ortholog_3359 SCH11077.1 g52326
ortholog_3360 SCH11227.1 g55100
ortholog_3361 SCH11455.1 g9266
ortholog_3362 SCH11305.1 g7642
ortholog_3363 SCH11279.1 g55586
ortholog_3364 SCH11336.1 g3770
ortholog_3365 SCH11416.1 g55820
ortholog_3366 SCH11418.1 g15715
ortholog_3367 SCH11084.1 g188258
ortholog_3368 SCH11057.1 g51613
ortholog_3369 SCH11360.1 g10124
ortholog_3370 SCH10729.1 g92616
ortholog_3371 SCH10791.1 g49826
ortholog_3372 SCH11417.1 g28319
ortholog_3373 SCH10948.1 g206755
ortholog_3374 SCH11428.1 g5032
ortholog_3375 SCH10976.1 g171601
ortholog_3376 SCH11039.1 g142746
ortholog_3377 SCH11511.1 g55867
ortholog_3378 SCH11239.1 g54401
ortholog_3379 SCH10979.1 g54394
ortholog_3380 SCH11270.1 g54382
ortholog_3381 SCH11405.1 g54375
ortholog_3382 SCH10859.1 g34504
ortholog_3383 SCH11332.1 g50100
ortholog_3384 SCH11153.1 g201590
ortholog_3385 SCH10887.1 g109381
ortholog_3386 SCH11326.1 g50285
ortholog_3387 SCH10930.1 g54581
ortholog_3388 SCH11029.1 g99254
ortholog_3389 SCH10916.1 g28346
ortholog_3390 SCH10754.1 g28342
ortholog_3391 SCH10733.1 g28345
ortholog_3392 SCH11427.1 g6472
ortholog_3393 SCH11295.1 g153998
ortholog_3394 SCH10720.1 g145833
ortholog_3395 SCH11348.1 g52540
ortholog_3396 SCH11500.1 g51940
ortholog_3397 SCH10965.1 g90423
ortholog_3398 SCH11265.1 g52202
ortholog_3399 SCH11173.1 g47054
ortholog_3400 SCH10874.1 g53036
ortholog_3401 SCH10843.1 g50901
ortholog_3402 SCH11217.1 g56029
ortholog_3403 SCH11267.1 g50561
ortholog_3404 SCH11401.1 g89341
ortholog_3405 SCH10836.1 g50483
ortholog_3406 SCH10690.1 g48210
ortholog_3407 SCH11050.1 g158100
ortholog_3408 SCH11304.1 g56176
ortholog_3409 SCH11118.1 g67807
ortholog_3410 SCH11215.1 g47807
ortholog_3411 SCH11398.1 g59497
ortholog_3412 SCH11496.1 g63690
