ortholog_1 MGL00634.1 SCH19313.1
ortholog_3312 MGL07350.1 SCH03737.1
ortholog_3313 MGL07575.1 SCH18243.1
ortholog_3314 MGL07309.1 SCH03645.1
ortholog_3315 MGL07623.1 SCH03535.1
ortholog_3316 MGL07447.1 SCH03864.1
ortholog_3317 MGL07564.1 SCH03526.1
ortholog_3318 MGL07497.1 SCH03636.1
ortholog_3319 MGL06875.1 SCH03411.1
ortholog_3320 MGL06905.1 SCH03990.1
ortholog_3321 MGL07787.1 SCH14270.1
ortholog_3322 MGL07622.1 SCH04086.1
ortholog_3323 MGL07598.1 SCH14097.1
ortholog_3324 MGL07635.1 SCH03770.1
ortholog_3325 MGL07434.1 SCH03432.1
ortholog_3326 MGL07462.1 SCH03861.1
ortholog_3327 MGL07496.1 SCH03652.1
ortholog_3328 MGL07174.1 SCH03660.1
ortholog_3329 MGL07531.1 SCH03450.1
ortholog_3330 MGL07563.1 SCH03396.1
ortholog_3331 MGL07400.1 SCH23853.1
ortholog_3332 MGL07303.1 SCH03576.1
ortholog_3333 MGL07278.1 SCH08929.1
ortholog_3334 MGL07242.1 SCH03428.1
ortholog_3335 MGL07221.1 SCH03749.1
ortholog_3336 MGL07285.1 SCH14043.1
ortholog_3337 MGL07059.1 SCH03470.1
ortholog_3338 MGL07028.1 SCH03401.1
ortholog_3339 MGL06952.1 SCH21520.1
ortholog_3340 MGL08116.1 SCH05544.1
ortholog_3341 MGL08234.1 SCH05598.1
ortholog_3342 MGL07886.1 SCH05417.1
ortholog_3343 MGL08320.1 SCH05725.1
ortholog_3344 MGL08345.1 SCH06027.1
ortholog_3345 MGL08444.1 SCH20485.1
ortholog_3346 MGL08469.1 SCH06191.1
ortholog_3347 MGL08505.1 SCH06295.1
ortholog_3348 MGL08401.1 SCH12249.1
ortholog_3349 MGL07927.1 SCH06365.1
ortholog_3350 MGL07891.1 SCH05505.1
ortholog_3351 MGL08805.1 SCH06086.1
ortholog_3352 MGL08741.1 SCH05810.1
ortholog_3353 MGL08708.1 SCH05464.1
ortholog_3354 MGL08650.1 SCH05421.1
ortholog_3355 MGL07943.1 SCH20429.1
ortholog_3356 MGL08388.1 SCH06391.1
ortholog_3357 MGL08421.1 SCH05660.1
ortholog_3358 MGL08522.1 SCH05840.1
ortholog_3359 MGL08503.1 SCH20651.1
ortholog_3360 MGL08630.1 SCH05744.1
ortholog_3361 MGL08316.1 SCH05993.1
ortholog_3362 MGL08393.1 SCH05964.1
ortholog_3363 MGL07953.1 SCH05938.1
ortholog_3364 MGL08820.1 SCH05564.1
ortholog_3365 MGL07941.1 SCH06204.1
ortholog_3366 MGL07968.1 SCH20778.1
ortholog_3367 MGL08398.1 SCH05425.1
ortholog_3368 MGL08190.1 SCH09956.1
ortholog_3369 MGL08218.1 SCH05664.1
ortholog_3370 MGL08246.1 SCH05629.1
ortholog_3371 MGL08279.1 SCH20411.1
ortholog_3372 MGL08339.1 SCH20535.1
ortholog_3373 MGL08389.1 SCH05754.1
ortholog_3374 MGL08552.1 SCH14949.1
ortholog_3375 MGL08666.1 SCH06319.1
ortholog_3376 MGL08083.1 SCH05737.1
ortholog_3377 MGL08724.1 SCH05619.1
ortholog_3378 MGL08787.1 SCH05504.1
ortholog_3379 MGL08821.1 SCH06058.1
ortholog_3380 MGL07867.1 SCH06093.1
ortholog_3381 MGL07905.1 SCH05570.1
ortholog_3382 MGL07942.1 SCH05883.1
ortholog_3383 MGL07969.1 SCH06427.1
ortholog_3384 MGL07893.1 SCH05614.1
ortholog_3385 MGL07996.1 SCH20380.1
ortholog_3386 MGL08827.1 SCH20826.1
ortholog_3387 MGL08026.1 SCH06003.1
ortholog_3388 MGL08585.1 SCH05427.1
ortholog_3389 MGL08223.1 SCH06329.1
ortholog_3390 MGL08087.1 SCH05492.1
ortholog_3391 MGL08119.1 SCH05908.1
ortholog_3392 MGL08151.1 SCH05952.1
ortholog_3393 MGL08178.1 SCH05726.1
ortholog_3394 MGL08236.1 SCH06268.1
ortholog_3395 MGL08366.1 SCH07566.1
ortholog_3396 MGL08347.1 SCH20360.1
ortholog_3397 MGL08408.1 SCH06057.1
ortholog_3398 MGL08508.1 SCH05932.1
ortholog_3399 MGL08536.1 SCH05528.1
ortholog_3400 MGL08562.1 SCH06346.1
ortholog_3401 MGL08616.1 SCH05689.1
ortholog_3402 MGL08231.1 SCH05535.1
ortholog_3403 MGL08763.1 SCH05576.1
ortholog_3404 MGL08335.1 SCH10852.1
ortholog_3405 MGL08701.1 SCH02125.1
ortholog_3406 MGL08327.1 SCH06344.1
ortholog_3407 MGL08541.1 SCH05675.1
ortholog_3408 MGL08569.1 SCH06415.1
ortholog_3409 MGL08596.1 SCH06369.1
ortholog_3410 MGL08683.1 SCH05885.1
ortholog_3411 MGL08715.1 SCH05887.1
ortholog_3412 MGL08504.1 SCH10778.1
ortholog_3413 MGL08575.1 SCH05402.1
ortholog_3414 MGL08195.1 SCH08106.1
ortholog_3415 MGL08553.1 SCH06017.1
ortholog_3416 MGL08435.1 SCH05036.1
ortholog_3417 MGL08832.1 SCH05886.1
ortholog_3418 MGL08397.1 SCH06153.1
ortholog_3419 MGL08071.1 SCH05534.1
ortholog_3420 MGL08262.1 SCH06116.1
ortholog_3421 MGL08559.1 SCH19404.1
ortholog_3422 MGL08039.1 SCH05656.1
ortholog_3423 MGL08706.1 SCH05519.1
ortholog_3424 MGL08045.1 SCH05495.1
ortholog_3425 MGL08093.1 SCH05720.1
ortholog_3426 MGL07960.1 SCH06133.1
ortholog_3427 MGL07933.1 SCH06099.1
ortholog_3428 MGL08203.1 SCH19813.1
ortholog_3429 MGL07861.1 SCH05388.1
ortholog_3430 MGL08811.1 SCH05516.1
ortholog_3431 MGL08749.1 SCH06147.1
ortholog_3432 MGL08713.1 SCH06320.1
ortholog_3433 MGL08682.1 SCH05573.1
ortholog_3434 MGL08513.1 SCH05847.1
ortholog_3435 MGL08413.1 SCH05995.1
ortholog_3436 MGL08380.1 SCH05736.1
ortholog_3437 MGL08350.1 SCH06314.1
ortholog_3438 MGL08326.1 SCH05632.1
ortholog_3439 MGL08297.1 SCH05480.1
ortholog_3440 MGL08270.1 SCH06230.1
ortholog_3441 MGL07932.1 SCH16525.1
ortholog_3442 MGL07999.1 SCH05611.1
ortholog_3443 MGL08029.1 SCH05604.1
ortholog_3444 MGL08061.1 SCH06351.1
ortholog_3445 MGL08255.1 SCH05817.1
ortholog_3446 MGL08156.1 SCH06315.1
ortholog_3447 MGL08183.1 SCH05465.1
ortholog_3448 MGL08212.1 SCH06277.1
ortholog_3449 MGL08645.1 SCH06238.1
ortholog_3450 MGL08780.1 SCH06357.1
ortholog_3451 MGL08566.1 SCH05470.1
ortholog_3452 MGL08539.1 SCH05428.1
ortholog_3453 MGL08512.1 SCH05673.1
ortholog_3454 MGL08122.1 SCH15234.1
ortholog_3455 MGL08155.1 SCH05409.1
ortholog_3456 MGL08211.1 SCH05386.1
ortholog_3457 MGL08239.1 SCH05530.1
ortholog_3458 MGL08269.1 SCH05819.1
ortholog_3459 MGL08296.1 SCH03246.1
ortholog_3460 MGL08412.1 SCH05899.1
ortholog_3461 MGL08782.1 SCH23539.1
ortholog_3462 MGL08816.1 SCH06396.1
ortholog_3463 MGL07864.1 SCH06404.1
ortholog_3464 MGL08197.1 SCH05889.1
ortholog_3465 MGL07938.1 SCH06307.1
ortholog_3466 MGL07965.1 SCH05589.1
ortholog_3467 MGL08033.1 SCH05839.1
ortholog_3468 MGL08082.1 SCH06426.1
ortholog_3469 MGL08192.1 SCH05748.1
ortholog_3470 MGL08429.1 SCH06109.1
ortholog_3471 MGL08243.1 SCH06347.1
ortholog_3472 MGL08276.1 SCH05383.1
ortholog_3473 MGL08303.1 SCH05568.1
ortholog_3474 MGL08330.1 SCH06001.1
ortholog_3475 MGL08113.1 SCH05851.1
ortholog_3476 MGL08081.1 SCH05471.1
ortholog_3477 MGL08699.1 SCH05828.1
ortholog_3478 MGL08453.1 SCH06029.1
ortholog_3479 MGL08483.1 SCH04299.1
ortholog_3480 MGL08361.1 SCH19944.1
ortholog_3481 MGL08644.1 SCH06158.1
ortholog_3482 MGL08516.1 SCH05765.1
ortholog_3483 MGL08480.1 SCH05808.1
ortholog_3484 MGL08382.1 SCH20416.1
ortholog_3485 MGL08352.1 SCH20608.1
ortholog_3486 MGL08328.1 SCH06228.1
ortholog_3487 MGL08300.1 SCH05377.1
ortholog_3488 MGL08400.1 SCH13778.1
ortholog_3489 MGL08581.1 SCH05390.1
ortholog_3490 MGL08125.1 SCH05825.1
ortholog_3491 MGL08094.1 SCH05920.1
ortholog_3492 MGL08001.1 SCH05663.1
ortholog_3493 MGL07961.1 SCH06046.1
ortholog_3494 MGL08114.1 SCH05798.1
ortholog_3495 MGL08449.1 SCH06074.1
ortholog_3496 MGL08474.1 SCH06101.1
ortholog_3497 MGL08510.1 SCH06311.1
ortholog_3498 MGL08564.1 SCH05382.1
ortholog_3499 MGL08625.1 SCH06410.1
ortholog_3500 MGL08656.1 SCH05637.1
ortholog_3501 MGL08681.1 SCH05671.1
ortholog_3502 MGL08710.1 SCH06422.1
ortholog_3503 MGL08745.1 SCH05407.1
ortholog_3504 MGL08778.1 SCH06386.1
ortholog_3505 MGL08809.1 SCH05365.1
ortholog_3506 MGL07890.1 SCH06398.1
ortholog_3507 MGL07895.1 SCH05719.1
ortholog_3508 MGL07955.1 SCH05714.1
ortholog_3509 MGL08642.1 SCH06223.1
ortholog_3510 MGL07957.1 SCH06279.1
ortholog_3511 MGL07853.1 SCH06054.1
ortholog_3512 MGL08027.1 SCH05745.1
ortholog_3513 MGL08059.1 SCH05385.1
ortholog_3514 MGL08810.1 SCH05531.1
ortholog_3515 MGL08594.1 SCH16440.1
ortholog_3516 MGL08511.1 SCH05578.1
ortholog_3517 MGL08359.1 SCH20050.1
ortholog_3518 MGL07917.1 SCH19835.1
ortholog_3519 MGL08458.1 SCH20666.1
ortholog_3520 MGL08579.1 SCH06025.1
ortholog_3521 MGL08548.1 SCH05533.1
ortholog_3522 MGL08604.1 SCH05811.1
ortholog_3523 MGL08693.1 SCH05476.1
ortholog_3524 MGL07879.1 SCH05953.1
ortholog_3525 MGL07868.1 SCH01013.1
ortholog_3526 MGL07907.1 SCH04144.1
ortholog_3527 MGL07944.1 SCH20191.1
ortholog_3528 MGL07971.1 SCH05860.1
ortholog_3529 MGL08011.1 SCH05958.1
ortholog_3530 MGL08041.1 SCH05983.1
ortholog_3531 MGL08194.1 SCH05752.1
ortholog_3532 MGL08073.1 SCH06164.1
ortholog_3533 MGL08102.1 SCH05914.1
ortholog_3534 MGL07876.1 SCH06270.1
ortholog_3535 MGL08759.1 SCH06340.1
ortholog_3536 MGL08249.1 SCH20238.1
ortholog_3537 MGL07940.1 SCH20404.1
ortholog_3538 MGL08007.1 SCH17230.1
ortholog_3539 MGL08068.1 SCH05397.1
ortholog_3540 MGL08100.1 SCH06044.1
ortholog_3541 MGL08130.1 SCH06157.1
ortholog_3542 MGL08161.1 SCH05579.1
ortholog_3543 MGL08304.1 SCH05680.1
ortholog_3544 MGL08356.1 SCH06402.1
ortholog_3545 MGL08420.1 SCH19898.1
ortholog_3546 MGL08722.1 SCH20297.1
ortholog_3547 MGL08690.1 SCH19890.1
ortholog_3548 MGL08664.1 SCH20120.1
ortholog_3549 MGL08629.1 SCH05422.1
ortholog_3550 MGL08600.1 SCH05361.1
ortholog_3551 MGL08640.1 SCH05481.1
ortholog_3552 MGL08008.1 SCH05898.1
ortholog_3553 MGL08036.1 SCH10525.1
ortholog_3554 MGL08101.1 SCH05451.1
ortholog_3555 MGL07887.1 SCH05741.1
ortholog_3556 MGL08771.1 SCH10611.1
ortholog_3557 MGL08185.1 SCH19515.1
ortholog_3558 MGL08160.1 SCH05793.1
ortholog_3559 MGL08128.1 SCH20491.1
ortholog_3560 MGL08097.1 SCH20086.1
ortholog_3561 MGL08065.1 SCH05593.1
ortholog_3562 MGL08032.1 SCH05777.1
ortholog_3563 MGL07978.1 SCH05430.1
ortholog_3564 MGL08004.1 SCH06339.1
ortholog_3565 MGL07964.1 SCH05826.1
ortholog_3566 MGL08815.1 SCH20584.1
ortholog_3567 MGL08290.1 SCH06098.1
ortholog_3568 MGL08718.1 SCH05620.1
ortholog_3569 MGL08686.1 SCH05750.1
ortholog_3570 MGL08660.1 SCH06193.1
ortholog_3571 MGL08628.1 SCH05360.1
ortholog_3572 MGL08343.1 SCH05917.1
ortholog_3573 MGL08430.1 SCH06010.1
ortholog_3574 MGL08659.1 SCH10574.1
ortholog_3575 MGL08685.1 SCH06296.1
ortholog_3576 MGL08717.1 SCH06282.1
ortholog_3577 MGL08753.1 SCH05707.1
ortholog_3578 MGL08800.1 SCH08622.1
ortholog_3579 MGL08814.1 SCH05791.1
ortholog_3580 MGL07863.1 SCH06843.1
ortholog_3581 MGL07898.1 SCH05556.1
ortholog_3582 MGL07936.1 SCH05639.1
ortholog_3583 MGL07963.1 SCH05984.1
ortholog_3584 MGL08003.1 SCH09392.1
ortholog_3585 MGL08031.1 SCH05962.1
ortholog_3586 MGL08769.1 SCH05475.1
ortholog_3587 MGL08096.1 SCH06097.1
ortholog_3588 MGL08053.1 SCH11006.1
ortholog_3589 MGL08127.1 SCH05424.1
ortholog_3590 MGL08159.1 SCH05994.1
ortholog_3591 MGL08441.1 SCH06250.1
ortholog_3592 MGL08214.1 SCH06240.1
ortholog_3593 MGL08274.1 SCH06061.1
ortholog_3594 MGL08354.1 SCH05936.1
ortholog_3595 MGL08384.1 SCH05655.1
ortholog_3596 MGL08417.1 SCH05996.1
ortholog_3597 MGL08481.1 SCH05715.1
ortholog_3598 MGL08518.1 SCH06108.1
ortholog_3599 MGL08544.1 SCH05414.1
ortholog_3600 MGL08229.1 SCH06368.1
ortholog_3601 MGL08702.1 SCH05630.1
ortholog_3602 MGL08286.1 SCH05845.1
ortholog_3603 MGL08796.1 SCH06389.1
ortholog_3604 MGL08643.1 SCH05380.1
ortholog_3605 MGL08603.1 SCH06378.1
ortholog_3606 MGL08633.1 SCH05749.1
ortholog_3607 MGL08692.1 SCH05864.1
ortholog_3608 MGL08823.1 SCH06227.1
ortholog_3609 MGL08040.1 SCH05452.1
ortholog_3610 MGL08133.1 SCH06079.1
ortholog_3611 MGL08491.1 SCH05747.1
ortholog_3612 MGL08219.1 SCH20500.1
ortholog_3613 MGL08248.1 SCH20057.1
ortholog_3614 MGL08358.1 SCH05539.1
ortholog_3615 MGL08523.1 SCH05670.1
ortholog_3616 MGL08485.1 SCH05794.1
ortholog_3617 MGL08456.1 SCH05780.1
ortholog_3618 MGL08423.1 SCH05758.1
ortholog_3619 MGL08070.1 SCH05599.1
ortholog_3620 MGL08547.1 SCH05779.1
ortholog_3621 MGL08577.1 SCH05711.1
ortholog_3622 MGL08632.1 SCH06395.1
ortholog_3623 MGL08667.1 SCH05518.1
ortholog_3624 MGL08788.1 SCH05923.1
ortholog_3625 MGL08822.1 SCH05489.1
ortholog_3626 MGL07906.1 SCH01974.1
ortholog_3627 MGL08245.1 SCH06063.1
ortholog_3628 MGL07983.1 SCH06138.1
ortholog_3629 MGL08278.1 SCH06263.1
ortholog_3630 MGL08305.1 SCH06039.1
ortholog_3631 MGL08333.1 SCH05605.1
ortholog_3632 MGL08357.1 SCH05927.1
ortholog_3633 MGL08459.1 SCH07459.1
ortholog_3634 MGL08574.1 SCH05969.1
ortholog_3635 MGL08598.1 SCH05457.1
ortholog_3636 MGL08738.1 SCH05954.1
ortholog_3637 MGL08688.1 SCH05871.1
ortholog_3638 MGL08720.1 SCH20349.1
ortholog_3639 MGL08754.1 SCH06174.1
ortholog_3640 MGL08817.1 SCH05550.1
ortholog_3641 MGL08507.1 SCH20563.1
ortholog_3642 MGL08471.1 SCH06128.1
ortholog_3643 MGL08446.1 SCH06036.1
ortholog_3644 MGL08376.1 SCH05526.1
ortholog_3645 MGL08802.1 SCH05513.1
ortholog_3646 MGL08322.1 SCH06260.1
ortholog_3647 MGL08622.1 SCH05548.1
ortholog_3648 MGL08652.1 SCH05781.1
ortholog_3649 MGL08679.1 SCH06231.1
ortholog_3650 MGL07874.1 SCH05393.1
ortholog_3651 MGL08687.1 SCH05569.1
ortholog_3652 MGL08760.1 SCH05766.1
ortholog_3653 MGL08731.1 SCH05374.1
ortholog_3654 MGL08742.1 SCH06130.1
ortholog_3655 MGL08807.1 SCH05902.1
ortholog_3656 MGL08677.1 SCH06262.1
ortholog_3657 MGL08416.1 SCH06067.1
ortholog_3658 MGL08224.1 SCH05785.1
ortholog_3659 MGL08383.1 SCH06375.1
ortholog_3660 MGL08353.1 SCH05649.1
ortholog_3661 MGL08153.1 SCH20004.1
ortholog_3662 MGL08209.1 SCH12672.1
ortholog_3663 MGL08265.1 SCH05986.1
ortholog_3664 MGL07994.1 SCH10193.1
ortholog_3665 MGL08177.1 SCH05635.1
ortholog_3666 MGL08118.1 SCH05439.1
ortholog_3667 MGL08111.1 SCH05805.1
ortholog_3668 MGL08086.1 SCH06165.1
ortholog_3669 MGL08057.1 SCH05627.1
ortholog_3670 MGL08646.1 SCH06225.1
ortholog_3671 MGL07995.1 SCH05575.1
ortholog_3672 MGL07956.1 SCH05542.1
ortholog_3673 MGL07928.1 SCH05976.1
ortholog_3674 MGL07892.1 SCH04796.1
ortholog_3675 MGL08806.1 SCH05771.1
ortholog_3676 MGL08651.1 SCH13128.1
ortholog_3677 MGL08621.1 SCH06096.1
ortholog_3678 MGL08592.1 SCH06131.1
ortholog_3679 MGL08534.1 SCH06182.1
ortholog_3680 MGL08506.1 SCH06255.1
ortholog_3681 MGL08470.1 SCH05941.1
ortholog_3682 MGL08445.1 SCH06353.1
ortholog_3683 MGL08406.1 SCH05713.1
ortholog_3684 MGL08346.1 SCH05903.1
ortholog_3685 MGL07990.1 SCH06257.1
ortholog_3686 MGL08298.1 SCH06019.1
ortholog_3687 MGL08271.1 SCH06416.1
ortholog_3688 MGL08213.1 SCH20305.1
ortholog_3689 MGL08184.1 SCH06163.1
ortholog_3690 MGL08351.1 SCH06306.1
ortholog_3691 MGL08381.1 SCH06280.1
ortholog_3692 MGL08414.1 SCH06119.1
ortholog_3693 MGL08478.1 SCH10352.1
ortholog_3694 MGL08514.1 SCH05865.1
ortholog_3695 MGL08076.1 SCH06090.1
ortholog_3696 MGL08714.1 SCH06078.1
ortholog_3697 MGL07878.1 SCH16456.1
ortholog_3698 MGL08803.1 SCH05944.1
ortholog_3699 MGL08703.1 SCH15014.1
ortholog_3700 MGL08368.1 SCH05942.1
ortholog_3701 MGL07934.1 SCH05879.1
ortholog_3702 MGL07882.1 SCH05527.1
ortholog_3703 MGL08312.1 SCH05880.1
ortholog_3704 MGL08324.1 SCH07910.1
ortholog_3705 MGL08294.1 SCH20053.1
ortholog_3706 MGL08237.1 SCH23942.1
ortholog_3707 MGL08535.1 SCH05818.1
ortholog_3708 MGL07966.1 SCH20454.1
ortholog_3709 MGL08006.1 SCH20331.1
ortholog_3710 MGL08067.1 SCH06373.1
ortholog_3711 MGL08099.1 SCH06045.1
ortholog_3712 MGL08129.1 SCH06081.1
ortholog_3713 MGL08186.1 SCH06118.1
ortholog_3714 MGL08216.1 SCH05801.1
ortholog_3715 MGL08277.1 SCH05458.1
ortholog_3716 MGL08331.1 SCH21693.1
ortholog_3717 MGL08355.1 SCH05667.1
ortholog_3718 MGL08386.1 SCH05699.1
ortholog_3719 MGL08454.1 SCH05456.1
ortholog_3720 MGL07908.1 SCH13338.1
ortholog_3721 MGL08409.1 SCH23033.1
ortholog_3722 MGL08473.1 SCH05626.1
ortholog_3723 MGL08509.1 SCH06246.1
ortholog_3724 MGL08497.1 SCH06068.1
ortholog_3725 MGL08348.1 SCH06107.1
ortholog_3726 MGL08105.1 SCH05643.1
ortholog_3727 MGL08120.1 SCH06273.1
ortholog_3728 MGL08152.1 SCH05588.1
ortholog_3729 MGL08179.1 SCH05867.1
ortholog_3730 MGL08208.1 SCH05729.1
ortholog_3731 MGL08593.1 SCH20474.1
ortholog_3732 MGL08165.1 SCH20114.1
ortholog_3733 MGL08047.1 SCH06037.1
ortholog_3734 MGL07930.1 SCH05909.1
ortholog_3735 MGL07894.1 SCH06226.1
ortholog_3736 MGL08743.1 SCH05585.1
ortholog_3737 MGL08088.1 SCH05921.1
ortholog_3738 MGL08624.1 SCH06261.1
ortholog_3739 MGL08709.1 SCH06125.1
ortholog_3740 MGL08737.1 SCH22318.1
ortholog_3741 MGL08502.1 SCH20531.1
ortholog_3742 MGL07997.1 SCH20284.1
ortholog_3743 MGL08089.1 SCH06159.1
ortholog_3744 MGL08121.1 SCH05487.1
ortholog_3745 MGL08301.1 SCH06208.1
ortholog_3746 MGL08273.1 SCH20640.1
ortholog_3747 MGL08242.1 SCH05877.1
ortholog_3748 MGL08157.1 SCH05833.1
ortholog_3749 MGL08126.1 SCH06332.1
ortholog_3750 MGL08095.1 SCH05730.1
ortholog_3751 MGL08344.1 SCH05937.1
ortholog_3752 MGL08002.1 SCH05842.1
ortholog_3753 MGL08226.1 SCH05786.1
ortholog_3754 MGL07935.1 SCH06302.1
ortholog_3755 MGL07897.1 SCH02147.1
ortholog_3756 MGL07862.1 SCH06285.1
ortholog_3757 MGL08542.1 SCH05925.1
ortholog_3758 MGL07987.1 SCH14072.1
ortholog_3759 MGL08392.1 SCH05784.1
ortholog_3760 MGL08385.1 SCH06352.1
ortholog_3761 MGL08314.1 SCH06343.1
ortholog_3762 MGL08418.1 SCH05562.1
ortholog_3763 MGL08452.1 SCH06035.1
ortholog_3764 MGL08519.1 SCH05642.1
ortholog_3765 MGL08597.1 SCH05607.1
ortholog_3766 MGL07958.1 SCH20182.1
ortholog_3767 MGL07931.1 SCH20375.1
ortholog_3768 MGL07896.1 SCH05523.1
ortholog_3769 MGL07859.1 SCH16925.1
ortholog_3770 MGL08154.1 SCH05773.1
ortholog_3771 MGL08210.1 SCH06384.1
ortholog_3772 MGL08238.1 SCH05559.1
ortholog_3773 MGL08268.1 SCH05364.1
ortholog_3774 MGL08295.1 SCH05442.1
ortholog_3775 MGL08325.1 SCH05769.1
ortholog_3776 MGL08349.1 SCH05857.1
ortholog_3777 MGL08450.1 SCH06417.1
ortholog_3778 MGL08334.1 SCH06220.1
ortholog_3779 MGL08280.1 SCH05728.1
ortholog_3780 MGL08307.1 SCH05459.1
ortholog_3781 MGL09310.1 SCH19426.1
ortholog_3782 MGL09268.1 SCH11863.1
ortholog_3783 MGL09236.1 SCH11695.1
ortholog_3784 MGL09193.1 SCH19312.1
ortholog_3785 MGL09038.1 SCH18786.1
ortholog_3786 MGL08976.1 SCH19074.1
ortholog_3787 MGL08938.1 SCH18892.1
ortholog_3788 MGL08903.1 SCH19365.1
ortholog_3789 MGL09630.1 SCH19713.1
ortholog_3790 MGL09595.1 SCH18676.1
ortholog_3791 MGL09553.1 SCH19723.1
ortholog_3792 MGL09413.1 SCH18964.1
ortholog_3793 MGL09379.1 SCH18937.1
ortholog_3794 MGL09526.1 SCH10965.1
ortholog_3795 MGL09267.1 SCH18795.1
ortholog_3796 MGL09523.1 SCH02421.1
ortholog_3797 MGL09128.1 SCH18662.1
ortholog_3798 MGL08907.1 SCH19054.1
ortholog_3799 MGL09666.1 SCH19708.1
ortholog_3800 MGL08937.1 SCH18999.1
ortholog_3801 MGL08902.1 SCH19151.1
ortholog_3802 MGL08865.1 SCH19229.1
ortholog_3803 MGL09209.1 SCH18766.1
ortholog_3804 MGL09657.1 SCH19084.1
ortholog_3805 MGL09629.1 SCH18656.1
ortholog_3806 MGL09594.1 SCH19362.1
ortholog_3807 MGL09480.1 SCH18761.1
ortholog_3808 MGL09450.1 SCH19216.1
ortholog_3809 MGL09378.1 SCH19380.1
ortholog_3810 MGL09266.1 SCH23209.1
ortholog_3811 MGL09164.1 SCH22439.1
ortholog_3812 MGL09722.1 SCH19590.1
ortholog_3813 MGL09127.1 SCH19256.1
ortholog_3814 MGL09037.1 SCH19067.1
ortholog_3815 MGL08974.1 SCH19419.1
ortholog_3816 MGL08985.1 SCH19450.1
ortholog_3817 MGL08901.1 SCH19109.1
ortholog_3818 MGL08864.1 SCH12214.1
ortholog_3819 MGL09804.1 SCH19581.1
ortholog_3820 MGL09027.1 SCH18813.1
ortholog_3821 MGL08873.1 SCH19195.1
ortholog_3822 MGL08963.1 SCH12602.1
ortholog_3823 MGL08920.1 SCH12064.1
ortholog_3824 MGL08958.1 SCH11667.1
ortholog_3825 MGL08878.1 SCH18634.1
ortholog_3826 MGL09114.1 SCH18661.1
ortholog_3827 MGL09023.1 SCH18603.1
ortholog_3828 MGL09449.1 SCH19299.1
ortholog_3829 MGL09411.1 SCH19482.1
ortholog_3830 MGL09552.1 SCH08075.1
ortholog_3831 MGL09656.1 SCH19771.1
ortholog_3832 MGL09293.1 SCH19056.1
ortholog_3833 MGL09255.1 SCH19540.1
ortholog_3834 MGL09175.1 SCH19659.1
ortholog_3835 MGL09459.1 SCH06603.1
ortholog_3836 MGL09182.1 SCH18740.1
ortholog_3837 MGL09007.1 SCH18779.1
ortholog_3838 MGL09877.1 SCH18812.1
ortholog_3839 MGL09896.1 SCH19225.1
ortholog_3840 MGL08925.1 SCH19392.1
ortholog_3841 MGL08964.1 SCH19114.1
ortholog_3842 MGL09109.1 SCH19635.1
ortholog_3843 MGL08850.1 SCH18601.1
ortholog_3844 MGL09824.1 SCH19733.1
ortholog_3845 MGL09794.1 SCH19582.1
ortholog_3846 MGL09079.1 SCH19522.1
ortholog_3847 MGL09646.1 SCH19389.1
ortholog_3848 MGL09619.1 SCH19443.1
ortholog_3849 MGL09579.1 SCH19724.1
ortholog_3850 MGL09468.1 SCH19644.1
ortholog_3851 MGL09397.1 SCH04886.1
ortholog_3852 MGL09556.1 SCH05002.1
ortholog_3853 MGL09525.1 SCH19648.1
ortholog_3854 MGL09368.1 SCH18776.1
ortholog_3855 MGL09326.1 SCH19000.1
ortholog_3856 MGL09152.1 SCH19035.1
ortholog_3857 MGL09369.1 SCH18792.1
ortholog_3858 MGL09587.1 SCH06178.1
ortholog_3859 MGL09680.1 SCH18804.1
ortholog_3860 MGL09716.1 SCH19548.1
ortholog_3861 MGL09853.1 SCH18934.1
ortholog_3862 MGL09783.1 SCH02904.1
ortholog_3863 MGL09415.1 SCH19028.1
ortholog_3864 MGL09338.1 SCH18952.1
ortholog_3865 MGL09302.1 SCH18762.1
ortholog_3866 MGL09265.1 SCH18982.1
ortholog_3867 MGL09192.1 SCH18637.1
ortholog_3868 MGL09163.1 SCH19222.1
ortholog_3869 MGL09003.1 SCH18911.1
ortholog_3870 MGL08936.1 SCH19341.1
ortholog_3871 MGL08900.1 SCH18663.1
ortholog_3872 MGL08863.1 SCH19550.1
ortholog_3873 MGL09873.1 SCH19284.1
ortholog_3874 MGL09803.1 SCH19036.1
ortholog_3875 MGL09775.1 SCH18916.1
ortholog_3876 MGL09749.1 SCH19607.1
ortholog_3877 MGL09718.1 SCH18806.1
ortholog_3878 MGL09593.1 SCH12521.1
ortholog_3879 MGL09551.1 SCH18995.1
ortholog_3880 MGL09516.1 SCH18787.1
ortholog_3881 MGL09479.1 SCH18639.1
ortholog_3882 MGL09448.1 SCH18754.1
ortholog_3883 MGL09730.1 SCH19569.1
ortholog_3884 MGL09264.1 SCH19533.1
ortholog_3885 MGL09233.1 SCH09481.1
ortholog_3886 MGL09550.1 SCH19318.1
ortholog_3887 MGL09592.1 SCH22798.1
ortholog_3888 MGL09628.1 SCH18747.1
ortholog_3889 MGL09717.1 SCH11744.1
ortholog_3890 MGL09487.1 SCH10676.1
ortholog_3891 MGL09075.1 SCH19224.1
ortholog_3892 MGL09839.1 SCH19573.1
ortholog_3893 MGL08972.1 SCH18672.1
