ortholog_1 MGL01089.1 BL00872
ortholog_2927 MGL07868.1 BL13521
ortholog_2928 MGL08041.1 BL05863
ortholog_2929 MGL08194.1 BL06377
ortholog_2930 MGL08073.1 BL06376
ortholog_2931 MGL07876.1 BL13239
ortholog_2932 MGL08173.1 BL25523
ortholog_2933 MGL08698.1 BL20449
ortholog_2934 MGL08249.1 BL16081
ortholog_2935 MGL07940.1 BL00075
ortholog_2936 MGL08130.1 BL05988
ortholog_2937 MGL08304.1 BL03682
ortholog_2938 MGL08332.1 BL06183
ortholog_2939 MGL08420.1 BL06351
ortholog_2940 MGL08756.1 BL11515
ortholog_2941 MGL08722.1 BL03635
ortholog_2942 MGL08664.1 BL06103
ortholog_2943 MGL08008.1 BL05866
ortholog_2944 MGL08275.1 BL24780
ortholog_2945 MGL08771.1 BL05218
ortholog_2946 MGL08185.1 BL03691
ortholog_2947 MGL08160.1 BL06337
ortholog_2948 MGL08097.1 BL05931
ortholog_2949 MGL08065.1 BL06093
ortholog_2950 MGL08032.1 BL10725
ortholog_2951 MGL07978.1 BL24307
ortholog_2952 MGL08004.1 BL21974
ortholog_2953 MGL08815.1 BL05947
ortholog_2954 MGL08290.1 BL06482
ortholog_2955 MGL08718.1 BL06473
ortholog_2956 MGL08660.1 BL06472
ortholog_2957 MGL08022.1 BL24950
ortholog_2958 MGL08659.1 BL24781
ortholog_2959 MGL08685.1 BL05857
ortholog_2960 MGL08717.1 BL12580
ortholog_2961 MGL08800.1 BL06113
ortholog_2962 MGL07863.1 BL14611
ortholog_2963 MGL07898.1 BL19197
ortholog_2964 MGL07936.1 BL06075
ortholog_2965 MGL07963.1 BL06136
ortholog_2966 MGL08003.1 BL23752
ortholog_2967 MGL08769.1 BL26286
ortholog_2968 MGL08096.1 BL03669
ortholog_2969 MGL08127.1 BL08571
ortholog_2970 MGL08159.1 BL24400
ortholog_2971 MGL08441.1 BL05938
ortholog_2972 MGL08214.1 BL05948
ortholog_2973 MGL08354.1 BL05966
ortholog_2974 MGL08384.1 BL05518
ortholog_2975 MGL08417.1 BL05933
ortholog_2976 MGL08481.1 BL24346
ortholog_2977 MGL08518.1 BL24348
ortholog_2978 MGL08544.1 BL24349
ortholog_2979 MGL08143.1 BL16839
ortholog_2980 MGL08286.1 BL06025
ortholog_2981 MGL08643.1 BL06027
ortholog_2982 MGL08603.1 BL17039
ortholog_2983 MGL08633.1 BL06077
ortholog_2984 MGL08692.1 BL06016
ortholog_2985 MGL08823.1 BL06237
ortholog_2986 MGL08040.1 BL06139
ortholog_2987 MGL08705.1 BL16939
ortholog_2988 MGL08491.1 BL06261
ortholog_2989 MGL08219.1 BL16435
ortholog_2990 MGL08248.1 BL06341
ortholog_2991 MGL08523.1 BL24399
ortholog_2992 MGL08485.1 BL06156
ortholog_2993 MGL08456.1 BL06155
ortholog_2994 MGL08423.1 BL06138
ortholog_2995 MGL08070.1 BL06055
ortholog_2996 MGL08547.1 BL06233
ortholog_2997 MGL08577.1 BL12542
ortholog_2998 MGL08602.1 BL03632
ortholog_2999 MGL08632.1 BL06381
ortholog_3000 MGL08667.1 BL06380
ortholog_3001 MGL08788.1 BL24387
ortholog_3002 MGL08822.1 BL03719
ortholog_3003 MGL08217.1 BL06390
ortholog_3004 MGL08245.1 BL06391
ortholog_3005 MGL07983.1 BL06392
ortholog_3006 MGL08305.1 BL05296
ortholog_3007 MGL08333.1 BL06389
ortholog_3008 MGL08357.1 BL24826
ortholog_3009 MGL08459.1 BL22932
ortholog_3010 MGL08574.1 BL14032
ortholog_3011 MGL08598.1 BL05101
ortholog_3012 MGL07976.1 BL07662
ortholog_3013 MGL08738.1 BL06214
ortholog_3014 MGL08688.1 BL06144
ortholog_3015 MGL08720.1 BL05873
ortholog_3016 MGL08754.1 BL08680
ortholog_3017 MGL08507.1 BL06209
ortholog_3018 MGL08471.1 BL05992
ortholog_3019 MGL08446.1 BL05993
ortholog_3020 MGL08407.1 BL05994
ortholog_3021 MGL08376.1 BL06076
ortholog_3022 MGL08802.1 BL15033
ortholog_3023 MGL08322.1 BL09806
ortholog_3024 MGL08622.1 BL05865
ortholog_3025 MGL08679.1 BL21921
ortholog_3026 MGL07874.1 BL12247
ortholog_3027 MGL08687.1 BL11294
ortholog_3028 MGL08760.1 BL24319
ortholog_3029 MGL08731.1 BL25716
ortholog_3030 MGL08365.1 BL24320
ortholog_3031 MGL08742.1 BL24322
ortholog_3032 MGL08807.1 BL03698
ortholog_3033 MGL08543.1 BL06291
ortholog_3034 MGL08416.1 BL13312
ortholog_3035 MGL08153.1 BL06224
ortholog_3036 MGL08265.1 BL06342
ortholog_3037 MGL08791.1 BL01966
ortholog_3038 MGL08118.1 BL15689
ortholog_3039 MGL08111.1 BL03638
ortholog_3040 MGL07881.1 BL03641
ortholog_3041 MGL08057.1 BL06066
ortholog_3042 MGL08646.1 BL24361
ortholog_3043 MGL07995.1 BL06250
ortholog_3044 MGL07956.1 BL05977
ortholog_3045 MGL07928.1 BL05984
ortholog_3046 MGL07855.1 BL25248
ortholog_3047 MGL08651.1 BL05765
ortholog_3048 MGL08621.1 BL01687
ortholog_3049 MGL08592.1 BL06132
ortholog_3050 MGL08534.1 BL20550
ortholog_3051 MGL08506.1 BL03705
ortholog_3052 MGL08445.1 BL06106
ortholog_3053 MGL08406.1 BL06362
ortholog_3054 MGL08346.1 BL03195
ortholog_3055 MGL07990.1 BL05861
ortholog_3056 MGL08271.1 BL05884
ortholog_3057 MGL08240.1 BL27596
ortholog_3058 MGL08213.1 BL18412
ortholog_3059 MGL08351.1 BL03718
ortholog_3060 MGL08381.1 BL03717
ortholog_3061 MGL08414.1 BL08650
ortholog_3062 MGL08478.1 BL24287
ortholog_3063 MGL08514.1 BL24288
ortholog_3064 MGL08076.1 BL08658
ortholog_3065 MGL08714.1 BL06378
ortholog_3066 MGL08803.1 BL17040
ortholog_3067 MGL08368.1 BL24412
ortholog_3068 MGL07882.1 BL24407
ortholog_3069 MGL08312.1 BL00203
ortholog_3070 MGL08324.1 BL26009
ortholog_3071 MGL08294.1 BL06343
ortholog_3072 MGL07966.1 BL24310
ortholog_3073 MGL08006.1 BL24309
ortholog_3074 MGL08067.1 BL06146
ortholog_3075 MGL08099.1 BL06148
ortholog_3076 MGL08256.1 BL05585
ortholog_3077 MGL08129.1 BL02034
ortholog_3078 MGL08186.1 BL06151
ortholog_3079 MGL08216.1 BL05414
ortholog_3080 MGL08331.1 BL24078
ortholog_3081 MGL08386.1 BL13105
ortholog_3082 MGL08241.1 BL07717
ortholog_3083 MGL08409.1 BL01159
ortholog_3084 MGL08473.1 BL21196
ortholog_3085 MGL08509.1 BL24318
ortholog_3086 MGL08348.1 BL06348
ortholog_3087 MGL08105.1 BL06428
ortholog_3088 MGL08152.1 BL06185
ortholog_3089 MGL08179.1 BL05864
ortholog_3090 MGL08208.1 BL08678
ortholog_3091 MGL08047.1 BL17255
ortholog_3092 MGL07930.1 BL06090
ortholog_3093 MGL08808.1 BL06277
ortholog_3094 MGL08709.1 BL06013
ortholog_3095 MGL08252.1 BL00004
ortholog_3096 MGL08364.1 BL03492
ortholog_3097 MGL08046.1 BL01843
ortholog_3098 MGL08502.1 BL06463
ortholog_3099 MGL07997.1 BL06466
ortholog_3100 MGL08301.1 BL24289
ortholog_3101 MGL08273.1 BL12505
ortholog_3102 MGL08242.1 BL12507
ortholog_3103 MGL08641.1 BL03656
ortholog_3104 MGL08126.1 BL03653
ortholog_3105 MGL08158.1 BL03655
ortholog_3106 MGL08095.1 BL06281
ortholog_3107 MGL07962.1 BL00912
ortholog_3108 MGL07935.1 BL08671
ortholog_3109 MGL07897.1 BL02208
ortholog_3110 MGL07862.1 BL06009
ortholog_3111 MGL07988.1 BL07685
ortholog_3112 MGL08392.1 BL06119
ortholog_3113 MGL08385.1 BL06116
ortholog_3114 MGL08314.1 BL06115
ortholog_3115 MGL08418.1 BL05979
ortholog_3116 MGL08452.1 BL05909
ortholog_3117 MGL08519.1 BL05981
ortholog_3118 MGL08573.1 BL09420
ortholog_3119 MGL08597.1 BL06307
ortholog_3120 MGL08091.1 BL05972
ortholog_3121 MGL08028.1 BL06282
ortholog_3122 MGL07998.1 BL06287
ortholog_3123 MGL07958.1 BL08664
ortholog_3124 MGL07931.1 BL05268
ortholog_3125 MGL07896.1 BL11195
ortholog_3126 MGL08154.1 BL06402
ortholog_3127 MGL08210.1 BL24295
ortholog_3128 MGL08238.1 BL06396
ortholog_3129 MGL08268.1 BL06397
ortholog_3130 MGL08295.1 BL06079
ortholog_3131 MGL08325.1 BL03709
ortholog_3132 MGL08349.1 BL03710
ortholog_3133 MGL08378.1 BL21886
ortholog_3134 MGL08411.1 BL11845
ortholog_3135 MGL08450.1 BL06310
ortholog_3136 MGL08334.1 BL05878
ortholog_3137 MGL08280.1 BL05879
ortholog_3138 MGL08500.1 BL06042
ortholog_3139 MGL09268.1 BL22129
ortholog_3140 MGL09236.1 BL08535
ortholog_3141 MGL09193.1 BL19898
ortholog_3142 MGL09038.1 BL19897
ortholog_3143 MGL08976.1 BL20451
ortholog_3144 MGL09106.1 BL21979
ortholog_3145 MGL08903.1 BL04104
ortholog_3146 MGL08866.1 BL16189
ortholog_3147 MGL09553.1 BL19992
ortholog_3148 MGL09481.1 BL09366
ortholog_3149 MGL08908.1 BL09179
ortholog_3150 MGL09379.1 BL04003
ortholog_3151 MGL09526.1 BL09664
ortholog_3152 MGL09235.1 BL01235
ortholog_3153 MGL09080.1 BL09780
ortholog_3154 MGL08907.1 BL09997
ortholog_3155 MGL09666.1 BL20194
ortholog_3156 MGL08937.1 BL19947
ortholog_3157 MGL08902.1 BL04045
ortholog_3158 MGL08865.1 BL04046
ortholog_3159 MGL09657.1 BL10585
ortholog_3160 MGL09629.1 BL04828
ortholog_3161 MGL09450.1 BL20561
ortholog_3162 MGL09378.1 BL14297
ortholog_3163 MGL09127.1 BL03981
ortholog_3164 MGL09070.1 BL20280
ortholog_3165 MGL09037.1 BL03971
ortholog_3166 MGL08985.1 BL04075
ortholog_3167 MGL08901.1 BL20292
ortholog_3168 MGL09843.1 BL20301
ortholog_3169 MGL09027.1 BL20058
ortholog_3170 MGL08873.1 BL20057
ortholog_3171 MGL08963.1 BL03997
ortholog_3172 MGL08958.1 BL20236
ortholog_3173 MGL09114.1 BL19910
ortholog_3174 MGL09023.1 BL19911
ortholog_3175 MGL09449.1 BL03930
ortholog_3176 MGL09411.1 BL20003
ortholog_3177 MGL09656.1 BL19971
ortholog_3178 MGL09293.1 BL20395
ortholog_3179 MGL09255.1 BL23204
ortholog_3180 MGL09175.1 BL20396
ortholog_3181 MGL09182.1 BL09888
ortholog_3182 MGL09153.1 BL19537
ortholog_3183 MGL09877.1 BL20377
ortholog_3184 MGL09896.1 BL19988
ortholog_3185 MGL08891.1 BL24217
ortholog_3186 MGL08964.1 BL20382
ortholog_3187 MGL09109.1 BL20378
ortholog_3188 MGL08850.1 BL19915
ortholog_3189 MGL09646.1 BL20760
ortholog_3190 MGL09619.1 BL20238
ortholog_3191 MGL09579.1 BL19153
ortholog_3192 MGL09540.1 BL06578
ortholog_3193 MGL09397.1 BL20551
ortholog_3194 MGL09326.1 BL01224
ortholog_3195 MGL09152.1 BL22873
ortholog_3196 MGL09369.1 BL19860
ortholog_3197 MGL09587.1 BL13503
ortholog_3198 MGL09680.1 BL04117
ortholog_3199 MGL09716.1 BL19869
ortholog_3200 MGL09072.1 BL25347
ortholog_3201 MGL09415.1 BL24846
ortholog_3202 MGL09458.1 BL24267
ortholog_3203 MGL09338.1 BL19110
ortholog_3204 MGL09302.1 BL20021
ortholog_3205 MGL09234.1 BL20013
ortholog_3206 MGL09003.1 BL20203
ortholog_3207 MGL08863.1 BL10013
ortholog_3208 MGL09907.1 BL03955
ortholog_3209 MGL09873.1 BL19886
ortholog_3210 MGL09775.1 BL06973
ortholog_3211 MGL09749.1 BL03951
ortholog_3212 MGL09492.1 BL06388
ortholog_3213 MGL09551.1 BL19972
ortholog_3214 MGL09516.1 BL20026
ortholog_3215 MGL09479.1 BL24806
ortholog_3216 MGL09730.1 BL20034
ortholog_3217 MGL09233.1 BL18102
ortholog_3218 MGL09550.1 BL19908
ortholog_3219 MGL09592.1 BL01673
ortholog_3220 MGL09628.1 BL00249
ortholog_3221 MGL09717.1 BL20004
ortholog_3222 MGL09487.1 BL13811
ortholog_3223 MGL08862.1 BL20502
ortholog_3224 MGL09036.1 BL17477
ortholog_3225 MGL09839.1 BL04420
ortholog_3226 MGL09336.1 BL13404
ortholog_3227 MGL08948.1 BL19868
ortholog_3228 MGL09232.1 BL20463
ortholog_3229 MGL09162.1 BL20601
ortholog_3230 MGL09096.1 BL16183
ortholog_3231 MGL09068.1 BL21149
ortholog_3232 MGL09002.1 BL17249
ortholog_3233 MGL08899.1 BL09757
ortholog_3234 MGL09872.1 BL11615
ortholog_3235 MGL09835.1 BL20190
ortholog_3236 MGL09802.1 BL19880
ortholog_3237 MGL09074.1 BL20189
ortholog_3238 MGL09591.1 BL20494
ortholog_3239 MGL09549.1 BL19140
ortholog_3240 MGL09515.1 BL20299
ortholog_3241 MGL09409.1 BL03905
ortholog_3242 MGL09231.1 BL20595
ortholog_3243 MGL09190.1 BL22066
ortholog_3244 MGL09125.1 BL13384
ortholog_3245 MGL09095.1 BL19179
ortholog_3246 MGL09067.1 BL20207
ortholog_3247 MGL09001.1 BL20213
ortholog_3248 MGL08935.1 BL20456
ortholog_3249 MGL08898.1 BL01929
ortholog_3250 MGL09453.1 BL18557
ortholog_3251 MGL09834.1 BL20559
ortholog_3252 MGL09801.1 BL01574
ortholog_3253 MGL09654.1 BL20460
ortholog_3254 MGL09627.1 BL19143
ortholog_3255 MGL09548.1 BL19934
ortholog_3256 MGL09477.1 BL19935
ortholog_3257 MGL08834.1 BL20488
ortholog_3258 MGL09408.1 BL24207
ortholog_3259 MGL09013.1 BL09202
ortholog_3260 MGL09300.1 BL04109
ortholog_3261 MGL09263.1 BL20037
ortholog_3262 MGL09006.1 BL12682
ortholog_3263 MGL09124.1 BL04066
ortholog_3264 MGL09094.1 BL16838
ortholog_3265 MGL09034.1 BL09989
ortholog_3266 MGL09000.1 BL24250
ortholog_3267 MGL09664.1 BL24249
ortholog_3268 MGL09491.1 BL20255
ortholog_3269 MGL08897.1 BL20545
ortholog_3270 MGL08859.1 BL04084
ortholog_3271 MGL09852.1 BL12763
ortholog_3272 MGL09681.1 BL03953
ortholog_3273 MGL09653.1 BL03954
ortholog_3274 MGL08910.1 BL19977
ortholog_3275 MGL09589.1 BL10011
ortholog_3276 MGL09547.1 BL10009
ortholog_3277 MGL08840.1 BL10010
ortholog_3278 MGL09446.1 BL23111
ortholog_3279 MGL09571.1 BL03870
ortholog_3280 MGL09407.1 BL09180
ortholog_3281 MGL09073.1 BL03956
ortholog_3282 MGL09262.1 BL03991
ortholog_3283 MGL09752.1 BL22783
ortholog_3284 MGL09567.1 BL09057
ortholog_3285 MGL09206.1 BL13692
ortholog_3286 MGL09138.1 BL23195
ortholog_3287 MGL09726.1 BL20524
ortholog_3288 MGL09808.1 BL24196
ortholog_3289 MGL09588.1 BL08550
ortholog_3290 MGL09004.1 BL20055
ortholog_3291 MGL09064.1 BL03950
ortholog_3292 MGL09208.1 BL24226
ortholog_3293 MGL09406.1 BL24223
ortholog_3294 MGL09082.1 BL08479
ortholog_3295 MGL08858.1 BL13069
ortholog_3296 MGL08984.1 BL26813
ortholog_3297 MGL09753.1 BL08891
ortholog_3298 MGL09584.1 BL11046
ortholog_3299 MGL09168.1 BL13319
ortholog_3300 MGL09473.1 BL20300
ortholog_3301 MGL09442.1 BL04070
ortholog_3302 MGL09502.1 BL09185
ortholog_3303 MGL09466.1 BL09182
ortholog_3304 MGL09434.1 BL19159
ortholog_3305 MGL09394.1 BL19158
ortholog_3306 MGL09364.1 BL19156
ortholog_3307 MGL08943.1 BL04056
ortholog_3308 MGL09279.1 BL04635
ortholog_3309 MGL09180.1 BL10707
ortholog_3310 MGL09087.1 BL05627
ortholog_3311 MGL08993.1 BL20050
ortholog_3312 MGL08960.1 BL20051
ortholog_3313 MGL08922.1 BL19962
ortholog_3314 MGL08846.1 BL20387
ortholog_3315 MGL09821.1 BL13033
ortholog_3316 MGL09759.1 BL17654
ortholog_3317 MGL09737.1 BL02082
ortholog_3318 MGL09577.1 BL13371
ortholog_3319 MGL09766.1 BL19888
ortholog_3320 MGL09538.1 BL15557
ortholog_3321 MGL09504.1 BL13366
ortholog_3322 MGL08870.1 BL20455
ortholog_3323 MGL09435.1 BL20457
ortholog_3324 MGL09366.1 BL01857
ortholog_3325 MGL09325.1 BL09160
ortholog_3326 MGL09423.1 BL09159
ortholog_3327 MGL09220.1 BL01384
ortholog_3328 MGL09181.1 BL20261
ortholog_3329 MGL09150.1 BL20262
ortholog_3330 MGL09057.1 BL04052
ortholog_3331 MGL09305.1 BL25609
ortholog_3332 MGL09572.1 BL24248
ortholog_3333 MGL09617.1 BL20256
ortholog_3334 MGL09645.1 BL19879
ortholog_3335 MGL09672.1 BL19873
ortholog_3336 MGL09862.1 BL20936
ortholog_3337 MGL09894.1 BL20040
ortholog_3338 MGL08923.1 BL03945
ortholog_3339 MGL08962.1 BL03946
ortholog_3340 MGL08995.1 BL03947
ortholog_3341 MGL09026.1 BL03948
ortholog_3342 MGL09058.1 BL03943
ortholog_3343 MGL09089.1 BL20041
ortholog_3344 MGL09151.1 BL24238
ortholog_3345 MGL09221.1 BL24239
ortholog_3346 MGL09254.1 BL04124
ortholog_3347 MGL09291.1 BL20001
ortholog_3348 MGL09720.1 BL19907
ortholog_3349 MGL09396.1 BL06803
ortholog_3350 MGL09436.1 BL20761
ortholog_3351 MGL09467.1 BL03967
ortholog_3352 MGL09505.1 BL24245
ortholog_3353 MGL09539.1 BL10916
ortholog_3354 MGL09741.1 BL09166
ortholog_3355 MGL09863.1 BL20555
ortholog_3356 MGL09844.1 BL03902
ortholog_3357 MGL09895.1 BL02590
ortholog_3358 MGL08849.1 BL20556
ortholog_3359 MGL08890.1 BL19168
ortholog_3360 MGL08924.1 BL14980
ortholog_3361 MGL08884.1 BL19166
ortholog_3362 MGL09819.1 BL07785
ortholog_3363 MGL09736.1 BL20089
ortholog_3364 MGL09139.1 BL20014
ortholog_3365 MGL09669.1 BL10019
ortholog_3366 MGL09530.1 BL20079
ortholog_3367 MGL09499.1 BL06056
ortholog_3368 MGL09147.1 BL03912
ortholog_3369 MGL09113.1 BL20530
ortholog_3370 MGL09713.1 BL24240
ortholog_3371 MGL09798.1 BL24282
ortholog_3372 MGL09901.1 BL24280
ortholog_3373 MGL08895.1 BL24281
ortholog_3374 MGL08930.1 BL03987
ortholog_3375 MGL09444.1 BL20569
ortholog_3376 MGL09374.1 BL20081
ortholog_3377 MGL09335.1 BL20080
ortholog_3378 MGL09299.1 BL09984
ortholog_3379 MGL09227.1 BL20570
ortholog_3380 MGL09093.1 BL20454
ortholog_3381 MGL09198.1 BL20712
ortholog_3382 MGL08970.1 BL23235
ortholog_3383 MGL08932.1 BL16959
ortholog_3384 MGL08949.1 BL23225
ortholog_3385 MGL08856.1 BL04068
ortholog_3386 MGL09902.1 BL20552
ortholog_3387 MGL09237.1 BL21450
ortholog_3388 MGL09061.1 BL21666
ortholog_3389 MGL09092.1 BL19196
ortholog_3390 MGL09158.1 BL19896
ortholog_3391 MGL09187.1 BL15096
ortholog_3392 MGL09226.1 BL11543
ortholog_3393 MGL09259.1 BL18723
ortholog_3394 MGL09298.1 BL20564
ortholog_3395 MGL09334.1 BL03957
ortholog_3396 MGL09049.1 BL03915
ortholog_3397 MGL09443.1 BL03920
ortholog_3398 MGL09543.1 BL02816
ortholog_3399 MGL09585.1 BL24274
ortholog_3400 MGL09625.1 BL19914
ortholog_3401 MGL09133.1 BL06590
ortholog_3402 MGL09770.1 BL20278
ortholog_3403 MGL09870.1 BL20279
ortholog_3404 MGL09831.1 BL19538
ortholog_3405 MGL09799.1 BL03462
ortholog_3406 MGL08999.1 BL20491
ortholog_3407 MGL08969.1 BL20490
ortholog_3408 MGL08931.1 BL20466
ortholog_3409 MGL09501.1 BL13995
ortholog_3410 MGL09465.1 BL13372
ortholog_3411 MGL09433.1 BL19874
ortholog_3412 MGL08877.1 BL16345
ortholog_3413 MGL09363.1 BL19028
ortholog_3414 MGL09218.1 BL20600
ortholog_3415 MGL09055.1 BL09990
ortholog_3416 MGL09024.1 BL03939
ortholog_3417 MGL08959.1 BL24275
ortholog_3418 MGL08921.1 BL19997
ortholog_3419 MGL08885.1 BL18560
ortholog_3420 MGL08845.1 BL14940
ortholog_3421 MGL09891.1 BL20208
ortholog_3422 MGL09859.1 BL19942
ortholog_3423 MGL09820.1 BL19941
ortholog_3424 MGL09763.1 BL20270
ortholog_3425 MGL09309.1 BL04024
ortholog_3426 MGL09704.1 BL04025
ortholog_3427 MGL09670.1 BL24284
ortholog_3428 MGL09210.1 BL13398
ortholog_3429 MGL09464.1 BL20239
ortholog_3430 MGL09392.1 BL20082
ortholog_3431 MGL09362.1 BL04065
ortholog_3432 MGL09323.1 BL19939
ortholog_3433 MGL09287.1 BL19113
ortholog_3434 MGL09017.1 BL19937
ortholog_3435 MGL09373.1 BL20388
ortholog_3436 MGL09644.1 BL03913
ortholog_3437 MGL08940.1 BL19986
ortholog_3438 MGL09772.1 BL20376
ortholog_3439 MGL09727.1 BL03916
ortholog_3440 MGL09632.1 BL19622
ortholog_3441 MGL08933.1 BL04074
ortholog_3442 MGL09485.1 BL21224
ortholog_3443 MGL09537.1 BL09178
ortholog_3444 MGL09527.1 BL19976
ortholog_3445 MGL09252.1 BL04085
ortholog_3446 MGL09088.1 BL04012
ortholog_3447 MGL09698.1 BL18561
ortholog_3448 MGL08915.1 BL20557
ortholog_3449 MGL08887.1 BL20214
ortholog_3450 MGL09893.1 BL21179
ortholog_3451 MGL09860.1 BL20733
ortholog_3452 MGL09822.1 BL20734
ortholog_3453 MGL09791.1 BL19917
ortholog_3454 MGL09764.1 BL17742
ortholog_3455 MGL09679.1 BL06723
ortholog_3456 MGL09545.1 BL22414
ortholog_3457 MGL09244.1 BL19999
ortholog_3458 MGL09475.1 BL20000
ortholog_3459 MGL09445.1 BL24222
ortholog_3460 MGL09405.1 BL20448
ortholog_3461 MGL09725.1 BL04018
ortholog_3462 MGL09261.1 BL03941
ortholog_3463 MGL09159.1 BL20257
ortholog_3464 MGL09122.1 BL20258
ortholog_3465 MGL09903.1 BL20025
ortholog_3466 MGL09871.1 BL08429
ortholog_3467 MGL09832.1 BL20215
ortholog_3468 MGL09800.1 BL20217
ortholog_3469 MGL09659.1 BL19529
ortholog_3470 MGL09771.1 BL20023
ortholog_3471 MGL09091.1 BL19112
ortholog_3472 MGL09157.1 BL20452
ortholog_3473 MGL09186.1 BL20386
ortholog_3474 MGL09225.1 BL20389
ortholog_3475 MGL09217.1 BL19135
ortholog_3476 MGL08892.1 BL04136
ortholog_3477 MGL09580.1 BL23221
ortholog_3478 MGL09194.1 BL16109
ortholog_3479 MGL09205.1 BL23218
ortholog_3480 MGL09507.1 BL04050
ortholog_3481 MGL09469.1 BL03485
ortholog_3482 MGL09063.1 BL10181
ortholog_3483 MGL09569.1 BL14148
ortholog_3484 MGL09470.1 BL19899
ortholog_3485 MGL09508.1 BL19900
ortholog_3486 MGL09581.1 BL20067
ortholog_3487 MGL09620.1 BL23354
ortholog_3488 MGL09648.1 BL14329
ortholog_3489 MGL09676.1 BL07190
ortholog_3490 MGL09742.1 BL07841
ortholog_3491 MGL09767.1 BL07842
ortholog_3492 MGL09784.1 BL03998
ortholog_3493 MGL09898.1 BL20199
ortholog_3494 MGL09865.1 BL20590
ortholog_3495 MGL09184.1 BL13913
ortholog_3496 MGL09815.1 BL04007
ortholog_3497 MGL09295.1 BL19922
ortholog_3498 MGL09329.1 BL19950
ortholog_3499 MGL09400.1 BL19883
ortholog_3500 MGL09439.1 BL04011
ortholog_3501 MGL09471.1 BL20022
ortholog_3502 MGL09509.1 BL24197
ortholog_3503 MGL09884.1 BL24198
ortholog_3504 MGL09582.1 BL24199
ortholog_3505 MGL09826.1 BL02700
ortholog_3506 MGL09866.1 BL15979
ortholog_3507 MGL08893.1 BL23340
ortholog_3508 MGL08928.1 BL20403
ortholog_3509 MGL09598.1 BL20404
ortholog_3510 MGL08997.1 BL09204
ortholog_3511 MGL09119.1 BL09187
ortholog_3512 MGL09401.1 BL14749
ortholog_3513 MGL09372.1 BL04033
ortholog_3514 MGL09330.1 BL01777
ortholog_3515 MGL09296.1 BL21167
ortholog_3516 MGL09257.1 BL20686
ortholog_3517 MGL09223.1 BL20031
ortholog_3518 MGL09440.1 BL20030
ortholog_3519 MGL09472.1 BL04090
ortholog_3520 MGL09510.1 BL20066
ortholog_3521 MGL08835.1 BL08938
ortholog_3522 MGL09046.1 BL04128
ortholog_3523 MGL09840.1 BL20736
ortholog_3524 MGL09710.1 BL04015
ortholog_3525 MGL09566.1 BL04016
ortholog_3526 MGL09743.1 BL26102
ortholog_3527 MGL09796.1 BL20225
ortholog_3528 MGL09827.1 BL20501
ortholog_3529 MGL09568.1 BL24266
ortholog_3530 MGL09522.1 BL20542
ortholog_3531 MGL09136.1 BL20544
ortholog_3532 MGL09333.1 BL03992
ortholog_3533 MGL09022.1 BL24219
ortholog_3534 MGL09054.1 BL20020
ortholog_3535 MGL08852.1 BL03898
ortholog_3536 MGL09422.1 BL19989
ortholog_3537 MGL09185.1 BL19155
ortholog_3538 MGL09311.1 BL01116
ortholog_3539 MGL09277.1 BL20201
ortholog_3540 MGL09828.1 BL04017
ortholog_3541 MGL09868.1 BL19180
ortholog_3542 MGL08894.1 BL09175
ortholog_3543 MGL08929.1 BL24202
ortholog_3544 MGL08967.1 BL00383
ortholog_3545 MGL08991.1 BL24220
ortholog_3546 MGL08957.1 BL04053
ortholog_3547 MGL09145.1 BL14923
ortholog_3548 MGL09887.1 BL09589
ortholog_3549 MGL08947.1 BL26089
ortholog_3550 MGL08951.1 BL19887
ortholog_3551 MGL09700.1 BL10784
ortholog_3552 MGL09044.1 BL24341
ortholog_3553 MGL09428.1 BL24273
ortholog_3554 MGL09320.1 BL19995
ortholog_3555 MGL09177.1 BL03999
ortholog_3556 MGL09111.1 BL20247
ortholog_3557 MGL09084.1 BL20246
ortholog_3558 MGL09885.1 BL20251
ortholog_3559 MGL09321.1 BL20252
ortholog_3560 MGL09154.1 BL08281
ortholog_3561 MGL09183.1 BL05571
ortholog_3562 MGL09214.1 BL23530
ortholog_3563 MGL09451.1 BL10902
ortholog_3564 MGL09484.1 BL10022
ortholog_3565 MGL09519.1 BL19119
ortholog_3566 MGL09601.1 BL04010
ortholog_3567 MGL09762.1 BL19993
ortholog_3568 MGL09788.1 BL19120
ortholog_3569 MGL09888.1 BL03966
ortholog_3570 MGL08882.1 BL25414
ortholog_3571 MGL09021.1 BL25789
ortholog_3572 MGL09215.1 BL15448
ortholog_3573 MGL09249.1 BL05375
ortholog_3574 MGL09361.1 BL20405
ortholog_3575 MGL09493.1 BL04028
ortholog_3576 MGL09430.1 BL04114
ortholog_3577 MGL09462.1 BL20226
ortholog_3578 MGL09498.1 BL04051
ortholog_3579 MGL09756.1 BL19170
ortholog_3580 MGL09613.1 BL20401
ortholog_3581 MGL09643.1 BL20397
ortholog_3582 MGL09668.1 BL04107
ortholog_3583 MGL09702.1 BL01775
ortholog_3584 MGL09735.1 BL13580
ortholog_3585 MGL09858.1 BL09173
ortholog_3586 MGL09811.1 BL04089
ortholog_3587 MGL09052.1 BL25615
ortholog_3588 MGL09246.1 BL16804
ortholog_3589 MGL09319.1 BL20074
ortholog_3590 MGL08876.1 BL13388
ortholog_3591 MGL09461.1 BL15321
