ortholog_1 gene-HOLleu_00018 PL21831
ortholog_2240 gene-HOLleu_11829 PL40545
ortholog_2241 gene-HOLleu_11834 PL40828
ortholog_2242 gene-HOLleu_11835 PL31659
ortholog_2243 gene-HOLleu_11836 PL40602
ortholog_2244 gene-HOLleu_11849 PL21492
ortholog_2245 gene-HOLleu_11861 PL26502
ortholog_2246 gene-HOLleu_11876 PL31167
ortholog_2247 gene-HOLleu_11878 PL04321
ortholog_2248 gene-HOLleu_11885 PL31680
ortholog_2249 gene-HOLleu_11888 PL41023
ortholog_2250 gene-HOLleu_11892 PL40986
ortholog_2251 gene-HOLleu_11895 PL40460
ortholog_2252 gene-HOLleu_11901 PL40997
ortholog_2253 gene-HOLleu_11905 PL38287
ortholog_2254 gene-HOLleu_11910 PL39077
ortholog_2255 gene-HOLleu_11911 PL41054
ortholog_2256 gene-HOLleu_11912 PL30864
ortholog_2257 gene-HOLleu_11916 PL40571
ortholog_2258 gene-HOLleu_11917 PL40792
ortholog_2259 gene-HOLleu_11919 PL40606
ortholog_2260 gene-HOLleu_11921 PL40025
ortholog_2261 gene-HOLleu_11922 PL41059
ortholog_2262 gene-HOLleu_11923 PL21535
ortholog_2263 gene-HOLleu_11924 PL31355
ortholog_2264 gene-HOLleu_11930 PL40376
ortholog_2265 gene-HOLleu_11931 PL40096
ortholog_2266 gene-HOLleu_11932 PL40949
ortholog_2267 gene-HOLleu_11933 PL40073
ortholog_2268 gene-HOLleu_11934 PL40175
ortholog_2269 gene-HOLleu_11935 PL40149
ortholog_2270 gene-HOLleu_11938 PL31481
ortholog_2271 gene-HOLleu_11940 PL31475
ortholog_2272 gene-HOLleu_11941 PL40996
ortholog_2273 gene-HOLleu_11944 PL31657
ortholog_2274 gene-HOLleu_11945 PL40114
ortholog_2275 gene-HOLleu_11948 PL40836
ortholog_2276 gene-HOLleu_11950 PL31183
ortholog_2277 gene-HOLleu_11952 PL06175
ortholog_2278 gene-HOLleu_11951 PL40731
ortholog_2279 gene-HOLleu_11957 PL41044
ortholog_2280 gene-HOLleu_11958 PL41002
ortholog_2281 gene-HOLleu_11959 PL40067
ortholog_2282 gene-HOLleu_11963 PL40626
ortholog_2283 gene-HOLleu_11967 PL40444
ortholog_2284 gene-HOLleu_11968 PL40708
ortholog_2285 gene-HOLleu_11971 PL31292
ortholog_2286 gene-HOLleu_11974 PL40797
ortholog_2287 gene-HOLleu_11975 PL41089
ortholog_2288 gene-HOLleu_11979 PL40693
ortholog_2289 gene-HOLleu_11984 PL31629
ortholog_2290 gene-HOLleu_11992 PL15998
ortholog_2291 gene-HOLleu_11995 PL40134
ortholog_2292 gene-HOLleu_12000 PL31717
ortholog_2293 gene-HOLleu_12003 PL31515
ortholog_2294 gene-HOLleu_12006 PL40804
ortholog_2295 gene-HOLleu_12009 PL31560
ortholog_2296 gene-HOLleu_12014 PL13714
ortholog_2297 gene-HOLleu_12018 PL40079
ortholog_2298 gene-HOLleu_12023 PL40426
ortholog_2299 gene-HOLleu_12030 PL40069
ortholog_2300 gene-HOLleu_12033 PL06490
ortholog_2301 gene-HOLleu_12035 PL31209
ortholog_2302 gene-HOLleu_12037 PL12750
ortholog_2303 gene-HOLleu_12059 PL40076
ortholog_2304 gene-HOLleu_12062 PL40489
ortholog_2305 gene-HOLleu_12063 PL40818
ortholog_2306 gene-HOLleu_12079 PL31508
ortholog_2307 gene-HOLleu_12081 PL40077
ortholog_2308 gene-HOLleu_12083 PL07637
ortholog_2309 gene-HOLleu_12085 PL31631
ortholog_2310 gene-HOLleu_12087 PL37152
ortholog_2311 gene-HOLleu_12086 PL31570
ortholog_2312 gene-HOLleu_12097 PL41037
ortholog_2313 gene-HOLleu_12112 PL40741
ortholog_2314 gene-HOLleu_12114 PL41091
ortholog_2315 gene-HOLleu_12115 PL40550
ortholog_2316 gene-HOLleu_12139 PL40772
ortholog_2317 gene-HOLleu_12140 PL31587
ortholog_2318 gene-HOLleu_12141 PL31213
ortholog_2319 gene-HOLleu_12143 PL40616
ortholog_2320 gene-HOLleu_12147 PL40421
ortholog_2321 gene-HOLleu_12152 PL40303
ortholog_2322 gene-HOLleu_12154 PL40736
ortholog_2323 gene-HOLleu_12155 PL41104
ortholog_2324 gene-HOLleu_12156 PL31478
ortholog_2325 gene-HOLleu_12157 PL40641
ortholog_2326 gene-HOLleu_12166 PL41062
ortholog_2327 gene-HOLleu_12168 PL31621
ortholog_2328 gene-HOLleu_12169 PL40139
ortholog_2329 gene-HOLleu_12170 PL40022
ortholog_2330 gene-HOLleu_12171 PL40976
ortholog_2331 gene-HOLleu_12174 PL31719
ortholog_2332 gene-HOLleu_12177 PL31169
ortholog_2333 gene-HOLleu_12178 PL31673
ortholog_2334 gene-HOLleu_12179 PL31161
ortholog_2335 gene-HOLleu_12180 PL40916
ortholog_2336 gene-HOLleu_12181 PL31597
ortholog_2337 gene-HOLleu_12182 PL31658
ortholog_2338 gene-HOLleu_12183 PL31565
ortholog_2339 gene-HOLleu_12185 PL40008
ortholog_2340 gene-HOLleu_12186 PL22975
ortholog_2341 gene-HOLleu_12187 PL40324
ortholog_2342 gene-HOLleu_12192 PL40716
ortholog_2343 gene-HOLleu_12199 PL40042
ortholog_2344 gene-HOLleu_12204 PL26570
ortholog_2345 gene-HOLleu_12211 PL18061
ortholog_2346 gene-HOLleu_12215 PL05629
ortholog_2347 gene-HOLleu_12217 PL40884
ortholog_2348 gene-HOLleu_12222 PL12075
ortholog_2349 gene-HOLleu_12224 PL17056
ortholog_2350 gene-HOLleu_12225 PL31455
ortholog_2351 gene-HOLleu_12226 PL41049
ortholog_2352 gene-HOLleu_12228 PL31579
ortholog_2353 gene-HOLleu_12229 PL31186
ortholog_2354 gene-HOLleu_12230 PL13813
ortholog_2355 gene-HOLleu_12232 PL31271
ortholog_2356 gene-HOLleu_12233 PL31389
ortholog_2357 gene-HOLleu_12234 PL31328
ortholog_2358 gene-HOLleu_12236 PL31265
ortholog_2359 gene-HOLleu_12238 PL41128
ortholog_2360 gene-HOLleu_12246 PL15809
ortholog_2361 gene-HOLleu_12248 PL40364
ortholog_2362 gene-HOLleu_12252 PL41123
ortholog_2363 gene-HOLleu_12257 PL25463
ortholog_2364 gene-HOLleu_12264 PL40753
ortholog_2365 gene-HOLleu_12265 PL36632
ortholog_2366 gene-HOLleu_12282 PL31221
ortholog_2367 gene-HOLleu_12284 PL31143
ortholog_2368 gene-HOLleu_12285 PL31505
ortholog_2369 gene-HOLleu_12286 PL31400
ortholog_2370 gene-HOLleu_12287 PL40895
ortholog_2371 gene-HOLleu_12289 PL14441
ortholog_2372 gene-HOLleu_12291 PL40473
ortholog_2373 gene-HOLleu_12293 PL40774
ortholog_2374 gene-HOLleu_12295 PL40133
ortholog_2375 gene-HOLleu_12296 PL31424
ortholog_2376 gene-HOLleu_12297 PL31270
ortholog_2377 gene-HOLleu_12298 PL40546
ortholog_2378 gene-HOLleu_12301 PL40341
ortholog_2379 gene-HOLleu_12302 PL31745
ortholog_2380 gene-HOLleu_12305 PL40173
ortholog_2381 gene-HOLleu_12306 PL40614
ortholog_2382 gene-HOLleu_12345 PL40340
ortholog_2383 gene-HOLleu_12346 PL31352
ortholog_2384 gene-HOLleu_12347 PL37704
ortholog_2385 gene-HOLleu_12348 PL40223
ortholog_2386 gene-HOLleu_12351 PL30859
ortholog_2387 gene-HOLleu_12353 PL31535
ortholog_2388 gene-HOLleu_12359 PL40621
ortholog_2389 gene-HOLleu_12372 PL40961
ortholog_2390 gene-HOLleu_12373 PL40030
ortholog_2391 gene-HOLleu_12376 PL41004
ortholog_2392 gene-HOLleu_12381 PL31580
ortholog_2393 gene-HOLleu_12383 PL40664
ortholog_2394 gene-HOLleu_12386 PL40748
ortholog_2395 gene-HOLleu_12388 PL09469
ortholog_2396 gene-HOLleu_12390 PL31464
ortholog_2397 gene-HOLleu_12392 PL21724
ortholog_2398 gene-HOLleu_12394 PL40275
ortholog_2399 gene-HOLleu_12402 PL08803
ortholog_2400 gene-HOLleu_12407 PL07262
ortholog_2401 gene-HOLleu_12409 PL31591
ortholog_2402 gene-HOLleu_12411 PL40171
ortholog_2403 gene-HOLleu_12413 PL29551
ortholog_2404 gene-HOLleu_12417 PL31171
ortholog_2405 gene-HOLleu_12418 PL30860
ortholog_2406 gene-HOLleu_12421 PL31679
ortholog_2407 gene-HOLleu_12423 PL31436
ortholog_2408 gene-HOLleu_12432 PL25266
ortholog_2409 gene-HOLleu_12433 PL31445
ortholog_2410 gene-HOLleu_12434 PL40372
ortholog_2411 gene-HOLleu_12435 PL40868
ortholog_2412 gene-HOLleu_12436 PL22079
ortholog_2413 gene-HOLleu_12437 PL31732
ortholog_2414 gene-HOLleu_12438 PL40758
ortholog_2415 gene-HOLleu_12439 PL40984
ortholog_2416 gene-HOLleu_12440 PL16675
ortholog_2417 gene-HOLleu_12454 PL40098
ortholog_2418 gene-HOLleu_12456 PL21995
ortholog_2419 gene-HOLleu_12461 PL40051
ortholog_2420 gene-HOLleu_12462 PL31342
ortholog_2421 gene-HOLleu_12466 PL31688
ortholog_2422 gene-HOLleu_12467 PL31463
ortholog_2423 gene-HOLleu_12468 PL40344
ortholog_2424 gene-HOLleu_12472 PL40597
ortholog_2425 gene-HOLleu_12473 PL31741
ortholog_2426 gene-HOLleu_12474 PL29125
ortholog_2427 gene-HOLleu_12475 PL30148
ortholog_2428 gene-HOLleu_12480 PL41028
ortholog_2429 gene-HOLleu_12484 PL31274
ortholog_2430 gene-HOLleu_12485 PL40787
ortholog_2431 gene-HOLleu_12486 PL40049
ortholog_2432 gene-HOLleu_12487 PL41066
ortholog_2433 gene-HOLleu_12491 PL35789
ortholog_2434 gene-HOLleu_12494 PL40061
ortholog_2435 gene-HOLleu_12499 PL31705
ortholog_2436 gene-HOLleu_12501 PL31289
ortholog_2437 gene-HOLleu_12502 PL13686
ortholog_2438 gene-HOLleu_12506 PL40256
ortholog_2439 gene-HOLleu_12514 PL31474
ortholog_2440 gene-HOLleu_12519 PL31552
ortholog_2441 gene-HOLleu_12520 PL31261
ortholog_2442 gene-HOLleu_12521 PL31388
ortholog_2443 gene-HOLleu_12526 PL40074
ortholog_2444 gene-HOLleu_12533 PL40388
ortholog_2445 gene-HOLleu_12534 PL41103
ortholog_2446 gene-HOLleu_12535 PL40598
ortholog_2447 gene-HOLleu_12542 PL41098
ortholog_2448 gene-HOLleu_12546 PL40757
ortholog_2449 gene-HOLleu_12547 PL40181
ortholog_2450 gene-HOLleu_12548 PL40629
ortholog_2451 gene-HOLleu_12550 PL40722
ortholog_2452 gene-HOLleu_12551 PL40595
ortholog_2453 gene-HOLleu_12552 PL40892
ortholog_2454 gene-HOLleu_12553 PL40092
ortholog_2455 gene-HOLleu_12554 PL26355
ortholog_2456 gene-HOLleu_12555 PL40027
ortholog_2457 gene-HOLleu_12560 PL40183
ortholog_2458 gene-HOLleu_12564 PL31618
ortholog_2459 gene-HOLleu_12565 PL40158
ortholog_2460 gene-HOLleu_12567 PL06557
ortholog_2461 gene-HOLleu_12568 PL04658
ortholog_2462 gene-HOLleu_12570 PL31145
ortholog_2463 gene-HOLleu_12573 PL31562
ortholog_2464 gene-HOLleu_12574 PL31148
ortholog_2465 gene-HOLleu_12579 PL40458
ortholog_2466 gene-HOLleu_12580 PL40956
ortholog_2467 gene-HOLleu_12581 PL40893
ortholog_2468 gene-HOLleu_12583 PL31563
ortholog_2469 gene-HOLleu_12584 PL31125
ortholog_2470 gene-HOLleu_12586 PL40576
ortholog_2471 gene-HOLleu_12587 PL40383
ortholog_2472 gene-HOLleu_12593 PL40127
ortholog_2473 gene-HOLleu_12594 PL40474
ortholog_2474 gene-HOLleu_12596 PL41047
ortholog_2475 gene-HOLleu_12597 PL07992
ortholog_2476 gene-HOLleu_12603 PL40544
ortholog_2477 gene-HOLleu_12608 PL40875
ortholog_2478 gene-HOLleu_12611 PL15823
ortholog_2479 gene-HOLleu_12614 PL07179
ortholog_2480 gene-HOLleu_12616 PL40769
ortholog_2481 gene-HOLleu_12622 PL41017
ortholog_2482 gene-HOLleu_12624 PL40973
ortholog_2483 gene-HOLleu_12629 PL31176
ortholog_2484 gene-HOLleu_12639 PL40762
ortholog_2485 gene-HOLleu_12640 PL31672
ortholog_2486 gene-HOLleu_12647 PL41071
ortholog_2487 gene-HOLleu_12648 PL31133
ortholog_2488 gene-HOLleu_12649 PL40348
ortholog_2489 gene-HOLleu_12650 PL40041
ortholog_2490 gene-HOLleu_12653 PL40301
ortholog_2491 gene-HOLleu_12655 PL31225
ortholog_2492 gene-HOLleu_12656 PL31330
ortholog_2493 gene-HOLleu_12659 PL31764
ortholog_2494 gene-HOLleu_12660 PL31395
ortholog_2495 gene-HOLleu_12661 PL40947
ortholog_2496 gene-HOLleu_12663 PL40281
ortholog_2497 gene-HOLleu_12666 PL31193
ortholog_2498 gene-HOLleu_12668 PL31644
ortholog_2499 gene-HOLleu_12679 PL40500
ortholog_2500 gene-HOLleu_12680 PL40814
ortholog_2501 gene-HOLleu_12681 PL31197
ortholog_2502 gene-HOLleu_12684 PL31648
ortholog_2503 gene-HOLleu_12686 PL40985
ortholog_2504 gene-HOLleu_12687 PL40082
ortholog_2505 gene-HOLleu_12688 PL40934
ortholog_2506 gene-HOLleu_12691 PL31686
ortholog_2507 gene-HOLleu_12692 PL40992
ortholog_2508 gene-HOLleu_12694 PL40630
ortholog_2509 gene-HOLleu_12696 PL31626
ortholog_2510 gene-HOLleu_12700 PL15982
ortholog_2511 gene-HOLleu_12701 PL12882
ortholog_2512 gene-HOLleu_12702 PL24479
ortholog_2513 gene-HOLleu_12706 PL41005
ortholog_2514 gene-HOLleu_12708 PL40907
ortholog_2515 gene-HOLleu_12711 PL41075
ortholog_2516 gene-HOLleu_12713 PL40435
ortholog_2517 gene-HOLleu_12714 PL40672
ortholog_2518 gene-HOLleu_12717 PL40424
ortholog_2519 gene-HOLleu_12726 PL40628
ortholog_2520 gene-HOLleu_12728 PL31461
ortholog_2521 gene-HOLleu_12729 PL31730
ortholog_2522 gene-HOLleu_12731 PL31681
ortholog_2523 gene-HOLleu_12732 PL40130
ortholog_2524 gene-HOLleu_12734 PL40830
ortholog_2525 gene-HOLleu_12735 PL40634
ortholog_2526 gene-HOLleu_12736 PL40299
ortholog_2527 gene-HOLleu_12738 PL40989
ortholog_2528 gene-HOLleu_12741 PL40549
ortholog_2529 gene-HOLleu_12746 PL40778
ortholog_2530 gene-HOLleu_12747 PL31529
ortholog_2531 gene-HOLleu_12753 PL40293
ortholog_2532 gene-HOLleu_12754 PL40815
ortholog_2533 gene-HOLleu_12756 PL40779
ortholog_2534 gene-HOLleu_12760 PL31715
ortholog_2535 gene-HOLleu_12762 PL40789
ortholog_2536 gene-HOLleu_12764 PL41024
ortholog_2537 gene-HOLleu_12768 PL40906
ortholog_2538 gene-HOLleu_12769 PL31367
ortholog_2539 gene-HOLleu_12770 PL03097
ortholog_2540 gene-HOLleu_12771 PL40206
ortholog_2541 gene-HOLleu_12773 PL41111
ortholog_2542 gene-HOLleu_12774 PL31556
ortholog_2543 gene-HOLleu_12778 PL03364
ortholog_2544 gene-HOLleu_12782 PL41006
ortholog_2545 gene-HOLleu_12784 PL40452
ortholog_2546 gene-HOLleu_12785 PL40478
ortholog_2547 gene-HOLleu_12786 PL31769
ortholog_2548 gene-HOLleu_12787 PL31182
ortholog_2549 gene-HOLleu_12789 PL40235
ortholog_2550 gene-HOLleu_12790 PL40742
ortholog_2551 gene-HOLleu_12791 PL40262
ortholog_2552 gene-HOLleu_12793 PL40805
ortholog_2553 gene-HOLleu_12794 PL40993
ortholog_2554 gene-HOLleu_12798 PL41073
ortholog_2555 gene-HOLleu_12814 PL40849
ortholog_2556 gene-HOLleu_12815 PL31701
ortholog_2557 gene-HOLleu_12816 PL36687
ortholog_2558 gene-HOLleu_12829 PL40692
ortholog_2559 gene-HOLleu_12832 PL12254
ortholog_2560 gene-HOLleu_12837 PL40320
ortholog_2561 gene-HOLleu_12838 PL40530
ortholog_2562 gene-HOLleu_12840 PL21449
ortholog_2563 gene-HOLleu_12842 PL31668
ortholog_2564 gene-HOLleu_12845 PL31704
ortholog_2565 gene-HOLleu_12847 PL31601
ortholog_2566 gene-HOLleu_12859 PL40031
ortholog_2567 gene-HOLleu_12861 PL40738
ortholog_2568 gene-HOLleu_12862 PL17421
ortholog_2569 gene-HOLleu_12870 PL31653
ortholog_2570 gene-HOLleu_12871 PL31471
ortholog_2571 gene-HOLleu_12872 PL31554
ortholog_2572 gene-HOLleu_12876 PL40903
ortholog_2573 gene-HOLleu_12877 PL40685
ortholog_2574 gene-HOLleu_12879 PL18653
ortholog_2575 gene-HOLleu_12880 PL40193
ortholog_2576 gene-HOLleu_12882 PL37853
ortholog_2577 gene-HOLleu_12884 PL40177
ortholog_2578 gene-HOLleu_12888 PL40361
ortholog_2579 gene-HOLleu_12889 PL40423
ortholog_2580 gene-HOLleu_12891 PL40214
ortholog_2581 gene-HOLleu_12895 PL31447
ortholog_2582 gene-HOLleu_12899 PL40771
ortholog_2583 gene-HOLleu_12901 PL07363
ortholog_2584 gene-HOLleu_12902 PL40725
ortholog_2585 gene-HOLleu_12906 PL40835
ortholog_2586 gene-HOLleu_12908 PL31429
ortholog_2587 gene-HOLleu_12910 PL41117
ortholog_2588 gene-HOLleu_12911 PL40866
ortholog_2589 gene-HOLleu_12912 PL40816
ortholog_2590 gene-HOLleu_12918 PL40873
ortholog_2591 gene-HOLleu_12919 PL40514
ortholog_2592 gene-HOLleu_12920 PL31763
ortholog_2593 gene-HOLleu_12923 PL31308
ortholog_2594 gene-HOLleu_12924 PL31273
ortholog_2595 gene-HOLleu_12926 PL31700
ortholog_2596 gene-HOLleu_12929 PL31465
ortholog_2597 gene-HOLleu_12930 PL41057
ortholog_2598 gene-HOLleu_12932 PL40833
ortholog_2599 gene-HOLleu_12933 PL40400
ortholog_2600 gene-HOLleu_12934 PL40307
ortholog_2601 gene-HOLleu_12935 PL40495
ortholog_2602 gene-HOLleu_12936 PL40119
ortholog_2603 gene-HOLleu_12937 PL40192
ortholog_2604 gene-HOLleu_12938 PL31291
ortholog_2605 gene-HOLleu_12940 PL31619
ortholog_2606 gene-HOLleu_12943 PL40940
ortholog_2607 gene-HOLleu_12944 PL40415
ortholog_2608 gene-HOLleu_12947 PL40442
ortholog_2609 gene-HOLleu_12948 PL40821
ortholog_2610 gene-HOLleu_12950 PL06250
ortholog_2611 gene-HOLleu_12951 PL24944
ortholog_2612 gene-HOLleu_12956 PL40142
ortholog_2613 gene-HOLleu_12959 PL40377
ortholog_2614 gene-HOLleu_12964 PL31522
ortholog_2615 gene-HOLleu_12965 PL31135
ortholog_2616 gene-HOLleu_12966 PL40987
ortholog_2617 gene-HOLleu_12967 PL31452
ortholog_2618 gene-HOLleu_12968 PL31376
ortholog_2619 gene-HOLleu_12973 PL31499
ortholog_2620 gene-HOLleu_12975 PL31244
ortholog_2621 gene-HOLleu_12978 PL40817
ortholog_2622 gene-HOLleu_12979 PL40919
ortholog_2623 gene-HOLleu_12980 PL31398
ortholog_2624 gene-HOLleu_12982 PL38804
ortholog_2625 gene-HOLleu_12992 PL31693
ortholog_2626 gene-HOLleu_13002 PL40971
ortholog_2627 gene-HOLleu_13004 PL30854
ortholog_2628 gene-HOLleu_13006 PL30856
ortholog_2629 gene-HOLleu_13007 PL40910
ortholog_2630 gene-HOLleu_13009 PL40803
ortholog_2631 gene-HOLleu_13025 PL34398
ortholog_2632 gene-HOLleu_13033 PL31718
ortholog_2633 gene-HOLleu_13034 PL31716
ortholog_2634 gene-HOLleu_13038 PL15991
ortholog_2635 gene-HOLleu_13040 PL40018
ortholog_2636 gene-HOLleu_13045 PL00317
ortholog_2637 gene-HOLleu_13056 PL40227
ortholog_2638 gene-HOLleu_13059 PL40029
ortholog_2639 gene-HOLleu_13066 PL40455
ortholog_2640 gene-HOLleu_13067 PL31348
ortholog_2641 gene-HOLleu_13069 PL40011
ortholog_2642 gene-HOLleu_13072 PL15994
ortholog_2643 gene-HOLleu_13075 PL40671
ortholog_2644 gene-HOLleu_13082 PL31720
ortholog_2645 gene-HOLleu_13090 PL40425
ortholog_2646 gene-HOLleu_13091 PL40559
ortholog_2647 gene-HOLleu_13092 PL40047
ortholog_2648 gene-HOLleu_13095 PL40144
ortholog_2649 gene-HOLleu_13096 PL40207
ortholog_2650 gene-HOLleu_13100 PL31509
ortholog_2651 gene-HOLleu_13101 PL29067
ortholog_2652 gene-HOLleu_13103 PL31191
ortholog_2653 gene-HOLleu_13107 PL40743
ortholog_2654 gene-HOLleu_13108 PL40862
ortholog_2655 gene-HOLleu_13110 PL07138
ortholog_2656 gene-HOLleu_13114 PL41112
ortholog_2657 gene-HOLleu_13116 PL40556
ortholog_2658 gene-HOLleu_13127 PL39994
ortholog_2659 gene-HOLleu_13128 PL40266
ortholog_2660 gene-HOLleu_13129 PL40036
ortholog_2661 gene-HOLleu_13130 PL40925
ortholog_2662 gene-HOLleu_13132 PL40735
ortholog_2663 gene-HOLleu_13138 PL31608
ortholog_2664 gene-HOLleu_13140 PL31646
ortholog_2665 gene-HOLleu_13141 PL41095
ortholog_2666 gene-HOLleu_13143 PL25056
ortholog_2667 gene-HOLleu_13144 PL31761
ortholog_2668 gene-HOLleu_13149 PL31363
ortholog_2669 gene-HOLleu_13150 PL40241
ortholog_2670 gene-HOLleu_13168 PL13250
ortholog_2671 gene-HOLleu_13172 PL31735
ortholog_2672 gene-HOLleu_13176 PL31212
ortholog_2673 gene-HOLleu_13191 PL31459
ortholog_2674 gene-HOLleu_13193 PL09031
ortholog_2675 gene-HOLleu_13195 PL40839
ortholog_2676 gene-HOLleu_13196 PL40899
ortholog_2677 gene-HOLleu_13198 PL40121
ortholog_2678 gene-HOLleu_13200 PL40501
ortholog_2679 gene-HOLleu_13221 PL31709
ortholog_2680 gene-HOLleu_13223 PL31558
ortholog_2681 gene-HOLleu_13224 PL40419
ortholog_2682 gene-HOLleu_13226 PL40342
ortholog_2683 gene-HOLleu_13225 PL40097
ortholog_2684 gene-HOLleu_13228 PL31334
ortholog_2685 gene-HOLleu_13229 PL40575
ortholog_2686 gene-HOLleu_13231 PL40189
ortholog_2687 gene-HOLleu_13232 PL31568
ortholog_2688 gene-HOLleu_13233 PL40887
ortholog_2689 gene-HOLleu_13241 PL31521
ortholog_2690 gene-HOLleu_13244 PL40146
ortholog_2691 gene-HOLleu_13250 PL40858
ortholog_2692 gene-HOLleu_13255 PL31371
ortholog_2693 gene-HOLleu_13257 PL31132
ortholog_2694 gene-HOLleu_13259 PL31208
ortholog_2695 gene-HOLleu_13262 PL31277
ortholog_2696 gene-HOLleu_13265 PL40623
ortholog_2697 gene-HOLleu_13267 PL31311
ortholog_2698 gene-HOLleu_13269 PL31013
ortholog_2699 gene-HOLleu_13271 PL31008
ortholog_2700 gene-HOLleu_13273 PL31005
ortholog_2701 gene-HOLleu_13278 PL31710
ortholog_2702 gene-HOLleu_13279 PL31187
ortholog_2703 gene-HOLleu_13286 PL31360
ortholog_2704 gene-HOLleu_13289 PL31512
ortholog_2705 gene-HOLleu_13291 PL40242
ortholog_2706 gene-HOLleu_13294 PL05631
ortholog_2707 gene-HOLleu_13296 PL31172
ortholog_2708 gene-HOLleu_13297 PL40237
ortholog_2709 gene-HOLleu_13298 PL31694
ortholog_2710 gene-HOLleu_13307 PL31222
ortholog_2711 gene-HOLleu_13310 PL40053
ortholog_2712 gene-HOLleu_13313 PL31215
ortholog_2713 gene-HOLleu_13314 PL40547
ortholog_2714 gene-HOLleu_13315 PL31194
ortholog_2715 gene-HOLleu_13316 PL40923
ortholog_2716 gene-HOLleu_13318 PL41067
ortholog_2717 gene-HOLleu_13320 PL40353
ortholog_2718 gene-HOLleu_13321 PL40152
ortholog_2719 gene-HOLleu_13322 PL31757
ortholog_2720 gene-HOLleu_13324 PL31536
ortholog_2721 gene-HOLleu_13326 PL04882
ortholog_2722 gene-HOLleu_13328 PL40917
ortholog_2723 gene-HOLleu_13331 PL40153
ortholog_2724 gene-HOLleu_13334 PL40812
ortholog_2725 gene-HOLleu_13336 PL40219
ortholog_2726 gene-HOLleu_13343 PL40966
ortholog_2727 gene-HOLleu_13344 PL40354
ortholog_2728 gene-HOLleu_13349 PL40178
ortholog_2729 gene-HOLleu_13350 PL30014
ortholog_2730 gene-HOLleu_13353 PL40327
ortholog_2731 gene-HOLleu_13355 PL31316
ortholog_2732 gene-HOLleu_13356 PL31290
ortholog_2733 gene-HOLleu_13366 PL40793
ortholog_2734 gene-HOLleu_13382 PL27037
ortholog_2735 gene-HOLleu_13385 PL17379
ortholog_2736 gene-HOLleu_13386 PL23791
ortholog_2737 gene-HOLleu_13388 PL40313
ortholog_2738 gene-HOLleu_13390 PL40911
ortholog_2739 gene-HOLleu_13391 PL40638
ortholog_2740 gene-HOLleu_13393 PL40112
ortholog_2741 gene-HOLleu_13396 PL31721
ortholog_2742 gene-HOLleu_13403 PL40038
ortholog_2743 gene-HOLleu_13404 PL40457
ortholog_2744 gene-HOLleu_13406 PL31678
ortholog_2745 gene-HOLleu_13414 PL41325
ortholog_2746 gene-HOLleu_13417 PL38056
ortholog_2747 gene-HOLleu_13420 PL40141
ortholog_2748 gene-HOLleu_13424 PL39993
ortholog_2749 gene-HOLleu_13429 PL31590
ortholog_2750 gene-HOLleu_13436 PL25685
ortholog_2751 gene-HOLleu_13441 PL40781
ortholog_2752 gene-HOLleu_13444 PL40131
ortholog_2753 gene-HOLleu_13447 PL03351
ortholog_2754 gene-HOLleu_13448 PL40851
ortholog_2755 gene-HOLleu_13449 PL40161
ortholog_2756 gene-HOLleu_13451 PL40321
ortholog_2757 gene-HOLleu_13452 PL39996
ortholog_2758 gene-HOLleu_13453 PL40552
ortholog_2759 gene-HOLleu_13463 PL31767
ortholog_2760 gene-HOLleu_13466 PL31206
ortholog_2761 gene-HOLleu_13467 PL31313
ortholog_2762 gene-HOLleu_13469 PL31174
ortholog_2763 gene-HOLleu_13470 PL40655
ortholog_2764 gene-HOLleu_13472 PL40314
ortholog_2765 gene-HOLleu_13473 PL13395
ortholog_2766 gene-HOLleu_13476 PL40953
ortholog_2767 gene-HOLleu_13477 PL01369
ortholog_2768 gene-HOLleu_13483 PL37641
ortholog_2769 gene-HOLleu_13489 PL40600
ortholog_2770 gene-HOLleu_13490 PL07747
ortholog_2771 gene-HOLleu_13492 PL40763
ortholog_2772 gene-HOLleu_13494 PL41040
ortholog_2773 gene-HOLleu_13497 PL40745
ortholog_2774 gene-HOLleu_13499 PL40185
ortholog_2775 gene-HOLleu_13500 PL40381
ortholog_2776 gene-HOLleu_13501 PL40373
ortholog_2777 gene-HOLleu_13506 PL31497
ortholog_2778 gene-HOLleu_13507 PL31381
ortholog_2779 gene-HOLleu_13508 PL39997
ortholog_2780 gene-HOLleu_13509 PL40955
ortholog_2781 gene-HOLleu_13513 PL40850
ortholog_2782 gene-HOLleu_13515 PL40667
ortholog_2783 gene-HOLleu_13516 PL15988
ortholog_2784 gene-HOLleu_13519 PL31346
ortholog_2785 gene-HOLleu_13522 PL41116
ortholog_2786 gene-HOLleu_13529 PL31359
ortholog_2787 gene-HOLleu_13542 PL40140
ortholog_2788 gene-HOLleu_13543 PL40783
ortholog_2789 gene-HOLleu_13544 PL01351
ortholog_2790 gene-HOLleu_13545 PL40782
ortholog_2791 gene-HOLleu_13547 PL40844
ortholog_2792 gene-HOLleu_13552 PL31224
ortholog_2793 gene-HOLleu_13553 PL41025
ortholog_2794 gene-HOLleu_13554 PL31713
ortholog_2795 gene-HOLleu_13557 PL40561
ortholog_2796 gene-HOLleu_13559 PL40472
ortholog_2797 gene-HOLleu_13562 PL40107
ortholog_2798 gene-HOLleu_13565 PL40334
