ortholog_1 gene-HOLleu_00001 BL04309_cuf3
ortholog_2056 gene-HOLleu_12514 BL13922_evm4
ortholog_2057 gene-HOLleu_12519 BL20972_evm0
ortholog_2058 gene-HOLleu_12521 BL04203_evm0
ortholog_2059 gene-HOLleu_12535 BL17357_cuf4
ortholog_2060 gene-HOLleu_12546 BL14484_evm3
ortholog_2061 gene-HOLleu_12547 BL03363_cuf10
ortholog_2062 gene-HOLleu_12548 BL19124_evm0
ortholog_2063 gene-HOLleu_12550 BL21512_evm0
ortholog_2064 gene-HOLleu_12551 BL18777_cuf8
ortholog_2065 gene-HOLleu_12552 BL21586_cuf1
ortholog_2066 gene-HOLleu_12553 BL03022_cuf4
ortholog_2067 gene-HOLleu_12555 BL20505_evm5
ortholog_2068 gene-HOLleu_12560 BL11049_evm5
ortholog_2069 gene-HOLleu_12564 BL02861_cuf1
ortholog_2070 gene-HOLleu_12565 BL11780_evm0
ortholog_2071 gene-HOLleu_12567 BL20942_evm0
ortholog_2072 gene-HOLleu_12570 BL01307_evm0
ortholog_2073 gene-HOLleu_12573 BL10985_evm0
ortholog_2074 gene-HOLleu_12574 BL17567_cuf3
ortholog_2075 gene-HOLleu_12580 BL03127_evm0
ortholog_2076 gene-HOLleu_12581 BL19953_evm2
ortholog_2077 gene-HOLleu_12582 BL23749_evm0
ortholog_2078 gene-HOLleu_12583 BL03967_cuf1
ortholog_2079 gene-HOLleu_12584 BL06335_cuf0
ortholog_2080 gene-HOLleu_12586 BL95788_evm1
ortholog_2081 gene-HOLleu_12587 BL22597_evm0
ortholog_2082 gene-HOLleu_12588 BL95119_evm1
ortholog_2083 gene-HOLleu_12594 BL20390_evm9
ortholog_2084 gene-HOLleu_12596 BL09094_cuf6
ortholog_2085 gene-HOLleu_12603 BL12333_evm2
ortholog_2086 gene-HOLleu_12608 BL07007_evm0
ortholog_2087 gene-HOLleu_12613 BL16028_evm0
ortholog_2088 gene-HOLleu_12614 BL95108_evm1
ortholog_2089 gene-HOLleu_12622 BL67317_cuf7
ortholog_2090 gene-HOLleu_12624 BL07101_evm5
ortholog_2091 gene-HOLleu_12629 BL14632_cuf0
ortholog_2092 gene-HOLleu_12634 BL86315_cuf0
ortholog_2093 gene-HOLleu_12639 BL27287_evm0
ortholog_2094 gene-HOLleu_12640 BL10210_cuf0
ortholog_2095 gene-HOLleu_12647 BL13611_cuf14
ortholog_2096 gene-HOLleu_12648 BL16368_evm0
ortholog_2097 gene-HOLleu_12650 BL06285_cuf1
ortholog_2098 gene-HOLleu_12653 BL10037_evm0
ortholog_2099 gene-HOLleu_12655 BL14270_evm0
ortholog_2100 gene-HOLleu_12656 BL17018_evm0
ortholog_2101 gene-HOLleu_12660 BL02090_evm0
ortholog_2102 gene-HOLleu_12663 BL20984_cuf3
ortholog_2103 gene-HOLleu_12668 BL11241_cuf11
ortholog_2104 gene-HOLleu_12669 BL33170_cuf1
ortholog_2105 gene-HOLleu_12680 BL00875_cuf3
ortholog_2106 gene-HOLleu_12683 BL09021_cuf0
ortholog_2107 gene-HOLleu_12685 BL07170_evm0
ortholog_2108 gene-HOLleu_12688 BL13977_cuf1
ortholog_2109 gene-HOLleu_12691 BL16029_cuf8
ortholog_2110 gene-HOLleu_12692 BL03359_cuf1
ortholog_2111 gene-HOLleu_12694 BL04199_cuf5
ortholog_2112 gene-HOLleu_12696 BL09638_cuf1
ortholog_2113 gene-HOLleu_12700 BL13614_cuf0
ortholog_2114 gene-HOLleu_12702 BL95112_evm2
ortholog_2115 gene-HOLleu_12706 BL11566_cuf4
ortholog_2116 gene-HOLleu_12707 BL19568_cuf4
ortholog_2117 gene-HOLleu_12708 BL09711_cuf0
ortholog_2118 gene-HOLleu_12712 BL20629_cuf1
ortholog_2119 gene-HOLleu_12713 BL15210_evm0
ortholog_2120 gene-HOLleu_12714 BL15081_evm2
ortholog_2121 gene-HOLleu_12716 BL23801_cuf6
ortholog_2122 gene-HOLleu_12728 BL23062_cuf9
ortholog_2123 gene-HOLleu_12729 BL09115_evm0
ortholog_2124 gene-HOLleu_12731 BL13993_evm5
ortholog_2125 gene-HOLleu_12732 BL20295_evm2
ortholog_2126 gene-HOLleu_12734 BL20290_evm0
ortholog_2127 gene-HOLleu_12735 BL06080_cuf1
ortholog_2128 gene-HOLleu_12736 BL10478_evm0
ortholog_2129 gene-HOLleu_12738 BL10033_cuf0
ortholog_2130 gene-HOLleu_12741 BL11781_cuf11
ortholog_2131 gene-HOLleu_12746 BL95446_evm1
ortholog_2132 gene-HOLleu_12747 BL04504_evm4
ortholog_2133 gene-HOLleu_12750 BL24662_evm0
ortholog_2134 gene-HOLleu_12753 BL31539_evm1
ortholog_2135 gene-HOLleu_12754 BL96251_cuf2
ortholog_2136 gene-HOLleu_12756 BL20289_evm2
ortholog_2137 gene-HOLleu_12760 BL18769_evm0
ortholog_2138 gene-HOLleu_12762 BL28203_evm0
ortholog_2139 gene-HOLleu_12764 BL20053_evm0
ortholog_2140 gene-HOLleu_12768 BL20967_evm0
ortholog_2141 gene-HOLleu_12769 BL95106_evm1
ortholog_2142 gene-HOLleu_12771 BL07011_evm2
ortholog_2143 gene-HOLleu_12773 BL06833_evm0
ortholog_2144 gene-HOLleu_12774 BL07810_evm3
ortholog_2145 gene-HOLleu_12775 BL22775_evm2
ortholog_2146 gene-HOLleu_12778 BL24206_evm1
ortholog_2147 gene-HOLleu_12780 BL26421_evm0
ortholog_2148 gene-HOLleu_12782 BL05958_cuf0
ortholog_2149 gene-HOLleu_12783 BL05199_cuf9
ortholog_2150 gene-HOLleu_12785 BL05349_evm3
ortholog_2151 gene-HOLleu_12786 BL11747_evm0
ortholog_2152 gene-HOLleu_12787 BL23750_evm0
ortholog_2153 gene-HOLleu_12789 BL18205_evm5
ortholog_2154 gene-HOLleu_12790 BL11081_evm0
ortholog_2155 gene-HOLleu_12793 BL17005_evm0
ortholog_2156 gene-HOLleu_12794 BL10470_cuf7
ortholog_2157 gene-HOLleu_12802 BL07921_cuf1
ortholog_2158 gene-HOLleu_12829 BL06791_evm0
ortholog_2159 gene-HOLleu_12831 BL02783_cuf9
ortholog_2160 gene-HOLleu_12837 BL13912_evm10
ortholog_2161 gene-HOLleu_12838 BL01299_cuf1
ortholog_2162 gene-HOLleu_12839 BL04315_evm0
ortholog_2163 gene-HOLleu_12840 BL06837_cuf4
ortholog_2164 gene-HOLleu_12841 BL01931_evm0
ortholog_2165 gene-HOLleu_12847 BL06832_cuf3
ortholog_2166 gene-HOLleu_12859 BL07268_evm18
ortholog_2167 gene-HOLleu_12861 BL00044_evm1
ortholog_2168 gene-HOLleu_12868 BL31653_evm0
ortholog_2169 gene-HOLleu_12870 BL14081_cuf3
ortholog_2170 gene-HOLleu_12872 BL23714_cuf0
ortholog_2171 gene-HOLleu_12876 BL13360_cuf1
ortholog_2172 gene-HOLleu_12877 BL14248_cuf11
ortholog_2173 gene-HOLleu_12880 BL74912_cuf0
ortholog_2174 gene-HOLleu_12889 BL09122_cuf2
ortholog_2175 gene-HOLleu_12891 BL07265_evm0
ortholog_2176 gene-HOLleu_12899 BL95665_evm0
ortholog_2177 gene-HOLleu_12902 BL09171_cuf0
ortholog_2178 gene-HOLleu_12904 BL01178_evm0
ortholog_2179 gene-HOLleu_12906 BL20461_evm11
ortholog_2180 gene-HOLleu_12908 BL08063_evm7
ortholog_2181 gene-HOLleu_12910 BL13528_evm3
ortholog_2182 gene-HOLleu_12911 BL11181_evm0
ortholog_2183 gene-HOLleu_12912 BL23798_evm0
ortholog_2184 gene-HOLleu_12918 BL03696_cuf4
ortholog_2185 gene-HOLleu_12919 BL04195_cuf11
ortholog_2186 gene-HOLleu_12920 BL19765_evm0
ortholog_2187 gene-HOLleu_12924 BL11632_evm0
ortholog_2188 gene-HOLleu_12926 BL05262_cuf6
ortholog_2189 gene-HOLleu_12929 BL03697_evm0
ortholog_2190 gene-HOLleu_12930 BL16630_evm1
ortholog_2191 gene-HOLleu_12932 BL11050_evm1
ortholog_2192 gene-HOLleu_12933 BL11573_cuf3
ortholog_2193 gene-HOLleu_12934 BL22143_evm0
ortholog_2194 gene-HOLleu_12935 BL29630_evm0
ortholog_2195 gene-HOLleu_12937 BL05232_evm0
ortholog_2196 gene-HOLleu_12938 BL23197_evm4
ortholog_2197 gene-HOLleu_12943 BL06287_evm0
ortholog_2198 gene-HOLleu_12944 BL20604_cuf4
ortholog_2199 gene-HOLleu_12947 BL41831_cuf1
ortholog_2200 gene-HOLleu_12948 BL16527_evm5
ortholog_2201 gene-HOLleu_12950 BL23189_evm21
ortholog_2202 gene-HOLleu_12951 BL08336_evm0
ortholog_2203 gene-HOLleu_12956 BL21073_evm0
ortholog_2204 gene-HOLleu_12959 BL07256_evm0
ortholog_2205 gene-HOLleu_12963 BL13590_evm0
ortholog_2206 gene-HOLleu_12965 BL12442_evm2
ortholog_2207 gene-HOLleu_12966 BL06337_evm0
ortholog_2208 gene-HOLleu_12968 BL12145_evm3
ortholog_2209 gene-HOLleu_12969 BL29610_evm0
ortholog_2210 gene-HOLleu_12973 BL12081_cuf0
ortholog_2211 gene-HOLleu_12975 BL20986_evm2
ortholog_2212 gene-HOLleu_12978 BL07009_cuf15
ortholog_2213 gene-HOLleu_12980 BL01484_evm0
ortholog_2214 gene-HOLleu_12989 BL12592_evm0
ortholog_2215 gene-HOLleu_12992 BL07475_evm3
ortholog_2216 gene-HOLleu_12995 BL12974_evm0
ortholog_2217 gene-HOLleu_13004 BL13041_evm4
ortholog_2218 gene-HOLleu_13006 BL11795_cuf10
ortholog_2219 gene-HOLleu_13007 BL02031_evm3
ortholog_2220 gene-HOLleu_13009 BL22821_evm0
ortholog_2221 gene-HOLleu_13033 BL16633_evm0
ortholog_2222 gene-HOLleu_13034 BL13037_cuf0
ortholog_2223 gene-HOLleu_13037 BL95620_evm1
ortholog_2224 gene-HOLleu_13038 BL17416_cuf2
ortholog_2225 gene-HOLleu_13040 BL11109_cuf1
ortholog_2226 gene-HOLleu_13045 BL29981_evm0
ortholog_2227 gene-HOLleu_13048 BL79182_cuf1
ortholog_2228 gene-HOLleu_13067 BL04502_evm0
ortholog_2229 gene-HOLleu_13069 BL20693_cuf0
ortholog_2230 gene-HOLleu_13070 BL18346_cuf0
ortholog_2231 gene-HOLleu_13072 BL23468_evm0
ortholog_2232 gene-HOLleu_13075 BL95789_evm0
ortholog_2233 gene-HOLleu_13082 BL18442_cuf10
ortholog_2234 gene-HOLleu_13090 BL13714_cuf7
ortholog_2235 gene-HOLleu_13091 BL18170_evm0
ortholog_2236 gene-HOLleu_13096 BL03973_cuf2
ortholog_2237 gene-HOLleu_13097 BL07471_evm7
ortholog_2238 gene-HOLleu_13100 BL04759_cuf0
ortholog_2239 gene-HOLleu_13101 BL10833_evm0
ortholog_2240 gene-HOLleu_13103 BL10829_evm0
ortholog_2241 gene-HOLleu_13107 BL03970_evm12
ortholog_2242 gene-HOLleu_13109 BL67816_cuf0
ortholog_2243 gene-HOLleu_13110 BL60379_cuf0
ortholog_2244 gene-HOLleu_13114 BL97342_cuf1
ortholog_2245 gene-HOLleu_13117 BL67809_cuf0
ortholog_2246 gene-HOLleu_13127 BL20506_evm0
ortholog_2247 gene-HOLleu_13129 BL20987_cuf8
ortholog_2248 gene-HOLleu_13138 BL03972_evm0
ortholog_2249 gene-HOLleu_13140 BL20975_evm0
ortholog_2250 gene-HOLleu_13141 BL19360_evm0
ortholog_2251 gene-HOLleu_13143 BL13910_evm0
ortholog_2252 gene-HOLleu_13144 BL14075_evm2
ortholog_2253 gene-HOLleu_13145 BL20460_cuf0
ortholog_2254 gene-HOLleu_13149 BL21737_evm0
ortholog_2255 gene-HOLleu_13150 BL11234_evm7
ortholog_2256 gene-HOLleu_13191 BL01934_evm0
ortholog_2257 gene-HOLleu_13195 BL24836_evm0
ortholog_2258 gene-HOLleu_13196 BL00892_evm0
ortholog_2259 gene-HOLleu_13214 BL24935_cuf1
ortholog_2260 gene-HOLleu_13223 BL10836_cuf4
ortholog_2261 gene-HOLleu_13224 BL11631_evm0
ortholog_2262 gene-HOLleu_13226 BL10695_evm0
ortholog_2263 gene-HOLleu_13225 BL22825_evm1
ortholog_2264 gene-HOLleu_13228 BL30209_evm1
ortholog_2265 gene-HOLleu_13231 BL24297_cuf10
ortholog_2266 gene-HOLleu_13233 BL07382_cuf2
ortholog_2267 gene-HOLleu_13244 BL95094_evm0
ortholog_2268 gene-HOLleu_13250 BL00787_evm0
ortholog_2269 gene-HOLleu_13252 BL26772_evm0
ortholog_2270 gene-HOLleu_13255 BL10101_evm0
ortholog_2271 gene-HOLleu_13258 BL16704_cuf1
ortholog_2272 gene-HOLleu_13259 BL19958_evm0
ortholog_2273 gene-HOLleu_13262 BL11968_evm1
ortholog_2274 gene-HOLleu_13267 BL13991_evm0
ortholog_2275 gene-HOLleu_13269 BL95109_evm0
ortholog_2276 gene-HOLleu_13271 BL15030_cuf5
ortholog_2277 gene-HOLleu_13273 BL07395_cuf7
ortholog_2278 gene-HOLleu_13278 BL00179_cuf2
ortholog_2279 gene-HOLleu_13279 BL63604_cuf0
ortholog_2280 gene-HOLleu_13280 BL03761_cuf8
ortholog_2281 gene-HOLleu_13285 BL09703_cuf4
ortholog_2282 gene-HOLleu_13289 BL20632_cuf3
ortholog_2283 gene-HOLleu_13291 BL11320_evm11
ortholog_2284 gene-HOLleu_13294 BL20985_cuf2
ortholog_2285 gene-HOLleu_13298 BL03288_evm6
ortholog_2286 gene-HOLleu_13307 BL02313_cuf9
ortholog_2287 gene-HOLleu_13310 BL21590_evm0
ortholog_2288 gene-HOLleu_13313 BL21402_cuf3
ortholog_2289 gene-HOLleu_13314 BL23143_cuf14
ortholog_2290 gene-HOLleu_13315 BL07405_cuf2
ortholog_2291 gene-HOLleu_13316 BL20829_cuf2
ortholog_2292 gene-HOLleu_13318 BL23193_evm1
ortholog_2293 gene-HOLleu_13320 BL09640_evm9
ortholog_2294 gene-HOLleu_13321 BL16806_evm0
ortholog_2295 gene-HOLleu_13322 BL03026_evm4
ortholog_2296 gene-HOLleu_13324 BL96042_evm0
ortholog_2297 gene-HOLleu_13328 BL07918_evm0
ortholog_2298 gene-HOLleu_13331 BL04598_cuf6
ortholog_2299 gene-HOLleu_13334 BL21069_evm6
ortholog_2300 gene-HOLleu_13336 BL29539_evm0
ortholog_2301 gene-HOLleu_13343 BL20585_evm2
ortholog_2302 gene-HOLleu_13344 BL23795_evm0
ortholog_2303 gene-HOLleu_13349 BL10690_cuf10
ortholog_2304 gene-HOLleu_13353 BL32062_evm0
ortholog_2305 gene-HOLleu_13355 BL16703_evm2
ortholog_2306 gene-HOLleu_13356 BL12862_cuf3
ortholog_2307 gene-HOLleu_13361 BL21067_cuf9
ortholog_2308 gene-HOLleu_13382 BL08729_cuf7
ortholog_2309 gene-HOLleu_13387 BL02933_evm0
ortholog_2310 gene-HOLleu_13388 BL03286_cuf0
ortholog_2311 gene-HOLleu_13390 BL95793_evm1
ortholog_2312 gene-HOLleu_13391 BL19764_cuf21
ortholog_2313 gene-HOLleu_13393 BL21066_cuf4
ortholog_2314 gene-HOLleu_13396 BL00794_evm0
ortholog_2315 gene-HOLleu_13403 BL27821_evm0
ortholog_2316 gene-HOLleu_13404 BL20739_evm0
ortholog_2317 gene-HOLleu_13414 BL21594_evm0
ortholog_2318 gene-HOLleu_13421 BL21065_evm0
ortholog_2319 gene-HOLleu_13424 BL16564_evm0
ortholog_2320 gene-HOLleu_13429 BL12150_cuf1
ortholog_2321 gene-HOLleu_13436 BL02388_evm1
ortholog_2322 gene-HOLleu_13447 BL11745_cuf1
ortholog_2323 gene-HOLleu_13448 BL12863_evm0
ortholog_2324 gene-HOLleu_13449 BL02786_evm0
ortholog_2325 gene-HOLleu_13451 BL17627_evm0
ortholog_2326 gene-HOLleu_13452 BL23471_evm0
ortholog_2327 gene-HOLleu_13453 BL04027_evm0
ortholog_2328 gene-HOLleu_13466 BL09292_cuf9
ortholog_2329 gene-HOLleu_13467 BL20607_cuf14
ortholog_2330 gene-HOLleu_13469 BL12555_evm0
ortholog_2331 gene-HOLleu_13470 BL22098_evm3
ortholog_2332 gene-HOLleu_13472 BL21712_evm0
ortholog_2333 gene-HOLleu_13473 BL05963_cuf2
ortholog_2334 gene-HOLleu_13476 BL12447_cuf15
ortholog_2335 gene-HOLleu_13477 BL14680_cuf0
ortholog_2336 gene-HOLleu_13483 BL05632_evm0
ortholog_2337 gene-HOLleu_13489 BL21539_evm0
ortholog_2338 gene-HOLleu_13490 BL11746_evm8
ortholog_2339 gene-HOLleu_13492 BL15413_cuf2
ortholog_2340 gene-HOLleu_13494 BL01237_evm0
ortholog_2341 gene-HOLleu_13499 BL20459_cuf0
ortholog_2342 gene-HOLleu_13500 BL11182_cuf1
ortholog_2343 gene-HOLleu_13507 BL26627_evm0
ortholog_2344 gene-HOLleu_13508 BL87879_cuf0
ortholog_2345 gene-HOLleu_13513 BL95797_evm1
ortholog_2346 gene-HOLleu_13515 BL07269_cuf1
ortholog_2347 gene-HOLleu_13516 BL00789_cuf2
ortholog_2348 gene-HOLleu_13518 BL20291_evm0
ortholog_2349 gene-HOLleu_13519 BL15584_evm0
ortholog_2350 gene-HOLleu_13522 BL19949_evm0
ortholog_2351 gene-HOLleu_13529 BL02317_evm6
ortholog_2352 gene-HOLleu_13542 BL04297_cuf29
ortholog_2353 gene-HOLleu_13544 BL08679_cuf6
ortholog_2354 gene-HOLleu_13547 BL16668_evm0
ortholog_2355 gene-HOLleu_13553 BL11791_evm0
ortholog_2356 gene-HOLleu_13554 BL11238_evm1
ortholog_2357 gene-HOLleu_13555 BL12866_cuf3
ortholog_2358 gene-HOLleu_13557 BL06836_evm0
ortholog_2359 gene-HOLleu_13559 BL03971_cuf2
ortholog_2360 gene-HOLleu_13562 BL15502_cuf2
ortholog_2361 gene-HOLleu_13570 BL28971_evm0
ortholog_2362 gene-HOLleu_13571 BL24664_evm0
ortholog_2363 gene-HOLleu_13573 BL01304_cuf1
ortholog_2364 gene-HOLleu_13574 BL10468_cuf13
ortholog_2365 gene-HOLleu_13576 BL03969_evm0
ortholog_2366 gene-HOLleu_13580 BL08050_cuf2
ortholog_2367 gene-HOLleu_13589 BL26939_evm0
ortholog_2368 gene-HOLleu_13600 BL00790_evm0
ortholog_2369 gene-HOLleu_13602 BL05234_evm2
ortholog_2370 gene-HOLleu_13609 BL67823_cuf0
ortholog_2371 gene-HOLleu_13613 BL05299_evm0
ortholog_2372 gene-HOLleu_13623 BL06590_evm0
ortholog_2373 gene-HOLleu_13642 BL04342_cuf7
ortholog_2374 gene-HOLleu_13644 BL23908_cuf1
ortholog_2375 gene-HOLleu_13645 BL16181_cuf0
ortholog_2376 gene-HOLleu_13665 BL31902_evm0
ortholog_2377 gene-HOLleu_13678 BL17883_cuf1
ortholog_2378 gene-HOLleu_13688 BL20665_evm0
ortholog_2379 gene-HOLleu_13691 BL73418_cuf0
ortholog_2380 gene-HOLleu_13699 BL14238_cuf0
ortholog_2381 gene-HOLleu_13725 BL19686_evm0
ortholog_2382 gene-HOLleu_13738 BL00627_evm0
ortholog_2383 gene-HOLleu_13739 BL95024_evm0
ortholog_2384 gene-HOLleu_13740 BL08663_evm0
ortholog_2385 gene-HOLleu_13742 BL14519_evm0
ortholog_2386 gene-HOLleu_13743 BL04191_evm0
ortholog_2387 gene-HOLleu_13745 BL41670_cuf0
ortholog_2388 gene-HOLleu_13747 BL17239_evm3
ortholog_2389 gene-HOLleu_13771 BL01833_evm4
ortholog_2390 gene-HOLleu_13772 BL07206_evm7
ortholog_2391 gene-HOLleu_13775 BL24925_evm0
ortholog_2392 gene-HOLleu_13776 BL20041_cuf0
ortholog_2393 gene-HOLleu_13777 BL07543_cuf21
ortholog_2394 gene-HOLleu_13781 BL08326_evm0
ortholog_2395 gene-HOLleu_13782 BL13274_cuf4
ortholog_2396 gene-HOLleu_13783 BL12853_evm0
ortholog_2397 gene-HOLleu_13790 BL04589_cuf8
ortholog_2398 gene-HOLleu_13791 BL08133_cuf1
ortholog_2399 gene-HOLleu_13806 BL07946_evm2
ortholog_2400 gene-HOLleu_13807 BL16185_cuf16
ortholog_2401 gene-HOLleu_13836 BL22141_evm0
ortholog_2402 gene-HOLleu_13845 BL00281_evm2
ortholog_2403 gene-HOLleu_13856 BL06841_evm0
ortholog_2404 gene-HOLleu_13865 BL22144_evm0
ortholog_2405 gene-HOLleu_13876 BL20866_cuf9
ortholog_2406 gene-HOLleu_13882 BL15353_cuf0
ortholog_2407 gene-HOLleu_13885 BL20864_evm4
ortholog_2408 gene-HOLleu_13886 BL97079_cuf8
ortholog_2409 gene-HOLleu_13888 BL20860_evm0
ortholog_2410 gene-HOLleu_13889 BL02159_evm0
ortholog_2411 gene-HOLleu_13890 BL13226_cuf4
ortholog_2412 gene-HOLleu_13892 BL14156_evm0
ortholog_2413 gene-HOLleu_13907 BL19152_cuf18
ortholog_2414 gene-HOLleu_13909 BL03040_cuf8
ortholog_2415 gene-HOLleu_13910 BL19766_evm7
ortholog_2416 gene-HOLleu_13913 BL96279_cuf3
ortholog_2417 gene-HOLleu_13928 BL04311_evm7
ortholog_2418 gene-HOLleu_13931 BL07084_cuf7
ortholog_2419 gene-HOLleu_13937 BL05673_cuf21
ortholog_2420 gene-HOLleu_13943 BL15515_cuf0
ortholog_2421 gene-HOLleu_13947 BL89702_cuf0
ortholog_2422 gene-HOLleu_13956 BL08022_evm0
ortholog_2423 gene-HOLleu_13971 BL05120_evm1
ortholog_2424 gene-HOLleu_13977 BL10518_cuf2
ortholog_2425 gene-HOLleu_13980 BL06344_cuf4
ortholog_2426 gene-HOLleu_13981 BL00609_evm0
ortholog_2427 gene-HOLleu_13982 BL14516_evm1
ortholog_2428 gene-HOLleu_13986 BL00449_cuf9
ortholog_2429 gene-HOLleu_13991 BL11512_cuf3
ortholog_2430 gene-HOLleu_13993 BL10102_evm3
ortholog_2431 gene-HOLleu_14007 BL22521_cuf0
ortholog_2432 gene-HOLleu_14008 BL11741_cuf0
ortholog_2433 gene-HOLleu_14015 BL22241_evm0
ortholog_2434 gene-HOLleu_14018 BL02114_cuf1
ortholog_2435 gene-HOLleu_14019 BL00375_evm0
ortholog_2436 gene-HOLleu_14021 BL19481_evm0
ortholog_2437 gene-HOLleu_14023 BL12563_evm0
ortholog_2438 gene-HOLleu_14040 BL14894_cuf5
ortholog_2439 gene-HOLleu_14041 BL05702_evm0
ortholog_2440 gene-HOLleu_14048 BL10789_evm0
ortholog_2441 gene-HOLleu_14050 BL19344_cuf5
ortholog_2442 gene-HOLleu_14051 BL24846_evm0
ortholog_2443 gene-HOLleu_14064 BL19677_evm4
ortholog_2444 gene-HOLleu_14065 BL07036_cuf1
ortholog_2445 gene-HOLleu_14075 BL29952_evm0
ortholog_2446 gene-HOLleu_14076 BL18206_cuf0
ortholog_2447 gene-HOLleu_14092 BL07211_cuf1
ortholog_2448 gene-HOLleu_14096 BL21596_evm0
ortholog_2449 gene-HOLleu_14102 BL12215_cuf5
ortholog_2450 gene-HOLleu_14106 BL19159_cuf3
ortholog_2451 gene-HOLleu_14108 BL17605_evm0
ortholog_2452 gene-HOLleu_14122 BL04288_cuf1
ortholog_2453 gene-HOLleu_14130 BL14309_cuf0
ortholog_2454 gene-HOLleu_14131 BL06003_evm0
ortholog_2455 gene-HOLleu_14132 BL22847_cuf3
ortholog_2456 gene-HOLleu_14133 BL11146_cuf1
ortholog_2457 gene-HOLleu_14134 BL16189_evm13
ortholog_2458 gene-HOLleu_14135 BL20011_evm0
ortholog_2459 gene-HOLleu_14148 BL07239_cuf7
ortholog_2460 gene-HOLleu_14149 BL19688_cuf2
ortholog_2461 gene-HOLleu_14151 BL22078_evm2
ortholog_2462 gene-HOLleu_14152 BL11062_cuf3
ortholog_2463 gene-HOLleu_14162 BL16916_evm71
ortholog_2464 gene-HOLleu_14163 BL29184_evm0
ortholog_2465 gene-HOLleu_14171 BL18833_evm0
ortholog_2466 gene-HOLleu_14176 BL14523_evm2
ortholog_2467 gene-HOLleu_14182 BL12569_cuf4
ortholog_2468 gene-HOLleu_14184 BL22464_evm1
ortholog_2469 gene-HOLleu_14187 BL13662_cuf3
ortholog_2470 gene-HOLleu_14190 BL24018_cuf3
ortholog_2471 gene-HOLleu_14204 BL18106_cuf3
ortholog_2472 gene-HOLleu_14221 BL03036_evm0
ortholog_2473 gene-HOLleu_14224 BL24880_evm0
ortholog_2474 gene-HOLleu_14230 BL08656_evm0
ortholog_2475 gene-HOLleu_14242 BL06009_cuf18
ortholog_2476 gene-HOLleu_14250 BL05317_cuf2
ortholog_2477 gene-HOLleu_14254 BL14559_evm8
ortholog_2478 gene-HOLleu_14255 BL21257_evm0
ortholog_2479 gene-HOLleu_14256 BL00631_evm2
ortholog_2480 gene-HOLleu_14257 BL12482_evm14
ortholog_2481 gene-HOLleu_14285 BL23832_evm3
ortholog_2482 gene-HOLleu_14289 BL14961_cuf8
ortholog_2483 gene-HOLleu_14293 BL15941_evm0
ortholog_2484 gene-HOLleu_14305 BL09683_cuf8
ortholog_2485 gene-HOLleu_14306 BL18791_evm3
ortholog_2486 gene-HOLleu_14311 BL13935_evm0
ortholog_2487 gene-HOLleu_14313 BL12857_cuf1
ortholog_2488 gene-HOLleu_14314 BL13900_cuf5
ortholog_2489 gene-HOLleu_14316 BL13878_cuf15
ortholog_2490 gene-HOLleu_14320 BL07205_evm0
ortholog_2491 gene-HOLleu_14330 BL07038_cuf0
ortholog_2492 gene-HOLleu_14339 BL20836_evm8
ortholog_2493 gene-HOLleu_14340 BL03833_cuf3
ortholog_2494 gene-HOLleu_14341 BL05250_evm2
ortholog_2495 gene-HOLleu_14358 BL14847_evm1
ortholog_2496 gene-HOLleu_14360 BL04216_evm0
ortholog_2497 gene-HOLleu_14379 BL17631_evm0
ortholog_2498 gene-HOLleu_14380 BL07802_cuf4
ortholog_2499 gene-HOLleu_14386 BL11000_evm2
ortholog_2500 gene-HOLleu_14387 BL11147_evm9
ortholog_2501 gene-HOLleu_14389 BL12852_evm3
ortholog_2502 gene-HOLleu_14390 BL09298_cuf0
ortholog_2503 gene-HOLleu_14392 BL03069_cuf7
ortholog_2504 gene-HOLleu_14394 BL07225_evm0
ortholog_2505 gene-HOLleu_14395 BL20840_cuf2
ortholog_2506 gene-HOLleu_14396 BL14890_evm7
ortholog_2507 gene-HOLleu_14397 BL18794_cuf3
ortholog_2508 gene-HOLleu_14398 BL21290_evm0
ortholog_2509 gene-HOLleu_14400 BL18112_cuf0
ortholog_2510 gene-HOLleu_14436 BL04221_cuf15
ortholog_2511 gene-HOLleu_14437 BL00606_cuf2
ortholog_2512 gene-HOLleu_14439 BL96733_cuf8
ortholog_2513 gene-HOLleu_14440 BL14092_evm5
ortholog_2514 gene-HOLleu_14442 BL28262_evm0
ortholog_2515 gene-HOLleu_14443 BL12077_evm0
ortholog_2516 gene-HOLleu_14446 BL02790_evm0
ortholog_2517 gene-HOLleu_14447 BL11831_evm0
ortholog_2518 gene-HOLleu_14456 BL05511_cuf9
ortholog_2519 gene-HOLleu_14478 BL08252_cuf2
ortholog_2520 gene-HOLleu_14489 BL21214_cuf2
ortholog_2521 gene-HOLleu_14490 BL22075_evm2
ortholog_2522 gene-HOLleu_14493 BL05147_cuf7
ortholog_2523 gene-HOLleu_14499 BL07949_cuf14
ortholog_2524 gene-HOLleu_14500 BL23904_cuf7
ortholog_2525 gene-HOLleu_14502 BL38606_cuf11
ortholog_2526 gene-HOLleu_14507 BL26124_evm0
ortholog_2527 gene-HOLleu_14509 BL22873_evm1
ortholog_2528 gene-HOLleu_14510 BL07042_cuf12
ortholog_2529 gene-HOLleu_14514 BL18826_evm0
