ortholog_1 g320 Em0018g373a
ortholog_2159 g86204 Em0020g93a
ortholog_2160 g86256 Em0009g983a
ortholog_2161 g86287 Em0012g804a
ortholog_2162 g86350 Em0004g756a
ortholog_2163 g86368 Em0001g833a
ortholog_2164 g86395 Em0012g836a
ortholog_2165 g86402 Em0009g962a
ortholog_2166 g86424 Em0009g1023a
ortholog_2167 g86473 Em0009g1277a
ortholog_2168 g86532 Em0009g1240a
ortholog_2169 g86558 Em0004g707a
ortholog_2170 g86618 Em0005g73a
ortholog_2171 g86647 Em0002g1755a
ortholog_2172 g86656 Em0009g401a
ortholog_2173 g86673 Em0009g1286a
ortholog_2174 g86756 Em0009g1216a
ortholog_2175 g86757 Em0009g1215a
ortholog_2176 g86795 Em0009g953a
ortholog_2177 g86807 Em0009g1120a
ortholog_2178 g86808 Em0011g24a
ortholog_2179 g86809 Em0009g1133a
ortholog_2180 g86812 Em0009g1138a
ortholog_2181 g86828 Em0009g1124a
ortholog_2182 g86907 Em0009g298a
ortholog_2183 g86912 Em0018g302a
ortholog_2184 g86920 Em0009g1028a
ortholog_2185 g86941 Em0494g1a
ortholog_2186 g86965 Em0009g1128a
ortholog_2187 g87061 Em0009g40a
ortholog_2188 g87114 Em0714g2a
ortholog_2189 g87129 Em0009g138a
ortholog_2190 g87140 Em0017g169a
ortholog_2191 g87173 Em0009g451a
ortholog_2192 g87175 Em0009g1314a
ortholog_2193 g87182 Em0009g1313a
ortholog_2194 g87189 Em0010g875a
ortholog_2195 g87240 Em0009g600a
ortholog_2196 g87306 Em0096g13a
ortholog_2197 g87314 Em0009g1053a
ortholog_2198 g87317 Em0009g1112a
ortholog_2199 g87341 Em0009g1076a
ortholog_2200 g87344 Em0009g1110a
ortholog_2201 g87347 Em0006g1004a
ortholog_2202 g87356 Em0022g290a
ortholog_2203 g87429 Em0015g954a
ortholog_2204 g87454 Em0009g1236a
ortholog_2205 g87469 Em0011g1022a
ortholog_2206 g87531 Em0009g644a
ortholog_2207 g87560 Em0009g678a
ortholog_2208 g87575 Em0008g207a
ortholog_2209 g87595 Em0009g1171a
ortholog_2210 g87645 Em0009g1140a
ortholog_2211 g87756 Em0021g1001a
ortholog_2212 g87901 Em0001g1858a
ortholog_2213 g87908 Em0001g1598a
ortholog_2214 g87961 Em0061g7a
ortholog_2215 g87973 Em0009g530a
ortholog_2216 g88002 Em0009g36a
ortholog_2217 g88006 Em0009g185a
ortholog_2218 g88012 Em0009g1026a
ortholog_2219 g88015 Em0017g587a
ortholog_2220 g88034 Em0004g714a
ortholog_2221 g88051 Em0009g1126a
ortholog_2222 g88078 Em0009g1125a
ortholog_2223 g88086 Em0009g986a
ortholog_2224 g88101 Em0009g1310a
ortholog_2225 g88150 Em0009g1123a
ortholog_2226 g88164 Em0011g595a
ortholog_2227 g88193 Em0009g1265a
ortholog_2228 g88223 Em0011g860a
ortholog_2229 g88305 Em0009g1142a
ortholog_2230 g88357 Em0023g758a
ortholog_2231 g88366 Em0007g952a
ortholog_2232 g88381 Em0009g55a
ortholog_2233 g88546 Em0009g526a
ortholog_2234 g88553 Em0044g25a
ortholog_2235 g88598 Em0018g716a
ortholog_2236 g88653 Em0016g790a
ortholog_2237 g88674 Em0001g834a
ortholog_2238 g88680 Em0019g111a
ortholog_2239 g88733 Em0023g812a
ortholog_2240 g88768 Em0005g1318a
ortholog_2241 g88780 Em0009g1060a
ortholog_2242 g88789 Em0009g1191a
ortholog_2243 g89052 Em0017g494a
ortholog_2244 g89320 Em1188g1a
ortholog_2245 g89321 Em0801g2a
ortholog_2246 g89322 Em0164g4a
ortholog_2247 g89426 Em0021g231a
ortholog_2248 g89436 Em0018g1110a
ortholog_2249 g89441 Em0651g1a
ortholog_2250 g89561 Em0002g470a
ortholog_2251 g89562 Em0002g478a
ortholog_2252 g89591 Em0002g95a
ortholog_2253 g89651 Em0013g1070a
ortholog_2254 g89709 Em0010g1030a
ortholog_2255 g89777 Em0018g979a
ortholog_2256 g89888 Em0020g960a
ortholog_2257 g89937 Em0021g559a
ortholog_2258 g89938 Em0010g817a
ortholog_2259 g89976 Em0001g1979a
ortholog_2260 g90021 Em0020g360a
ortholog_2261 g90026 Em0020g361a
ortholog_2262 g90095 Em0020g161a
ortholog_2263 g90098 Em0020g159a
ortholog_2264 g90138 Em0009g187a
ortholog_2265 g90190 Em0014g848a
ortholog_2266 g90191 Em0012g1096a
ortholog_2267 g90196 Em0012g161a
ortholog_2268 g90205 Em0009g1070a
ortholog_2269 g90256 Em1187g2a
ortholog_2270 g90258 Em0007g981a
ortholog_2271 g90372 Em0015g100a
ortholog_2272 g90382 Em0015g964a
ortholog_2273 g90430 Em0020g146a
ortholog_2274 g90491 Em0020g89a
ortholog_2275 g90529 Em0001g1028a
ortholog_2276 g90533 Em0020g454a
ortholog_2277 g90537 Em0020g482a
ortholog_2278 g90600 Em0020g713a
ortholog_2279 g90604 Em0020g666a
ortholog_2280 g90665 Em0002g1164a
ortholog_2281 g90717 Em0020g41a
ortholog_2282 g90723 Em0020g34a
ortholog_2283 g90735 Em0016g260a
ortholog_2284 g90736 Em0020g639a
ortholog_2285 g90742 Em0020g71a
ortholog_2286 g90749 Em0020g184a
ortholog_2287 g90843 Em0020g1082a
ortholog_2288 g90854 Em0020g643a
ortholog_2289 g90926 Em0020g1029a
ortholog_2290 g91029 Em0020g1063a
ortholog_2291 g91046 Em0005g1438a
ortholog_2292 g91083 Em0004g1736a
ortholog_2293 g91089 Em0019g876a
ortholog_2294 g91107 Em0018g354a
ortholog_2295 g91132 Em0020g570a
ortholog_2296 g91142 Em0020g1050a
ortholog_2297 g91176 Em0020g922a
ortholog_2298 g91234 Em0013g925a
ortholog_2299 g91261 Em0020g350a
ortholog_2300 g91269 Em0020g567a
ortholog_2301 g91409 Em0020g36a
ortholog_2302 g91526 Em0011g830a
ortholog_2303 g91563 Em0005g1649a
ortholog_2304 g91569 Em0001g1613a
ortholog_2305 g91596 Em0016g1049a
ortholog_2306 g91602 Em0010g259a
ortholog_2307 g91621 Em0020g813a
ortholog_2308 g91622 Em0020g815a
ortholog_2309 g91637 Em0020g95a
ortholog_2310 g91654 Em0020g691a
ortholog_2311 g91666 Em0006g1280a
ortholog_2312 g91687 Em0018g1002a
ortholog_2313 g91733 Em0020g1100a
ortholog_2314 g91749 Em0017g559a
ortholog_2315 g91755 Em0020g1066a
ortholog_2316 g91784 Em0020g884a
ortholog_2317 g91809 Em0016g576a
ortholog_2318 g91921 Em0002g1177a
ortholog_2319 g91942 Em0016g174a
ortholog_2320 g91943 Em0017g636a
ortholog_2321 g91944 Em0017g645a
ortholog_2322 g91963 Em0007g313a
ortholog_2323 g91981 Em0015g68a
ortholog_2324 g92002 Em0006g1365a
ortholog_2325 g92018 Em0020g873a
ortholog_2326 g92051 Em0020g313a
ortholog_2327 g92065 Em0014g22a
ortholog_2328 g92087 Em0020g952a
ortholog_2329 g92176 Em0023g301a
ortholog_2330 g92211 Em0023g742a
ortholog_2331 g92236 Em0023g164a
ortholog_2332 g92292 Em0020g1004a
ortholog_2333 g92309 Em0016g538a
ortholog_2334 g92378 Em0020g90a
ortholog_2335 g92383 Em0015g774a
ortholog_2336 g92558 Em0020g826a
ortholog_2337 g92605 Em0014g829a
ortholog_2338 g92615 Em0016g938a
ortholog_2339 g92616 Em0006g1011a
ortholog_2340 g92617 Em0002g205a
ortholog_2341 g92627 Em0020g862a
ortholog_2342 g92643 Em0021g41a
ortholog_2343 g92648 Em0020g943a
ortholog_2344 g92660 Em0020g199a
ortholog_2345 g92663 Em0020g72a
ortholog_2346 g92664 Em0022g688a
ortholog_2347 g92752 Em0020g1017a
ortholog_2348 g92762 Em0020g1006a
ortholog_2349 g92769 Em0016g390a
ortholog_2350 g92805 Em0020g797a
ortholog_2351 g92850 Em0008g1029a
ortholog_2352 g92856 Em0020g239a
ortholog_2353 g92874 Em0068g4a
ortholog_2354 g92881 Em0020g1024a
ortholog_2355 g93014 Em0023g357a
ortholog_2356 g93031 Em0007g1144a
ortholog_2357 g93108 Em0020g886a
ortholog_2358 g93109 Em0020g885a
ortholog_2359 g93113 Em0009g750a
ortholog_2360 g93154 Em0020g603a
ortholog_2361 g93210 Em0022g276a
ortholog_2362 g93235 Em0020g500a
ortholog_2363 g93269 Em0010g1015a
ortholog_2364 g93270 Em0010g1032a
ortholog_2365 g93408 Em0020g942a
ortholog_2366 g93417 Em0023g455a
ortholog_2367 g93444 Em0020g348a
ortholog_2368 g93454 Em0022g870a
ortholog_2369 g93486 Em0016g522a
ortholog_2370 g93576 Em0020g185a
ortholog_2371 g93583 Em0010g892a
ortholog_2372 g93603 Em0853g1a
ortholog_2373 g93655 Em0012g375a
ortholog_2374 g93664 Em0020g778a
ortholog_2375 g93669 Em0017g944a
ortholog_2376 g93672 Em0023g892a
ortholog_2377 g93681 Em0017g954a
ortholog_2378 g93698 Em0002g38a
ortholog_2379 g93744 Em0020g1051a
ortholog_2380 g93753 Em0020g1068a
ortholog_2381 g93801 Em0012g70a
ortholog_2382 g93848 Em0003g965a
ortholog_2383 g93858 Em0011g682a
ortholog_2384 g93923 Em0010g719a
ortholog_2385 g93929 Em0010g1014a
ortholog_2386 g93941 Em0020g1075a
ortholog_2387 g93949 Em0008g1112a
ortholog_2388 g93986 Em0008g372a
ortholog_2389 g94005 Em0017g952a
ortholog_2390 g94016 Em0016g1137a
ortholog_2391 g94021 Em0015g1024a
ortholog_2392 g94043 Em0020g1093a
ortholog_2393 g94062 Em0013g889a
ortholog_2394 g94119 Em0020g238a
ortholog_2395 g94130 Em0010g728a
ortholog_2396 g94148 Em0020g120a
ortholog_2397 g94201 Em0004g1375a
ortholog_2398 g94203 Em0021g88a
ortholog_2399 g94209 Em0020g799a
ortholog_2400 g94212 Em0020g225a
ortholog_2401 g94214 Em0020g224a
ortholog_2402 g94215 Em0020g226a
ortholog_2403 g94217 Em0020g70a
ortholog_2404 g94224 Em0020g196a
ortholog_2405 g94241 Em0020g545a
ortholog_2406 g94274 Em0020g1054a
ortholog_2407 g94308 Em0019g718a
ortholog_2408 g94346 Em0013g767a
ortholog_2409 g94363 Em0019g538a
ortholog_2410 g94416 Em0020g971a
ortholog_2411 g94438 Em0002g1869a
ortholog_2412 g94485 Em0020g798a
ortholog_2413 g94618 Em0020g77a
ortholog_2414 g94623 Em0010g727a
ortholog_2415 g94646 Em0020g840a
ortholog_2416 g94647 Em0005g1171a
ortholog_2417 g94663 Em0014g125a
ortholog_2418 g94671 Em0020g827a
ortholog_2419 g94788 Em0002g1864a
ortholog_2420 g94796 Em0020g871a
ortholog_2421 g94803 Em0006g1115a
ortholog_2422 g94805 Em0494g4a
ortholog_2423 g94806 Em0010g812a
ortholog_2424 g94815 Em0010g717a
ortholog_2425 g94826 Em0020g751a
ortholog_2426 g94863 Em0008g115a
ortholog_2427 g94909 Em0021g344a
ortholog_2428 g94953 Em0003g1535a
ortholog_2429 g94972 Em0001g3558a
ortholog_2430 g95024 Em0020g114a
ortholog_2431 g95040 Em0020g1015a
ortholog_2432 g95043 Em0020g1019a
ortholog_2433 g95044 Em0020g1014a
ortholog_2434 g95051 Em0002g42a
ortholog_2435 g95069 Em0020g955a
ortholog_2436 g95095 Em0020g965a
ortholog_2437 g95112 Em0020g786a
ortholog_2438 g95135 Em0016g1048a
ortholog_2439 g95136 Em0016g1047a
ortholog_2440 g95271 Em0018g567a
ortholog_2441 g95279 Em0020g162a
ortholog_2442 g95291 Em0023g927a
ortholog_2443 g95332 Em0020g193a
ortholog_2444 g95341 Em0005g1472a
ortholog_2445 g95352 Em0020g566a
ortholog_2446 g95355 Em0020g1010a
ortholog_2447 g95378 Em0003g108a
ortholog_2448 g95404 Em0010g856a
ortholog_2449 g95417 Em0020g953a
ortholog_2450 g95421 Em0020g816a
ortholog_2451 g95423 Em0020g993a
ortholog_2452 g95427 Em0020g958a
ortholog_2453 g95430 Em0021g77a
ortholog_2454 g95443 Em0020g842a
ortholog_2455 g95472 Em0002g1907a
ortholog_2456 g95499 Em0020g963a
ortholog_2457 g95500 Em0023g115a
ortholog_2458 g95525 Em0005g947a
ortholog_2459 g95527 Em0005g948a
ortholog_2460 g95531 Em0015g298a
ortholog_2461 g95583 Em0021g26a
ortholog_2462 g95590 Em0020g50a
ortholog_2463 g95603 Em0020g1081a
ortholog_2464 g95630 Em0020g134a
ortholog_2465 g95646 Em0002g1894a
ortholog_2466 g95647 Em0002g1884a
ortholog_2467 g95671 Em0020g183a
ortholog_2468 g95695 Em0020g945a
ortholog_2469 g95733 Em0019g786a
ortholog_2470 g95743 Em0002g1795a
ortholog_2471 g95745 Em0004g1581a
ortholog_2472 g95753 Em0006g1254a
ortholog_2473 g95757 Em0023g942a
ortholog_2474 g95769 Em0354g3a
ortholog_2475 g95924 Em0016g547a
ortholog_2476 g95985 Em0020g780a
ortholog_2477 g96008 Em0020g1057a
ortholog_2478 g96009 Em0020g1091a
ortholog_2479 g96010 Em0020g1089a
ortholog_2480 g96011 Em0020g1053a
ortholog_2481 g96015 Em0011g818a
ortholog_2482 g96027 Em0401g6a
ortholog_2483 g96043 Em0009g143a
ortholog_2484 g96058 Em0020g240a
ortholog_2485 g96059 Em0401g3a
ortholog_2486 g96063 Em0020g489a
ortholog_2487 g96066 Em0020g624a
ortholog_2488 g96075 Em0016g247a
ortholog_2489 g96076 Em0016g246a
ortholog_2490 g96083 Em0004g1106a
ortholog_2491 g96106 Em0015g236a
ortholog_2492 g96111 Em0021g730a
ortholog_2493 g96119 Em0020g824a
ortholog_2494 g96132 Em0007g1319a
ortholog_2495 g96134 Em0013g893a
ortholog_2496 g96140 Em0002g39a
ortholog_2497 g96190 Em0017g41a
ortholog_2498 g96195 Em0002g1605a
ortholog_2499 g96216 Em0023g447a
ortholog_2500 g96265 Em0004g1005a
ortholog_2501 g96302 Em0020g310a
ortholog_2502 g96321 Em0015g553a
ortholog_2503 g96349 Em0012g750a
ortholog_2504 g96372 Em0020g1003a
ortholog_2505 g96374 Em0007g938a
ortholog_2506 g96408 Em0020g863a
ortholog_2507 g96411 Em0015g1132a
ortholog_2508 g96413 Em0015g1133a
ortholog_2509 g96581 Em0017g767a
ortholog_2510 g96671 Em0002g294a
ortholog_2511 g96749 Em0020g1103a
ortholog_2512 g96778 Em0020g116a
ortholog_2513 g96781 Em1389g1a
ortholog_2514 g96787 Em0020g86a
ortholog_2515 g96789 Em0001g1570a
ortholog_2516 g96827 Em0003g629a
ortholog_2517 g96830 Em0018g214a
ortholog_2518 g96836 Em0023g72a
ortholog_2519 g96838 Em0020g701a
ortholog_2520 g96854 Em0020g830a
ortholog_2521 g96857 Em0020g817a
ortholog_2522 g96896 Em0016g383a
ortholog_2523 g97032 Em0009g601a
ortholog_2524 g97046 Em0020g280a
ortholog_2525 g97051 Em0017g160a
ortholog_2526 g97082 Em0003g1559a
ortholog_2527 g97088 Em0020g660a
ortholog_2528 g97102 Em0020g119a
ortholog_2529 g97105 Em0022g250a
ortholog_2530 g97124 Em0017g410a
ortholog_2531 g97161 Em0023g494a
ortholog_2532 g97218 Em0006g1029a
ortholog_2533 g97241 Em0020g657a
ortholog_2534 g97344 Em0005g1210a
ortholog_2535 g97346 Em0020g741a
ortholog_2536 g97350 Em0020g950a
ortholog_2537 g97372 Em0020g889a
ortholog_2538 g97373 Em0020g887a
ortholog_2539 g97392 Em0016g1070a
ortholog_2540 g97437 Em0009g987a
ortholog_2541 g97464 Em0019g1209a
ortholog_2542 g97472 Em0019g711a
ortholog_2543 g97517 Em0016g1122a
ortholog_2544 g97686 Em0714g1a
ortholog_2545 g97804 Em0020g1077a
ortholog_2546 g97806 Em0020g51a
ortholog_2547 g97808 Em0020g55a
ortholog_2548 g97906 Em0020g793a
ortholog_2549 g97915 Em0020g835a
ortholog_2550 g97932 Em0016g518a
ortholog_2551 g97938 Em0012g78a
ortholog_2552 g97945 Em0012g965a
ortholog_2553 g97946 Em0574g4a
ortholog_2554 g97988 Em0020g940a
ortholog_2555 g98015 Em0023g295a
ortholog_2556 g98035 Em0002g1803a
ortholog_2557 g98056 Em0832g1a
ortholog_2558 g98059 Em0020g755a
ortholog_2559 g98085 Em0018g1023a
ortholog_2560 g98119 Em0018g255a
ortholog_2561 g98127 Em0020g841a
ortholog_2562 g98133 Em0017g121a
ortholog_2563 g98162 Em0020g572a
ortholog_2564 g98169 Em0020g207a
ortholog_2565 g98172 Em0020g1070a
ortholog_2566 g98214 Em0002g299a
ortholog_2567 g98226 Em0002g199a
ortholog_2568 g98234 Em0016g1054a
ortholog_2569 g98260 Em0023g242a
ortholog_2570 g98292 Em0020g1022a
ortholog_2571 g98300 Em0023g207a
ortholog_2572 g98330 Em0020g946a
ortholog_2573 g98364 Em0020g283a
ortholog_2574 g98366 Em0023g487a
ortholog_2575 g98373 Em0002g488a
ortholog_2576 g98376 Em0020g319a
ortholog_2577 g98387 g32971.t1
ortholog_2578 g98393 Em0020g1073a
ortholog_2579 g98408 Em0020g1056a
ortholog_2580 g98436 Em0002g1841a
ortholog_2581 g98440 Em0020g372a
ortholog_2582 g98457 Em0341g3a
ortholog_2583 g98466 Em0020g391a
ortholog_2584 g98534 Em0020g944a
ortholog_2585 g98641 Em0020g665a
ortholog_2586 g98649 Em0016g1003a
ortholog_2587 g98653 Em0020g728a
ortholog_2588 g98656 Em0020g729a
ortholog_2589 g98659 Em0020g499a
ortholog_2590 g98665 Em0059g26a
ortholog_2591 g98673 Em0020g281a
ortholog_2592 g98679 Em0020g916a
ortholog_2593 g98688 Em0020g1079a
ortholog_2594 g98710 Em0017g932a
ortholog_2595 g98715 Em0056g1a
ortholog_2596 g98719 Em0581g4a
ortholog_2597 g98730 Em0011g840a
ortholog_2598 g98783 Em0004g750a
ortholog_2599 g98785 Em0020g969a
ortholog_2600 g98787 Em0020g968a
ortholog_2601 g98821 Em0013g170a
ortholog_2602 g98827 Em0009g549a
ortholog_2603 g98843 Em0020g638a
ortholog_2604 g98850 Em0020g138a
ortholog_2605 g98860 Em0002g268a
ortholog_2606 g98865 Em0002g1604a
ortholog_2607 g98938 Em0017g951a
ortholog_2608 g98958 Em0023g891a
ortholog_2609 g98964 Em0020g1085a
ortholog_2610 g98971 Em0017g653a
ortholog_2611 g99045 Em0019g546a
ortholog_2612 g99067 Em0020g335a
ortholog_2613 g99069 Em0020g121a
ortholog_2614 g99149 Em0020g314a
ortholog_2615 g99154 Em0020g284a
ortholog_2616 g99169 Em0010g726a
ortholog_2617 g99175 Em0020g52a
ortholog_2618 g99188 Em0020g870a
ortholog_2619 g99192 Em0013g765a
ortholog_2620 g99200 Em0630g2a
ortholog_2621 g99267 Em0016g1044a
ortholog_2622 g99268 Em0021g306a
ortholog_2623 g99303 Em0010g723a
ortholog_2624 g99315 Em0020g357a
ortholog_2625 g99330 Em0020g928a
ortholog_2626 g99421 Em0014g639a
ortholog_2627 g99432 Em0020g1104a
ortholog_2628 g99444 Em0004g1353a
ortholog_2629 g99448 Em0021g254a
ortholog_2630 g99469 Em0010g47a
ortholog_2631 g99480 Em0020g990a
ortholog_2632 g99486 Em0017g493a
ortholog_2633 g99488 Em0020g80a
ortholog_2634 g99489 Em0019g201a
ortholog_2635 g99535 Em0023g351a
ortholog_2636 g99570 Em0021g189a
ortholog_2637 g99571 Em0021g201a
ortholog_2638 g99587 Em0020g1064a
ortholog_2639 g99595 Em0020g564a
ortholog_2640 g99613 Em0020g644a
ortholog_2641 g99624 Em0002g557a
ortholog_2642 g99720 Em0013g224a
ortholog_2643 g99722 Em0020g846a
ortholog_2644 g99744 Em0022g316a
ortholog_2645 g99809 Em0004g1115a
ortholog_2646 g99986 Em0012g274a
ortholog_2647 g99993 Em0610g2a
ortholog_2648 g100069 Em0020g156a
ortholog_2649 g100106 Em0005g817a
ortholog_2650 g100247 Em0016g560a
ortholog_2651 g100255 Em0020g170a
ortholog_2652 g100261 Em0032g39a
ortholog_2653 g100318 Em0058g21a
ortholog_2654 g100335 Em0020g135a
ortholog_2655 g100337 Em0015g1208a
ortholog_2656 g100339 Em0020g133a
ortholog_2657 g100397 Em0020g571a
ortholog_2658 g100437 Em0020g845a
ortholog_2659 g100469 Em0010g1037a
ortholog_2660 g100475 Em0013g1125a
ortholog_2661 g100560 Em0020g883a
ortholog_2662 g100572 Em0020g155a
ortholog_2663 g100579 Em0020g124a
ortholog_2664 g100594 Em0737g1a
ortholog_2665 g100607 Em0020g125a
ortholog_2666 g100666 Em0001g1396a
ortholog_2667 g100670 Em0001g1207a
ortholog_2668 g100671 Em0020g920a
ortholog_2669 g100678 Em0020g882a
ortholog_2670 g100736 Em0002g36a
ortholog_2671 g100743 Em0002g758a
ortholog_2672 g100775 Em0020g223a
ortholog_2673 g100831 Em0012g771a
ortholog_2674 g100851 Em0020g78a
ortholog_2675 g100864 Em0007g322a
ortholog_2676 g100870 Em0020g84a
ortholog_2677 g100926 Em0019g896a
ortholog_2678 g100975 Em0002g1901a
ortholog_2679 g100976 Em0002g1870a
ortholog_2680 g100998 Em0002g29a
ortholog_2681 g101171 Em0003g1216a
ortholog_2682 g101172 Em0016g359a
ortholog_2683 g101194 Em0016g301a
ortholog_2684 g101199 Em0019g761a
ortholog_2685 g101222 Em0016g1046a
ortholog_2686 g101246 Em0020g997a
ortholog_2687 g101360 Em0020g30a
ortholog_2688 g101389 Em0019g347a
ortholog_2689 g101393 Em0022g492a
ortholog_2690 g101467 Em0012g1049a
ortholog_2691 g101566 Em0002g41a
ortholog_2692 g101577 Em0019g1092a
ortholog_2693 g101742 Em0020g970a
ortholog_2694 g101753 Em0020g655a
ortholog_2695 g101766 Em0020g976a
ortholog_2696 g101770 Em0020g74a
ortholog_2697 g102088 Em0018g294a
ortholog_2698 g102317 Em0021g123a
ortholog_2699 g102407 Em0021g982a
ortholog_2700 g102425 Em0021g276a
ortholog_2701 g102431 Em0021g274a
ortholog_2702 g102482 Em0023g740a
ortholog_2703 g102488 Em0023g719a
ortholog_2704 g102521 Em0014g691a
ortholog_2705 g102530 Em0016g420a
ortholog_2706 g102546 Em0007g613a
ortholog_2707 g102595 Em0023g510a
ortholog_2708 g102635 Em0023g765a
ortholog_2709 g102685 Em0017g60a
ortholog_2710 g102698 Em0020g759a
ortholog_2711 g102737 Em0023g710a
ortholog_2712 g102777 Em0007g718a
ortholog_2713 g102829 Em0022g403a
ortholog_2714 g102844 Em0016g542a
ortholog_2715 g102881 Em0019g871a
ortholog_2716 g102990 Em0016g534a
ortholog_2717 g102994 Em0023g426a
ortholog_2718 g103000 Em0005g1647a
ortholog_2719 g103170 Em0018g960a
ortholog_2720 g103192 Em0023g772a
ortholog_2721 g103253 Em0021g270a
ortholog_2722 g103288 Em0023g595a
ortholog_2723 g103423 Em0023g183a
ortholog_2724 g103434 Em0013g384a
ortholog_2725 g103521 Em0023g598a
ortholog_2726 g103543 Em0023g762a
ortholog_2727 g103569 Em0021g338a
ortholog_2728 g103589 Em0021g307a
ortholog_2729 g103698 Em0020g344a
ortholog_2730 g103704 Em0020g339a
ortholog_2731 g103750 Em0021g269a
ortholog_2732 g103759 Em0004g58a
ortholog_2733 g103766 Em0020g601a
ortholog_2734 g103806 Em0021g97a
ortholog_2735 g103815 Em0012g1044a
ortholog_2736 g103816 Em0011g759a
ortholog_2737 g103824 Em0018g31a
ortholog_2738 g103837 Em0015g513a
ortholog_2739 g103842 Em0009g119a
ortholog_2740 g103907 Em0021g336a
ortholog_2741 g103927 Em0021g424a
ortholog_2742 g103932 Em0002g756a
ortholog_2743 g103938 Em0015g953a
ortholog_2744 g103940 Em0001g1009a
ortholog_2745 g103946 Em0008g859a
ortholog_2746 g103985 Em0022g664a
ortholog_2747 g103998 Em0023g596a
ortholog_2748 g104008 Em0013g817a
ortholog_2749 g104034 Em0021g402a
ortholog_2750 g104077 Em0009g156a
ortholog_2751 g104078 Em0009g145a
ortholog_2752 g104099 Em0021g379a
ortholog_2753 g104101 Em0021g377a
ortholog_2754 g104102 Em0021g391a
ortholog_2755 g104107 Em0021g393a
ortholog_2756 g104111 Em0795g3a
ortholog_2757 g104121 Em0021g308a
ortholog_2758 g104140 Em0015g53a
ortholog_2759 g104217 Em0011g21a
ortholog_2760 g104225 Em0023g385a
ortholog_2761 g104229 Em0023g568a
ortholog_2762 g104234 Em0023g574a
ortholog_2763 g104239 Em0021g483a
ortholog_2764 g104259 Em0013g955a
ortholog_2765 g104492 Em0023g935a
ortholog_2766 g104498 Em0145g8a
ortholog_2767 g104551 Em0023g369a
ortholog_2768 g104590 Em0004g998a
ortholog_2769 g104598 Em0021g224a
ortholog_2770 g104606 Em0021g222a
ortholog_2771 g104621 Em0019g533a
ortholog_2772 g104677 Em0016g1042a
ortholog_2773 g104680 Em0016g169a
ortholog_2774 g104694 Em0021g218a
ortholog_2775 g104701 Em0021g219a
ortholog_2776 g104711 Em0021g409a
ortholog_2777 g104759 Em0021g989a
ortholog_2778 g104775 Em0023g437a
ortholog_2779 g104786 Em0023g556a
ortholog_2780 g104793 Em0023g798a
ortholog_2781 g104838 Em0011g319a
ortholog_2782 g104900 Em0022g728a
ortholog_2783 g105071 Em0016g821a
ortholog_2784 g105091 Em0041g7a
ortholog_2785 g105116 Em0786g1a
ortholog_2786 g105177 Em0023g327a
ortholog_2787 g105223 Em0023g815a
ortholog_2788 g105227 Em0023g533a
ortholog_2789 g105288 Em0023g715a
ortholog_2790 g105302 Em0200g11a
ortholog_2791 g105310 Em0021g244a
ortholog_2792 g105312 Em0011g499a
ortholog_2793 g105322 Em0021g321a
ortholog_2794 g105323 Em0021g319a
ortholog_2795 g105363 Em0021g166a
ortholog_2796 g105377 Em0023g358a
ortholog_2797 g105378 Em0006g958a
ortholog_2798 g105379 Em0006g943a
ortholog_2799 g105388 Em0021g638a
ortholog_2800 g105398 Em0795g1a
ortholog_2801 g105438 Em0001g3794a
ortholog_2802 g105445 Em0021g574a
ortholog_2803 g105466 Em0023g372a
ortholog_2804 g105469 Em0023g359a
ortholog_2805 g105515 Em0016g559a
ortholog_2806 g105639 Em0001g1087a
ortholog_2807 g105640 Em0001g1091a
ortholog_2808 g105654 Em0023g562a
ortholog_2809 g105660 Em0017g939a
ortholog_2810 g105666 Em0023g703a
ortholog_2811 g105672 Em0023g498a
ortholog_2812 g105688 Em0023g704a
ortholog_2813 g105737 Em0020g818a
ortholog_2814 g105738 Em0023g656a
ortholog_2815 g105841 Em0582g1a
ortholog_2816 g105855 Em0023g748a
ortholog_2817 g105866 Em0023g741a
ortholog_2818 g105895 Em0023g373a
ortholog_2819 g105911 Em0023g375a
ortholog_2820 g105915 Em0023g318a
ortholog_2821 g105917 Em0014g11a
ortholog_2822 g105978 Em0017g943a
ortholog_2823 g105979 Em0023g571a
ortholog_2824 g105989 Em0016g125a
ortholog_2825 g105997 Em0018g1025a
