ortholog_1 gene-HOLleu_00002 Em0004g788a
ortholog_1773 gene-HOLleu_15508 Em0011g794a
ortholog_1774 gene-HOLleu_15554 Em0016g165a
ortholog_1775 gene-HOLleu_15557 Em0016g89a
ortholog_1776 gene-HOLleu_15558 Em0016g65a
ortholog_1777 gene-HOLleu_15562 Em0005g526a
ortholog_1778 gene-HOLleu_15564 Em0011g1009a
ortholog_1779 gene-HOLleu_15573 Em0016g1099a
ortholog_1780 gene-HOLleu_15603 Em0001g504a
ortholog_1781 gene-HOLleu_15616 Em0015g1280a
ortholog_1782 gene-HOLleu_15619 Em0007g412a
ortholog_1783 gene-HOLleu_15663 Em0006g474a
ortholog_1784 gene-HOLleu_15674 Em0009g1163a
ortholog_1785 gene-HOLleu_15754 Em0002g1413a
ortholog_1786 gene-HOLleu_15758 Em0008g754a
ortholog_1787 gene-HOLleu_15767 Em0008g71a
ortholog_1788 gene-HOLleu_15799 Em0001g3527a
ortholog_1789 gene-HOLleu_15819 Em0016g287a
ortholog_1790 gene-HOLleu_15826 Em0016g140a
ortholog_1791 gene-HOLleu_15827 Em0016g68a
ortholog_1792 gene-HOLleu_15830 Em0016g92a
ortholog_1793 gene-HOLleu_15831 Em0016g1167a
ortholog_1794 gene-HOLleu_15832 Em0016g123a
ortholog_1795 gene-HOLleu_15834 Em0016g1137a
ortholog_1796 gene-HOLleu_15835 Em0012g647a
ortholog_1797 gene-HOLleu_15837 Em0016g58a
ortholog_1798 gene-HOLleu_15840 Em0014g176a
ortholog_1799 gene-HOLleu_15877 Em0009g187a
ortholog_1800 gene-HOLleu_15907 Em0016g358a
ortholog_1801 gene-HOLleu_15914 Em0019g639a
ortholog_1802 gene-HOLleu_15916 Em0016g1109a
ortholog_1803 gene-HOLleu_15917 Em0016g355a
ortholog_1804 gene-HOLleu_15935 Em0023g425a
ortholog_1805 gene-HOLleu_15938 Em0013g530a
ortholog_1806 gene-HOLleu_15950 Em0016g152a
ortholog_1807 gene-HOLleu_15957 Em0016g284a
ortholog_1808 gene-HOLleu_15958 Em0531g3a
ortholog_1809 gene-HOLleu_15962 Em0016g163a
ortholog_1810 gene-HOLleu_15966 Em0016g1002a
ortholog_1811 gene-HOLleu_15967 Em0016g1124a
ortholog_1812 gene-HOLleu_15968 Em0016g29a
ortholog_1813 gene-HOLleu_15988 Em0016g1095a
ortholog_1814 gene-HOLleu_15990 Em0016g131a
ortholog_1815 gene-HOLleu_15991 Em0016g129a
ortholog_1816 gene-HOLleu_15998 Em0021g789a
ortholog_1817 gene-HOLleu_15999 Em0099g1a
ortholog_1818 gene-HOLleu_16005 Em0007g90a
ortholog_1819 gene-HOLleu_16010 Em0007g101a
ortholog_1820 gene-HOLleu_16043 Em0007g1319a
ortholog_1821 gene-HOLleu_16046 Em0026g52a
ortholog_1822 gene-HOLleu_16084 Em0022g204a
ortholog_1823 gene-HOLleu_16111 Em0016g1163a
ortholog_1824 gene-HOLleu_16113 Em0016g1134a
ortholog_1825 gene-HOLleu_16122 Em0008g676a
ortholog_1826 gene-HOLleu_16124 Em0012g471a
ortholog_1827 gene-HOLleu_16135 Em0010g654a
ortholog_1828 gene-HOLleu_16151 Em0016g265a
ortholog_1829 gene-HOLleu_16153 Em0162g4a
ortholog_1830 gene-HOLleu_16154 Em0716g2a
ortholog_1831 gene-HOLleu_16164 Em0016g148a
ortholog_1832 gene-HOLleu_16175 Em0016g980a
ortholog_1833 gene-HOLleu_16187 Em0018g76a
ortholog_1834 gene-HOLleu_16192 Em0009g670a
ortholog_1835 gene-HOLleu_16194 Em0016g1104a
ortholog_1836 gene-HOLleu_16196 Em0016g1035a
ortholog_1837 gene-HOLleu_16203 Em0016g279a
ortholog_1838 gene-HOLleu_16210 Em0016g60a
ortholog_1839 gene-HOLleu_16218 Em0016g912a
ortholog_1840 gene-HOLleu_16221 Em0016g722a
ortholog_1841 gene-HOLleu_16235 Em0008g60a
ortholog_1842 gene-HOLleu_16236 Em0006g1018a
ortholog_1843 gene-HOLleu_16239 Em0016g438a
ortholog_1844 gene-HOLleu_16241 Em0016g155a
ortholog_1845 gene-HOLleu_16248 Em0016g158a
ortholog_1846 gene-HOLleu_16255 Em0011g386a
ortholog_1847 gene-HOLleu_16267 Em0016g283a
ortholog_1848 gene-HOLleu_16289 Em0531g11a
ortholog_1849 gene-HOLleu_16300 Em0010g647a
ortholog_1850 gene-HOLleu_16304 Em0311g3a
ortholog_1851 gene-HOLleu_16308 Em0021g527a
ortholog_1852 gene-HOLleu_16311 Em0016g175a
ortholog_1853 gene-HOLleu_16326 Em0012g35a
ortholog_1854 gene-HOLleu_16346 Em0001g3099a
ortholog_1855 gene-HOLleu_16352 Em0016g128a
ortholog_1856 gene-HOLleu_16361 Em0016g122a
ortholog_1857 gene-HOLleu_16363 Em0040g11a
ortholog_1858 gene-HOLleu_16384 Em0016g551a
ortholog_1859 gene-HOLleu_16386 Em0016g743a
ortholog_1860 gene-HOLleu_16403 Em0016g224a
ortholog_1861 gene-HOLleu_16420 Em0016g1039a
ortholog_1862 gene-HOLleu_16421 Em0016g992a
ortholog_1863 gene-HOLleu_16423 Em0016g989a
ortholog_1864 gene-HOLleu_16427 Em0016g949a
ortholog_1865 gene-HOLleu_16430 Em0016g105a
ortholog_1866 gene-HOLleu_16436 Em0018g35a
ortholog_1867 gene-HOLleu_16441 Em0013g805a
ortholog_1868 gene-HOLleu_16442 Em0162g11a
ortholog_1869 gene-HOLleu_16443 Em0016g550a
ortholog_1870 gene-HOLleu_16445 Em0002g278a
ortholog_1871 gene-HOLleu_16452 Em0005g128a
ortholog_1872 gene-HOLleu_16453 Em0016g51a
ortholog_1873 gene-HOLleu_16454 Em0021g588a
ortholog_1874 gene-HOLleu_16459 Em0016g1077a
ortholog_1875 gene-HOLleu_16460 Em0016g1086a
ortholog_1876 gene-HOLleu_16465 Em0018g102a
ortholog_1877 gene-HOLleu_16470 Em0016g110a
ortholog_1878 gene-HOLleu_16471 Em0016g111a
ortholog_1879 gene-HOLleu_16472 Em0013g765a
ortholog_1880 gene-HOLleu_16480 Em0003g1415a
ortholog_1881 gene-HOLleu_16484 Em0019g1208a
ortholog_1882 gene-HOLleu_16485 Em0016g1084a
ortholog_1883 gene-HOLleu_16486 Em0016g149a
ortholog_1884 gene-HOLleu_16487 Em0016g162a
ortholog_1885 gene-HOLleu_16489 Em0016g259a
ortholog_1886 gene-HOLleu_16490 Em0004g1265a
ortholog_1887 gene-HOLleu_16493 Em0009g694a
ortholog_1888 gene-HOLleu_16495 Em0010g122a
ortholog_1889 gene-HOLleu_16519 Em0016g118a
ortholog_1890 gene-HOLleu_16527 Em0015g32a
ortholog_1891 gene-HOLleu_16529 Em0020g960a
ortholog_1892 gene-HOLleu_16536 Em0016g186a
ortholog_1893 gene-HOLleu_16537 Em0023g723a
ortholog_1894 gene-HOLleu_16544 Em0002g486a
ortholog_1895 gene-HOLleu_16546 Em0016g150a
ortholog_1896 gene-HOLleu_16549 Em0002g80a
ortholog_1897 gene-HOLleu_16550 Em0002g46a
ortholog_1898 gene-HOLleu_16554 Em0016g935a
ortholog_1899 gene-HOLleu_16568 Em0016g285a
ortholog_1900 gene-HOLleu_16572 Em0001g2642a
ortholog_1901 gene-HOLleu_16575 Em0001g1332a
ortholog_1902 gene-HOLleu_16592 Em0014g676a
ortholog_1903 gene-HOLleu_16594 Em0016g171a
ortholog_1904 gene-HOLleu_16595 Em0016g923a
ortholog_1905 gene-HOLleu_16602 Em0016g901a
ortholog_1906 gene-HOLleu_16603 Em0016g264a
ortholog_1907 gene-HOLleu_16616 Em0329g2a
ortholog_1908 gene-HOLleu_16667 Em0484g6a
ortholog_1909 gene-HOLleu_16669 Em0002g528a
ortholog_1910 gene-HOLleu_16710 Em0019g157a
ortholog_1911 gene-HOLleu_16717 Em0016g85a
ortholog_1912 gene-HOLleu_16719 Em0016g81a
ortholog_1913 gene-HOLleu_16720 Em0016g300a
ortholog_1914 gene-HOLleu_16724 Em1360g1a
ortholog_1915 gene-HOLleu_16737 Em0023g351a
ortholog_1916 gene-HOLleu_16745 Em0020g5a
ortholog_1917 gene-HOLleu_16746 Em0016g1022a
ortholog_1918 gene-HOLleu_16757 Em0015g935a
ortholog_1919 gene-HOLleu_16758 Em0013g232a
ortholog_1920 gene-HOLleu_16759 Em0016g272a
ortholog_1921 gene-HOLleu_16760 Em0016g256a
ortholog_1922 gene-HOLleu_16784 Em0016g917a
ortholog_1923 gene-HOLleu_16789 Em0016g1031a
ortholog_1924 gene-HOLleu_16791 Em0016g1116a
ortholog_1925 gene-HOLleu_16792 Em0016g1003a
ortholog_1926 gene-HOLleu_16793 Em0016g999a
ortholog_1927 gene-HOLleu_16795 Em0018g1045a
ortholog_1928 gene-HOLleu_16797 Em0016g189a
ortholog_1929 gene-HOLleu_16801 Em0016g1114a
ortholog_1930 gene-HOLleu_16804 Em0016g658a
ortholog_1931 gene-HOLleu_16820 Em0016g41a
ortholog_1932 gene-HOLleu_16838 Em0010g131a
ortholog_1933 gene-HOLleu_16839 Em0022g654a
ortholog_1934 gene-HOLleu_16842 Em0016g62a
ortholog_1935 gene-HOLleu_16855 Em0016g1089a
ortholog_1936 gene-HOLleu_16857 Em0004g1369a
ortholog_1937 gene-HOLleu_16859 Em0016g1101a
ortholog_1938 gene-HOLleu_16860 Em0034g1a
ortholog_1939 gene-HOLleu_16872 Em0016g1004a
ortholog_1940 gene-HOLleu_16886 Em0016g250a
ortholog_1941 gene-HOLleu_16890 Em0016g561a
ortholog_1942 gene-HOLleu_16895 Em0018g320a
ortholog_1943 gene-HOLleu_16899 Em0016g1165a
ortholog_1944 gene-HOLleu_16900 Em0648g2a
ortholog_1945 gene-HOLleu_16905 Em0016g997a
ortholog_1946 gene-HOLleu_16907 Em0016g947a
ortholog_1947 gene-HOLleu_16912 Em0016g134a
ortholog_1948 gene-HOLleu_16916 Em0016g1120a
ortholog_1949 gene-HOLleu_16920 Em0016g303a
ortholog_1950 gene-HOLleu_16924 Em0016g113a
ortholog_1951 gene-HOLleu_16931 Em0016g1164a
ortholog_1952 gene-HOLleu_16932 Em0009g1118a
ortholog_1953 gene-HOLleu_16933 Em0016g167a
ortholog_1954 gene-HOLleu_16935 Em0016g1106a
ortholog_1955 gene-HOLleu_16937 Em0016g984a
ortholog_1956 gene-HOLleu_16938 Em0016g274a
ortholog_1957 gene-HOLleu_16946 Em0009g52a
ortholog_1958 gene-HOLleu_16950 Em0016g1097a
ortholog_1959 gene-HOLleu_16957 Em0012g853a
ortholog_1960 gene-HOLleu_16967 Em0016g45a
ortholog_1961 gene-HOLleu_16968 Em0016g39a
ortholog_1962 gene-HOLleu_16974 Em0329g8a
ortholog_1963 gene-HOLleu_16979 Em0006g471a
ortholog_1964 gene-HOLleu_16981 Em0003g1217a
ortholog_1965 gene-HOLleu_16987 Em0018g653a
ortholog_1966 gene-HOLleu_16990 Em0008g913a
ortholog_1967 gene-HOLleu_17064 Em0016g534a
ortholog_1968 gene-HOLleu_17086 Em0016g1177a
ortholog_1969 gene-HOLleu_17106 Em0016g172a
ortholog_1970 gene-HOLleu_17107 Em0017g568a
ortholog_1971 gene-HOLleu_17121 Em0077g11a
ortholog_1972 gene-HOLleu_17128 Em0016g31a
ortholog_1973 gene-HOLleu_17133 Em0016g139a
ortholog_1974 gene-HOLleu_17136 Em0012g800a
ortholog_1975 gene-HOLleu_17138 Em0162g6a
ortholog_1976 gene-HOLleu_17143 Em0016g392a
ortholog_1977 gene-HOLleu_17150 Em0017g169a
ortholog_1978 gene-HOLleu_17166 Em0016g257a
ortholog_1979 gene-HOLleu_17173 Em0016g293a
ortholog_1980 gene-HOLleu_17179 Em0016g544a
ortholog_1981 gene-HOLleu_17209 Em0016g541a
ortholog_1982 gene-HOLleu_17217 Em0016g108a
ortholog_1983 gene-HOLleu_17282 Em0016g981a
ortholog_1984 gene-HOLleu_17305 Em0016g983a
ortholog_1985 gene-HOLleu_17325 Em0648g9a
ortholog_1986 gene-HOLleu_17327 Em0531g5a
ortholog_1987 gene-HOLleu_17332 Em0016g88a
ortholog_1988 gene-HOLleu_17338 Em0016g292a
ortholog_1989 gene-HOLleu_17339 Em0015g509a
ortholog_1990 gene-HOLleu_17341 Em0016g569a
ortholog_1991 gene-HOLleu_17357 Em0001g2585a
ortholog_1992 gene-HOLleu_17385 Em0020g183a
ortholog_1993 gene-HOLleu_17389 Em0002g32a
ortholog_1994 gene-HOLleu_17393 Em0020g922a
ortholog_1995 gene-HOLleu_17398 Em0020g1103a
ortholog_1996 gene-HOLleu_17401 Em0022g688a
ortholog_1997 gene-HOLleu_17403 Em0020g884a
ortholog_1998 gene-HOLleu_17405 Em0001g1935a
ortholog_1999 gene-HOLleu_17426 Em0016g64a
ortholog_2000 gene-HOLleu_17438 Em0020g86a
ortholog_2001 gene-HOLleu_17445 Em0013g893a
ortholog_2002 gene-HOLleu_17459 Em0020g238a
ortholog_2003 gene-HOLleu_17464 Em0020g786a
ortholog_2004 gene-HOLleu_17468 Em0004g976a
ortholog_2005 gene-HOLleu_17474 Em0020g566a
ortholog_2006 gene-HOLleu_17477 Em0016g417a
ortholog_2007 gene-HOLleu_17480 Em0020g870a
ortholog_2008 gene-HOLleu_17481 Em0019g104a
ortholog_2009 gene-HOLleu_17482 Em0495g2a
ortholog_2010 gene-HOLleu_17489 Em0020g500a
ortholog_2011 gene-HOLleu_17491 Em0020g552a
ortholog_2012 gene-HOLleu_17494 Em0020g987a
ortholog_2013 gene-HOLleu_17504 Em0017g565a
ortholog_2014 gene-HOLleu_17536 Em0001g1102a
ortholog_2015 gene-HOLleu_17545 Em0020g624a
ortholog_2016 gene-HOLleu_17546 Em0020g141a
ortholog_2017 gene-HOLleu_17548 Em0016g260a
ortholog_2018 gene-HOLleu_17557 Em0020g1023a
ortholog_2019 gene-HOLleu_17558 Em0012g606a
ortholog_2020 gene-HOLleu_17569 Em0020g133a
ortholog_2021 gene-HOLleu_17571 Em0020g840a
ortholog_2022 gene-HOLleu_17578 Em0020g1056a
ortholog_2023 gene-HOLleu_17581 Em0023g241a
ortholog_2024 gene-HOLleu_17584 Em0020g639a
ortholog_2025 gene-HOLleu_17590 Em0020g660a
ortholog_2026 gene-HOLleu_17594 Em0023g242a
ortholog_2027 gene-HOLleu_17597 Em0016g538a
ortholog_2028 gene-HOLleu_17598 Em0020g798a
ortholog_2029 gene-HOLleu_17600 Em0888g2a
ortholog_2030 gene-HOLleu_17612 Em0020g1077a
ortholog_2031 gene-HOLleu_17615 Em0016g1044a
ortholog_2032 gene-HOLleu_17620 Em0020g1088a
ortholog_2033 gene-HOLleu_17641 Em0020g121a
ortholog_2034 gene-HOLleu_17644 Em0004g1005a
ortholog_2035 gene-HOLleu_17645 Em0020g30a
ortholog_2036 gene-HOLleu_17663 Em0020g873a
ortholog_2037 gene-HOLleu_17679 Em0020g313a
ortholog_2038 gene-HOLleu_17689 Em0549g2a
ortholog_2039 gene-HOLleu_17693 Em0015g739a
ortholog_2040 gene-HOLleu_17699 Em0020g741a
ortholog_2041 gene-HOLleu_17705 Em0019g1131a
ortholog_2042 gene-HOLleu_17711 Em0020g1093a
ortholog_2043 gene-HOLleu_17716 Em0017g410a
ortholog_2044 gene-HOLleu_17720 Em0020g835a
ortholog_2045 gene-HOLleu_17724 Em0020g155a
ortholog_2046 gene-HOLleu_17725 Em0020g124a
ortholog_2047 gene-HOLleu_17726 Em0017g196a
ortholog_2048 gene-HOLleu_17760 Em0021g233a
ortholog_2049 gene-HOLleu_17767 Em0020g845a
ortholog_2050 gene-HOLleu_17775 Em0016g1122a
ortholog_2051 gene-HOLleu_17777 Em0020g998a
ortholog_2052 gene-HOLleu_17779 Em0021g97a
ortholog_2053 gene-HOLleu_17783 Em0020g638a
ortholog_2054 gene-HOLleu_17791 Em0020g952a
ortholog_2055 gene-HOLleu_17794 Em0023g435a
ortholog_2056 gene-HOLleu_17796 Em0069g4a
ortholog_2057 gene-HOLleu_17800 Em0006g900a
ortholog_2058 gene-HOLleu_17819 Em0005g1311a
ortholog_2059 gene-HOLleu_17821 Em0020g793a
ortholog_2060 gene-HOLleu_17834 Em0017g493a
ortholog_2061 gene-HOLleu_17844 Em0021g556a
ortholog_2062 gene-HOLleu_17849 Em0020g916a
ortholog_2063 gene-HOLleu_17856 Em0714g4a
ortholog_2064 gene-HOLleu_17859 Em0020g361a
ortholog_2065 gene-HOLleu_17872 Em0020g872a
ortholog_2066 gene-HOLleu_17873 Em0020g871a
ortholog_2067 gene-HOLleu_17874 Em0001g1028a
ortholog_2068 gene-HOLleu_17880 Em0888g3a
ortholog_2069 gene-HOLleu_17883 Em0020g799a
ortholog_2070 gene-HOLleu_17884 Em0020g1082a
ortholog_2071 gene-HOLleu_17886 Em0020g1050a
ortholog_2072 gene-HOLleu_17887 Em0020g168a
ortholog_2073 gene-HOLleu_17891 Em0020g167a
ortholog_2074 gene-HOLleu_17903 Em0020g815a
ortholog_2075 gene-HOLleu_17906 Em0020g999a
ortholog_2076 gene-HOLleu_17908 Em0020g1057a
ortholog_2077 gene-HOLleu_17909 Em0020g1089a
ortholog_2078 gene-HOLleu_17910 Em0020g1053a
ortholog_2079 gene-HOLleu_17911 Em0018g664a
ortholog_2080 gene-HOLleu_17917 Em0020g348a
ortholog_2081 gene-HOLleu_17925 Em0020g920a
ortholog_2082 gene-HOLleu_17941 Em0020g319a
ortholog_2083 gene-HOLleu_17955 Em0015g1080a
ortholog_2084 gene-HOLleu_17962 Em0020g58a
ortholog_2085 gene-HOLleu_17968 Em0020g135a
ortholog_2086 gene-HOLleu_17980 Em0003g1647a
ortholog_2087 gene-HOLleu_18000 Em0020g778a
ortholog_2088 gene-HOLleu_18001 Em0020g342a
ortholog_2089 gene-HOLleu_18004 Em0021g730a
ortholog_2090 gene-HOLleu_18011 Em0020g489a
ortholog_2091 gene-HOLleu_18014 Em0001g1387a
ortholog_2092 gene-HOLleu_18015 Em0020g946a
ortholog_2093 gene-HOLleu_18016 Em0018g240a
ortholog_2094 gene-HOLleu_18022 Em0020g158a
ortholog_2095 gene-HOLleu_18043 g32971.t1
ortholog_2096 gene-HOLleu_18047 Em0019g871a
ortholog_2097 gene-HOLleu_18074 Em0440g7a
ortholog_2098 gene-HOLleu_18075 Em0009g987a
ortholog_2099 gene-HOLleu_18083 Em0020g863a
ortholog_2100 gene-HOLleu_18089 Em0020g90a
ortholog_2101 gene-HOLleu_18097 Em0020g642a
ortholog_2102 gene-HOLleu_18099 Em0020g643a
ortholog_2103 gene-HOLleu_18110 Em0015g479a
ortholog_2104 gene-HOLleu_18117 Em0007g938a
ortholog_2105 gene-HOLleu_18118 Em0020g625a
ortholog_2106 gene-HOLleu_18123 Em0020g570a
ortholog_2107 gene-HOLleu_18141 Em0001g3558a
ortholog_2108 gene-HOLleu_18144 Em0020g657a
ortholog_2109 gene-HOLleu_18168 Em0020g50a
ortholog_2110 gene-HOLleu_18169 Em0020g940a
ortholog_2111 gene-HOLleu_18173 Em0003g1822a
ortholog_2112 gene-HOLleu_18174 Em0020g120a
ortholog_2113 gene-HOLleu_18178 Em0022g379a
ortholog_2114 gene-HOLleu_18181 Em0020g886a
ortholog_2115 gene-HOLleu_18191 Em0020g52a
ortholog_2116 gene-HOLleu_18193 Em0020g971a
ortholog_2117 gene-HOLleu_18204 Em0020g842a
ortholog_2118 gene-HOLleu_18207 Em0020g359a
ortholog_2119 gene-HOLleu_18219 Em0020g1085a
ortholog_2120 gene-HOLleu_18220 Em0020g816a
ortholog_2121 gene-HOLleu_18222 Em0017g285a
ortholog_2122 gene-HOLleu_18227 Em0020g827a
ortholog_2123 gene-HOLleu_18229 Em0020g1070a
ortholog_2124 gene-HOLleu_18230 Em0020g1009a
ortholog_2125 gene-HOLleu_18232 Em0020g1002a
ortholog_2126 gene-HOLleu_18234 Em0020g40a
ortholog_2127 gene-HOLleu_18244 Em0847g1a
ortholog_2128 gene-HOLleu_18245 Em0017g160a
ortholog_2129 gene-HOLleu_18250 Em0020g78a
ortholog_2130 gene-HOLleu_18252 Em0004g660a
ortholog_2131 gene-HOLleu_18254 Em0020g142a
ortholog_2132 gene-HOLleu_18261 Em0028g36a
ortholog_2133 gene-HOLleu_18263 Em0020g239a
ortholog_2134 gene-HOLleu_18266 Em0019g690a
ortholog_2135 gene-HOLleu_18268 Em0013g889a
ortholog_2136 gene-HOLleu_18278 Em0020g85a
ortholog_2137 gene-HOLleu_18280 Em0020g977a
ortholog_2138 gene-HOLleu_18281 Em0017g590a
ortholog_2139 gene-HOLleu_18294 Em0018g668a
ortholog_2140 gene-HOLleu_18302 Em0019g563a
ortholog_2141 gene-HOLleu_18317 Em0020g351a
ortholog_2142 gene-HOLleu_18318 Em0020g365a
ortholog_2143 gene-HOLleu_18319 Em0020g125a
ortholog_2144 gene-HOLleu_18324 Em0020g284a
ortholog_2145 gene-HOLleu_18325 Em0020g134a
ortholog_2146 gene-HOLleu_18328 Em0020g1029a
ortholog_2147 gene-HOLleu_18331 Em0630g1a
ortholog_2148 gene-HOLleu_18332 Em0020g1055a
ortholog_2149 gene-HOLleu_18334 Em0020g950a
ortholog_2150 gene-HOLleu_18335 Em0020g826a
ortholog_2151 gene-HOLleu_18336 Em0020g482a
ortholog_2152 gene-HOLleu_18337 Em0016g547a
ortholog_2153 gene-HOLleu_18352 Em0002g1068a
ortholog_2154 gene-HOLleu_18360 Em0005g707a
ortholog_2155 gene-HOLleu_18361 Em0020g47a
ortholog_2156 gene-HOLleu_18369 Em0014g125a
ortholog_2157 gene-HOLleu_18377 Em0020g968a
ortholog_2158 gene-HOLleu_18378 Em0020g1081a
ortholog_2159 gene-HOLleu_18381 Em0630g2a
ortholog_2160 gene-HOLleu_18383 Em0020g887a
ortholog_2161 gene-HOLleu_18388 Em0009g1199a
ortholog_2162 gene-HOLleu_18401 Em0020g453a
ortholog_2163 gene-HOLleu_18403 Em0020g1022a
ortholog_2164 gene-HOLleu_18409 Em0019g869a
ortholog_2165 gene-HOLleu_18410 Em0020g655a
ortholog_2166 gene-HOLleu_18432 Em0020g862a
ortholog_2167 gene-HOLleu_18434 Em0021g546a
ortholog_2168 gene-HOLleu_18441 Em0019g718a
ortholog_2169 gene-HOLleu_18442 Em0020g751a
ortholog_2170 gene-HOLleu_18451 Em0020g811a
ortholog_2171 gene-HOLleu_18458 Em0020g571a
ortholog_2172 gene-HOLleu_18462 Em0020g1068a
ortholog_2173 gene-HOLleu_18464 Em0020g1051a
ortholog_2174 gene-HOLleu_18467 Em0023g487a
ortholog_2175 gene-HOLleu_18475 Em0020g1011a
ortholog_2176 gene-HOLleu_18476 Em0020g728a
ortholog_2177 gene-HOLleu_18485 Em0020g1026a
ortholog_2178 gene-HOLleu_18492 Em0001g1152a
ortholog_2179 gene-HOLleu_18496 Em0019g1092a
ortholog_2180 gene-HOLleu_18520 Em0005g1473a
ortholog_2181 gene-HOLleu_18525 Em0020g285a
ortholog_2182 gene-HOLleu_18530 Em0018g173a
ortholog_2183 gene-HOLleu_18538 Em0020g841a
ortholog_2184 gene-HOLleu_18542 Em0003g710a
ortholog_2185 gene-HOLleu_18543 Em0020g691a
ortholog_2186 gene-HOLleu_18555 Em0020g644a
ortholog_2187 gene-HOLleu_18558 Em0001g1613a
ortholog_2188 gene-HOLleu_18559 Em0005g1649a
ortholog_2189 gene-HOLleu_18562 Em0292g3a
ortholog_2190 gene-HOLleu_18563 Em0020g196a
ortholog_2191 gene-HOLleu_18566 Em0018g91a
ortholog_2192 gene-HOLleu_18569 Em0005g1627a
ortholog_2193 gene-HOLleu_18571 Em0020g955a
ortholog_2194 gene-HOLleu_18572 Em0020g170a
ortholog_2195 gene-HOLleu_18577 Em0020g199a
ortholog_2196 gene-HOLleu_18581 Em0020g665a
ortholog_2197 gene-HOLleu_18586 Em0011g830a
ortholog_2198 gene-HOLleu_18589 Em0012g1049a
ortholog_2199 gene-HOLleu_18597 Em0020g71a
ortholog_2200 gene-HOLleu_18598 Em0017g227a
ortholog_2201 gene-HOLleu_18603 Em0020g314a
ortholog_2202 gene-HOLleu_18604 Em0020g1061a
ortholog_2203 gene-HOLleu_18606 Em0019g201a
ortholog_2204 gene-HOLleu_18609 Em0016g370a
ortholog_2205 gene-HOLleu_18610 Em0020g666a
ortholog_2206 gene-HOLleu_18614 Em0012g1064a
ortholog_2207 gene-HOLleu_18627 Em0007g335a
ortholog_2208 gene-HOLleu_18637 Em0020g95a
ortholog_2209 gene-HOLleu_18652 Em0020g73a
ortholog_2210 gene-HOLleu_18656 Em0020g156a
ortholog_2211 gene-HOLleu_18657 Em0020g280a
ortholog_2212 gene-HOLleu_18658 Em0020g281a
ortholog_2213 gene-HOLleu_18659 Em0059g26a
ortholog_2214 gene-HOLleu_18661 Em0020g89a
ortholog_2215 gene-HOLleu_18667 Em0002g1023a
ortholog_2216 gene-HOLleu_18674 Em0017g386a
ortholog_2217 gene-HOLleu_18677 Em0017g559a
ortholog_2218 gene-HOLleu_18686 Em0020g487a
ortholog_2219 gene-HOLleu_18689 Em0006g893a
ortholog_2220 gene-HOLleu_18698 Em0011g78a
ortholog_2221 gene-HOLleu_18699 Em0021g41a
ortholog_2222 gene-HOLleu_18700 Em0020g335a
ortholog_2223 gene-HOLleu_18706 Em0020g391a
ortholog_2224 gene-HOLleu_18715 Em0020g163a
ortholog_2225 gene-HOLleu_18741 Em0005g1023a
ortholog_2226 gene-HOLleu_18746 Em0020g941a
ortholog_2227 gene-HOLleu_18747 Em0020g918a
ortholog_2228 gene-HOLleu_18749 Em0020g780a
ortholog_2229 gene-HOLleu_18751 Em0020g942a
ortholog_2230 gene-HOLleu_18757 Em0020g1100a
ortholog_2231 gene-HOLleu_18758 Em0009g13a
ortholog_2232 gene-HOLleu_18760 Em0002g78a
ortholog_2233 gene-HOLleu_18761 Em0003g1559a
ortholog_2234 gene-HOLleu_18764 Em0020g1079a
ortholog_2235 gene-HOLleu_18767 Em0017g361a
ortholog_2236 gene-HOLleu_18769 Em0020g785a
ortholog_2237 gene-HOLleu_18773 Em0020g729a
ortholog_2238 gene-HOLleu_18774 Em0013g655a
ortholog_2239 gene-HOLleu_18782 Em0020g602a
ortholog_2240 gene-HOLleu_18784 Em0022g316a
ortholog_2241 gene-HOLleu_18787 Em0020g824a
ortholog_2242 gene-HOLleu_18789 Em0015g1132a
ortholog_2243 gene-HOLleu_18796 Em0016g121a
ortholog_2244 gene-HOLleu_18797 Em0016g381a
ortholog_2245 gene-HOLleu_18801 Em0020g1065a
ortholog_2246 gene-HOLleu_18806 Em0020g114a
ortholog_2247 gene-HOLleu_18809 Em0020g567a
ortholog_2248 gene-HOLleu_18813 Em0020g350a
ortholog_2249 gene-HOLleu_18822 Em0020g499a
ortholog_2250 gene-HOLleu_18823 Em0007g304a
ortholog_2251 gene-HOLleu_18825 Em0020g488a
ortholog_2252 gene-HOLleu_18841 Em0009g1076a
ortholog_2253 gene-HOLleu_18859 Em0020g77a
ortholog_2254 gene-HOLleu_18863 Em0007g247a
ortholog_2255 gene-HOLleu_18868 Em0018g512a
ortholog_2256 gene-HOLleu_18869 Em0006g1029a
ortholog_2257 gene-HOLleu_18885 Em0020g603a
ortholog_2258 gene-HOLleu_18888 Em0020g113a
ortholog_2259 gene-HOLleu_18903 Em0020g1024a
ortholog_2260 gene-HOLleu_18917 Em0020g1080a
ortholog_2261 gene-HOLleu_18929 Em0021g65a
ortholog_2262 gene-HOLleu_18933 Em0005g1210a
ortholog_2263 gene-HOLleu_18962 Em0016g576a
ortholog_2264 gene-HOLleu_18963 Em0011g154a
ortholog_2265 gene-HOLleu_18964 Em0020g193a
ortholog_2266 gene-HOLleu_18973 Em0020g701a
ortholog_2267 gene-HOLleu_18976 Em0020g944a
