ortholog_1 BL06853 Em0023g52a
ortholog_3338 BL17803 Em0009g56a
ortholog_3339 BL17805 Em0005g959a
ortholog_3340 BL17807 Em0005g807a
ortholog_3341 BL17808 Em0005g212a
ortholog_3342 BL17809 Em0009g1127a
ortholog_3343 BL17828 Em0011g759a
ortholog_3344 BL17841 Em0050g14a
ortholog_3345 BL17844 Em0019g1124a
ortholog_3346 BL17847 Em0005g1262a
ortholog_3347 BL17849 Em0010g892a
ortholog_3348 BL17851 Em0007g716a
ortholog_3349 BL17854 Em0005g1655a
ortholog_3350 BL17866 Em0020g75a
ortholog_3351 BL17879 Em0013g785a
ortholog_3352 BL17883 Em0020g654a
ortholog_3353 BL17888 Em0016g992a
ortholog_3354 BL17889 Em0006g1527a
ortholog_3355 BL17890 Em0021g729a
ortholog_3356 BL17891 Em0021g938a
ortholog_3357 BL17895 Em0003g1326a
ortholog_3358 BL17897 Em0021g120a
ortholog_3359 BL17902 Em0011g1042a
ortholog_3360 BL17917 Em0021g340a
ortholog_3361 BL17924 Em0021g270a
ortholog_3362 BL17926 Em0021g288a
ortholog_3363 BL17939 Em0021g217a
ortholog_3364 BL17940 Em0021g342a
ortholog_3365 BL17976 Em0005g1444a
ortholog_3366 BL17991 Em0020g335a
ortholog_3367 BL17992 Em0020g121a
ortholog_3368 BL18008 Em0017g348a
ortholog_3369 BL18020 Em0001g264a
ortholog_3370 BL18032 Em0016g272a
ortholog_3371 BL18034 Em0016g256a
ortholog_3372 BL18038 Em0708g2a
ortholog_3373 BL18039 Em0016g64a
ortholog_3374 BL18041 Em0013g446a
ortholog_3375 BL18048 Em0019g1208a
ortholog_3376 BL18051 Em0423g1a
ortholog_3377 BL18052 Em0016g290a
ortholog_3378 BL18054 Em0006g472a
ortholog_3379 BL18064 Em0016g1008a
ortholog_3380 BL18066 Em0013g530a
ortholog_3381 BL18072 Em0016g143a
ortholog_3382 BL18078 Em0021g789a
ortholog_3383 BL18082 Em0016g979a
ortholog_3384 BL18083 Em0016g949a
ortholog_3385 BL18085 Em0005g1179a
ortholog_3386 BL18104 Em0001g3310a
ortholog_3387 BL18105 Em0238g2a
ortholog_3388 BL18122 Em0010g372a
ortholog_3389 BL18125 Em0016g284a
ortholog_3390 BL18126 Em0016g283a
ortholog_3391 BL18127 Em0002g1750a
ortholog_3392 BL18128 Em0016g1042a
ortholog_3393 BL18130 Em0016g303a
ortholog_3394 BL18134 Em0016g292a
ortholog_3395 BL18147 Em0034g1a
ortholog_3396 BL18150 Em0016g155a
ortholog_3397 BL18152 Em0021g172a
ortholog_3398 BL18154 Em0014g830a
ortholog_3399 BL18160 Em0016g703a
ortholog_3400 BL18161 Em0016g1024a
ortholog_3401 BL18176 Em0016g165a
ortholog_3402 BL18182 Em0016g569a
ortholog_3403 BL18189 Em0006g231a
ortholog_3404 BL18190 Em0016g1162a
ortholog_3405 BL18196 Em0016g245a
ortholog_3406 BL18208 Em0016g1109a
ortholog_3407 BL18213 Em0005g1446a
ortholog_3408 BL18214 Em0016g1038a
ortholog_3409 BL18218 Em0531g3a
ortholog_3410 BL18219 Em0010g901a
ortholog_3411 BL18226 Em0011g83a
ortholog_3412 BL18241 Em0016g588a
ortholog_3413 BL18247 Em0016g983a
ortholog_3414 BL18250 Em0005g667a
ortholog_3415 BL18251 Em0004g1369a
ortholog_3416 BL18252 Em0016g152a
ortholog_3417 BL18253 Em0077g1a
ortholog_3418 BL18257 Em0016g118a
ortholog_3419 BL18262 Em0016g307a
ortholog_3420 BL18263 Em0015g136a
ortholog_3421 BL18272 Em0531g11a
ortholog_3422 BL18273 Em0016g265a
ortholog_3423 BL18277 Em0008g913a
ortholog_3424 BL18283 Em0016g1163a
ortholog_3425 BL18284 Em0016g1134a
ortholog_3426 BL18285 Em0020g209a
ortholog_3427 BL18300 Em0016g1164a
ortholog_3428 BL18301 Em0016g948a
ortholog_3429 BL18311 Em0016g1165a
ortholog_3430 BL18324 Em0016g134a
ortholog_3431 BL18333 Em0018g32a
ortholog_3432 BL18335 Em0016g41a
ortholog_3433 BL18339 Em0016g919a
ortholog_3434 BL18342 Em0379g2a
ortholog_3435 BL18344 Em0016g1022a
ortholog_3436 BL18346 Em0008g340a
ortholog_3437 BL18347 Em0016g120a
ortholog_3438 BL18349 Em0016g313a
ortholog_3439 BL18360 Em0010g131a
ortholog_3440 BL18362 Em0017g30a
ortholog_3441 BL18375 Em0016g259a
ortholog_3442 BL18376 Em0016g162a
ortholog_3443 BL18378 Em0010g805a
ortholog_3444 BL18393 Em0016g23a
ortholog_3445 BL18394 Em0016g1087a
ortholog_3446 BL18396 Em0022g321a
ortholog_3447 BL18398 Em0016g29a
ortholog_3448 BL18406 Em0017g494a
ortholog_3449 BL18407 Em0082g17a
ortholog_3450 BL18410 Em0015g1054a
ortholog_3451 BL18411 Em0006g692a
ortholog_3452 BL18420 Em0016g129a
ortholog_3453 BL18426 Em0016g1004a
ortholog_3454 BL18435 Em0016g1086a
ortholog_3455 BL18438 Em0016g947a
ortholog_3456 BL18440 Em0016g986a
ortholog_3457 BL18443 Em0016g989a
ortholog_3458 BL18456 Em0023g425a
ortholog_3459 BL18467 Em0014g171a
ortholog_3460 BL18489 Em0001g1075a
ortholog_3461 BL18490 Em0018g7a
ortholog_3462 BL18491 Em0016g92a
ortholog_3463 BL18494 Em0016g300a
ortholog_3464 BL18503 Em0016g279a
ortholog_3465 BL18505 Em0016g179a
ortholog_3466 BL18508 Em0016g172a
ortholog_3467 BL18511 Em0010g122a
ortholog_3468 BL18515 Em0003g1415a
ortholog_3469 BL18521 Em0016g128a
ortholog_3470 BL18522 Em0520g4a
ortholog_3471 BL18523 Em0013g1065a
ortholog_3472 BL18524 Em0018g653a
ortholog_3473 BL18529 Em0016g1031a
ortholog_3474 BL18543 Em0016g550a
ortholog_3475 BL18545 Em0004g1387a
ortholog_3476 BL18548 Em0016g355a
ortholog_3477 BL18562 Em0009g52a
ortholog_3478 BL18563 Em0016g31a
ortholog_3479 BL18568 Em0015g32a
ortholog_3480 BL18569 Em0018g975a
ortholog_3481 BL18570 Em0020g843a
ortholog_3482 BL21297 Em0020g978a
ortholog_3483 BL21304 Em0014g154a
ortholog_3484 BL21308 Em0013g1093a
ortholog_3485 BL21315 Em0013g226a
ortholog_3486 BL21321 Em0333g1a
ortholog_3487 BL21323 Em0006g941a
ortholog_3488 BL21325 Em0023g31a
ortholog_3489 BL21327 Em0013g250a
ortholog_3490 BL21329 Em0060g11a
ortholog_3491 BL21330 Em0013g138a
ortholog_3492 BL21342 Em0001g1124a
ortholog_3493 BL21343 Em0013g846a
ortholog_3494 BL21352 Em0013g193a
ortholog_3495 BL21354 Em0014g558a
ortholog_3496 BL21359 Em0013g363a
ortholog_3497 BL21361 Em0013g985a
ortholog_3498 BL21363 Em1018g1a
ortholog_3499 BL21375 Em0013g432a
ortholog_3500 BL21377 Em0013g103a
ortholog_3501 BL21379 Em0008g1261a
ortholog_3502 BL21381 Em0013g825a
ortholog_3503 BL21382 Em0013g1124a
ortholog_3504 BL21384 Em0009g110a
ortholog_3505 BL21387 Em0020g921a
ortholog_3506 BL21388 Em0013g294a
ortholog_3507 BL21389 Em0013g301a
ortholog_3508 BL21399 Em0139g6a
ortholog_3509 BL21400 Em0013g321a
ortholog_3510 BL21401 Em0015g35a
ortholog_3511 BL21402 Em0013g322a
ortholog_3512 BL21411 Em0013g41a
ortholog_3513 BL21413 Em0013g297a
ortholog_3514 BL21414 Em0018g514a
ortholog_3515 BL21417 Em0001g3320a
ortholog_3516 BL21419 Em0005g1447a
ortholog_3517 BL21427 Em0013g317a
ortholog_3518 BL21429 Em0013g97a
ortholog_3519 BL21430 Em0011g623a
ortholog_3520 BL21431 Em0003g1863a
ortholog_3521 BL21436 Em0013g318a
ortholog_3522 BL21437 Em0013g330a
ortholog_3523 BL21443 Em0006g967a
ortholog_3524 BL21447 Em0021g307a
ortholog_3525 BL21449 Em0013g271a
ortholog_3526 BL21450 Em0306g1a
ortholog_3527 BL21458 Em0573g6a
ortholog_3528 BL21468 Em0013g228a
ortholog_3529 BL21471 Em0013g302a
ortholog_3530 BL21474 Em0006g935a
ortholog_3531 BL21475 Em0013g190a
ortholog_3532 BL21476 Em0013g660a
ortholog_3533 BL21480 Em0013g120a
ortholog_3534 BL21482 Em0003g345a
ortholog_3535 BL21483 Em0801g1a
ortholog_3536 BL21493 Em0013g307a
ortholog_3537 BL21494 Em0013g357a
ortholog_3538 BL21499 Em0012g1094a
ortholog_3539 BL21500 Em0013g33a
ortholog_3540 BL21501 Em0022g519a
ortholog_3541 BL21505 Em0013g40a
ortholog_3542 BL21515 Em0004g1352a
ortholog_3543 BL21516 Em0013g108a
ortholog_3544 BL21517 Em0010g464a
ortholog_3545 BL21518 g32989.t1
ortholog_3546 BL21519 Em0001g2923a
ortholog_3547 BL21524 Em0021g750a
ortholog_3548 BL21534 Em0017g275a
ortholog_3549 BL21535 Em0003g742a
ortholog_3550 BL21540 Em0009g942a
ortholog_3551 BL21543 Em0003g1298a
ortholog_3552 BL21548 Em0003g48a
ortholog_3553 BL21551 Em0003g459a
ortholog_3554 BL21554 Em0005g800a
ortholog_3555 BL21559 Em0001g1422a
ortholog_3556 BL21562 Em0003g484a
ortholog_3557 BL21563 Em0001g121a
ortholog_3558 BL21566 Em0003g321a
ortholog_3559 BL21568 Em0003g1408a
ortholog_3560 BL21571 Em0003g531a
ortholog_3561 BL21577 Em0003g317a
ortholog_3562 BL21579 Em0003g46a
ortholog_3563 BL21589 Em0001g727a
ortholog_3564 BL21604 Em0003g34a
ortholog_3565 BL21605 Em0003g42a
ortholog_3566 BL21606 Em0001g3357a
ortholog_3567 BL21607 Em0011g169a
ortholog_3568 BL21610 Em0003g1202a
ortholog_3569 BL21612 Em0737g1a
ortholog_3570 BL21614 Em0005g81a
ortholog_3571 BL21618 Em0021g114a
ortholog_3572 BL21622 Em0002g45a
ortholog_3573 BL21629 Em0023g186a
ortholog_3574 BL21630 Em0013g1037a
ortholog_3575 BL21638 Em0018g375a
ortholog_3576 BL21639 Em0011g322a
ortholog_3577 BL21652 Em0158g6a
ortholog_3578 BL21654 Em0023g600a
ortholog_3579 BL21670 Em0023g67a
ortholog_3580 BL21672 Em0013g820a
ortholog_3581 BL21685 Em0009g1069a
ortholog_3582 BL21686 Em0021g685a
ortholog_3583 BL21688 Em0013g720a
ortholog_3584 BL21700 Em0013g811a
ortholog_3585 BL21708 Em0013g145a
ortholog_3586 BL21709 Em0013g622a
ortholog_3587 BL21710 Em0013g246a
ortholog_3588 BL21711 Em0013g107a
ortholog_3589 BL21713 Em0013g166a
ortholog_3590 BL21717 Em0018g568a
ortholog_3591 BL21726 Em0013g834a
ortholog_3592 BL21749 Em0013g843a
ortholog_3593 BL21750 Em0022g696a
ortholog_3594 BL21766 Em0013g256a
ortholog_3595 BL21767 Em0013g272a
ortholog_3596 BL21769 Em0017g36a
ortholog_3597 BL21770 Em0013g59a
ortholog_3598 BL21772 Em0018g388a
ortholog_3599 BL21781 Em0013g110a
ortholog_3600 BL21783 Em0021g586a
ortholog_3601 BL21784 Em0001g3448a
ortholog_3602 BL21794 Em0013g783a
ortholog_3603 BL21799 Em0013g133a
ortholog_3604 BL21811 Em0013g194a
ortholog_3605 BL21814 Em0013g493a
ortholog_3606 BL21815 Em0013g491a
ortholog_3607 BL21826 Em0001g1849a
ortholog_3608 BL21830 Em0009g1188a
ortholog_3609 BL21831 Em0013g615a
ortholog_3610 BL21832 Em0013g192a
ortholog_3611 BL21837 Em0013g167a
ortholog_3612 BL21838 Em0013g113a
ortholog_3613 BL21859 Em0003g1225a
ortholog_3614 BL21873 Em0013g816a
ortholog_3615 BL21874 Em0013g822a
ortholog_3616 BL21875 Em0013g821a
ortholog_3617 BL21877 Em0013g48a
ortholog_3618 BL21878 Em0013g119a
ortholog_3619 BL21879 Em0022g302a
ortholog_3620 BL21880 Em0013g856a
ortholog_3621 BL21886 Em0024g137a
ortholog_3622 BL21893 Em0013g379a
ortholog_3623 BL21902 Em0446g2a
ortholog_3624 BL21912 Em0010g1029a
ortholog_3625 BL21916 Em0013g168a
ortholog_3626 BL21918 Em0016g423a
ortholog_3627 BL21921 Em0011g359a
ortholog_3628 BL21922 Em0020g1000a
ortholog_3629 BL21923 Em0015g321a
ortholog_3630 BL21924 Em0016g356a
ortholog_3631 BL21932 Em0013g706a
ortholog_3632 BL21933 Em0022g171a
ortholog_3633 BL21934 Em0013g713a
ortholog_3634 BL21937 Em0006g876a
ortholog_3635 BL21945 Em0013g327a
ortholog_3636 BL21948 Em0006g1422a
ortholog_3637 BL21949 Em0013g890a
ortholog_3638 BL21950 Em0016g240a
ortholog_3639 BL21953 Em0020g821a
ortholog_3640 BL21954 Em0011g196a
ortholog_3641 BL21959 Em0020g1083a
ortholog_3642 BL21960 Em0013g1099a
ortholog_3643 BL21961 Em0021g295a
ortholog_3644 BL21963 Em0013g1083a
ortholog_3645 BL21965 Em0475g3a
ortholog_3646 BL21972 Em0735g1a
ortholog_3647 BL21974 Em0011g19a
ortholog_3648 BL21975 Em0013g150a
ortholog_3649 BL21976 Em0013g388a
ortholog_3650 BL21980 Em0013g1092a
ortholog_3651 BL21981 Em0017g521a
ortholog_3652 BL21982 Em0021g878a
ortholog_3653 BL21984 Em0013g888a
ortholog_3654 BL21987 Em0013g279a
ortholog_3655 BL21991 Em0006g619a
ortholog_3656 BL21992 Em0013g278a
ortholog_3657 BL21993 Em0013g691a
ortholog_3658 BL22001 Em0019g859a
ortholog_3659 BL22003 Em0967g1a
ortholog_3660 BL22006 Em0004g1596a
ortholog_3661 BL22008 Em0016g103a
ortholog_3662 BL22010 Em0003g791a
ortholog_3663 BL22011 Em0018g810a
ortholog_3664 BL22020 Em0003g1361a
ortholog_3665 BL22033 Em0003g298a
ortholog_3666 BL22034 Em0003g314a
ortholog_3667 BL22037 Em0018g189a
ortholog_3668 BL22038 Em0001g1388a
ortholog_3669 BL22040 Em0003g189a
ortholog_3670 BL22041 Em0003g190a
ortholog_3671 BL22047 Em0003g44a
ortholog_3672 BL22054 Em0015g746a
ortholog_3673 BL22059 Em0019g1050a
ortholog_3674 BL22061 Em0003g722a
ortholog_3675 BL22062 Em0003g1002a
ortholog_3676 BL22063 Em0003g63a
ortholog_3677 BL22075 Em0001g1022a
ortholog_3678 BL22079 Em0020g992a
ortholog_3679 BL22081 Em0003g657a
ortholog_3680 BL22082 Em0001g3624a
ortholog_3681 BL22089 Em0002g1240a
ortholog_3682 BL22090 Em0001g1021a
ortholog_3683 BL22095 Em0012g20a
ortholog_3684 BL22100 Em0003g62a
ortholog_3685 BL22101 Em0006g1009a
ortholog_3686 BL22104 Em0022g492a
ortholog_3687 BL22108 Em0004g1351a
ortholog_3688 BL22109 Em0003g1379a
ortholog_3689 BL22110 Em0010g711a
ortholog_3690 BL22114 Em0003g1407a
ortholog_3691 BL22116 Em0003g629a
ortholog_3692 BL22117 Em0003g346a
ortholog_3693 BL22118 Em0014g769a
ortholog_3694 BL22119 Em0023g944a
ortholog_3695 BL22123 Em0003g1581a
ortholog_3696 BL22128 Em0004g62a
ortholog_3697 BL22129 Em0014g155a
ortholog_3698 BL22132 Em0003g173a
ortholog_3699 BL22145 Em0017g585a
ortholog_3700 BL22174 Em0003g815a
ortholog_3701 BL22180 Em0017g227a
ortholog_3702 BL22183 Em0008g1265a
ortholog_3703 BL22184 Em0047g8a
ortholog_3704 BL22185 Em0017g195a
ortholog_3705 BL22195 Em0015g507a
ortholog_3706 BL22203 Em0007g937a
ortholog_3707 BL22212 Em0003g348a
ortholog_3708 BL22213 Em0003g389a
ortholog_3709 BL22214 Em0017g575a
ortholog_3710 BL22219 Em0003g375a
ortholog_3711 BL22250 Em0014g181a
ortholog_3712 BL22256 Em0011g518a
ortholog_3713 BL22257 Em0020g204a
ortholog_3714 BL22271 Em0033g21a
ortholog_3715 BL22272 Em0016g1045a
ortholog_3716 BL22279 Em0011g139a
ortholog_3717 BL22281 Em0447g8a
ortholog_3718 BL22282 Em0019g574a
ortholog_3719 BL22293 Em0003g1292a
ortholog_3720 BL22309 Em0009g999a
ortholog_3721 BL22320 Em0008g242a
ortholog_3722 BL18888 Em0004g36a
ortholog_3723 BL18766 Em0024g199a
ortholog_3724 BL18768 Em0011g222a
ortholog_3725 BL18782 Em0013g574a
ortholog_3726 BL18784 Em0013g551a
ortholog_3727 BL18788 Em0015g453a
ortholog_3728 BL18802 Em0006g735a
ortholog_3729 BL18803 Em0011g118a
ortholog_3730 BL18804 Em0023g516a
ortholog_3731 BL18806 Em0013g288a
ortholog_3732 BL18807 Em0013g146a
ortholog_3733 BL18816 Em0013g263a
ortholog_3734 BL18817 Em0013g258a
ortholog_3735 BL18823 Em0016g586a
ortholog_3736 BL18824 Em0016g1017a
ortholog_3737 BL18830 Em0022g719a
ortholog_3738 BL18841 Em0004g1400a
ortholog_3739 BL18852 Em0003g1248a
ortholog_3740 BL18858 Em0010g849a
ortholog_3741 BL18878 Em0022g134a
ortholog_3742 BL18893 Em0006g1236a
ortholog_3743 BL18925 Em0007g1106a
ortholog_3744 BL18928 Em0023g488a
ortholog_3745 BL18935 Em0011g847a
ortholog_3746 BL18936 Em0011g1022a
ortholog_3747 BL18944 Em0023g494a
ortholog_3748 BL18953 Em0003g47a
ortholog_3749 BL19113 Em0718g6a
ortholog_3750 BL19119 Em0011g938a
ortholog_3751 BL19120 Em0015g775a
ortholog_3752 BL19135 Em0016g987a
ortholog_3753 BL19136 Em0001g2170a
ortholog_3754 BL19140 Em0015g982a
ortholog_3755 BL19142 Em0047g9a
ortholog_3756 BL19143 Em0015g504a
ortholog_3757 BL19144 Em0008g42a
ortholog_3758 BL19149 Em0015g672a
ortholog_3759 BL19153 Em0015g1108a
ortholog_3760 BL19156 Em0015g714a
ortholog_3761 BL19159 Em0015g1204a
ortholog_3762 BL19166 Em0015g170a
ortholog_3763 BL19170 Em0015g1265a
ortholog_3764 BL19180 Em0004g80a
ortholog_3765 BL19182 Em0015g1071a
ortholog_3766 BL19197 Em0017g213a
ortholog_3767 BL19205 Em0015g902a
ortholog_3768 BL19206 Em0020g138a
ortholog_3769 BL19212 Em0011g803a
ortholog_3770 BL19213 Em0020g240a
ortholog_3771 BL19214 Em0020g643a
ortholog_3772 BL19215 Em0020g728a
ortholog_3773 BL19219 Em0014g630a
ortholog_3774 BL19220 Em0023g487a
ortholog_3775 BL19223 Em0016g542a
ortholog_3776 BL19228 Em0020g134a
ortholog_3777 BL19229 Em0020g824a
ortholog_3778 BL19230 Em0020g701a
ortholog_3779 BL19231 Em0020g798a
ortholog_3780 BL19232 Em0020g1004a
ortholog_3781 BL19236 Em0020g887a
ortholog_3782 BL19240 Em0020g655a
ortholog_3783 BL19242 Em0019g869a
ortholog_3784 BL19244 Em0020g970a
ortholog_3785 BL19252 Em0020g84a
ortholog_3786 BL19255 Em0020g997a
ortholog_3787 BL19258 Em0020g958a
ortholog_3788 BL19260 Em0020g863a
ortholog_3789 BL19264 Em0020g665a
ortholog_3790 BL19266 Em0020g487a
ortholog_3791 BL19267 Em0003g1559a
ortholog_3792 BL19269 Em0020g660a
ortholog_3793 BL19276 Em0832g1a
ortholog_3794 BL19288 Em0007g247a
ortholog_3795 BL19299 Em0018g575a
ortholog_3796 BL19301 Em0020g1029a
ortholog_3797 BL19306 Em0015g59a
ortholog_3798 BL19307 Em0020g90a
ortholog_3799 BL19308 Em0020g805a
ortholog_3800 BL19311 Em0018g48a
ortholog_3801 BL19312 Em0020g239a
ortholog_3802 BL19320 Em0016g1044a
ortholog_3803 BL19321 Em0021g306a
ortholog_3804 BL19322 Em0020g823a
ortholog_3805 BL19334 Em0002g78a
ortholog_3806 BL19336 Em0020g1100a
ortholog_3807 BL19340 Em0020g95a
ortholog_3808 BL19342 Em0020g27a
ortholog_3809 BL19343 Em0020g156a
ortholog_3810 BL19344 Em0020g89a
ortholog_3811 BL19347 Em0020g1089a
ortholog_3812 BL19348 Em0022g700a
ortholog_3813 BL19349 Em0021g41a
ortholog_3814 BL19350 Em0020g943a
ortholog_3815 BL19361 Em0020g657a
ortholog_3816 BL19363 Em0020g786a
ortholog_3817 BL19369 Em0020g952a
ortholog_3818 BL19371 Em0020g1026a
ortholog_3819 BL19379 Em0001g1387a
ortholog_3820 BL19380 Em0020g965a
ortholog_3821 BL19390 Em0020g1010a
ortholog_3822 BL19391 Em0020g780a
ortholog_3823 BL19400 Em0022g870a
ortholog_3824 BL19402 Em0812g2a
ortholog_3825 BL19406 Em0020g499a
ortholog_3826 BL19407 Em0020g350a
ortholog_3827 BL19408 Em0020g542a
ortholog_3828 BL19410 Em0020g797a
ortholog_3829 BL19415 Em0016g1173a
ortholog_3830 BL19422 Em0020g998a
ortholog_3831 BL19425 Em0888g3a
ortholog_3832 BL19427 Em0006g1029a
ortholog_3833 BL19443 Em0008g1239a
ortholog_3834 BL19450 Em0007g190a
ortholog_3835 BL19465 Em0020g1070a
ortholog_3836 BL19483 Em0016g121a
ortholog_3837 BL19484 Em0018g273a
ortholog_3838 BL19488 Em0012g72a
ortholog_3839 BL19490 Em0020g170a
ortholog_3840 BL19493 Em0020g840a
ortholog_3841 BL19503 Em0020g71a
ortholog_3842 BL19510 Em0014g879a
ortholog_3843 BL19513 Em0018g563a
ortholog_3844 BL19516 Em0020g1064a
ortholog_3845 BL19517 Em0020g946a
ortholog_3846 BL19518 Em0006g907a
ortholog_3847 BL19524 Em0022g688a
ortholog_3848 BL19528 Em0020g570a
ortholog_3849 BL19531 Em0020g283a
ortholog_3850 BL19533 Em0008g1029a
ortholog_3851 BL19536 Em0020g950a
ortholog_3852 BL19537 Em0011g936a
ortholog_3853 BL19538 Em0010g674a
ortholog_3854 BL19539 Em0017g160a
ortholog_3855 BL19540 Em0020g280a
ortholog_3856 BL19541 Em0020g155a
ortholog_3857 BL19542 Em0002g3a
ortholog_3858 BL19544 Em0021g223a
ortholog_3859 BL19546 Em0020g124a
ortholog_3860 BL19548 Em0020g862a
ortholog_3861 BL19549 Em0020g1055a
ortholog_3862 BL19550 Em0630g1a
ortholog_3863 BL19551 Em0265g4a
ortholog_3864 BL19556 Em0020g211a
ortholog_3865 BL19557 Em0020g226a
ortholog_3866 BL19560 Em0011g143a
ortholog_3867 BL19563 Em0015g419a
ortholog_3868 BL19564 Em0292g3a
ortholog_3869 BL19571 Em0020g941a
ortholog_3870 BL19572 Em0020g942a
ortholog_3871 BL19576 Em0004g713a
ortholog_3872 BL19578 Em0004g1686a
ortholog_3873 BL19582 Em0020g73a
ortholog_3874 BL19585 Em0005g1394a
ortholog_3875 BL19586 Em0020g191a
ortholog_3876 BL19590 Em0020g599a
ortholog_3877 BL19592 Em0059g26a
ortholog_3878 BL19597 Em0022g403a
ortholog_3879 BL19601 Em0020g1051a
ortholog_3880 BL19602 Em0020g1068a
ortholog_3881 BL19610 Em0020g1057a
ortholog_3882 BL19612 Em0009g987a
ortholog_3883 BL18992 Em0016g159a
ortholog_3884 BL18993 Em0012g1039a
ortholog_3885 BL18999 Em0630g2a
ortholog_3886 BL19025 Em0020g77a
ortholog_3887 BL19028 Em0008g1025a
ortholog_3888 BL19029 Em0006g1177a
ortholog_3889 BL19031 Em0341g1a
ortholog_3890 BL19033 Em0020g453a
ortholog_3891 BL19034 Em0020g40a
ortholog_3892 BL19040 Em0020g1065a
ortholog_3893 BL19054 Em0020g58a
ortholog_3894 BL19059 Em0021g919a
ortholog_3895 BL19072 Em0020g751a
ortholog_3896 BL19083 Em0015g56a
ortholog_3897 BL19084 Em0023g710a
ortholog_3898 BL19100 Em0020g96a
ortholog_3899 BL19104 Em0001g1078a
ortholog_3900 BL19105 Em0023g355a
ortholog_3901 BL19636 Em0018g1140a
ortholog_3902 BL19637 Em0018g981a
ortholog_3903 BL19646 Em0860g1a
ortholog_3904 BL19647 Em0018g1121a
ortholog_3905 BL19648 Em0018g1208a
ortholog_3906 BL19649 Em0018g1207a
ortholog_3907 BL19652 Em0018g1199a
ortholog_3908 BL19663 Em0018g808a
ortholog_3909 BL19668 Em0018g1095a
ortholog_3910 BL19669 Em0018g934a
ortholog_3911 BL19670 Em0508g2a
ortholog_3912 BL19678 Em0017g556a
ortholog_3913 BL19682 Em0013g956a
ortholog_3914 BL19683 Em0018g380a
ortholog_3915 BL19684 Em0018g313a
ortholog_3916 BL19686 Em0018g300a
ortholog_3917 BL19687 Em0018g299a
ortholog_3918 BL19689 Em0018g1031a
ortholog_3919 BL19690 Em0819g1a
ortholog_3920 BL19691 Em0018g1029a
ortholog_3921 BL19695 Em0001g1344a
ortholog_3922 BL19699 Em0018g1088a
ortholog_3923 BL19703 Em0018g1197a
ortholog_3924 BL19704 Em0018g1051a
ortholog_3925 BL19708 Em1338g1a
ortholog_3926 BL19709 Em0728g3a
ortholog_3927 BL19711 Em0018g1182a
ortholog_3928 BL19712 Em0008g151a
ortholog_3929 BL19713 Em0018g1188a
ortholog_3930 BL19714 Em0018g1101a
ortholog_3931 BL19715 Em0012g1098a
ortholog_3932 BL19727 Em0018g1110a
ortholog_3933 BL19728 Em0538g3a
ortholog_3934 BL19738 Em0001g234a
ortholog_3935 BL19754 Em0001g331a
ortholog_3936 BL19755 Em0018g1183a
ortholog_3937 BL19758 Em0006g1239a
ortholog_3938 BL19781 Em0024g88a
ortholog_3939 BL19786 Em0007g323a
ortholog_3940 BL19789 Em0002g41a
ortholog_3941 BL19799 Em0024g373a
ortholog_3942 BL19801 Em0007g331a
ortholog_3943 BL19813 Em0004g1580a
ortholog_3944 BL19814 Em0017g25a
ortholog_3945 BL19827 Em0450g3a
ortholog_3946 BL19830 Em0024g232a
ortholog_3947 BL19833 Em0007g294a
ortholog_3948 BL19848 Em0015g1116a
ortholog_3949 BL19868 Em0015g70a
ortholog_3950 BL19873 Em0015g737a
ortholog_3951 BL19874 Em0015g561a
ortholog_3952 BL19879 Em0305g8a
ortholog_3953 BL19880 Em0015g1220a
ortholog_3954 BL19881 Em0015g692a
ortholog_3955 BL19883 Em0015g88a
ortholog_3956 BL19884 Em0008g580a
ortholog_3957 BL19885 Em0008g579a
ortholog_3958 BL19886 Em0015g344a
ortholog_3959 BL19888 Em0015g1045a
ortholog_3960 BL19894 Em0015g174a
ortholog_3961 BL19897 Em0015g615a
ortholog_3962 BL19898 Em0015g571a
ortholog_3963 BL19899 Em0015g716a
ortholog_3964 BL19900 Em0011g8a
ortholog_3965 BL19905 Em0003g2a
ortholog_3966 BL19907 Em0015g698a
ortholog_3967 BL19908 Em0015g613a
ortholog_3968 BL19909 Em0015g612a
ortholog_3969 BL19916 Em0001g3611a
ortholog_3970 BL19919 Em0653g3a
ortholog_3971 BL19922 Em0015g105a
ortholog_3972 BL19923 Em0023g533a
ortholog_3973 BL19925 Em0005g211a
ortholog_3974 BL19935 Em0015g1208a
ortholog_3975 BL19937 Em0015g1052a
ortholog_3976 BL19939 Em0019g308a
ortholog_3977 BL19946 Em0020g359a
ortholog_3978 BL19947 Em0015g1223a
ortholog_3979 BL19949 Em0017g128a
ortholog_3980 BL19962 Em0015g614a
ortholog_3981 BL19971 Em0015g49a
ortholog_3982 BL19972 Em0202g3a
ortholog_3983 BL19973 Em0001g123a
ortholog_3984 BL19976 Em0015g644a
ortholog_3985 BL19977 Em0015g1222a
ortholog_3986 BL19986 Em0015g186a
ortholog_3987 BL19988 Em0015g104a
ortholog_3988 BL19989 Em0018g1202a
ortholog_3989 BL19992 Em0015g346a
ortholog_3990 BL19995 Em0015g921a
ortholog_3991 BL19997 Em0015g503a
ortholog_3992 BL19999 Em0015g732a
ortholog_3993 BL20000 Em0015g733a
ortholog_3994 BL20003 Em0015g1088a
ortholog_3995 BL20004 Em0015g1178a
