ortholog_1 g164 BL24932_evm1
ortholog_3094 g79552 BL13260_evm0
ortholog_3095 g79553 BL13658_evm0
ortholog_3096 g79611 BL11805_cuf0
ortholog_3097 g79666 BL08290_evm0
ortholog_3098 g79808 BL64015_cuf0
ortholog_3099 g79869 BL58857_cuf0
ortholog_3100 g79984 BL18463_evm0
ortholog_3101 g79989 BL09720_evm0
ortholog_3102 g79990 BL19028_cuf0
ortholog_3103 g80010 BL96450_cuf2
ortholog_3104 g80015 BL02243_cuf0
ortholog_3105 g80027 BL21435_cuf2
ortholog_3106 g80030 BL12848_cuf2
ortholog_3107 g80036 BL01608_cuf0
ortholog_3108 g80037 BL12250_evm0
ortholog_3109 g80042 BL00174_cuf3
ortholog_3110 g80073 BL12796_evm12
ortholog_3111 g80091 BL20134_evm9
ortholog_3112 g80144 BL00176_cuf25
ortholog_3113 g80170 BL20565_evm2
ortholog_3114 g80188 BL53590_cuf1
ortholog_3115 g80204 BL08328_cuf17
ortholog_3116 g80239 BL13113_cuf3
ortholog_3117 g80303 BL04631_cuf1
ortholog_3118 g80371 BL16780_cuf33
ortholog_3119 g80394 BL12405_cuf0
ortholog_3120 g80403 BL01477_evm0
ortholog_3121 g80423 BL05742_evm0
ortholog_3122 g80454 BL10377_cuf3
ortholog_3123 g80459 BL05646_cuf2
ortholog_3124 g80491 BL01635_cuf0
ortholog_3125 g80508 BL13410_evm0
ortholog_3126 g80682 BL07233_evm3
ortholog_3127 g80714 BL16444_evm0
ortholog_3128 g80792 BL10928_cuf5
ortholog_3129 g80932 BL23306_evm0
ortholog_3130 g80934 BL04311_evm7
ortholog_3131 g80965 BL09477_evm0
ortholog_3132 g80993 BL04957_evm1
ortholog_3133 g80996 BL02354_evm6
ortholog_3134 g81034 BL05301_evm0
ortholog_3135 g81069 BL95471_evm0
ortholog_3136 g81102 BL20969_evm0
ortholog_3137 g81106 BL03888_cuf0
ortholog_3138 g81135 BL12822_cuf7
ortholog_3139 g81141 BL11239_cuf7
ortholog_3140 g81197 BL00760_cuf1
ortholog_3141 g81237 BL00960_cuf4
ortholog_3142 g81258 BL01636_evm0
ortholog_3143 g81300 BL12737_evm0
ortholog_3144 g81303 BL24571_evm2
ortholog_3145 g81338 BL08843_evm2
ortholog_3146 g81427 BL00921_evm7
ortholog_3147 g81468 BL18713_evm0
ortholog_3148 g81508 BL14096_evm0
ortholog_3149 g81561 BL23415_evm0
ortholog_3150 g81566 BL14374_evm0
ortholog_3151 g81588 BL15222_evm0
ortholog_3152 g81589 BL95410_evm1
ortholog_3153 g81595 BL22960_cuf4
ortholog_3154 g81601 BL21977_evm0
ortholog_3155 g81608 BL12709_cuf18
ortholog_3156 g81614 BL00682_evm0
ortholog_3157 g81637 BL15814_cuf3
ortholog_3158 g81642 BL04499_cuf0
ortholog_3159 g81643 BL04500_cuf23
ortholog_3160 g81649 BL26072_evm0
ortholog_3161 g81664 BL12542_cuf5
ortholog_3162 g81692 BL07442_cuf19
ortholog_3163 g81705 BL02911_evm4
ortholog_3164 g81744 BL10144_cuf2
ortholog_3165 g81749 BL06023_cuf0
ortholog_3166 g81774 BL24147_evm0
ortholog_3167 g81781 BL05500_cuf0
ortholog_3168 g81802 BL30768_evm0
ortholog_3169 g81979 BL22071_evm0
ortholog_3170 g81991 BL04906_evm0
ortholog_3171 g82031 BL16167_cuf6
ortholog_3172 g82087 BL19158_cuf10
ortholog_3173 g82096 BL01631_evm0
ortholog_3174 g82100 BL30444_evm0
ortholog_3175 g82102 BL23307_cuf4
ortholog_3176 g82144 BL91566_cuf0
ortholog_3177 g82162 BL69173_cuf0
ortholog_3178 g82177 BL05292_evm1
ortholog_3179 g82185 BL12732_evm1
ortholog_3180 g82297 BL02950_cuf9
ortholog_3181 g82320 BL11764_evm5
ortholog_3182 g82325 BL11270_evm0
ortholog_3183 g82331 BL10907_evm0
ortholog_3184 g82333 BL03889_evm4
ortholog_3185 g82336 BL18348_evm0
ortholog_3186 g82351 BL02961_evm0
ortholog_3187 g82445 BL32105_evm0
ortholog_3188 g82450 BL95280_evm2
ortholog_3189 g82460 BL18407_cuf3
ortholog_3190 g82477 BL20178_evm1
ortholog_3191 g82501 BL19524_cuf2
ortholog_3192 g82520 BL11174_cuf2
ortholog_3193 g82553 BL00684_cuf2
ortholog_3194 g82567 BL23354_evm3
ortholog_3195 g82582 BL95880_evm0
ortholog_3196 g82595 BL22964_cuf1
ortholog_3197 g82603 BL15129_evm9
ortholog_3198 g82607 BL07854_evm0
ortholog_3199 g82608 BL86891_cuf3
ortholog_3200 g82610 BL13547_evm0
ortholog_3201 g82625 BL58595_cuf3
ortholog_3202 g82631 BL23225_cuf2
ortholog_3203 g82647 BL07753_evm7
ortholog_3204 g82656 BL26194_evm0
ortholog_3205 g82667 BL16170_evm1
ortholog_3206 g82678 BL00431_evm7
ortholog_3207 g82698 BL95491_evm0
ortholog_3208 g82699 BL02170_cuf0
ortholog_3209 g82717 BL04534_cuf0
ortholog_3210 g82729 BL21537_cuf0
ortholog_3211 g82741 BL02347_evm0
ortholog_3212 g82746 BL20517_evm1
ortholog_3213 g82764 BL44153_cuf3
ortholog_3214 g82765 BL21647_evm2
ortholog_3215 g82768 BL05549_cuf2
ortholog_3216 g82779 BL05745_cuf1
ortholog_3217 g82808 BL96864_cuf12
ortholog_3218 g82902 BL16457_evm0
ortholog_3219 g82906 BL19530_cuf2
ortholog_3220 g82912 BL19528_cuf5
ortholog_3221 g82945 BL21401_cuf6
ortholog_3222 g82952 BL23748_evm0
ortholog_3223 g82965 BL05611_evm8
ortholog_3224 g82968 BL14988_evm1
ortholog_3225 g82969 BL03263_cuf6
ortholog_3226 g82983 BL15624_evm0
ortholog_3227 g83038 BL06129_evm0
ortholog_3228 g83051 BL22211_evm0
ortholog_3229 g83104 BL21526_evm0
ortholog_3230 g83123 BL16118_cuf4
ortholog_3231 g83135 BL03264_evm0
ortholog_3232 g83139 BL21807_cuf1
ortholog_3233 g83144 BL16899_cuf12
ortholog_3234 g83165 BL17976_cuf1
ortholog_3235 g83239 BL13025_cuf1
ortholog_3236 g83257 BL13285_evm2
ortholog_3237 g83366 BL17427_evm0
ortholog_3238 g83373 BL03538_cuf2
ortholog_3239 g83381 BL12183_evm0
ortholog_3240 g83418 BL01955_evm4
ortholog_3241 g83441 BL16615_cuf11
ortholog_3242 g83444 BL09406_evm4
ortholog_3243 g83526 BL15881_cuf8
ortholog_3244 g83583 BL05555_evm0
ortholog_3245 g83614 BL24754_cuf7
ortholog_3246 g83626 BL01374_evm0
ortholog_3247 g83629 BL01652_cuf8
ortholog_3248 g83631 BL20166_evm0
ortholog_3249 g83636 BL20162_cuf1
ortholog_3250 g83651 BL17429_evm0
ortholog_3251 g83654 BL16454_evm8
ortholog_3252 g83670 BL11433_evm0
ortholog_3253 g83671 BL38600_cuf0
ortholog_3254 g83673 BL11761_cuf30
ortholog_3255 g83678 BL96447_cuf4
ortholog_3256 g83689 BL96445_cuf0
ortholog_3257 g83700 BL18894_cuf0
ortholog_3258 g83701 BL01733_evm0
ortholog_3259 g83710 BL01288_evm0
ortholog_3260 g83711 BL19816_cuf6
ortholog_3261 g83723 BL15819_evm0
ortholog_3262 g83751 BL05694_evm0
ortholog_3263 g83762 BL12819_cuf9
ortholog_3264 g83765 BL18715_cuf2
ortholog_3265 g83766 BL18718_cuf6
ortholog_3266 g83770 BL21476_evm3
ortholog_3267 g83774 BL01702_cuf1
ortholog_3268 g83785 BL12524_evm0
ortholog_3269 g83831 BL20466_cuf5
ortholog_3270 g83839 BL00087_evm0
ortholog_3271 g83840 BL15417_cuf0
ortholog_3272 g83871 BL04952_cuf9
ortholog_3273 g83895 BL18118_evm0
ortholog_3274 g83898 BL00435_evm5
ortholog_3275 g83924 BL21113_evm4
ortholog_3276 g83933 BL04394_cuf2
ortholog_3277 g83935 BL22643_cuf11
ortholog_3278 g83973 BL18717_cuf27
ortholog_3279 g83974 BL08974_evm0
ortholog_3280 g84023 BL82618_cuf4
ortholog_3281 g84028 BL18688_evm0
ortholog_3282 g84029 BL06926_evm0
ortholog_3283 g84032 BL18408_evm10
ortholog_3284 g84033 BL00434_evm6
ortholog_3285 g84063 BL24110_evm0
ortholog_3286 g84065 BL18693_evm0
ortholog_3287 g84088 BL01645_evm0
ortholog_3288 g84090 BL07290_evm0
ortholog_3289 g84141 BL95746_evm0
ortholog_3290 g84161 BL21978_evm5
ortholog_3291 g84164 BL03893_evm2
ortholog_3292 g84183 BL03890_cuf6
ortholog_3293 g84195 BL06103_evm2
ortholog_3294 g84198 BL25105_evm0
ortholog_3295 g84204 BL15858_evm0
ortholog_3296 g84207 BL20156_evm1
ortholog_3297 g84208 BL20151_cuf6
ortholog_3298 g84210 BL15349_cuf4
ortholog_3299 g84220 BL20161_cuf6
ortholog_3300 g84239 BL10533_cuf7
ortholog_3301 g84311 BL04226_evm0
ortholog_3302 g84323 BL12254_cuf15
ortholog_3303 g84376 BL12791_cuf5
ortholog_3304 g84397 BL10932_evm8
ortholog_3305 g84423 BL21381_evm0
ortholog_3306 g84435 BL10916_evm0
ortholog_3307 g84450 BL12844_cuf2
ortholog_3308 g84451 BL12946_cuf2
ortholog_3309 g84456 BL12397_cuf6
ortholog_3310 g84460 BL16049_cuf0
ortholog_3311 g84471 BL01629_evm4
ortholog_3312 g84475 BL96510_cuf3
ortholog_3313 g84484 BL23494_cuf0
ortholog_3314 g84490 BL05613_evm0
ortholog_3315 g84494 BL16460_evm0
ortholog_3316 g84505 BL03485_cuf2
ortholog_3317 g84508 BL08199_evm2
ortholog_3318 g84509 BL16697_cuf1
ortholog_3319 g84548 BL73886_cuf0
ortholog_3320 g84631 BL06990_cuf2
ortholog_3321 g84645 BL00961_evm1
ortholog_3322 g84654 BL12821_evm10
ortholog_3323 g84658 BL06692_cuf4
ortholog_3324 g84672 BL21399_cuf6
ortholog_3325 g84681 BL08975_evm25
ortholog_3326 g84687 BL08976_cuf5
ortholog_3327 g84702 BL05289_evm10
ortholog_3328 g84710 BL05289_evm1
ortholog_3329 g84729 BL21459_cuf1
ortholog_3330 g84767 BL04961_evm12
ortholog_3331 g84775 BL07069_cuf0
ortholog_3332 g84799 BL02730_cuf1
ortholog_3333 g84802 BL16458_evm0
ortholog_3334 g84806 BL13743_evm0
ortholog_3335 g84807 BL01120_evm0
ortholog_3336 g84832 BL08983_cuf3
ortholog_3337 g84891 BL95492_evm1
ortholog_3338 g84918 BL02883_evm0
ortholog_3339 g84951 BL21021_evm0
ortholog_3340 g84955 BL95768_evm1
ortholog_3341 g84980 BL03335_evm0
ortholog_3342 g85006 BL96533_cuf4
ortholog_3343 g85009 BL06102_evm0
ortholog_3344 g85015 BL10534_cuf7
ortholog_3345 g85023 BL01375_evm0
ortholog_3346 g85024 BL09467_cuf4
ortholog_3347 g85026 BL21515_evm2
ortholog_3348 g85032 BL01599_cuf2
ortholog_3349 g85059 BL25042_evm0
ortholog_3350 g85063 BL02966_evm0
ortholog_3351 g85160 BL15098_evm4
ortholog_3352 g85169 BL16169_evm5
ortholog_3353 g85178 BL18641_cuf2
ortholog_3354 g85188 BL28766_evm0
ortholog_3355 g85194 BL00177_evm0
ortholog_3356 g85245 BL22940_cuf4
ortholog_3357 g85246 BL22944_evm0
ortholog_3358 g85277 BL13739_evm1
ortholog_3359 g85279 BL13739_evm10
ortholog_3360 g85288 BL07175_evm6
ortholog_3361 g85311 BL10019_evm0
ortholog_3362 g85312 BL21728_cuf0
ortholog_3363 g85326 BL12795_cuf4
ortholog_3364 g85329 BL17118_cuf1
ortholog_3365 g85332 BL22252_evm0
ortholog_3366 g85335 BL11205_evm0
ortholog_3367 g85339 BL07737_evm0
ortholog_3368 g85347 BL16632_cuf2
ortholog_3369 g85361 BL11316_evm0
ortholog_3370 g85362 BL09989_evm2
ortholog_3371 g85370 BL95626_evm0
ortholog_3372 g85377 BL05731_cuf6
ortholog_3373 g85378 BL02696_cuf5
ortholog_3374 g85379 BL05733_cuf13
ortholog_3375 g85384 BL01716_evm0
ortholog_3376 g85471 BL23353_evm5
ortholog_3377 g85478 BL04359_cuf2
ortholog_3378 g85491 BL24111_evm0
ortholog_3379 g85808 BL18695_evm0
ortholog_3380 g85851 BL15108_evm0
ortholog_3381 g85865 BL04013_evm0
ortholog_3382 g85876 BL04402_evm2
ortholog_3383 g85884 BL14603_evm0
ortholog_3384 g85894 BL11889_cuf3
ortholog_3385 g85895 BL22755_cuf1
ortholog_3386 g85910 BL19298_cuf1
ortholog_3387 g85917 BL19292_cuf3
ortholog_3388 g85919 BL95218_evm1
ortholog_3389 g85967 BL01376_cuf2
ortholog_3390 g85970 BL11024_cuf1
ortholog_3391 g85984 BL12113_cuf5
ortholog_3392 g85991 BL01634_evm0
ortholog_3393 g86040 BL05293_cuf5
ortholog_3394 g86050 BL21510_cuf1
ortholog_3395 g86051 BL14973_evm3
ortholog_3396 g86060 BL03515_cuf13
ortholog_3397 g86128 BL15812_cuf3
ortholog_3398 g86129 BL25245_evm0
ortholog_3399 g86156 BL03519_cuf2
ortholog_3400 g86164 BL02726_cuf11
ortholog_3401 g86188 BL15135_evm0
ortholog_3402 g86191 BL24249_evm0
ortholog_3403 g86202 BL01707_cuf2
ortholog_3404 g86204 BL24138_evm0
ortholog_3405 g86236 BL16331_evm0
ortholog_3406 g86256 BL24064_evm30
ortholog_3407 g86320 BL09659_evm6
ortholog_3408 g86342 BL87943_cuf0
ortholog_3409 g86350 BL08587_cuf1
ortholog_3410 g86363 BL95571_evm1
ortholog_3411 g86368 BL18959_cuf3
ortholog_3412 g86402 BL14385_evm0
ortholog_3413 g86413 BL96428_cuf1
ortholog_3414 g86424 BL20159_evm0
ortholog_3415 g86435 BL19081_cuf12
ortholog_3416 g86439 BL89174_cuf0
ortholog_3417 g86465 BL09407_evm0
ortholog_3418 g86467 BL13198_evm4
ortholog_3419 g86473 BL09405_evm0
ortholog_3420 g86474 BL01662_evm0
ortholog_3421 g86500 BL16376_cuf10
ortholog_3422 g86530 BL22044_evm3
ortholog_3423 g86532 BL18716_evm0
ortholog_3424 g86536 BL06236_evm0
ortholog_3425 g86550 BL96165_evm1
ortholog_3426 g86558 BL18497_evm5
ortholog_3427 g86567 BL03574_cuf12
ortholog_3428 g86577 BL07758_cuf2
ortholog_3429 g86611 BL95488_evm0
ortholog_3430 g86618 BL16878_cuf2
ortholog_3431 g86631 BL04785_cuf0
ortholog_3432 g86656 BL22312_cuf0
ortholog_3433 g86657 BL89367_cuf0
ortholog_3434 g86665 BL00959_evm6
ortholog_3435 g86687 BL23302_cuf8
ortholog_3436 g86702 BL14099_evm9
ortholog_3437 g86733 BL17555_evm0
ortholog_3438 g86743 BL07736_cuf5
ortholog_3439 g86756 BL10530_cuf3
ortholog_3440 g86795 BL23413_evm7
ortholog_3441 g86807 BL05294_evm0
ortholog_3442 g86812 BL10905_cuf4
ortholog_3443 g86816 BL05961_evm0
ortholog_3444 g86818 BL19027_evm0
ortholog_3445 g86828 BL04620_cuf1
ortholog_3446 g86829 BL22314_evm3
ortholog_3447 g86859 BL13404_evm0
ortholog_3448 g86877 BL04630_cuf12
ortholog_3449 g86882 BL21984_cuf17
ortholog_3450 g86892 BL22321_cuf28
ortholog_3451 g86912 BL10222_evm0
ortholog_3452 g86918 BL00436_evm0
ortholog_3453 g86920 BL06566_evm2
ortholog_3454 g86950 BL23615_evm0
ortholog_3455 g86958 BL31680_evm0
ortholog_3456 g87050 BL20128_cuf1
ortholog_3457 g87061 BL04223_evm0
ortholog_3458 g87114 BL20428_evm1
ortholog_3459 g87128 BL24063_evm4
ortholog_3460 g87138 BL23448_cuf11
ortholog_3461 g87140 BL08298_evm3
ortholog_3462 g87179 BL15107_evm9
ortholog_3463 g87189 BL16699_evm8
ortholog_3464 g87190 BL13290_evm4
ortholog_3465 g87207 BL02131_evm1
ortholog_3466 g87240 BL13405_evm5
ortholog_3467 g87314 BL02728_cuf22
ortholog_3468 g87317 BL20899_evm4
ortholog_3469 g87324 BL85812_cuf0
ortholog_3470 g87329 BL70278_cuf0
ortholog_3471 g87341 BL05023_cuf9
ortholog_3472 g87346 BL10744_evm5
ortholog_3473 g87356 BL02803_evm5
ortholog_3474 g87361 BL04960_cuf2
ortholog_3475 g87363 BL21509_evm2
ortholog_3476 g87426 BL19404_cuf4
ortholog_3477 g87454 BL16741_evm0
ortholog_3478 g87459 BL26457_evm0
ortholog_3479 g87469 BL32311_evm0
ortholog_3480 g87531 BL06233_cuf3
ortholog_3481 g87555 BL17675_cuf2
ortholog_3482 g87578 BL13146_evm0
ortholog_3483 g87595 BL95490_evm1
ortholog_3484 g87645 BL06840_evm3
ortholog_3485 g87651 BL06310_evm0
ortholog_3486 g87658 BL00962_evm0
ortholog_3487 g87741 BL16247_cuf1
ortholog_3488 g87755 BL30754_evm0
ortholog_3489 g87756 BL15025_evm4
ortholog_3490 g87908 BL02969_cuf3
ortholog_3491 g87913 BL13222_evm0
ortholog_3492 g87933 BL07694_evm0
ortholog_3493 g87943 BL82343_cuf1
ortholog_3494 g87945 BL24741_evm0
ortholog_3495 g87967 BL10931_evm2
ortholog_3496 g87973 BL04947_cuf8
ortholog_3497 g88000 BL12733_evm0
ortholog_3498 g88002 BL03439_cuf9
ortholog_3499 g88006 BL07072_evm0
ortholog_3500 g88012 BL00687_evm0
ortholog_3501 g88031 BL00410_cuf2
ortholog_3502 g88051 BL00982_evm8
ortholog_3503 g88078 BL04629_cuf7
ortholog_3504 g88086 BL95540_evm0
ortholog_3505 g88104 BL09778_cuf7
ortholog_3506 g88135 BL21575_evm0
ortholog_3507 g88146 BL02879_cuf10
ortholog_3508 g88148 BL18357_evm0
ortholog_3509 g88150 BL01651_evm3
ortholog_3510 g88188 BL02732_cuf17
ortholog_3511 g88223 BL24739_evm4
ortholog_3512 g88258 BL13283_cuf0
ortholog_3513 g88305 BL08970_cuf10
ortholog_3514 g88308 BL26191_evm0
ortholog_3515 g88339 BL23024_cuf3
ortholog_3516 g88349 BL19087_cuf6
ortholog_3517 g88366 BL18464_evm0
ortholog_3518 g88374 BL06134_evm0
ortholog_3519 g88375 BL08300_evm0
ortholog_3520 g88384 BL18466_cuf28
ortholog_3521 g88513 BL22941_evm0
ortholog_3522 g88514 BL26689_evm0
ortholog_3523 g88516 BL23608_evm0
ortholog_3524 g88554 BL14095_cuf2
ortholog_3525 g88556 BL02964_cuf1
ortholog_3526 g88598 BL07443_cuf15
ortholog_3527 g88663 BL96237_cuf4
ortholog_3528 g88674 BL24757_evm0
ortholog_3529 g88680 BL95569_evm1
ortholog_3530 g88681 BL95568_evm0
ortholog_3531 g88687 BL87074_cuf0
ortholog_3532 g88706 BL02175_cuf1
ortholog_3533 g88738 BL97235_cuf11
ortholog_3534 g88760 BL29121_evm0
ortholog_3535 g88768 BL20891_cuf5
ortholog_3536 g88775 BL03482_cuf5
ortholog_3537 g88781 BL16902_evm22
ortholog_3538 g88789 BL22538_cuf0
ortholog_3539 g88793 BL88651_cuf1
ortholog_3540 g88824 BL12817_cuf0
ortholog_3541 g89304 BL03169_evm0
ortholog_3542 g89320 BL00347_evm5
ortholog_3543 g89321 BL05078_evm10
ortholog_3544 g89322 BL14190_evm0
ortholog_3545 g89341 BL95854_evm0
ortholog_3546 g89367 BL11855_evm0
ortholog_3547 g89381 BL11849_cuf4
ortholog_3548 g89414 BL18209_cuf3
ortholog_3549 g89436 BL13528_evm3
ortholog_3550 g89441 BL05152_evm5
ortholog_3551 g89454 BL12981_evm2
ortholog_3552 g89541 BL08896_evm1
ortholog_3553 g89562 BL20605_evm16
ortholog_3554 g89564 BL08159_cuf16
ortholog_3555 g89591 BL21869_evm4
ortholog_3556 g89595 BL04111_evm0
ortholog_3557 g89602 BL08221_cuf4
ortholog_3558 g89625 BL05196_evm0
ortholog_3559 g89628 BL01069_evm0
ortholog_3560 g89657 BL07708_evm1
ortholog_3561 g89660 BL18689_cuf4
ortholog_3562 g89663 BL30629_evm0
ortholog_3563 g89673 BL04890_cuf6
ortholog_3564 g89708 BL15930_cuf0
ortholog_3565 g89759 BL24050_evm7
ortholog_3566 g89764 BL17956_evm8
ortholog_3567 g89858 BL00813_evm0
ortholog_3568 g89866 BL09742_evm4
ortholog_3569 g89903 BL22319_cuf8
ortholog_3570 g89937 BL13877_evm20
ortholog_3571 g89939 BL13342_evm0
ortholog_3572 g89954 BL17508_evm10
ortholog_3573 g89969 BL20835_evm1
ortholog_3574 g90010 BL12588_cuf6
ortholog_3575 g90016 BL95212_evm0
ortholog_3576 g90026 BL15076_cuf5
ortholog_3577 g90035 BL96938_cuf4
ortholog_3578 g90093 BL28509_evm0
ortholog_3579 g90095 BL97302_cuf2
ortholog_3580 g90103 BL97303_cuf8
ortholog_3581 g90107 BL97304_cuf19
ortholog_3582 g90138 BL23125_cuf13
ortholog_3583 g90147 BL14454_evm1
ortholog_3584 g90150 BL12206_evm3
ortholog_3585 g90162 BL05043_cuf6
ortholog_3586 g90176 BL22733_evm3
ortholog_3587 g90185 BL10615_evm0
ortholog_3588 g90190 BL18196_evm6
ortholog_3589 g90196 BL02007_evm13
ortholog_3590 g90203 BL06723_evm0
ortholog_3591 g90213 BL77743_cuf1
ortholog_3592 g90231 BL08150_evm6
ortholog_3593 g90251 BL23465_cuf3
ortholog_3594 g90258 BL17999_evm0
ortholog_3595 g90289 BL23121_cuf1
ortholog_3596 g90301 BL22040_cuf4
ortholog_3597 g90326 BL08339_cuf0
ortholog_3598 g90348 BL45027_cuf0
ortholog_3599 g90363 BL19274_evm0
ortholog_3600 g90372 BL18302_evm0
ortholog_3601 g90382 BL01730_evm2
ortholog_3602 g90388 BL17404_evm0
ortholog_3603 g90404 BL07338_evm2
ortholog_3604 g90412 BL13049_cuf1
ortholog_3605 g90426 BL01062_cuf7
ortholog_3606 g90430 BL14974_cuf1
ortholog_3607 g90491 BL22582_cuf9
ortholog_3608 g90512 BL08260_evm0
ortholog_3609 g90525 BL05042_cuf2
ortholog_3610 g90533 BL16080_cuf12
ortholog_3611 g90561 BL07122_cuf9
ortholog_3612 g90600 BL17766_evm0
ortholog_3613 g90604 BL29672_evm0
ortholog_3614 g90665 BL16638_evm0
ortholog_3615 g90669 BL01966_cuf0
ortholog_3616 g90677 BL97164_cuf4
ortholog_3617 g90678 BL96282_cuf2
ortholog_3618 g90679 BL19828_cuf4
ortholog_3619 g90688 BL96281_cuf1
ortholog_3620 g90712 BL28392_evm0
ortholog_3621 g90716 BL00238_cuf9
ortholog_3622 g90723 BL19308_evm1
ortholog_3623 g90735 BL19302_evm8
ortholog_3624 g90739 BL24617_cuf3
ortholog_3625 g90742 BL18944_evm0
ortholog_3626 g90805 BL30313_evm0
ortholog_3627 g90835 BL96249_cuf2
ortholog_3628 g90846 BL09766_cuf4
ortholog_3629 g90854 BL16013_cuf0
ortholog_3630 g90865 BL04310_cuf1
ortholog_3631 g90877 BL77531_cuf1
ortholog_3632 g90915 BL01364_evm0
ortholog_3633 g90926 BL95630_evm1
ortholog_3634 g90928 BL18540_evm1
ortholog_3635 g90962 BL07590_cuf9
ortholog_3636 g91032 BL19008_evm12
ortholog_3637 g91046 BL07125_evm4
ortholog_3638 g91047 BL10156_evm0
ortholog_3639 g91083 BL17762_cuf1
ortholog_3640 g91102 BL23048_cuf5
ortholog_3641 g91112 BL05828_evm0
ortholog_3642 g91115 BL05831_evm1
ortholog_3643 g91129 BL79086_cuf1
ortholog_3644 g91132 BL12513_evm0
ortholog_3645 g91176 BL19304_cuf2
ortholog_3646 g91234 BL28966_evm0
ortholog_3647 g91261 BL08473_evm5
ortholog_3648 g91269 BL47190_cuf0
ortholog_3649 g91307 BL02001_cuf19
ortholog_3650 g91405 BL16944_cuf6
ortholog_3651 g91409 BL07093_evm0
ortholog_3652 g91415 BL09249_evm0
ortholog_3653 g91416 BL00874_evm2
ortholog_3654 g91470 BL25541_evm0
ortholog_3655 g91472 BL18038_evm0
ortholog_3656 g91478 BL04580_evm19
ortholog_3657 g91485 BL01815_cuf1
ortholog_3658 g91492 BL16010_evm0
ortholog_3659 g91495 BL11244_evm0
ortholog_3660 g91498 BL15436_cuf1
ortholog_3661 g91535 BL23418_cuf35
ortholog_3662 g91566 BL03241_evm0
ortholog_3663 g91569 BL18037_evm3
ortholog_3664 g91573 BL02192_evm0
ortholog_3665 g91578 BL12505_cuf5
ortholog_3666 g91596 BL18207_evm6
ortholog_3667 g91598 BL08156_evm10
ortholog_3668 g91602 BL13534_cuf2
ortholog_3669 g91615 BL11851_cuf5
ortholog_3670 g91622 BL11854_evm1
ortholog_3671 g91637 BL22578_cuf0
ortholog_3672 g91654 BL18683_evm0
ortholog_3673 g91666 BL18195_cuf13
ortholog_3674 g91687 BL97023_cuf2
ortholog_3675 g91692 BL53990_cuf0
ortholog_3676 g91721 BL01737_evm2
ortholog_3677 g91731 BL12475_evm0
ortholog_3678 g91733 BL24394_evm1
ortholog_3679 g91734 BL12487_evm1
ortholog_3680 g91749 BL26664_evm0
ortholog_3681 g91755 BL20794_evm0
ortholog_3682 g91784 BL16674_cuf3
ortholog_3683 g91792 BL12210_evm0
ortholog_3684 g91809 BL12525_evm2
ortholog_3685 g91837 BL96184_cuf1
ortholog_3686 g91856 BL58769_cuf0
ortholog_3687 g91858 BL11550_cuf11
ortholog_3688 g91871 BL54189_cuf0
ortholog_3689 g91886 BL96021_evm4
ortholog_3690 g91921 BL14252_evm0
ortholog_3691 g91930 BL05827_cuf5
ortholog_3692 g91937 BL00297_cuf3
ortholog_3693 g91944 BL22735_evm0
ortholog_3694 g91947 BL17509_cuf12
ortholog_3695 g91963 BL26644_evm0
ortholog_3696 g91981 BL96526_cuf9
ortholog_3697 g91989 BL02052_evm0
ortholog_3698 g92002 BL04443_evm0
ortholog_3699 g92016 BL25443_evm0
ortholog_3700 g92018 BL16577_evm0
ortholog_3701 g92038 BL23620_cuf6
ortholog_3702 g92051 BL17980_evm1
ortholog_3703 g92057 BL16572_cuf9
ortholog_3704 g92065 BL22426_evm0
ortholog_3705 g92072 BL28977_evm0
ortholog_3706 g92079 BL13745_cuf2
ortholog_3707 g92087 BL19006_cuf1
ortholog_3708 g92101 BL00295_evm0
ortholog_3709 g92174 BL17034_cuf2
ortholog_3710 g92190 BL24156_evm4
ortholog_3711 g92236 BL04103_cuf3
ortholog_3712 g92309 BL16012_evm11
ortholog_3713 g92378 BL14233_evm6
ortholog_3714 g92384 BL15630_cuf7
ortholog_3715 g92386 BL08878_cuf0
ortholog_3716 g92393 BL04091_cuf13
ortholog_3717 g92422 BL14198_evm0
ortholog_3718 g92479 BL17839_evm7
ortholog_3719 g92480 BL08875_evm19
ortholog_3720 g92493 BL00057_evm7
ortholog_3721 g92500 BL22977_cuf0
ortholog_3722 g92503 BL02009_evm0
ortholog_3723 g92557 BL03160_evm0
ortholog_3724 g92605 BL17371_cuf1
ortholog_3725 g92606 BL16060_evm0
ortholog_3726 g92612 BL17035_evm5
ortholog_3727 g92616 BL00741_evm3
ortholog_3728 g92617 BL06725_evm1
ortholog_3729 g92618 BL04197_evm0
ortholog_3730 g92621 BL22037_evm0
ortholog_3731 g92625 BL19004_evm0
ortholog_3732 g92635 BL04579_evm6
ortholog_3733 g92638 BL48592_cuf11
ortholog_3734 g92643 BL01820_cuf1
ortholog_3735 g92647 BL13574_cuf6
ortholog_3736 g92648 BL15693_cuf5
ortholog_3737 g92650 BL27256_evm0
ortholog_3738 g92654 BL08815_evm0
ortholog_3739 g92661 BL22707_cuf4
ortholog_3740 g92664 BL23616_evm0
ortholog_3741 g92680 BL05257_evm0
ortholog_3742 g92726 BL11102_cuf5
ortholog_3743 g92741 BL30805_evm0
ortholog_3744 g92752 BL08522_evm0
ortholog_3745 g92767 BL07782_cuf13
