ortholog_1 gene-HOLleu_00014 BL21936
ortholog_2160 gene-HOLleu_13250 BL03584
ortholog_2161 gene-HOLleu_13255 BL05537
ortholog_2162 gene-HOLleu_13258 BL19663
ortholog_2163 gene-HOLleu_13259 BL12800
ortholog_2164 gene-HOLleu_13262 BL09585
ortholog_2165 gene-HOLleu_13263 BL19782
ortholog_2166 gene-HOLleu_13265 BL12907
ortholog_2167 gene-HOLleu_13267 BL05142
ortholog_2168 gene-HOLleu_13269 BL12030
ortholog_2169 gene-HOLleu_13271 BL12029
ortholog_2170 gene-HOLleu_13273 BL12052
ortholog_2171 gene-HOLleu_13278 BL15945
ortholog_2172 gene-HOLleu_13279 BL14446
ortholog_2173 gene-HOLleu_13280 BL08935
ortholog_2174 gene-HOLleu_13289 BL05327
ortholog_2175 gene-HOLleu_13291 BL05054
ortholog_2176 gene-HOLleu_13294 BL05271
ortholog_2177 gene-HOLleu_13296 BL04958
ortholog_2178 gene-HOLleu_13298 BL05018
ortholog_2179 gene-HOLleu_13307 BL05374
ortholog_2180 gene-HOLleu_13308 BL05108
ortholog_2181 gene-HOLleu_13310 BL05109
ortholog_2182 gene-HOLleu_13313 BL04998
ortholog_2183 gene-HOLleu_13314 BL12883
ortholog_2184 gene-HOLleu_13315 BL19649
ortholog_2185 gene-HOLleu_13316 BL05273
ortholog_2186 gene-HOLleu_13318 BL19652
ortholog_2187 gene-HOLleu_13320 BL19651
ortholog_2188 gene-HOLleu_13321 BL05209
ortholog_2189 gene-HOLleu_13322 BL05079
ortholog_2190 gene-HOLleu_13324 BL02509
ortholog_2191 gene-HOLleu_13329 BL12407
ortholog_2192 gene-HOLleu_13331 BL05155
ortholog_2193 gene-HOLleu_13336 BL05501
ortholog_2194 gene-HOLleu_13343 BL05425
ortholog_2195 gene-HOLleu_13344 BL17744
ortholog_2196 gene-HOLleu_13349 BL05003
ortholog_2197 gene-HOLleu_13353 BL05555
ortholog_2198 gene-HOLleu_13355 BL19715
ortholog_2199 gene-HOLleu_13356 BL05528
ortholog_2200 gene-HOLleu_13387 BL12988
ortholog_2201 gene-HOLleu_13388 BL05332
ortholog_2202 gene-HOLleu_13390 BL19687
ortholog_2203 gene-HOLleu_13391 BL05450
ortholog_2204 gene-HOLleu_13393 BL03600
ortholog_2205 gene-HOLleu_13396 BL03601
ortholog_2206 gene-HOLleu_13398 BL13557
ortholog_2207 gene-HOLleu_13403 BL06601
ortholog_2208 gene-HOLleu_13404 BL05613
ortholog_2209 gene-HOLleu_13414 BL16800
ortholog_2210 gene-HOLleu_13421 BL19738
ortholog_2211 gene-HOLleu_13424 BL05479
ortholog_2212 gene-HOLleu_13429 BL04986
ortholog_2213 gene-HOLleu_13436 BL12748
ortholog_2214 gene-HOLleu_13448 BL05376
ortholog_2215 gene-HOLleu_13449 BL05278
ortholog_2216 gene-HOLleu_13451 BL05090
ortholog_2217 gene-HOLleu_13453 BL21772
ortholog_2218 gene-HOLleu_13463 BL05197
ortholog_2219 gene-HOLleu_13466 BL12882
ortholog_2220 gene-HOLleu_13467 BL05548
ortholog_2221 gene-HOLleu_13469 BL05549
ortholog_2222 gene-HOLleu_13470 BL05438
ortholog_2223 gene-HOLleu_13472 BL19703
ortholog_2224 gene-HOLleu_13473 BL19704
ortholog_2225 gene-HOLleu_13476 BL04984
ortholog_2226 gene-HOLleu_13477 BL05006
ortholog_2227 gene-HOLleu_13480 BL09538
ortholog_2228 gene-HOLleu_13489 BL02506
ortholog_2229 gene-HOLleu_13490 BL05056
ortholog_2230 gene-HOLleu_13492 BL15145
ortholog_2231 gene-HOLleu_13494 BL05508
ortholog_2232 gene-HOLleu_13497 BL04985
ortholog_2233 gene-HOLleu_13499 BL10335
ortholog_2234 gene-HOLleu_13507 BL04942
ortholog_2235 gene-HOLleu_13513 BL12431
ortholog_2236 gene-HOLleu_13515 BL19759
ortholog_2237 gene-HOLleu_13516 BL19758
ortholog_2238 gene-HOLleu_13522 BL02523
ortholog_2239 gene-HOLleu_13529 BL05544
ortholog_2240 gene-HOLleu_13542 BL05516
ortholog_2241 gene-HOLleu_13543 BL05303
ortholog_2242 gene-HOLleu_13544 BL07312
ortholog_2243 gene-HOLleu_13547 BL09584
ortholog_2244 gene-HOLleu_13553 BL05264
ortholog_2245 gene-HOLleu_13554 BL05300
ortholog_2246 gene-HOLleu_13555 BL05023
ortholog_2247 gene-HOLleu_13559 BL05021
ortholog_2248 gene-HOLleu_13562 BL21922
ortholog_2249 gene-HOLleu_13570 BL05527
ortholog_2250 gene-HOLleu_13571 BL05458
ortholog_2251 gene-HOLleu_13573 BL05279
ortholog_2252 gene-HOLleu_13576 BL12464
ortholog_2253 gene-HOLleu_13580 BL12468
ortholog_2254 gene-HOLleu_13589 BL18501
ortholog_2255 gene-HOLleu_13600 BL03585
ortholog_2256 gene-HOLleu_13607 BL07450
ortholog_2257 gene-HOLleu_13623 BL23435
ortholog_2258 gene-HOLleu_13644 BL06921
ortholog_2259 gene-HOLleu_13645 BL24384
ortholog_2260 gene-HOLleu_13669 BL17307
ortholog_2261 gene-HOLleu_13678 BL03146
ortholog_2262 gene-HOLleu_13688 BL16435
ortholog_2263 gene-HOLleu_13691 BL11325
ortholog_2264 gene-HOLleu_13699 BL03757
ortholog_2265 gene-HOLleu_13725 BL24400
ortholog_2266 gene-HOLleu_13738 BL06235
ortholog_2267 gene-HOLleu_13739 BL06238
ortholog_2268 gene-HOLleu_13740 BL21345
ortholog_2269 gene-HOLleu_13742 BL06348
ortholog_2270 gene-HOLleu_13743 BL02676
ortholog_2271 gene-HOLleu_13771 BL06038
ortholog_2272 gene-HOLleu_13772 BL05930
ortholog_2273 gene-HOLleu_13775 BL05947
ortholog_2274 gene-HOLleu_13781 BL23484
ortholog_2275 gene-HOLleu_13782 BL06463
ortholog_2276 gene-HOLleu_13783 BL06254
ortholog_2277 gene-HOLleu_13790 BL17040
ortholog_2278 gene-HOLleu_13796 BL06042
ortholog_2279 gene-HOLleu_13806 BL06133
ortholog_2280 gene-HOLleu_13807 BL03684
ortholog_2281 gene-HOLleu_13836 BL06224
ortholog_2282 gene-HOLleu_13856 BL02271
ortholog_2283 gene-HOLleu_13865 BL06228
ortholog_2284 gene-HOLleu_13876 BL03709
ortholog_2285 gene-HOLleu_13882 BL17442
ortholog_2286 gene-HOLleu_13885 BL05988
ortholog_2287 gene-HOLleu_13886 BL06123
ortholog_2288 gene-HOLleu_13888 BL06289
ortholog_2289 gene-HOLleu_13889 BL17039
ortholog_2290 gene-HOLleu_13890 BL06077
ortholog_2291 gene-HOLleu_13892 BL24871
ortholog_2292 gene-HOLleu_13909 BL06185
ortholog_2293 gene-HOLleu_13910 BL12018
ortholog_2294 gene-HOLleu_13931 BL05901
ortholog_2295 gene-HOLleu_13937 BL06145
ortholog_2296 gene-HOLleu_13943 BL21715
ortholog_2297 gene-HOLleu_13956 BL08485
ortholog_2298 gene-HOLleu_13971 BL05938
ortholog_2299 gene-HOLleu_13977 BL04730
ortholog_2300 gene-HOLleu_13980 BL03669
ortholog_2301 gene-HOLleu_13981 BL06079
ortholog_2302 gene-HOLleu_13982 BL06397
ortholog_2303 gene-HOLleu_13986 BL03662
ortholog_2304 gene-HOLleu_13991 BL06138
ortholog_2305 gene-HOLleu_13993 BL08671
ortholog_2306 gene-HOLleu_14007 BL06119
ortholog_2307 gene-HOLleu_14008 BL15296
ortholog_2308 gene-HOLleu_14015 BL06489
ortholog_2309 gene-HOLleu_14016 BL08412
ortholog_2310 gene-HOLleu_14019 BL12247
ortholog_2311 gene-HOLleu_14021 BL27650
ortholog_2312 gene-HOLleu_14038 BL03707
ortholog_2313 gene-HOLleu_14040 BL03635
ortholog_2314 gene-HOLleu_14041 BL11515
ortholog_2315 gene-HOLleu_14042 BL03695
ortholog_2316 gene-HOLleu_14050 BL06214
ortholog_2317 gene-HOLleu_14065 BL06103
ortholog_2318 gene-HOLleu_14092 BL06499
ortholog_2319 gene-HOLleu_14095 BL06310
ortholog_2320 gene-HOLleu_14096 BL11845
ortholog_2321 gene-HOLleu_14098 BL05931
ortholog_2322 gene-HOLleu_14099 BL06091
ortholog_2323 gene-HOLleu_14102 BL03632
ortholog_2324 gene-HOLleu_14106 BL12544
ortholog_2325 gene-HOLleu_14108 BL06375
ortholog_2326 gene-HOLleu_14111 BL18803
ortholog_2327 gene-HOLleu_14130 BL26951
ortholog_2328 gene-HOLleu_14131 BL06156
ortholog_2329 gene-HOLleu_14133 BL24379
ortholog_2330 gene-HOLleu_14134 BL05916
ortholog_2331 gene-HOLleu_14135 BL05979
ortholog_2332 gene-HOLleu_14148 BL11195
ortholog_2333 gene-HOLleu_14149 BL06136
ortholog_2334 gene-HOLleu_14151 BL06067
ortholog_2335 gene-HOLleu_14152 BL20550
ortholog_2336 gene-HOLleu_14163 BL01687
ortholog_2337 gene-HOLleu_14176 BL24399
ortholog_2338 gene-HOLleu_14184 BL06377
ortholog_2339 gene-HOLleu_14187 BL06233
ortholog_2340 gene-HOLleu_14190 BL06389
ortholog_2341 gene-HOLleu_14204 BL03710
ortholog_2342 gene-HOLleu_14210 BL13521
ortholog_2343 gene-HOLleu_14215 BL05098
ortholog_2344 gene-HOLleu_14221 BL06443
ortholog_2345 gene-HOLleu_14227 BL09604
ortholog_2346 gene-HOLleu_14230 BL15539
ortholog_2347 gene-HOLleu_14242 BL24307
ortholog_2348 gene-HOLleu_14249 BL04483
ortholog_2349 gene-HOLleu_14250 BL24858
ortholog_2350 gene-HOLleu_14252 BL12143
ortholog_2351 gene-HOLleu_14254 BL03718
ortholog_2352 gene-HOLleu_14255 BL03717
ortholog_2353 gene-HOLleu_14256 BL24289
ortholog_2354 gene-HOLleu_14257 BL24420
ortholog_2355 gene-HOLleu_14284 BL08665
ortholog_2356 gene-HOLleu_14289 BL05884
ortholog_2357 gene-HOLleu_14293 BL24244
ortholog_2358 gene-HOLleu_14299 BL03671
ortholog_2359 gene-HOLleu_14304 BL03664
ortholog_2360 gene-HOLleu_14305 BL14004
ortholog_2361 gene-HOLleu_14306 BL06069
ortholog_2362 gene-HOLleu_14313 BL06215
ortholog_2363 gene-HOLleu_14316 BL15157
ortholog_2364 gene-HOLleu_14330 BL06396
ortholog_2365 gene-HOLleu_14339 BL06281
ortholog_2366 gene-HOLleu_14340 BL06447
ortholog_2367 gene-HOLleu_14341 BL24402
ortholog_2368 gene-HOLleu_14358 BL06376
ortholog_2369 gene-HOLleu_14359 BL05949
ortholog_2370 gene-HOLleu_14360 BL06064
ortholog_2371 gene-HOLleu_14379 BL05101
ortholog_2372 gene-HOLleu_14386 BL06151
ortholog_2373 gene-HOLleu_14387 BL06149
ortholog_2374 gene-HOLleu_14389 BL06148
ortholog_2375 gene-HOLleu_14392 BL06146
ortholog_2376 gene-HOLleu_14394 BL24311
ortholog_2377 gene-HOLleu_14395 BL24309
ortholog_2378 gene-HOLleu_14396 BL24310
ortholog_2379 gene-HOLleu_14397 BL06036
ortholog_2380 gene-HOLleu_14398 BL24393
ortholog_2381 gene-HOLleu_14436 BL12231
ortholog_2382 gene-HOLleu_14437 BL12232
ortholog_2383 gene-HOLleu_14440 BL07381
ortholog_2384 gene-HOLleu_14442 BL02484
ortholog_2385 gene-HOLleu_14443 BL05247
ortholog_2386 gene-HOLleu_14446 BL05248
ortholog_2387 gene-HOLleu_14447 BL06144
ortholog_2388 gene-HOLleu_14457 BL05933
ortholog_2389 gene-HOLleu_14468 BL05347
ortholog_2390 gene-HOLleu_14478 BL06415
ortholog_2391 gene-HOLleu_14479 BL06181
ortholog_2392 gene-HOLleu_14489 BL06010
ortholog_2393 gene-HOLleu_14490 BL06318
ortholog_2394 gene-HOLleu_14491 BL06319
ortholog_2395 gene-HOLleu_14492 BL06325
ortholog_2396 gene-HOLleu_14493 BL06326
ortholog_2397 gene-HOLleu_14502 BL05987
ortholog_2398 gene-HOLleu_14507 BL01206
ortholog_2399 gene-HOLleu_14509 BL24377
ortholog_2400 gene-HOLleu_14510 BL06025
ortholog_2401 gene-HOLleu_14514 BL06203
ortholog_2402 gene-HOLleu_14515 BL15033
ortholog_2403 gene-HOLleu_14518 BL10465
ortholog_2404 gene-HOLleu_14523 BL24078
ortholog_2405 gene-HOLleu_14547 BL07311
ortholog_2406 gene-HOLleu_14549 BL07111
ortholog_2407 gene-HOLleu_14569 BL04816
ortholog_2408 gene-HOLleu_14573 BL02653
ortholog_2409 gene-HOLleu_14575 BL03738
ortholog_2410 gene-HOLleu_14576 BL06007
ortholog_2411 gene-HOLleu_14581 BL15669
ortholog_2412 gene-HOLleu_14583 BL24302
ortholog_2413 gene-HOLleu_14590 BL06027
ortholog_2414 gene-HOLleu_14597 BL03195
ortholog_2415 gene-HOLleu_14600 BL24412
ortholog_2416 gene-HOLleu_14602 BL03705
ortholog_2417 gene-HOLleu_14603 BL03697
ortholog_2418 gene-HOLleu_14604 BL06278
ortholog_2419 gene-HOLleu_14605 BL05984
ortholog_2420 gene-HOLleu_14606 BL24299
ortholog_2421 gene-HOLleu_14608 BL24300
ortholog_2422 gene-HOLleu_14613 BL24295
ortholog_2423 gene-HOLleu_14623 BL06282
ortholog_2424 gene-HOLleu_14626 BL06287
ortholog_2425 gene-HOLleu_14636 BL06197
ortholog_2426 gene-HOLleu_14644 BL11210
ortholog_2427 gene-HOLleu_14651 BL02828
ortholog_2428 gene-HOLleu_14656 BL06835
ortholog_2429 gene-HOLleu_14658 BL06198
ortholog_2430 gene-HOLleu_14660 BL06199
ortholog_2431 gene-HOLleu_14662 BL06196
ortholog_2432 gene-HOLleu_14671 BL11200
ortholog_2433 gene-HOLleu_14676 BL06406
ortholog_2434 gene-HOLleu_14679 BL06701
ortholog_2435 gene-HOLleu_14680 BL21974
ortholog_2436 gene-HOLleu_14686 BL06106
ortholog_2437 gene-HOLleu_14688 BL06362
ortholog_2438 gene-HOLleu_14691 BL12146
ortholog_2439 gene-HOLleu_14692 BL06428
ortholog_2440 gene-HOLleu_14693 BL06139
ortholog_2441 gene-HOLleu_14695 BL09806
ortholog_2442 gene-HOLleu_14696 BL24422
ortholog_2443 gene-HOLleu_14698 BL03680
ortholog_2444 gene-HOLleu_14699 BL02123
ortholog_2445 gene-HOLleu_14706 BL06494
ortholog_2446 gene-HOLleu_14709 BL15689
ortholog_2447 gene-HOLleu_14710 BL03641
ortholog_2448 gene-HOLleu_14711 BL08676
ortholog_2449 gene-HOLleu_14713 BL12508
ortholog_2450 gene-HOLleu_14726 BL06350
ortholog_2451 gene-HOLleu_14727 BL12236
ortholog_2452 gene-HOLleu_14729 BL06227
ortholog_2453 gene-HOLleu_14730 BL13228
ortholog_2454 gene-HOLleu_14735 BL06473
ortholog_2455 gene-HOLleu_14745 BL06209
ortholog_2456 gene-HOLleu_14749 BL26832
ortholog_2457 gene-HOLleu_14762 BL17833
ortholog_2458 gene-HOLleu_14769 BL06070
ortholog_2459 gene-HOLleu_14771 BL12504
ortholog_2460 gene-HOLleu_14790 BL24387
ortholog_2461 gene-HOLleu_14788 BL06342
ortholog_2462 gene-HOLleu_14791 BL16939
ortholog_2463 gene-HOLleu_14792 BL20420
ortholog_2464 gene-HOLleu_14793 BL16661
ortholog_2465 gene-HOLleu_14794 BL05863
ortholog_2466 gene-HOLleu_14795 BL12492
ortholog_2467 gene-HOLleu_14804 BL05268
ortholog_2468 gene-HOLleu_14805 BL08664
ortholog_2469 gene-HOLleu_14807 BL05872
ortholog_2470 gene-HOLleu_14810 BL06308
ortholog_2471 gene-HOLleu_14811 BL06332
ortholog_2472 gene-HOLleu_14812 BL06222
ortholog_2473 gene-HOLleu_14817 BL00912
ortholog_2474 gene-HOLleu_14820 BL22124
ortholog_2475 gene-HOLleu_14823 BL06096
ortholog_2476 gene-HOLleu_14829 BL03719
ortholog_2477 gene-HOLleu_14831 BL24348
ortholog_2478 gene-HOLleu_14832 BL24349
ortholog_2479 gene-HOLleu_14833 BL06066
ortholog_2480 gene-HOLleu_14834 BL24361
ortholog_2481 gene-HOLleu_14836 BL06402
ortholog_2482 gene-HOLleu_14849 BL05910
ortholog_2483 gene-HOLleu_14852 BL05981
ortholog_2484 gene-HOLleu_14853 BL13312
ortholog_2485 gene-HOLleu_14857 BL06075
ortholog_2486 gene-HOLleu_14860 BL25248
ortholog_2487 gene-HOLleu_14869 BL04336
ortholog_2488 gene-HOLleu_14877 BL10449
ortholog_2489 gene-HOLleu_14878 BL22474
ortholog_2490 gene-HOLleu_14879 BL02332
ortholog_2491 gene-HOLleu_14891 BL06341
ortholog_2492 gene-HOLleu_14892 BL06365
ortholog_2493 gene-HOLleu_14894 BL04864
ortholog_2494 gene-HOLleu_14897 BL18412
ortholog_2495 gene-HOLleu_14901 BL02202
ortholog_2496 gene-HOLleu_14903 BL24183
ortholog_2497 gene-HOLleu_14904 BL02886
ortholog_2498 gene-HOLleu_14905 BL03720
ortholog_2499 gene-HOLleu_14906 BL06250
ortholog_2500 gene-HOLleu_14907 BL06488
ortholog_2501 gene-HOLleu_14913 BL17190
ortholog_2502 gene-HOLleu_14921 BL05985
ortholog_2503 gene-HOLleu_14922 BL08650
ortholog_2504 gene-HOLleu_14929 BL05414
ortholog_2505 gene-HOLleu_14937 BL11294
ortholog_2506 gene-HOLleu_14938 BL06280
ortholog_2507 gene-HOLleu_14944 BL13503
ortholog_2508 gene-HOLleu_14947 BL06380
ortholog_2509 gene-HOLleu_14948 BL06381
ortholog_2510 gene-HOLleu_14955 BL04335
ortholog_2511 gene-HOLleu_14957 BL15908
ortholog_2512 gene-HOLleu_14959 BL06392
ortholog_2513 gene-HOLleu_14961 BL06391
ortholog_2514 gene-HOLleu_14962 BL06390
ortholog_2515 gene-HOLleu_14965 BL06135
ortholog_2516 gene-HOLleu_14968 BL21921
ortholog_2517 gene-HOLleu_14971 BL06232
ortholog_2518 gene-HOLleu_14975 BL06354
ortholog_2519 gene-HOLleu_14976 BL06307
ortholog_2520 gene-HOLleu_14977 BL06046
ortholog_2521 gene-HOLleu_14981 BL06049
ortholog_2522 gene-HOLleu_14983 BL06378
ortholog_2523 gene-HOLleu_15012 BL05878
ortholog_2524 gene-HOLleu_15016 BL03660
ortholog_2525 gene-HOLleu_15019 BL21179
ortholog_2526 gene-HOLleu_15020 BL06182
ortholog_2527 gene-HOLleu_15022 BL12401
ortholog_2528 gene-HOLleu_15028 BL27842
ortholog_2529 gene-HOLleu_15032 BL17101
ortholog_2530 gene-HOLleu_15034 BL06065
ortholog_2531 gene-HOLleu_15040 BL06343
ortholog_2532 gene-HOLleu_15049 BL12235
ortholog_2533 gene-HOLleu_15051 BL05995
ortholog_2534 gene-HOLleu_15054 BL05876
ortholog_2535 gene-HOLleu_15055 BL05877
ortholog_2536 gene-HOLleu_15065 BL05860
ortholog_2537 gene-HOLleu_15078 BL10542
ortholog_2538 gene-HOLleu_15085 BL05873
ortholog_2539 gene-HOLleu_15088 BL27455
ortholog_2540 gene-HOLleu_15090 BL21593
ortholog_2541 gene-HOLleu_15091 BL05871
ortholog_2542 gene-HOLleu_15092 BL06385
ortholog_2543 gene-HOLleu_15093 BL01482
ortholog_2544 gene-HOLleu_15096 BL12505
ortholog_2545 gene-HOLleu_15102 BL14789
ortholog_2546 gene-HOLleu_15112 BL05888
ortholog_2547 gene-HOLleu_15119 BL21655
ortholog_2548 gene-HOLleu_15125 BL12237
ortholog_2549 gene-HOLleu_15126 BL05861
ortholog_2550 gene-HOLleu_15128 BL06418
ortholog_2551 gene-HOLleu_15129 BL06306
ortholog_2552 gene-HOLleu_15130 BL24318
ortholog_2553 gene-HOLleu_15133 BL21196
ortholog_2554 gene-HOLleu_15136 BL06404
ortholog_2555 gene-HOLleu_15139 BL24388
ortholog_2556 gene-HOLleu_15141 BL05926
ortholog_2557 gene-HOLleu_15142 BL05890
ortholog_2558 gene-HOLleu_15155 BL03656
ortholog_2559 gene-HOLleu_15165 BL04263
ortholog_2560 gene-HOLleu_15171 BL06090
ortholog_2561 gene-HOLleu_15176 BL05879
ortholog_2562 gene-HOLleu_15179 BL02156
ortholog_2563 gene-HOLleu_15187 BL18006
ortholog_2564 gene-HOLleu_15191 BL27375
ortholog_2565 gene-HOLleu_15198 BL06491
ortholog_2566 gene-HOLleu_15203 BL06366
ortholog_2567 gene-HOLleu_15206 BL26286
ortholog_2568 gene-HOLleu_15212 BL06262
ortholog_2569 gene-HOLleu_15216 BL05983
ortholog_2570 gene-HOLleu_15217 BL03652
ortholog_2571 gene-HOLleu_15218 BL05977
ortholog_2572 gene-HOLleu_15220 BL17702
ortholog_2573 gene-HOLleu_15221 BL22722
ortholog_2574 gene-HOLleu_15268 BL05993
ortholog_2575 gene-HOLleu_15269 BL05992
ortholog_2576 gene-HOLleu_15277 BL15732
ortholog_2577 gene-HOLleu_15279 BL06292
ortholog_2578 gene-HOLleu_15282 BL08678
ortholog_2579 gene-HOLleu_15286 BL03678
ortholog_2580 gene-HOLleu_15287 BL06047
ortholog_2581 gene-HOLleu_15313 BL06351
ortholog_2582 gene-HOLleu_15320 BL05857
ortholog_2583 gene-HOLleu_15322 BL12580
ortholog_2584 gene-HOLleu_15324 BL15103
ortholog_2585 gene-HOLleu_15325 BL15102
ortholog_2586 gene-HOLleu_15375 BL03691
ortholog_2587 gene-HOLleu_15376 BL06337
ortholog_2588 gene-HOLleu_15378 BL06339
ortholog_2589 gene-HOLleu_15383 BL06340
ortholog_2590 gene-HOLleu_15392 BL08656
ortholog_2591 gene-HOLleu_15393 BL24288
ortholog_2592 gene-HOLleu_15403 BL03685
ortholog_2593 gene-HOLleu_15404 BL06450
ortholog_2594 gene-HOLleu_15406 BL06328
ortholog_2595 gene-HOLleu_15407 BL08662
ortholog_2596 gene-HOLleu_15408 BL06322
ortholog_2597 gene-HOLleu_15409 BL23021
ortholog_2598 gene-HOLleu_15427 BL06220
ortholog_2599 gene-HOLleu_15433 BL03708
ortholog_2600 gene-HOLleu_15466 BL25469
ortholog_2601 gene-HOLleu_15471 BL05866
ortholog_2602 gene-HOLleu_15481 BL24372
ortholog_2603 gene-HOLleu_15483 BL06016
ortholog_2604 gene-HOLleu_15498 BL11431
ortholog_2605 gene-HOLleu_15500 BL24417
ortholog_2606 gene-HOLleu_15508 BL06177
ortholog_2607 gene-HOLleu_15552 BL10251
ortholog_2608 gene-HOLleu_15554 BL18176
ortholog_2609 gene-HOLleu_15557 BL26873
ortholog_2610 gene-HOLleu_15558 BL13095
ortholog_2611 gene-HOLleu_15559 BL20535
ortholog_2612 gene-HOLleu_15562 BL07286
ortholog_2613 gene-HOLleu_15566 BL26849
ortholog_2614 gene-HOLleu_15569 BL26850
ortholog_2615 gene-HOLleu_15570 BL18428
ortholog_2616 gene-HOLleu_15573 BL11993
ortholog_2617 gene-HOLleu_15587 BL12314
ortholog_2618 gene-HOLleu_15636 BL15147
ortholog_2619 gene-HOLleu_15644 BL28041
ortholog_2620 gene-HOLleu_15647 BL18322
ortholog_2621 gene-HOLleu_15650 BL26999
ortholog_2622 gene-HOLleu_15652 BL19444
ortholog_2623 gene-HOLleu_15663 BL18054
ortholog_2624 gene-HOLleu_15687 BL01451
ortholog_2625 gene-HOLleu_15696 BL13141
ortholog_2626 gene-HOLleu_15717 BL13142
ortholog_2627 gene-HOLleu_15752 BL02957
ortholog_2628 gene-HOLleu_15753 BL17708
ortholog_2629 gene-HOLleu_15816 BL01618
ortholog_2630 gene-HOLleu_15819 BL26947
ortholog_2631 gene-HOLleu_15820 BL26825
ortholog_2632 gene-HOLleu_15822 BL00332
ortholog_2633 gene-HOLleu_15826 BL07240
ortholog_2634 gene-HOLleu_15827 BL22704
ortholog_2635 gene-HOLleu_15830 BL18491
ortholog_2636 gene-HOLleu_15831 BL26935
ortholog_2637 gene-HOLleu_15832 BL26936
ortholog_2638 gene-HOLleu_15834 BL06905
ortholog_2639 gene-HOLleu_15837 BL13194
ortholog_2640 gene-HOLleu_15838 BL12577
ortholog_2641 gene-HOLleu_15841 BL11008
ortholog_2642 gene-HOLleu_15852 BL14373
ortholog_2643 gene-HOLleu_15855 BL13418
ortholog_2644 gene-HOLleu_15863 BL06263
ortholog_2645 gene-HOLleu_15877 BL15040
ortholog_2646 gene-HOLleu_15894 BL18042
ortholog_2647 gene-HOLleu_15906 BL18118
ortholog_2648 gene-HOLleu_15915 BL14207
ortholog_2649 gene-HOLleu_15916 BL18208
ortholog_2650 gene-HOLleu_15917 BL18548
ortholog_2651 gene-HOLleu_15932 BL04134
ortholog_2652 gene-HOLleu_15935 BL18456
ortholog_2653 gene-HOLleu_15938 BL18066
ortholog_2654 gene-HOLleu_15947 BL18389
ortholog_2655 gene-HOLleu_15950 BL18252
ortholog_2656 gene-HOLleu_15951 BL06382
ortholog_2657 gene-HOLleu_15953 BL01583
ortholog_2658 gene-HOLleu_15955 BL18229
ortholog_2659 gene-HOLleu_15956 BL22707
ortholog_2660 gene-HOLleu_15957 BL18125
ortholog_2661 gene-HOLleu_15958 BL18218
ortholog_2662 gene-HOLleu_15962 BL13091
ortholog_2663 gene-HOLleu_15966 BL15404
ortholog_2664 gene-HOLleu_15967 BL26816
ortholog_2665 gene-HOLleu_15968 BL18398
ortholog_2666 gene-HOLleu_15970 BL18370
ortholog_2667 gene-HOLleu_15988 BL11760
ortholog_2668 gene-HOLleu_15990 BL18407
ortholog_2669 gene-HOLleu_15994 BL01871
ortholog_2670 gene-HOLleu_15998 BL18078
ortholog_2671 gene-HOLleu_16002 BL11832
ortholog_2672 gene-HOLleu_16005 BL23785
ortholog_2673 gene-HOLleu_16010 BL01006
ortholog_2674 gene-HOLleu_16033 BL13120
ortholog_2675 gene-HOLleu_16039 BL09645
ortholog_2676 gene-HOLleu_16042 BL17060
ortholog_2677 gene-HOLleu_16044 BL10563
ortholog_2678 gene-HOLleu_16055 BL14636
ortholog_2679 gene-HOLleu_16076 BL18191
ortholog_2680 gene-HOLleu_16078 BL18196
ortholog_2681 gene-HOLleu_16083 BL03191
ortholog_2682 gene-HOLleu_16085 BL18303
ortholog_2683 gene-HOLleu_16086 BL18301
ortholog_2684 gene-HOLleu_16100 BL18373
ortholog_2685 gene-HOLleu_16110 BL18168
ortholog_2686 gene-HOLleu_16111 BL18283
ortholog_2687 gene-HOLleu_16113 BL18284
ortholog_2688 gene-HOLleu_16124 BL03221
ortholog_2689 gene-HOLleu_16144 BL18355
ortholog_2690 gene-HOLleu_16149 BL24242
ortholog_2691 gene-HOLleu_16151 BL18273
ortholog_2692 gene-HOLleu_16152 BL13202
ortholog_2693 gene-HOLleu_16153 BL26949
ortholog_2694 gene-HOLleu_16154 BL18253
ortholog_2695 gene-HOLleu_16164 BL03151
ortholog_2696 gene-HOLleu_16175 BL22702
ortholog_2697 gene-HOLleu_16187 BL11148
ortholog_2698 gene-HOLleu_16191 BL21247
ortholog_2699 gene-HOLleu_16194 BL26968
ortholog_2700 gene-HOLleu_16199 BL18158
ortholog_2701 gene-HOLleu_16200 BL26886
ortholog_2702 gene-HOLleu_16203 BL18503
ortholog_2703 gene-HOLleu_16210 BL23668
ortholog_2704 gene-HOLleu_16215 BL18364
ortholog_2705 gene-HOLleu_16216 BL26945
ortholog_2706 gene-HOLleu_16221 BL18160
ortholog_2707 gene-HOLleu_16235 BL27000
ortholog_2708 gene-HOLleu_16236 BL18329
ortholog_2709 gene-HOLleu_16239 BL13084
ortholog_2710 gene-HOLleu_16241 BL18150
ortholog_2711 gene-HOLleu_16242 BL11995
ortholog_2712 gene-HOLleu_16244 BL20529
ortholog_2713 gene-HOLleu_16245 BL18417
ortholog_2714 gene-HOLleu_16248 BL20562
ortholog_2715 gene-HOLleu_16261 BL19965
ortholog_2716 gene-HOLleu_16265 BL18489
ortholog_2717 gene-HOLleu_16266 BL18448
ortholog_2718 gene-HOLleu_16267 BL18126
