ortholog_1 g178 gene-HOLleu_44920
ortholog_1799 g59721 gene-HOLleu_13307
ortholog_1800 g59735 gene-HOLleu_13562
ortholog_1801 g59754 gene-HOLleu_34440
ortholog_1802 g59770 gene-HOLleu_12964
ortholog_1803 g59782 gene-HOLleu_12174
ortholog_1804 g59799 gene-HOLleu_12466
ortholog_1805 g59824 gene-HOLleu_11923
ortholog_1806 g59842 gene-HOLleu_13518
ortholog_1807 g59857 gene-HOLleu_12859
ortholog_1808 g59862 gene-HOLleu_22507
ortholog_1809 g59885 gene-HOLleu_16860
ortholog_1810 g59919 gene-HOLleu_13315
ortholog_1811 g59924 gene-HOLleu_12062
ortholog_1812 g59947 gene-HOLleu_12560
ortholog_1813 g60041 gene-HOLleu_12394
ortholog_1814 g60047 gene-HOLleu_13328
ortholog_1815 g60069 gene-HOLleu_08778
ortholog_1816 g60071 gene-HOLleu_12611
ortholog_1817 g60075 gene-HOLleu_38240
ortholog_1818 g60076 gene-HOLleu_31410
ortholog_1819 g60081 gene-HOLleu_12944
ortholog_1820 g60084 gene-HOLleu_12614
ortholog_1821 g60088 gene-HOLleu_12694
ortholog_1822 g60095 gene-HOLleu_12501
ortholog_1823 g60118 gene-HOLleu_13233
ortholog_1824 g60161 gene-HOLleu_13232
ortholog_1825 g60165 gene-HOLleu_13271
ortholog_1826 g60184 gene-HOLleu_12568
ortholog_1827 g60198 gene-HOLleu_12302
ortholog_1828 g60238 gene-HOLleu_13331
ortholog_1829 g60249 gene-HOLleu_12118
ortholog_1830 g60259 gene-HOLleu_13391
ortholog_1831 g60273 gene-HOLleu_39952
ortholog_1832 g60277 gene-HOLleu_39955
ortholog_1833 g60280 gene-HOLleu_04859
ortholog_1834 g60312 gene-HOLleu_13390
ortholog_1835 g60359 gene-HOLleu_11892
ortholog_1836 g60382 gene-HOLleu_12838
ortholog_1837 g60456 gene-HOLleu_13313
ortholog_1838 g60468 gene-HOLleu_11752
ortholog_1839 g60477 gene-HOLleu_16351
ortholog_1840 g60506 gene-HOLleu_12033
ortholog_1841 g60513 gene-HOLleu_12407
ortholog_1842 g60518 gene-HOLleu_12114
ortholog_1843 g60532 gene-HOLleu_13149
ortholog_1844 g60579 gene-HOLleu_12433
ortholog_1845 g60617 gene-HOLleu_13225
ortholog_1846 g60635 gene-HOLleu_16629
ortholog_1847 g60655 gene-HOLleu_28109
ortholog_1848 g60663 gene-HOLleu_29910
ortholog_1849 g60739 gene-HOLleu_31195
ortholog_1850 g60742 gene-HOLleu_12351
ortholog_1851 g60769 gene-HOLleu_12841
ortholog_1852 g60770 gene-HOLleu_12086
ortholog_1853 g60797 gene-HOLleu_17951
ortholog_1854 g60801 gene-HOLleu_13356
ortholog_1855 g60806 gene-HOLleu_12786
ortholog_1856 g60816 gene-HOLleu_12574
ortholog_1857 g60861 gene-HOLleu_11779
ortholog_1858 g60867 gene-HOLleu_30941
ortholog_1859 g60897 gene-HOLleu_12226
ortholog_1860 g60901 gene-HOLleu_04215
ortholog_1861 g60902 gene-HOLleu_12289
ortholog_1862 g60906 gene-HOLleu_12291
ortholog_1863 g60909 gene-HOLleu_12794
ortholog_1864 g60912 gene-HOLleu_30973
ortholog_1865 g60920 gene-HOLleu_12486
ortholog_1866 g60931 gene-HOLleu_12018
ortholog_1867 g60938 gene-HOLleu_13145
ortholog_1868 g60940 gene-HOLleu_13144
ortholog_1869 g60959 gene-HOLleu_31822
ortholog_1870 g60978 gene-HOLleu_12252
ortholog_1871 g60987 gene-HOLleu_13320
ortholog_1872 g61003 gene-HOLleu_12168
ortholog_1873 g61015 gene-HOLleu_13571
ortholog_1874 g61042 gene-HOLleu_12483
ortholog_1875 g61045 gene-HOLleu_12918
ortholog_1876 g61052 gene-HOLleu_34343
ortholog_1877 g61068 gene-HOLleu_12754
ortholog_1878 g61082 gene-HOLleu_13223
ortholog_1879 g61097 gene-HOLleu_13142
ortholog_1880 g61112 gene-HOLleu_33714
ortholog_1881 g61141 gene-HOLleu_12781
ortholog_1882 g61150 gene-HOLleu_12956
ortholog_1883 g61157 gene-HOLleu_13393
ortholog_1884 g61173 gene-HOLleu_04860
ortholog_1885 g61176 gene-HOLleu_11935
ortholog_1886 g61178 gene-HOLleu_12166
ortholog_1887 g61183 gene-HOLleu_11775
ortholog_1888 g61208 gene-HOLleu_13473
ortholog_1889 g61211 gene-HOLleu_13472
ortholog_1890 g61216 gene-HOLleu_34790
ortholog_1891 g61237 gene-HOLleu_12179
ortholog_1892 g61238 gene-HOLleu_12178
ortholog_1893 g61244 gene-HOLleu_12177
ortholog_1894 g61248 gene-HOLleu_11919
ortholog_1895 g61359 gene-HOLleu_13470
ortholog_1896 g61368 gene-HOLleu_34334
ortholog_1897 g61371 gene-HOLleu_12884
ortholog_1898 g61385 gene-HOLleu_38973
ortholog_1899 g61393 gene-HOLleu_13244
ortholog_1900 g61400 gene-HOLleu_12581
ortholog_1901 g61401 gene-HOLleu_12573
ortholog_1902 g61409 gene-HOLleu_12650
ortholog_1903 g61437 gene-HOLleu_13263
ortholog_1904 g61469 gene-HOLleu_12141
ortholog_1905 g61477 gene-HOLleu_12764
ortholog_1906 g61483 gene-HOLleu_12839
ortholog_1907 g61522 gene-HOLleu_13447
ortholog_1908 g61538 gene-HOLleu_13448
ortholog_1909 g61542 gene-HOLleu_13449
ortholog_1910 g61603 gene-HOLleu_11963
ortholog_1911 g61616 gene-HOLleu_13557
ortholog_1912 g61638 gene-HOLleu_14911
ortholog_1913 g61707 gene-HOLleu_12152
ortholog_1914 g61719 gene-HOLleu_24172
ortholog_1915 g61723 gene-HOLleu_12580
ortholog_1916 g61724 gene-HOLleu_40809
ortholog_1917 g61735 gene-HOLleu_11932
ortholog_1918 g61737 gene-HOLleu_12181
ortholog_1919 g61746 gene-HOLleu_26883
ortholog_1920 g61849 gene-HOLleu_12345
ortholog_1921 g61852 gene-HOLleu_12301
ortholog_1922 g61879 gene-HOLleu_13097
ortholog_1923 g61883 gene-HOLleu_38484
ortholog_1924 g61897 gene-HOLleu_12594
ortholog_1925 g61914 gene-HOLleu_13308
ortholog_1926 g61932 gene-HOLleu_12933
ortholog_1927 g61974 gene-HOLleu_12680
ortholog_1928 g62002 gene-HOLleu_13092
ortholog_1929 g62012 gene-HOLleu_15754
ortholog_1930 g62021 gene-HOLleu_15753
ortholog_1931 g62027 gene-HOLleu_13107
ortholog_1932 g62030 gene-HOLleu_12789
ortholog_1933 g62037 gene-HOLleu_12790
ortholog_1934 g62044 gene-HOLleu_12923
ortholog_1935 g62051 gene-HOLleu_12432
ortholog_1936 g62059 gene-HOLleu_12225
ortholog_1937 g62106 gene-HOLleu_30380
ortholog_1938 g62108 gene-HOLleu_12647
ortholog_1939 g62118 gene-HOLleu_12140
ortholog_1940 g62126 gene-HOLleu_09862
ortholog_1941 g62146 gene-HOLleu_11905
ortholog_1942 g62147 gene-HOLleu_11910
ortholog_1943 g62153 gene-HOLleu_13451
ortholog_1944 g62164 gene-HOLleu_20426
ortholog_1945 g62165 gene-HOLleu_13602
ortholog_1946 g62253 gene-HOLleu_04871
ortholog_1947 g62270 gene-HOLleu_12472
ortholog_1948 g62275 gene-HOLleu_12228
ortholog_1949 g62282 gene-HOLleu_12773
ortholog_1950 g62294 gene-HOLleu_12732
ortholog_1951 g62310 gene-HOLleu_16884
ortholog_1952 g62350 gene-HOLleu_13289
ortholog_1953 g62417 gene-HOLleu_12186
ortholog_1954 g62420 gene-HOLleu_12297
ortholog_1955 g62432 gene-HOLleu_12967
ortholog_1956 g62446 gene-HOLleu_13172
ortholog_1957 g62576 gene-HOLleu_09503
ortholog_1958 g62579 gene-HOLleu_26040
ortholog_1959 g62583 gene-HOLleu_12655
ortholog_1960 g62591 gene-HOLleu_40036
ortholog_1961 g62594 gene-HOLleu_12372
ortholog_1962 g62598 gene-HOLleu_38576
ortholog_1963 g62601 gene-HOLleu_11940
ortholog_1964 g62610 gene-HOLleu_13273
ortholog_1965 g62615 gene-HOLleu_13255
ortholog_1966 g62616 gene-HOLleu_11742
ortholog_1967 g62619 gene-HOLleu_12980
ortholog_1968 g62627 gene-HOLleu_13529
ortholog_1969 g62631 gene-HOLleu_11948
ortholog_1970 g62637 gene-HOLleu_12899
ortholog_1971 g62670 gene-HOLleu_12656
ortholog_1972 g62705 gene-HOLleu_12712
ortholog_1973 g62728 gene-HOLleu_13066
ortholog_1974 g62737 gene-HOLleu_13321
ortholog_1975 g62765 gene-HOLleu_11912
ortholog_1976 g62808 gene-HOLleu_00771
ortholog_1977 g62833 gene-HOLleu_12183
ortholog_1978 g62909 gene-HOLleu_13006
ortholog_1979 g62915 gene-HOLleu_13516
ortholog_1980 g62918 gene-HOLleu_13519
ortholog_1981 g62923 gene-HOLleu_13343
ortholog_1982 g62935 gene-HOLleu_13467
ortholog_1983 g62938 gene-HOLleu_13469
ortholog_1984 g62939 gene-HOLleu_12648
ortholog_1985 g62960 gene-HOLleu_13150
ortholog_1986 g62969 gene-HOLleu_13513
ortholog_1987 g62977 gene-HOLleu_12461
ortholog_1988 g62983 gene-HOLleu_13576
ortholog_1989 g63018 gene-HOLleu_13574
ortholog_1990 g63046 gene-HOLleu_18566
ortholog_1991 g63056 gene-HOLleu_12659
ortholog_1992 g63062 gene-HOLleu_12390
ortholog_1993 g63077 gene-HOLleu_12417
ortholog_1994 g63078 gene-HOLleu_13353
ortholog_1995 g63079 gene-HOLleu_12992
ortholog_1996 g63105 gene-HOLleu_11925
ortholog_1997 g63114 gene-HOLleu_19518
ortholog_1998 g63124 gene-HOLleu_07117
ortholog_1999 g63133 gene-HOLleu_02145
ortholog_2000 g63134 gene-HOLleu_19078
ortholog_2001 g63141 gene-HOLleu_12383
ortholog_2002 g63156 gene-HOLleu_13009
ortholog_2003 g63187 gene-HOLleu_21271
ortholog_2004 g63191 gene-HOLleu_24670
ortholog_2005 g63204 gene-HOLleu_12287
ortholog_2006 g63216 gene-HOLleu_12603
ortholog_2007 g63288 gene-HOLleu_13002
ortholog_2008 g63293 gene-HOLleu_12787
ortholog_2009 g63311 gene-HOLleu_16300
ortholog_2010 g63326 gene-HOLleu_13489
ortholog_2011 g63349 gene-HOLleu_16924
ortholog_2012 g63352 gene-HOLleu_45151
ortholog_2013 g63353 gene-HOLleu_11944
ortholog_2014 g63358 gene-HOLleu_11933
ortholog_2015 g63393 gene-HOLleu_11984
ortholog_2016 g63396 gene-HOLleu_13453
ortholog_2017 g63415 gene-HOLleu_12771
ortholog_2018 g63426 gene-HOLleu_11773
ortholog_2019 g63443 gene-HOLleu_12170
ortholog_2020 g63484 gene-HOLleu_11967
ortholog_2021 g63501 gene-HOLleu_11968
ortholog_2022 g63518 gene-HOLleu_13259
ortholog_2023 g63538 gene-HOLleu_13349
ortholog_2024 g63565 gene-HOLleu_12613
ortholog_2025 g63594 gene-HOLleu_12534
ortholog_2026 g63598 gene-HOLleu_12934
ortholog_2027 g63599 gene-HOLleu_12423
ortholog_2028 g63608 gene-HOLleu_12640
ortholog_2029 g63637 gene-HOLleu_11921
ortholog_2030 g63675 gene-HOLleu_22671
ortholog_2031 g63677 gene-HOLleu_12829
ortholog_2032 g63689 gene-HOLleu_14774
ortholog_2033 g63690 gene-HOLleu_21414
ortholog_2034 g63709 gene-HOLleu_08197
ortholog_2035 g63730 gene-HOLleu_12784
ortholog_2036 g63743 gene-HOLleu_12047
ortholog_2037 g63747 gene-HOLleu_12435
ortholog_2038 g63748 gene-HOLleu_12948
ortholog_2039 g63750 gene-HOLleu_12753
ortholog_2040 g63752 gene-HOLleu_19941
ortholog_2041 g63753 gene-HOLleu_20624
ortholog_2042 g63758 gene-HOLleu_12708
ortholog_2043 g63780 gene-HOLleu_12454
ortholog_2044 g63817 gene-HOLleu_12579
ortholog_2045 g63821 gene-HOLleu_11492
ortholog_2046 g63844 gene-HOLleu_13352
ortholog_2047 g63858 gene-HOLleu_12286
ortholog_2048 g63877 gene-HOLleu_12696
ortholog_2049 g63883 gene-HOLleu_13228
ortholog_2050 g63990 gene-HOLleu_12936
ortholog_2051 g64004 gene-HOLleu_13355
ortholog_2052 g64026 gene-HOLleu_12157
ortholog_2053 g64030 gene-HOLleu_13200
ortholog_2054 g64039 gene-HOLleu_12565
ortholog_2055 g64049 gene-HOLleu_12760
ortholog_2056 g64055 gene-HOLleu_12876
ortholog_2057 g64100 gene-HOLleu_12588
ortholog_2058 g64124 gene-HOLleu_12660
ortholog_2059 g64156 gene-HOLleu_12782
ortholog_2060 g64178 gene-HOLleu_12699
ortholog_2061 g64212 gene-HOLleu_12203
ortholog_2062 g64219 gene-HOLleu_12966
ortholog_2063 g64229 gene-HOLleu_12691
ortholog_2064 g64274 gene-HOLleu_12685
ortholog_2065 g64307 gene-HOLleu_12079
ortholog_2066 g64312 gene-HOLleu_24950
ortholog_2067 g64320 gene-HOLleu_12747
ortholog_2068 g64324 gene-HOLleu_12229
ortholog_2069 g64327 gene-HOLleu_11916
ortholog_2070 g64349 gene-HOLleu_27833
ortholog_2071 g64357 gene-HOLleu_13226
ortholog_2072 g64360 gene-HOLleu_13477
ortholog_2073 g64366 gene-HOLleu_12713
ortholog_2074 g64373 gene-HOLleu_12906
ortholog_2075 g64381 gene-HOLleu_12583
ortholog_2076 g64406 gene-HOLleu_12639
ortholog_2077 g64416 gene-HOLleu_12386
ortholog_2078 g64419 gene-HOLleu_29813
ortholog_2079 g64452 gene-HOLleu_13318
ortholog_2080 g64456 gene-HOLleu_06253
ortholog_2081 g64473 gene-HOLleu_11739
ortholog_2082 g64512 gene-HOLleu_12551
ortholog_2083 g64537 gene-HOLleu_13424
ortholog_2084 g64544 gene-HOLleu_30979
ortholog_2085 g64558 gene-HOLleu_28969
ortholog_2086 g64583 gene-HOLleu_11814
ortholog_2087 g64594 gene-HOLleu_13130
ortholog_2088 g64601 gene-HOLleu_13344
ortholog_2089 g64617 gene-HOLleu_12180
ortholog_2090 g64631 gene-HOLleu_13508
ortholog_2091 g64669 gene-HOLleu_12891
ortholog_2092 g64720 gene-HOLleu_12480
ortholog_2093 g64788 gene-HOLleu_13248
ortholog_2094 g64791 gene-HOLleu_12494
ortholog_2095 g64800 gene-HOLleu_12519
ortholog_2096 g64808 gene-HOLleu_13476
ortholog_2097 g64811 gene-HOLleu_11762
ortholog_2098 g64824 gene-HOLleu_32893
ortholog_2099 g64833 gene-HOLleu_11922
ortholog_2100 g64842 gene-HOLleu_13034
ortholog_2101 g64845 gene-HOLleu_13033
ortholog_2102 g64866 gene-HOLleu_02794
ortholog_2103 g64886 gene-HOLleu_13297
ortholog_2104 g64894 gene-HOLleu_13072
ortholog_2105 g64924 gene-HOLleu_12840
ortholog_2106 g64940 gene-HOLleu_27782
ortholog_2107 g64979 gene-HOLleu_13091
ortholog_2108 g64992 gene-HOLleu_13090
ortholog_2109 g65011 gene-HOLleu_13601
ortholog_2110 g65045 gene-HOLleu_13176
ortholog_2111 g65049 gene-HOLleu_29490
ortholog_2112 g65061 gene-HOLleu_13528
ortholog_2113 g65075 gene-HOLleu_13141
ortholog_2114 g65093 gene-HOLleu_13310
ortholog_2115 g65102 gene-HOLleu_12353
ortholog_2116 g65110 gene-HOLleu_11893
ortholog_2117 g65121 gene-HOLleu_11974
ortholog_2118 g65124 gene-HOLleu_00495
ortholog_2119 g65126 gene-HOLleu_12930
ortholog_2120 g65130 gene-HOLleu_13314
ortholog_2121 g65140 gene-HOLleu_13466
ortholog_2122 g65165 gene-HOLleu_13004
ortholog_2123 g65178 gene-HOLleu_30607
ortholog_2124 g65183 gene-HOLleu_12973
ortholog_2125 g65185 gene-HOLleu_13429
ortholog_2126 g65189 gene-HOLleu_13127
ortholog_2127 g65224 gene-HOLleu_12305
ortholog_2128 g65237 gene-HOLleu_44325
ortholog_2129 g65298 gene-HOLleu_12624
ortholog_2130 g65310 gene-HOLleu_12139
ortholog_2131 g65317 gene-HOLleu_39549
ortholog_2132 g65362 gene-HOLleu_12102
ortholog_2133 g65373 gene-HOLleu_43268
ortholog_2134 g65385 gene-HOLleu_29018
ortholog_2135 g65429 gene-HOLleu_12831
ortholog_2136 g65430 gene-HOLleu_13515
ortholog_2137 g65435 gene-HOLleu_12842
ortholog_2138 g65474 gene-HOLleu_11199
ortholog_2139 g65489 gene-HOLleu_13129
ortholog_2140 g65495 gene-HOLleu_13500
ortholog_2141 g65509 gene-HOLleu_24650
ortholog_2142 g65539 gene-HOLleu_13267
ortholog_2143 g65557 gene-HOLleu_12553
ortholog_2144 g65561 gene-HOLleu_13322
ortholog_2145 g65570 gene-HOLleu_12975
ortholog_2146 g65591 gene-HOLleu_11931
ortholog_2147 g65598 gene-HOLleu_19580
ortholog_2148 g65625 gene-HOLleu_11828
ortholog_2149 g65627 gene-HOLleu_02167
ortholog_2150 g65635 gene-HOLleu_30365
ortholog_2151 g65636 gene-HOLleu_12552
ortholog_2152 g65641 gene-HOLleu_13523
ortholog_2153 g65646 gene-HOLleu_36077
ortholog_2154 g65662 gene-HOLleu_12499
ortholog_2155 g65670 gene-HOLleu_34512
ortholog_2156 g65679 gene-HOLleu_13600
ortholog_2157 g65688 gene-HOLleu_13269
ortholog_2158 g65693 gene-HOLleu_11971
ortholog_2159 g65697 gene-HOLleu_12584
ortholog_2160 g65704 gene-HOLleu_12785
ortholog_2161 g65711 gene-HOLleu_12473
ortholog_2162 g65718 gene-HOLleu_12467
ortholog_2163 g65756 gene-HOLleu_11744
ortholog_2164 g65910 gene-HOLleu_35303
ortholog_2165 g65914 gene-HOLleu_12066
ortholog_2166 g65918 gene-HOLleu_13507
ortholog_2167 g65965 gene-HOLleu_13324
ortholog_2168 g65989 gene-HOLleu_30357
ortholog_2169 g65995 gene-HOLleu_31156
ortholog_2170 g66012 gene-HOLleu_12282
ortholog_2171 g66021 gene-HOLleu_12938
ortholog_2172 g66038 gene-HOLleu_19358
ortholog_2173 g66045 gene-HOLleu_12570
ortholog_2174 g66047 gene-HOLleu_12462
ortholog_2175 g66051 gene-HOLleu_12762
ortholog_2176 g66056 gene-HOLleu_13494
ortholog_2177 g66065 gene-HOLleu_12735
ortholog_2178 g66067 gene-HOLleu_12736
ortholog_2179 g66074 gene-HOLleu_12521
ortholog_2180 g66077 gene-HOLleu_40291
ortholog_2181 g66084 gene-HOLleu_12926
ortholog_2182 g66087 gene-HOLleu_12924
ortholog_2183 g66136 gene-HOLleu_29147
ortholog_2184 g66150 gene-HOLleu_11979
ortholog_2185 g66167 gene-HOLleu_12346
ortholog_2186 g66188 gene-HOLleu_32699
ortholog_2187 g66199 gene-HOLleu_24022
ortholog_2188 g66218 gene-HOLleu_12872
ortholog_2189 g66222 gene-HOLleu_12182
ortholog_2190 g66247 gene-HOLleu_34192
ortholog_2191 g66249 gene-HOLleu_12421
ortholog_2192 g66263 gene-HOLleu_13463
ortholog_2193 g66264 gene-HOLleu_12030
ortholog_2194 g66278 gene-HOLleu_35011
ortholog_2195 g66287 gene-HOLleu_12587
ortholog_2196 g66290 gene-HOLleu_08424
ortholog_2197 g66362 gene-HOLleu_11917
ortholog_2198 g66393 gene-HOLleu_13191
ortholog_2199 g66421 gene-HOLleu_00817
ortholog_2200 g66578 gene-HOLleu_13075
ortholog_2201 g66647 gene-HOLleu_16211
ortholog_2202 g66687 gene-HOLleu_06029
ortholog_2203 g66727 gene-HOLleu_13196
ortholog_2204 g66742 gene-HOLleu_12381
ortholog_2205 g66743 gene-HOLleu_12902
ortholog_2206 g66753 gene-HOLleu_13082
ortholog_2207 g66873 gene-HOLleu_37781
ortholog_2208 g66929 gene-HOLleu_10136
ortholog_2209 g66930 gene-HOLleu_13542
ortholog_2210 g66994 gene-HOLleu_39914
ortholog_2211 g67118 gene-HOLleu_00944
ortholog_2212 g67335 gene-HOLleu_25615
ortholog_2213 g67533 gene-HOLleu_39933
ortholog_2214 g67585 gene-HOLleu_31085
ortholog_2215 g67635 gene-HOLleu_14699
ortholog_2216 g67675 gene-HOLleu_14662
ortholog_2217 g67682 gene-HOLleu_14730
ortholog_2218 g67687 gene-HOLleu_14135
ortholog_2219 g67695 gene-HOLleu_23091
ortholog_2220 g67710 gene-HOLleu_23083
ortholog_2221 g67740 gene-HOLleu_24059
ortholog_2222 g67741 gene-HOLleu_23613
ortholog_2223 g67745 gene-HOLleu_23878
ortholog_2224 g67780 gene-HOLleu_22911
ortholog_2225 g67792 gene-HOLleu_24031
ortholog_2226 g67797 gene-HOLleu_14660
ortholog_2227 g67801 gene-HOLleu_14659
ortholog_2228 g67809 gene-HOLleu_23556
ortholog_2229 g67837 gene-HOLleu_15257
ortholog_2230 g67867 gene-HOLleu_24318
ortholog_2231 g67889 gene-HOLleu_14794
ortholog_2232 g67891 gene-HOLleu_14750
ortholog_2233 g67895 gene-HOLleu_24217
ortholog_2234 g67945 gene-HOLleu_14330
ortholog_2235 g67996 gene-HOLleu_43437
ortholog_2236 g67999 gene-HOLleu_08199
ortholog_2237 g68004 gene-HOLleu_23088
ortholog_2238 g68013 gene-HOLleu_22830
ortholog_2239 g68033 gene-HOLleu_15054
ortholog_2240 g68044 gene-HOLleu_14050
ortholog_2241 g68082 gene-HOLleu_14819
ortholog_2242 g68104 gene-HOLleu_23139
ortholog_2243 g68108 gene-HOLleu_24513
ortholog_2244 g68109 gene-HOLleu_32406
ortholog_2245 g68123 gene-HOLleu_23399
ortholog_2246 g68134 gene-HOLleu_35285
ortholog_2247 g68174 gene-HOLleu_14304
ortholog_2248 g68190 gene-HOLleu_15508
ortholog_2249 g68196 gene-HOLleu_22831
ortholog_2250 g68201 gene-HOLleu_23067
ortholog_2251 g68274 gene-HOLleu_14957
ortholog_2252 g68305 gene-HOLleu_14509
ortholog_2253 g68311 gene-HOLleu_15431
ortholog_2254 g68328 gene-HOLleu_14745
ortholog_2255 g68333 gene-HOLleu_18404
ortholog_2256 g68345 gene-HOLleu_14545
ortholog_2257 g68351 gene-HOLleu_14493
ortholog_2258 g68353 gene-HOLleu_14492
ortholog_2259 g68386 gene-HOLleu_14977
ortholog_2260 g68399 gene-HOLleu_14019
ortholog_2261 g68435 gene-HOLleu_14284
ortholog_2262 g68478 gene-HOLleu_24329
ortholog_2263 g68481 gene-HOLleu_24330
ortholog_2264 g68490 gene-HOLleu_14623
ortholog_2265 g68497 gene-HOLleu_14314
ortholog_2266 g68503 gene-HOLleu_24518
ortholog_2267 g68510 gene-HOLleu_24519
ortholog_2268 g68543 gene-HOLleu_14340
ortholog_2269 g68592 gene-HOLleu_10960
ortholog_2270 g68619 gene-HOLleu_25761
ortholog_2271 g68632 gene-HOLleu_06690
ortholog_2272 g68699 gene-HOLleu_14419
ortholog_2273 g68704 gene-HOLleu_14021
ortholog_2274 g68705 gene-HOLleu_12069
ortholog_2275 g68718 gene-HOLleu_24515
ortholog_2276 g68722 gene-HOLleu_24514
ortholog_2277 g68726 gene-HOLleu_14256
ortholog_2278 g68782 gene-HOLleu_23006
ortholog_2279 g68784 gene-HOLleu_22836
ortholog_2280 g68790 gene-HOLleu_15112
ortholog_2281 g68795 gene-HOLleu_14515
ortholog_2282 g68798 gene-HOLleu_13783
ortholog_2283 g68824 gene-HOLleu_13991
ortholog_2284 g68831 gene-HOLleu_14456
ortholog_2285 g68844 gene-HOLleu_15320
ortholog_2286 g68845 gene-HOLleu_09847
ortholog_2287 g68858 gene-HOLleu_13644
ortholog_2288 g68884 gene-HOLleu_14257
ortholog_2289 g68890 gene-HOLleu_14929
ortholog_2290 g68902 gene-HOLleu_18213
ortholog_2291 g68911 gene-HOLleu_15091
ortholog_2292 g68925 gene-HOLleu_14793
ortholog_2293 g68956 gene-HOLleu_14692
ortholog_2294 g68969 gene-HOLleu_32683
ortholog_2295 g68970 gene-HOLleu_15126
ortholog_2296 g68977 gene-HOLleu_23494
ortholog_2297 g68982 gene-HOLleu_23563
ortholog_2298 g69025 gene-HOLleu_24024
ortholog_2299 g69029 gene-HOLleu_24265
ortholog_2300 g69057 gene-HOLleu_13993
ortholog_2301 g69064 gene-HOLleu_14965
ortholog_2302 g69066 gene-HOLleu_14149
ortholog_2303 g69085 gene-HOLleu_14150
ortholog_2304 g69104 gene-HOLleu_14152
ortholog_2305 g69110 gene-HOLleu_14162
ortholog_2306 g69116 gene-HOLleu_13790
ortholog_2307 g69118 gene-HOLleu_13889
ortholog_2308 g69121 gene-HOLleu_08984
ortholog_2309 g69127 gene-HOLleu_43787
ortholog_2310 g69221 gene-HOLleu_37805
ortholog_2311 g69237 gene-HOLleu_37796
ortholog_2312 g69272 gene-HOLleu_23559
ortholog_2313 g69277 gene-HOLleu_14795
ortholog_2314 g69285 gene-HOLleu_14797
ortholog_2315 g69294 gene-HOLleu_23484
ortholog_2316 g69338 gene-HOLleu_21817
ortholog_2317 g69341 gene-HOLleu_14597
ortholog_2318 g69352 gene-HOLleu_30675
ortholog_2319 g69361 gene-HOLleu_15028
ortholog_2320 g69369 gene-HOLleu_33786
ortholog_2321 g69400 gene-HOLleu_14646
ortholog_2322 g69417 gene-HOLleu_13980
ortholog_2323 g69429 gene-HOLleu_15408
ortholog_2324 g69457 gene-HOLleu_24316
ortholog_2325 g69458 gene-HOLleu_24037
ortholog_2326 g69493 gene-HOLleu_13772
ortholog_2327 g69512 gene-HOLleu_31878
ortholog_2328 g69515 gene-HOLleu_27738
ortholog_2329 g69530 gene-HOLleu_13696
ortholog_2330 g69538 gene-HOLleu_13745
ortholog_2331 g69546 gene-HOLleu_22862
ortholog_2332 g69585 gene-HOLleu_14891
ortholog_2333 g69595 gene-HOLleu_28449
ortholog_2334 g69602 gene-HOLleu_15334
ortholog_2335 g69648 gene-HOLleu_23407
ortholog_2336 g69672 gene-HOLleu_14148
ortholog_2337 g69685 gene-HOLleu_14807
ortholog_2338 g69703 gene-HOLleu_15155
ortholog_2339 g69704 gene-HOLleu_14613
ortholog_2340 g69730 gene-HOLleu_23133
ortholog_2341 g69738 gene-HOLleu_23131
ortholog_2342 g69749 gene-HOLleu_25961
ortholog_2343 g69767 gene-HOLleu_20144
ortholog_2344 g69775 gene-HOLleu_14133
ortholog_2345 g69779 gene-HOLleu_13725
ortholog_2346 g69783 gene-HOLleu_14176
ortholog_2347 g69785 gene-HOLleu_14727
ortholog_2348 g69788 gene-HOLleu_14489
ortholog_2349 g69800 gene-HOLleu_14975
ortholog_2350 g69848 gene-HOLleu_13981
ortholog_2351 g69853 gene-HOLleu_23526
ortholog_2352 g69864 gene-HOLleu_22940
ortholog_2353 g69892 gene-HOLleu_23114
ortholog_2354 g69902 gene-HOLleu_23113
ortholog_2355 g69903 gene-HOLleu_13910
ortholog_2356 g69908 gene-HOLleu_23108
ortholog_2357 g69922 gene-HOLleu_23121
ortholog_2358 g69929 gene-HOLleu_14575
ortholog_2359 g69964 gene-HOLleu_15096
ortholog_2360 g69975 gene-HOLleu_20626
ortholog_2361 g69983 gene-HOLleu_23041
ortholog_2362 g70051 gene-HOLleu_14339
ortholog_2363 g70053 gene-HOLleu_14735
ortholog_2364 g70056 gene-HOLleu_23120
ortholog_2365 g70117 gene-HOLleu_23044
ortholog_2366 g70129 gene-HOLleu_13806
ortholog_2367 g70141 gene-HOLleu_24115
ortholog_2368 g70142 gene-HOLleu_23537
ortholog_2369 g70185 gene-HOLleu_23536
ortholog_2370 g70192 gene-HOLleu_23090
